slug	vol	found	cand_isbn	release_date	publisher	n_cand	rakuten_raw
super-mario-kun	18	Y	9784091422484	1998-04-28	小学館	2	スーパーマリオくん(18)
super-mario-kun	19	Y	9784091422491	1998-09-28	小学館	2	スーパーマリオくん(19)
super-mario-land	1	Y	9784063131031	1989-08-17	講談社	1	スーパーマリオランド(1)
super-tamutamu	2	Y	9784832260986	1997-11-13	芳文社	3	すーぱータムタム(2)
taishou-gakusei-aisaika	1	Y	9784065374580	2024-11-21	講談社	2	大正學生愛妻家(1)
takeru-1997-2	1	Y	9784796242318	1993-07-16	スコラ	6	TAKERU(1)
takeru-1997-2	2	Y	9784796242592	1994-03-16	スコラ	6	TAKERU(2)
takeru-1997-2	3	Y	9784861273209	2006-11	マッグガーデン	5	Takeru(3)
takeru-1997-2	4	Y	9784861273889	2007-06	マッグガーデン	5	Takeru(4)
tanpopo-san-no-uta	3	Y	9784575825909	2001-08	双葉社	2	たんぽぽさんの詩(3)
tasogare-ryuuseigun	72	Y	9784098630431	2024-09-30	小学館	1	黄昏流星群(72)
tasogare-ryuuseigun	73	Y	9784098630769	2024-10-22	小学館	1	黄昏流星群(73)
tasogare-ryuuseigun	74	Y	9784098631094	2024-11-28	小学館	1	黄昏流星群(74)
teida-neenee	1	Y	9784821171422	2011-05	ぶんか社	4	太陽娘
tenkuu-shinpan	1	Y	9784063769791	2014-05-09	講談社	2	天空侵犯(1)
tenkuu-shinpan	2	Y	9784063770568	2014-09-09	講談社	2	天空侵犯(2)
tenkuu-shinpan	3	Y	9784063771114	2015-01-09	講談社	2	天空侵犯(3)
tenkuu-shinpan	4	Y	9784063771909	2015-05-08	講談社	2	天空侵犯(4)
tenkuu-shinpan	5	Y	9784063772920	2015-08-07	講談社	2	天空侵犯(5)
tenkuu-shinpan	6	Y	9784063773491	2015-11-09	講談社	2	天空侵犯(6)
tenkuu-shinpan	7	Y	9784063774221	2016-02-09	講談社	2	天空侵犯(7)
tenkuu-shinpan	8	Y	9784063774610	2016-05-09	講談社	2	天空侵犯(8)
tenkuu-shinpan	9	Y	9784063774993	2016-08-09	講談社	2	天空侵犯(9)
tenkuu-shinpan	10	Y	9784063930733	2016-11-09	講談社	2	天空侵犯(10)
tenkuu-shinpan	11	Y	9784063931372	2017-02-09	講談社	2	天空侵犯(11)
tenkuu-shinpan	12	Y	9784063931877	2017-05-09	講談社	2	天空侵犯(12)
tenkuu-shinpan	13	Y	9784065100288	2017-07-07	講談社	2	天空侵犯(13)
tenkuu-shinpan	14	Y	9784065102626	2017-10-06	講談社	2	天空侵犯(14)
tokusen-kobo-chan	6	Y	9784832264021	2005-06-28	芳文社	1	特選コボちゃん(6)
tokusen-kobo-chan	7	Y	9784832264120	2005-08-29	芳文社	1	特選コボちゃん(7)
tokusen-kobo-chan	9	Y	9784832264359	2005-12-06	芳文社	1	特選コボちゃん(9)
tokusen-kobo-chan	10	Y	9784832264472	2006-02-27	芳文社	1	特選コボちゃん(10)
tokusen-kobo-chan	11	Y	9784832264588	2006-04-27	芳文社	1	特選コボちゃん(11)
tokusen-kobo-chan	13	Y	9784832264847	2006-08-28	芳文社	1	特選コボちゃん(13)
tokusen-kobo-chan	16	Y	9784832265240	2007-02-26	芳文社	1	特選コボちゃん(16)
tokyo-babylon	4	Y	9784403612824	1992-06	新書館	6	東京Babylon(4)
tokyo-monogatari	7	Y	9784197720408	1992-03-16	徳間書店	5	東京物語(7)
tokyo-monogatari	8	Y	9784088572888	1993-04-19	集英社	3	東京物語(8)
tough	17	Y	9784088773223	2007-09	集英社	1	TOUGH(17)
tozaki-san-wa-boku-ni-dake-tsumetai	3	Y	9784041162446	2025-04-09	KADOKAWA	1	戸崎さんは僕にだけ冷たい (3)
transformers-classics	1	Y	9784813022756	2018-02	ヒーローX	2	トランスフォーマークラシックス(VOL.1)
transformers-classics	2	Y	9784863882683	2018-11-29	ヒーローX	3	トランスフォーマークラシックス(vol.2)
transformers-classics	3	Y	9784863882874	2019-02-26	ヒーローX	3	トランスフォーマークラシックス(vol.3)
transformers-classics	4	Y	9784863882973	2019-05-31	ヒーローX	2	トランスフォーマークラシックス(VOL.4)
tsuihousareta-sareta-tensei-juukishi-wa-game-chishiki-de-musou-suru	13	Y	9784065389126	2025-03-06	講談社	3	追放された転生重騎士はゲーム知識で無双する(13)
tsuihousareta-sareta-tensei-juukishi-wa-game-chishiki-de-musou-suru	16	Y	9784065421321	2026-01-06	講談社	2	追放された転生重騎士はゲーム知識で無双する(16)
tsuki-ga-michibiku-isekai-douchuu	15	Y	9784434353369	2025-02-20	アルファポリス	5	月が導く異世界道中(15)
tsuma-to-boku-no-shoukibo-na-ikuji	1	Y	9784065182147	2020-03-11	講談社	2	妻と僕の小規模な育児(1)
tsuma-to-boku-no-shoukibo-na-ikuji	2	Y	9784065201961	2020-07-08	講談社	2	妻と僕の小規模な育児(2)
tsuma-to-boku-no-shoukibo-na-ikuji	3	Y	9784065217016	2020-12-09	講談社	2	妻と僕の小規模な育児(3)
tsuma-to-boku-no-shoukibo-na-ikuji	4	Y	9784065233160	2021-05-12	講談社	2	妻と僕の小規模な育児(4)
tsuma-to-boku-no-shoukibo-na-ikuji	5	Y	9784065250969	2021-10-20	講談社	2	妻と僕の小規模な育児(5)
tsuma-to-boku-no-shoukibo-na-ikuji	6	Y	9784065270554	2022-03-18	講談社	2	妻と僕の小規模な育児(6)
tsuma-to-boku-no-shoukibo-na-ikuji	7	Y	9784065290651	2022-09-20	講談社	2	妻と僕の小規模な育児(7)
tsuma-to-boku-no-shoukibo-na-ikuji	8	Y	9784065310649	2023-03-20	講談社	2	妻と僕の小規模な育児(8)
tsuma-to-boku-no-shoukibo-na-ikuji	9	Y	9784065333969	2023-10-19	講談社	2	妻と僕の小規模な育児(9)
tsuma-to-boku-no-shoukibo-na-ikuji	10	Y	9784065352724	2024-04-18	講談社	2	妻と僕の小規模な育児(10)
uchi-no-3-shimai	7	Y	9784072616925	2008-06	主婦の友社	2	うちの3姉妹(7)
uchi-no-3-shimai	8	Y	9784072638286	2008-10	主婦の友社	2	うちの3姉妹(8)
uchi-no-3-shimai	11	Y	9784072969922	2014-07-18	主婦の友社	1	うちの3姉妹(11)
uchi-no-3-shimai	12	Y	9784072970003	2014-07-18	主婦の友社	1	うちの3姉妹(12)
umanari-1-haron-theater	12	Y	9784575935998	1998-12-14	双葉社	1	馬なり1ハロン劇場(12)
umanari-1-haron-theater	13	Y	9784575936636	1999-12-11	双葉社	1	馬なり1ハロン劇場(13)
umanari-1-haron-theater	15	Y	9784575937480	2001-07-19	双葉社	1	馬なり1ハロン劇場(15)
umanari-1-haron-theater	16	Y	9784575937770	2002-05-13	双葉社	1	馬なり1ハロン劇場(16)
umanari-1-haron-theater	17	Y	9784575938050	2002-12-12	双葉社	1	馬なり1ハロン劇場(17)
umanari-1-haron-theater	18	Y	9784575938319	2003-05-12	双葉社	1	馬なり1ハロン劇場(18)
umanari-1-haron-theater	19	Y	9784575938807	2004-02-28	双葉社	1	馬なり1ハロン劇場(19)
umanari-1-haron-theater	20	Y	9784575939071	2004-09-28	双葉社	1	馬なり1ハロン劇場(20)
umanari-1-haron-theater	21	Y	9784575939446	2005-04-12	双葉社	1	馬なり1ハロン劇場(21)
umanari-1-haron-theater	22	Y	9784575939842	2005-12-12	双葉社	1	馬なり1ハロン劇場(22)
umanari-1-haron-theater	23	Y	9784575940404	2006-10-28	双葉社	1	馬なり1ハロン劇場(23)
umanari-1-haron-theater	24	Y	9784575940664	2007-02-10	双葉社	1	馬なり1ハロン劇場(24)
utahime-obaka-miiko	4	Y	9784812464502	2006-03-27	竹書房	1	打姫オバカミーコ(4)
utahime-obaka-miiko	8	Y	9784812467367	2007-09-15	竹書房	1	打姫オバカミーコ(8)
utahime-obaka-miiko	11	Y	9784812468982	2008-10-27	竹書房	1	打姫オバカミーコ(11)
v8-kid	1	Y	9784063216097	1991-03-06	講談社	2	V8キッド(1)
w-juliet-2	1	Y	9784592188575	2006-12-18	白泉社	2	Wジュリエット2(1)
w-juliet-2	2	Y	9784592188612	2008-03-19	白泉社	2	Wジュリエット2 2
w-juliet-2	3	Y	9784592188681	2011-03-18	白泉社	2	Wジュリエット2(3)
w-juliet-2	4	Y	9784592214441	2015-02-20	白泉社	2	Wジュリエット2(4)
w-juliet-2	5	Y	9784592214458	2016-04-20	白泉社	2	Wジュリエット2(5)
wangan-midnight-c1-runner	1	Y	9784063617719	2009-11	講談社	3	湾岸ミッドナイトC1ランナー(1)
watashi-ga-mama-yo	4	Y	9784088623184	1995-05-23	集英社	2	わたしがママよ(4)
watashi-ni-shinasai	1	Y	9784063642360	2009-10-06	講談社	2	わたしに××しなさい!(1)
watashi-ni-shinasai	2	Y	9784063642506	2010-02-05	講談社	2	わたしに××しなさい!(2)
watashi-ni-shinasai	3	Y	9784063642681	2010-06-04	講談社	2	わたしに××しなさい!(3)
watashi-ni-shinasai	4	Y	9784063642803	2010-10-06	講談社	2	わたしに××しなさい!(4)
watashi-ni-shinasai	5	Y	9784063642957	2011-02-04	講談社	2	わたしに××しなさい!(5)
wotaku-douryou-to-gisou-kekkon-shita-kekka-mainichi-ga-metcha-tanoshiin-dakedo	3	Y	9784049161199	2024-11-26	KADOKAWA	2	オタク同僚と偽装結婚した結果、毎日がメッチャ楽しいんだけど!(3)
x-men	4	Y	9784884757311	1994-07-27	竹書房	3	X-men(4)
x-men	5	Y	9784884757328	1994-07-27	竹書房	3	X-men(5)
x-men	7	Y	9784884757397	1994-08-27	竹書房	1	X-men(7)
x-men	8	Y	9784884757403	1994-09-28	竹書房	3	X-men(8)
x-men	10	Y	9784884757427	1994-10-27	竹書房	3	X-men(10)
x-men	11	Y	9784884757434	1994-11-28	竹書房	1	X-men(11)
x-men-1994	7	Y	9784884757397	1994-08-27	竹書房	1	X-men(7)
x-men-1994	11	Y	9784884757434	1994-11-28	竹書房	1	X-men(11)
x-men-1994	12	Y	9784884757441	1994-12-15	竹書房	2	X-men(12)
x-men-1994-3	2	Y	9784884757106	1994-06-27	竹書房	1	X-men(2)
x-men-1994-3	7	Y	9784884757397	1994-08-27	竹書房	1	X-men(7)
x-men-1994-3	12	Y	9784884757441	1994-12-15	竹書房	2	X-men(12)
x-men-1994-5	11	Y	9784884757434	1994-11-28	竹書房	1	X-men(11)
x-men-1994-5	12	Y	9784884757441	1994-12-15	竹書房	2	X-men(12)
young-shima-kousaku-shuninhen	1	Y	9784063521825	2007-04	講談社	3	ヤング島耕作主任編(1)
yume-maboroshi-no-gotoku	5	Y	9784088583259	1993-09-03	集英社	4	夢幻の如く(第5巻)
yuuwaku-recipe	1	Y	9784575834024	2007-09	双葉社	2	誘惑レシピ
zero-site-muhou-chitai	2	Y	9784576961088	1996-10	二見書房	2	Xero site(無法恥帯)(vol.2)
zeruda-no-densetsu-4-koma-manga-gekijou	2	Y	9784870257078	1993-02	スクウェア・エニックス	1	ゼルダの伝説4コママンガ劇場(2)
zeruda-no-densetsu-4-koma-manga-gekijou	4	Y	9784870257283	1993-10	スクウェア・エニックス	1	ゼルダの伝説4コママンガ劇場(4)
ziggurat	5	Y	9784799206775	2014-12-25	キルタイムコミュニケーション	3	Ziggurat(5)
ziggurat	6	Y	9784799209790	2016-11	キルタイムコミュニケーション	2	Ziggurat(6)
ziggurat	7	Y	9784799218761	2024-03-08	キルタイムコミュニケーション	3	Ziggurat 7
16-nen-kimi-o-omou-to-konnani-ookiku	1	N				0	
2-tengojigen-no-ririsa	21	N				0	
2-tengojigen-no-ririsa	23	N				0	
aan-kremlin-iq200-no-soap-story	2	N				0	
aan-kremlin-iq200-no-soap-story	4	N				0	
adonisu-no-yuuutsu-na-hibi	1	N				0	
adonisu-no-yuuutsu-na-hibi	2	N				0	
agapes-1999	1	N				0	
agapes-1999	2	N				0	
agapes-1999	3	N				0	
agapes-1999	4	N				0	
agapes-1999	5	N				0	
ajia-he-no-michi	13	N				0	
akuyaku-reijou-koukyuu-monogatari-oukoku-gekidouhen	4	N				0	
akuyaku-reijou-route-kara-kaihou-saremashita	1	N				0	
alfheim-no-kishi-ballad	8	N				0	
alice-no-ochakai	5	N				0	
amakute-atsukute-iki-mo-dekinai	3	N				0	
arafoo-kenja-no-isekai-seikatsu-nikki	14	N				0	
arasu-kagayakeru-tsubasa	9	N				0	
ariel-comic	1	N				0	
ariel-comic	6	N				0	
ariel-comic	7	N				0	
asami-mitsuhiko-mystery-ando-ryojou-sasupensu	1	N				0	
asami-mitsuhiko-mystery-ando-ryojou-sasupensu	2	N				0	
ateuma-chara-no-kuseshite-supadari-ouji-ni-chouai-sarete-imasu	1	N				0	
azufareo-no-sobayounin	1	N				0	
azufareo-no-sobayounin	2	N				0	
azufareo-no-sobayounin	3	N				0	
azufareo-no-sobayounin	4	N				0	
b-boy	2	N				0	
b-boy	3	N				0	
b-boy	4	N				0	
b-boy	5	N				0	
b-boy	6	N				0	
b-boy	7	N				0	
b-boy	9	N				0	
b-boy	11	N				0	
b-boy	12	N				0	
b-boy	13	N				0	
b-boy	14	N				0	
b-boy	15	N				0	
b-boy	16	N				0	
b-boy	17	N				0	
b-t-x-1999	9	N				0	
b-t-x-1999	10	N				0	
b-t-x-1999	11	N				0	
b-t-x-1999	12	N				0	
best-of-naka-tomoko	2	N				0	
bishou-hari	4	N				0	
boku-to-senpai-no-tekken-kousai	1	N				0	
bokutachi-no-kichijouji-koimonogatari	5	N				0	
bolt-and-nut	3	N				0	
bolt-and-nut	10	N				0	
botsu-chan-no-jidai	4	N				0	
botsu-chan-no-jidai-1989	1	N				0	
bou-kun-vaaderu-no-hanayome	4	N				0	
bou-kun-vaaderu-no-hanayome	5	N				0	
bou-kun-vaaderu-no-hanayome	6	N				0	
bou-kun-vaaderu-no-hanayome	7	N				0	
bou-kun-vaaderu-no-hanayome	8	N				0	
bou-kun-vaaderu-no-hanayome	9	N				0	
bou-kun-vaaderu-no-hanayome	10	N				0	
bou-kun-vaaderu-no-hanayome	11	N				0	
bou-kun-vaaderu-no-hanayome	12	N				0	
bouken-kyouryuukan	1	N				0	
boukenshatachi-no-sekaishi	17	N				0	
bubble	7	N				0	
bushigin	1	N				0	
buya-jitsuroku-andou-gumi	1	N				0	
buya-jitsuroku-andou-gumi	2	N				0	
cafe	1	N				0	
cafe	2	N				0	
cafe	3	N				0	
cafe	4	N				0	
cafe	5	N				0	
canon-1995	7	N				0	
captain-harlock-jigen-koukai	1	N				0	
captain-harlock-jigen-koukai	2	N				0	
captain-harlock-jigen-koukai	3	N				0	
captain-harlock-jigen-koukai	4	N				0	
captain-harlock-jigen-koukai	5	N				0	
captain-harlock-jigen-koukai	6	N				0	
captain-harlock-jigen-koukai	7	N				0	
chaos-damonne	3	N				0	
charenjaazu	3	N				0	
chibi-hontou-ni-atta-waraeru-hanashi	1	N				0	
chibi-hontou-ni-atta-waraeru-hanashi	2	N				0	
chibi-hontou-ni-atta-waraeru-hanashi	3	N				0	
chibi-hontou-ni-atta-waraeru-hanashi	4	N				0	
chibi-hontou-ni-atta-waraeru-hanashi	5	N				0	
chibi-hontou-ni-atta-waraeru-hanashi	6	N				0	
chibi-hontou-ni-atta-waraeru-hanashi	7	N				0	
chibi-hontou-ni-atta-waraeru-hanashi	8	N				0	
chibi-hontou-ni-atta-waraeru-hanashi	9	N				0	
chibi-hontou-ni-atta-waraeru-hanashi	10	N				0	
chibi-hontou-ni-atta-waraeru-hanashi	11	N				0	
chibi-hontou-ni-atta-waraeru-hanashi	12	N				0	
chibi-hontou-ni-atta-waraeru-hanashi	13	N				0	
chibi-hontou-ni-atta-waraeru-hanashi	14	N				0	
chibi-hontou-ni-atta-waraeru-hanashi-girls-collection	1	N				0	
chibi-hontou-ni-atta-waraeru-hanashi-girls-collection	2	N				0	
chibi-hontou-ni-atta-waraeru-hanashi-girls-collection	3	N				0	
chibi-hontou-ni-atta-waraeru-hanashi-girls-collection	4	N				0	
chibi-hontou-ni-atta-waraeru-hanashi-girls-collection	5	N				0	
chibi-hontou-ni-atta-waraeru-hanashi-girls-collection	6	N				0	
chibi-hontou-ni-atta-waraeru-hanashi-girls-collection	7	N				0	
chibi-hontou-ni-atta-waraeru-hanashi-girls-collection	8	N				0	
chibi-hontou-ni-atta-waraeru-hanashi-girls-collection	9	N				0	
chibi-hontou-ni-atta-waraeru-hanashi-girls-collection	10	N				0	
chibi-hontou-ni-atta-waraeru-hanashi-girls-collection	11	N				0	
chibi-hontou-ni-atta-waraeru-hanashi-girls-collection	12	N				0	
chibi-hontou-ni-atta-waraeru-hanashi-girls-collection	13	N				0	
chibi-hontou-ni-atta-waraeru-hanashi-girls-collection	14	N				0	
chibikasu-kun	3	N				0	
chibikasu-kun	4	N				0	
chibikasu-kun	5	N				0	
chibikasu-kun	6	N				0	
chibikasu-kun	7	N				0	
chibikasu-kun	8	N				0	
chibikasu-kun	9	N				0	
chibikasu-kun	10	N				0	
chibikasu-kun	11	N				0	
chibikasu-kun	12	N				0	
chibikasu-kun	13	N				0	
chibikasu-kun	14	N				0	
chibikasu-kun	15	N				0	
chibikasu-kun	16	N				0	
chicken-iguchi-2024	5	N				0	
chicken-iguchi-2024	6	N				0	
chicken-iguchi-2024	7	N				0	
chicken-iguchi-2024	8	N				0	
chicken-iguchi-2024	9	N				0	
chicken-iguchi-2024	10	N				0	
chicken-iguchi-2024	11	N				0	
chicken-iguchi-2024	12	N				0	
chicken-iguchi-2024	13	N				0	
chicken-iguchi-2024	14	N				0	
chippai-joshi-to-osuppai-otoko	1	N				0	
choco-banana	1	N				0	
choco-banana	2	N				0	
chotto-dake-kaettekita-dokutaa-slump	2	N				0	
chousen-shikaku	4	N				0	
chousen-shikaku	5	N				0	
cmyk-sameda-kazuo-wa-chuunibyou-ga-naosenai	1	N				0	
cobra-1995	13	N				0	
cobra-1995	14	N				0	
comic-asami-mitsuhiko-honkaku-ryojou-mystery	13	N				0	
comic-bii-tarou	1	N				0	
comic-chuurippu	3	N				0	
comic-chuurippu	5	N				0	
comic-chuurippu	7	N				0	
comic-chuurippu	8	N				0	
comic-chuurippu	9	N				0	
comic-chuurippu	10	N				0	
comic-chuurippu	12	N				0	
comic-chuurippu	13	N				0	
comic-chuurippu	15	N				0	
comic-chuurippu-1988	3	N				0	
comic-chuurippu-1988	5	N				0	
comic-chuurippu-1988	7	N				0	
comic-chuurippu-1988	8	N				0	
comic-chuurippu-1988	9	N				0	
comic-chuurippu-1988	10	N				0	
comic-chuurippu-1988	12	N				0	
comic-chuurippu-1988	13	N				0	
comic-chuurippu-1988	15	N				0	
comic-inagawa-junji-no-sugooku-kowai-hanashi	2	N				0	
comic-tulip	3	N				0	
comic-tulip	5	N				0	
comic-tulip	7	N				0	
comic-tulip	8	N				0	
comic-tulip	9	N				0	
comic-tulip	10	N				0	
comic-tulip	12	N				0	
comic-tulip	13	N				0	
comic-tulip	15	N				0	
condor-king	6	N				0	
crew-1994	1	N				0	
crew-1994	2	N				0	
crew-1994	3	N				0	
crew-1994	4	N				0	
crew-1994	5	N				0	
crew-1994	6	N				0	
crew-1994	8	N				0	
crew-de-gozaimasu	2	N				0	
cuddle	3	N				0	
dabide-no-hoshi	20	N				0	
daichouhen-doraemon	18	N				0	
daichouhen-doraemon	21	N				0	
daichouhen-doraemon	22	N				0	
daikaizoku-doumei-extra-edition	6	N				0	
danjo-no-yuujou-wa-seiritsu-suru-iya-shinai	4	N				0	
dare-nimo-ienai-hi	1	N				0	
dare-nimo-ienai-hi	2	N				0	
dare-nimo-ienai-hi	3	N				0	
dare-nimo-ienai-hi	4	N				0	
dare-nimo-ienai-hi	5	N				0	
dare-nimo-ienai-hi	7	N				0	
dare-nimo-ienai-hi	8	N				0	
dare-nimo-ienai-hi	10	N				0	
dare-nimo-ienai-hi	11	N				0	
dare-nimo-ienai-hi	12	N				0	
dare-nimo-ienai-hi	13	N				0	
dare-nimo-ienai-hi	14	N				0	
dare-nimo-ienai-hi	15	N				0	
dare-nimo-ienai-hi	17	N				0	
dear-boys-act-3	3	N				0	
dekirukana	2	N				0	
doctor-hankotsui	11	N				0	
doctor-hankotsui	19	N				0	
dogs	2	N				0	
dogs	3	N				0	
dogs	4	N				0	
dogs	5	N				0	
dogs	6	N				0	
doku-doku-mori-mori	3	N				0	
dokusha-toukou-shinrei-taiken	2	N				0	
dokusha-toukou-shinrei-taiken	3	N				0	
dokusha-toukou-shinrei-taiken	4	N				0	
dokusha-toukou-shinrei-taiken	5	N				0	
dokusha-toukou-shinrei-taiken	6	N				0	
dokusha-toukou-shinrei-taiken	7	N				0	
dokusha-toukou-shinrei-taiken	8	N				0	
dokusha-toukou-shinrei-taiken	9	N				0	
dokusha-toukou-shinrei-taiken	10	N				0	
dokusha-toukou-shinrei-taiken	11	N				0	
dokusha-toukou-shinrei-taiken	12	N				0	
dokusha-toukou-shinrei-taiken	13	N				0	
dokusha-toukou-shinrei-taiken	14	N				0	
dokusha-toukou-shinrei-taiken	15	N				0	
dorabeesu-doraemon-super-baseball-gaiden	1	N				0	
dorabeesu-doraemon-super-baseball-gaiden	2	N				0	
dorabeesu-doraemon-super-baseball-gaiden	3	N				0	
dorabeesu-doraemon-super-baseball-gaiden	4	N				0	
dorabeesu-doraemon-super-baseball-gaiden	5	N				0	
dorabeesu-doraemon-super-baseball-gaiden	6	N				0	
dorabeesu-doraemon-super-baseball-gaiden	7	N				0	
dorabeesu-doraemon-super-baseball-gaiden	8	N				0	
dorabeesu-doraemon-super-baseball-gaiden	9	N				0	
dorabeesu-doraemon-super-baseball-gaiden	10	N				0	
dorabeesu-doraemon-super-baseball-gaiden	11	N				0	
doraemon-2013	19	N				0	
doraemon-2013	20	N				0	
doraemon-2013	21	N				0	
doraemon-2013	22	N				0	
doraemon-2013	23	N				0	
doraemon-2013	24	N				0	
doraemon-2013	25	N				0	
doraemon-2013	26	N				0	
doraemon-2013	27	N				0	
doraemon-2013	28	N				0	
doraemon-2013	29	N				0	
doraemon-2013	30	N				0	
doraemon-2013	31	N				0	
doraemon-2013	32	N				0	
doragonkuesuto-1p-comic-gekijou	1	N				0	
doragonkuesuto-1p-comic-gekijou	3	N				0	
doragonkuesuto-4-koma-manga-gekijou	4	N				0	
dotou-no-saikyou-suit-suima-kun	1	N				0	
doubutsu-no-mori	9	N				0	
doubutsu-no-mori	10	N				0	
doubutsu-no-mori	11	N				0	
doughnuts-books	1	N				0	
doughnuts-books	2	N				0	
doughnuts-books	3	N				0	
doughnuts-books	4	N				0	
doughnuts-books	5	N				0	
doughnuts-books	6	N				0	
doughnuts-books	7	N				0	
doughnuts-books	8	N				0	
doughnuts-books	9	N				0	
doughnuts-books	10	N				0	
doughnuts-books	11	N				0	
doughnuts-books	12	N				0	
doughnuts-books	13	N				0	
doughnuts-books	14	N				0	
douyara-watashi-no-karada-wa-kanzen-muteki-no-you-desu-ne	1	N				0	
douyara-watashi-no-karada-wa-kanzen-muteki-no-you-desu-ne	4	N				0	
douyara-watashi-no-karada-wa-kanzen-muteki-no-you-desu-ne	5	N				0	
douyara-watashi-no-karada-wa-kanzen-muteki-no-you-desu-ne	6	N				0	
douyara-watashi-no-karada-wa-kanzen-muteki-no-you-desu-ne	7	N				0	
douyara-watashi-no-karada-wa-kanzen-muteki-no-you-desu-ne	8	N				0	
douyara-watashi-no-karada-wa-kanzen-muteki-no-you-desu-ne	9	N				0	
douyara-watashi-no-karada-wa-kanzen-muteki-no-you-desu-ne	10	N				0	
douyara-watashi-no-karada-wa-kanzen-muteki-no-you-desu-ne	11	N				0	
douyara-watashi-no-karada-wa-kanzen-muteki-no-you-desu-ne	12	N				0	
doyoubinoehon	5	N				0	
dr	2	N				0	
dr	3	N				0	
dr	12	N				0	
dr	14	N				0	
dr-nekoyanagita-no-kagakuteki-seishun	2	N				0	
dr-typhoon-1996	1	N				0	
dr-typhoon-1996	2	N				0	
dr-typhoon-1996	4	N				0	
dr-typhoon-1996	7	N				0	
dragon-ken	4	N				0	
drawing	12	N				0	
duel-masters	16	N				0	
eguchi-hisashi-jump-works	1	N				0	
ehon-kouroumu	2	N				0	
ei-kun-wa-okuchi-ga-ojouzu	1	N				0	
euromanga	2	N				0	
euromanga	3	N				0	
euromanga	4	N				0	
euromanga	5	N				0	
euromanga	6	N				0	
fantasy-bishoujo-juniku-oji-san-to	14	N				0	
fate-grand-order-turas-r-alta	1	N				0	
fate-grand-order-turas-r-alta	3	N				0	
fate-grand-order-turas-r-alta	4	N				0	
fate-grand-order-turas-r-alta	18	N				0	
fate-grand-order-turas-r-alta	19	N				0	
fate-kishi	1	N				0	
fate-kishi	3	N				0	
final-fantasy-lost-stranger-2021	5	N				0	
fire-emblem-4-koma-manga-gekijou	3	N				0	
foot-gear	1	N				0	
foot-gear	2	N				0	
fuguushoku-kanteishi-ga-jitsu-wa-saikyou-datta	13	N				0	
fuguushoku-kanteishi-ga-jitsu-wa-saikyou-datta	15	N				0	
fukou-reijou-deshitaga-happy-end-o-mukaemashita	3	N				0	
futsuu-no-joshikousei-ga-rokodoru-yattemita	5	N				0	
fuuhai-ni-kike	2	N				0	
gakken-manga-nippon-no-rekishi	2	N				0	
gakken-manga-nippon-no-rekishi	4	N				0	
gakken-manga-nippon-no-rekishi	5	N				0	
gakken-manga-nippon-no-rekishi	6	N				0	
gakken-manga-nippon-no-rekishi	7	N				0	
gakken-manga-nippon-no-rekishi	8	N				0	
gakken-manga-nippon-no-rekishi	9	N				0	
gakken-manga-nippon-no-rekishi	10	N				0	
gakken-manga-nippon-no-rekishi	11	N				0	
gakken-manga-nippon-no-rekishi	12	N				0	
gakken-manga-nippon-no-rekishi	13	N				0	
gakken-manga-nippon-no-rekishi	15	N				0	
gakken-manga-nippon-no-rekishi	16	N				0	
gakkou-kachinukisen-jikken-taiketsu	1	N				0	
gakkou-kachinukisen-jikken-taiketsu	2	N				0	
gakkou-kachinukisen-jikken-taiketsu	3	N				0	
gakkou-kachinukisen-jikken-taiketsu	4	N				0	
gakkou-kachinukisen-jikken-taiketsu	5	N				0	
gakkou-kachinukisen-jikken-taiketsu	6	N				0	
gakkou-kachinukisen-jikken-taiketsu	7	N				0	
gakkou-kachinukisen-jikken-taiketsu	8	N				0	
gakkou-kachinukisen-jikken-taiketsu	14	N				0	
gakkou-kachinukisen-jikken-taiketsu	15	N				0	
gakkou-kachinukisen-jikken-taiketsu	17	N				0	
gakkou-kachinukisen-jikken-taiketsu-2016	1	N				0	
gakkou-kachinukisen-jikken-taiketsu-2016	2	N				0	
gakkou-kachinukisen-jikken-taiketsu-2016	3	N				0	
gakkou-kachinukisen-jikken-taiketsu-2016	4	N				0	
gakkou-kachinukisen-jikken-taiketsu-2016	5	N				0	
gakkou-kachinukisen-jikken-taiketsu-2016	6	N				0	
gakkou-kachinukisen-jikken-taiketsu-2016	7	N				0	
gakkou-kachinukisen-jikken-taiketsu-2016	8	N				0	
gakkou-kachinukisen-jikken-taiketsu-2016	9	N				0	
gakkou-kachinukisen-jikken-taiketsu-2016	10	N				0	
gakkou-kachinukisen-jikken-taiketsu-2016	11	N				0	
gakkou-kachinukisen-jikken-taiketsu-2016	12	N				0	
gakkou-kachinukisen-jikken-taiketsu-2016	13	N				0	
gakkou-kachinukisen-jikken-taiketsu-2016	14	N				0	
gal-ga-sylvanian-family-o-dekiai-shitara	1	N				0	
gal-ga-sylvanian-family-o-dekiai-shitara	4	N				0	
ganso-doku-typhoon	7	N				0	
ganso-doku-typhoon	11	N				0	
gate	26	N				0	
gekiga-hiroike-chikurou	1	N				0	
gekiga-ningen-kakumei	3	N				0	
gekiga-oya-sama-monogatari	3	N				0	
gekki	4	N				0	
gekki	6	N				0	
gekki	7	N				0	
gekki	8	N				0	
gekki	9	N				0	
gekki	10	N				0	
generous-kiss	1	N				0	
generous-kiss	3	N				0	
