slug	title	authors	edition_type	imprint	publisher	vols	std_vols	ratio	cls	v1_date	v1_cover	max_no	seq	cov_rate
nokemono-to-hanayome	ノケモノと花嫁	中村明日美子	shinsoban	バーズコミックススペシャル	幻冬舎	4	8	0.50	圧縮(豪華本)	2022-05-24	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0392/9784344850392_1_3.jpg?_ex=300x300	4	OK	3/4
notari-matsutarou	のたり松太郎	ちばてつや・滝瀬源一	shinsoban	小学館叢書	小学館	8	36	0.22	圧縮(豪華本)	1988-12-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0916/9784091970916.gif?_ex=300x300	8	OK	8/8
nyankororin	にゃんころりん	ところはつえ	shinsoban	復刻版(復刊ドットコム)	復刊ドットコム	1	4	0.25	圧縮(豪華本)	2014-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0414/9784835450414.jpg?_ex=300x300	1	OK	1/1
obake	オバケ	畑中純	shinsoban	光文社コミック叢書signal	光文社	2	4	0.50	圧縮(豪華本)	2008-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1547/9784334901547.jpg?_ex=300x300	2	OK	2/2
ooi-yamabiko	オーイ!!やまびこ	矢口高雄	shinsoban	講談社版(1996)	講談社	5	6	0.83	圧縮(豪華本)	1996-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0130/9784063300130.jpg?_ex=300x300	5	OK	5/5
ore-wa-teppei	おれは鉄兵	ちばてつや	shinsoban	KCスペシャル	講談社	18	31	0.58	圧縮(豪華本)	1984-10-06	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/8586/2000012998586.jpg?_ex=300x300	18	OK	17/18
orenosora	俺の空	高橋よしひろ・本宮ひろ志・チューリップ組	shinsoban	SCオールマン	集英社	3	8	0.38	圧縮(豪華本)	2001-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3307/9784088783307.jpg?_ex=300x300	3	OK	3/3
orenosora	俺の空	高橋よしひろ・本宮ひろ志・チューリップ組	shinsoban	ヤングジャンプ・コミックスGJ	集英社	2	8	0.25	圧縮(豪華本)	2012-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2651/9784088792651.jpg?_ex=300x300	2	OK	2/2
orochi	おろち	楳図かずお	shinsoban	小学館叢書	小学館	3	6	0.50	圧縮(豪華本)	1991-10-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2712/9784091972712.gif?_ex=300x300	3	OK	1/3
orochi	おろち	楳図かずお	shinsoban	小学館叢書	小学館	3	6	0.50	圧縮(豪華本)	1991-10-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2712/9784091972712.gif?_ex=300x300	3	OK	3/3
orochi	おろち	楳図かずお	shinsoban	BIG COMICS SPECIAL	小学館	4	6	0.67	圧縮(豪華本)	2006-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0381/9784091800381_1_4.jpg?_ex=300x300	4	OK	4/4
otoko-no-iru-heya	オトコのいる部屋	たかの宗美	shinsoban	エメラルドコミックス	宙出版	2	5	0.40	圧縮(豪華本)	2016-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1695/9784776741695.jpg?_ex=300x300	2	OK	2/2
pretty-monkey	プリティー・モンキー	塚本知子	shinsoban	デイリーアスカコミックス	飛鳥新社	1	2	0.50	圧縮(豪華本)	1998-06	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/8078/2000006798078.jpg?_ex=300x300	1	OK	1/1
purantsu-doll	観用少女	川原由美子	shinsoban	新装版(2006)	朝日ソノラマ	2	4	0.50	圧縮(豪華本)	2006-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2579/25790570.jpg?_ex=300x300	2	OK	2/2
purantsu-doll	観用少女	川原由美子	shinsoban	新装版(2006)	朝日ソノラマ	2	4	0.50	圧縮(豪華本)	2006-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2579/25790570.jpg?_ex=300x300	2	OK	2/2
purantsu-doll	観用少女	川原由美子	shinsoban	2009年版(朝日新聞出版)	朝日新聞出版	3	4	0.75	圧縮(豪華本)	2009-08	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0221/02213141.jpg?_ex=300x300	3	OK	3/3
purantsu-doll	観用少女	川原由美子	shinsoban	2009年版(朝日新聞出版)	朝日新聞出版	3	4	0.75	圧縮(豪華本)	2009-08	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0221/02213141.jpg?_ex=300x300	3	OK	3/3
pureibooru	プレイボール	ちばあきお	shinsoban	集英社版	集英社	11	22	0.50	圧縮(豪華本)	1989-06-17	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4117/9784087824117.jpg?_ex=300x300	11	OK	11/11
rakushou-hyper-doll	楽勝!ハイパードール	伊藤伸平	shinsoban		英知出版	2	5	0.40	圧縮(豪華本)	2002-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7542/75423213.jpg?_ex=200x200	2	OK	2/2
revenge	REVENGE	池田さとみ	shinsoban	JC memorial selection	小学館クリエイティブ	1	2	0.50	圧縮(豪華本)	2011-08-26	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1383/9784778011383_1_5.jpg?_ex=300x300	1	OK	1/1
ricky-typhoon	リッキー台風	平松伸二	shinsoban	Gコミックス	日本文芸社	1	9	0.11	圧縮(豪華本)	2014-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1236/9784537161236.gif?_ex=300x300	1	OK	1/1
robot-santou-hei	ロボット三等兵	前谷惟光	shinsoban	漫画名作館	アース出版局	3	8	0.38	圧縮(豪華本)	1995-11-24	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/0299/2000004540299.jpg?_ex=300x300	3	OK	2/3
robot-santou-hei	ロボット三等兵	前谷惟光	shinsoban	漫画名作館	アース出版局	3	8	0.38	圧縮(豪華本)	1995-11-24	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/0299/2000004540299.jpg?_ex=300x300	3	OK	3/3
robotta-kun	ロボッ太くん	とりいかずよし	shinsoban	てんとう虫コミックスライブラリー	小学館	2	4	0.50	圧縮(豪華本)	2006-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0914/09140099.jpg?_ex=300x300	2	OK	2/2
samurai-giants	侍ジャイアンツ	井上コオ	shinsoban	梶原一騎原作漫画傑作選	道出版	8	16	0.50	圧縮(豪華本)	2002-02	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9441/94415457.jpg?_ex=300x300	8	OK	1/8
sanada-juuyuushi	真田十勇士	本宮ひろ志	shinsoban	SP pocket wide	リイド社	1	7	0.14	圧縮(豪華本)	2016-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8454/9784845848454.jpg?_ex=300x300	1	OK	1/1
sanada-juuyuushi	真田十勇士	本宮ひろ志	shinsoban	SP pocket wide	リイド社	1	7	0.14	圧縮(豪華本)	2016-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8454/9784845848454.jpg?_ex=300x300	1	OK	0/1
sasaki-sama-ni-negai-o	ササキ様に願いを	みずしな孝之	shinsoban	Bamboo comics	竹書房	1	6	0.17	圧縮(豪華本)	2004-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8124/81246025.jpg?_ex=300x300	1	OK	1/1
sasuke	サスケ	白土三平	shinsoban	小学館叢書	小学館	8	20	0.40	圧縮(豪華本)	1990-05-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2217/9784091972217.gif?_ex=300x300	8	OK	8/8
satoshi	聖	山本おさむ	shinsoban	ビッグコミックススペシャル	小学館	3	8	0.38	圧縮(豪華本)	2016-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2799/9784091892799.jpg?_ex=300x300	3	OK	3/3
sd-gundam-musha-maruden-3	SD頑駄無 武者○伝3	一式まさと・サンライズ	shinsoban	KCDX	講談社	1	2	0.50	圧縮(豪華本)	2016-06-23	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4801/9784063774801.jpg?_ex=300x300	1	OK	1/1
sengoku-1991	SENGOKU	山科けいすけ	shinsoban	竹書房版	竹書房	2	3	0.67	圧縮(豪華本)	2002-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0516/9784812410516.jpg?_ex=300x300	2	OK	2/2
sengoku-shishiden	戦国獅子伝	横山光輝	shinsoban	小学館クリエイティブ版	小学館クリエイティブ	4	8	0.50	圧縮(豪華本)	2011-02-07	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1695/9784778031695_1_4.jpg?_ex=300x300	4	OK	4/4
sengoku-shishiden	戦国獅子伝	横山光輝	shinsoban	Rare mix comics	小学館クリエイティブ	3	8	0.38	圧縮(豪華本)	2011-07	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0275/9784778060275_1_5.jpg?_ex=300x300	3	OK	3/3
sengoku-youko	戦国妖狐	水上悟志	shinsoban	BLADE COMICS	マッグガーデン	6	17	0.35	圧縮(豪華本)	2023-11-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3835/9784800013835_1_3.jpg?_ex=300x300	6	OK	6/6
senrei	洗礼	楳図かずお・手塚真	shinsoban	Big comics special	小学館	3	6	0.50	圧縮(豪華本)	2008-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3083/9784091823083_1_4.jpg?_ex=300x300	3	OK	3/3
senrei	洗礼	楳図かずお・手塚真	shinsoban	Big comics special	小学館	3	6	0.50	圧縮(豪華本)	2008-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3083/9784091823083_1_4.jpg?_ex=300x300	3	OK	0/3
shiawase-wa-konna-katachi-de-yattekuru	幸せはこんなカタチでやってくる	葉芝真己	shinsoban	バーズコミックス ルチルコレクション	幻冬舎コミックス	3	7	0.43	圧縮(豪華本)	2013-04-24	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8025/9784344828025.jpg?_ex=300x300	3	OK	3/3
shimogari-hanjirou	下苅り半次郎	神江里見	shinsoban	小池一夫選集	秋田書店	1	6	0.17	圧縮(豪華本)	1977-07	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/5682/2000003655682.jpg?_ex=300x300	1	OK	1/1
shimogari-hanjirou	下苅り半次郎	神江里見	shinsoban	小池一夫選集	秋田書店	1	6	0.17	圧縮(豪華本)	1977-07	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/5682/2000003655682.jpg?_ex=300x300	1	OK	0/1
shin-esudii-gundam-gaiden	騎士ガンダム鎧闘神戦記	ほしの竜一	shinsoban	KCDX	講談社	1	2	0.50	圧縮(豪華本)	2017-09-22	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2720/9784063932720.jpg?_ex=300x300	1	OK	1/1
shin-kyojin-no-hoshi	新巨人の星	川崎のぼる	shinsoban	KCSP	講談社	6	10	0.60	圧縮(豪華本)	1990-04-06	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/1652/2000000131652.jpg?_ex=300x300	6	OK	6/6
shin-obake-no-qtarou	新オバケのQ太郎	藤子・F・不二雄	shinsoban	てんとう虫コミックス	小学館	4	7	0.57	圧縮(豪華本)	2018-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7052/9784091427052_1_35.jpg?_ex=300x300	4	OK	4/4
shin-obake-no-qtarou	新オバケのQ太郎	藤子・F・不二雄	shinsoban	てんとう虫コミックス	小学館	4	7	0.57	圧縮(豪華本)	2018-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7052/9784091427052_1_35.jpg?_ex=300x300	4	OK	4/4
shin-obake-no-qtarou	新オバケのQ太郎	藤子・F・不二雄	shinsoban	てんとう虫コミックス	小学館	4	7	0.57	圧縮(豪華本)	2018-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7052/9784091427052_1_35.jpg?_ex=300x300	4	OK	4/4
shin-piihyoro-ikka	新・ぴーひょろ一家	姫木薫理	shinsoban	HMB	ホーム社	4	6	0.67	圧縮(豪華本)	2005-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8342/83427328.jpg?_ex=300x300	4	OK	4/4
shinsengumi	新選組	金井たつお	shinsoban	PHP研究所版(1996)	PHP研究所	1	4	0.25	圧縮(豪華本)	1996-12-26	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4600/9784569554600.jpg?_ex=300x300	1	OK	1/1
shinsengumi	新選組	金井たつお	shinsoban	PHP研究所版(1996)	PHP研究所	1	4	0.25	圧縮(豪華本)	1996-12-26	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4600/9784569554600.jpg?_ex=300x300	1	OK	1/1
shinsengumi	新選組	金井たつお	shinsoban	PHP研究所版(1996)	PHP研究所	1	4	0.25	圧縮(豪華本)	1996-12-26	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4600/9784569554600.jpg?_ex=300x300	1	OK	0/1
shounen-doumei	少年同盟	石ノ森章太郎	shinsoban	復刻版(復刊ドットコム)	復刊ドットコム	1	3	0.33	圧縮(豪華本)	2015-07	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2319/9784835452319.jpg?_ex=300x300	1	OK	1/1
shounen-keniya	少年ケニヤ	山川惣治・石川球太	shinsoban	マンガショップシリーズ	マンガショップ	2	10	0.20	圧縮(豪華本)	2005-11-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7759/77591052.jpg?_ex=300x300	2	OK	2/2
shounen-no-1	少年No.1	関谷ひさし	shinsoban	マンガショップシリーズ	マンガショップ	3	6	0.50	圧縮(豪華本)	2007-09-02	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7759/77591186.jpg?_ex=300x300	3	OK	3/3
shouwa-genroku-rakugo-shinjuu	昭和元禄落語心中	雲田はるこ	shinsoban	BE LOVE KC	講談社	5	10	0.50	圧縮(豪華本)	2025-02-13	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3353/9784065383353_1_4.jpg?_ex=300x300	5	OK	5/5
shumari	シュマリ	手塚治虫	shinsoban	復刻版(2025)	復刊ドットコム	3	4	0.75	圧縮(豪華本)	2025-07-18	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9592/9784835459592_1_7.jpg?_ex=300x300	3	OK	3/3
shuten-douji	手天童子	永井豪	shinsoban	復刊ドットコム版(2020)	復刊ドットコム	4	9	0.44	圧縮(豪華本)	2020-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7864/9784835457864.jpg?_ex=300x300	4	OK	4/4
soul-drop-no-yuutai-kenkyuu	ソウルドロップの幽体研究	秋吉風鈴	shinsoban	バーズコミックススペシャル	幻冬舎コミックス	2	3	0.67	圧縮(豪華本)	2015-05-23	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4248/9784344834248.jpg?_ex=300x300	2	OK	2/2
star-red	スター・レッド	萩尾望都	shinsoban	Flower comics special	小学館	1	3	0.33	圧縮(豪華本)	2008-01-30	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0913/09131223.jpg?_ex=300x300	1	OK	1/1
stop-hibari-kun	ストップ!!ひばりくん!	江口寿史	shinsoban	復刻版(2009)	小学館クリエイティブ	3	4	0.75	圧縮(豪華本)	2009-07-15	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1190/9784778031190_1_2.jpg?_ex=300x300	3	OK	0/3
stop-hibari-kun	ストップ!!ひばりくん!	江口寿史	shinsoban	復刻版(2009)	小学館クリエイティブ	3	4	0.75	圧縮(豪華本)	2009-07-15	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1190/9784778031190_1_2.jpg?_ex=300x300	3	OK	3/3
suna-no-shiro	砂の城	一条ゆかり・中島みゆき	shinsoban	SGコミックス	集英社	3	6	0.50	圧縮(豪華本)	1989-09-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0015/9784088550015.jpg?_ex=300x300	3	OK	3/3
super-sub	Superサブ	望月三起也	shinsoban	ホームコミックス	ホーム社	2	3	0.67	圧縮(豪華本)	1993-11-24	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0611/9784834230611.jpg?_ex=300x300	2	OK	2/2
survival-shounen-s-no-kiroku	サバイバル 少年Sの記録	宮川輝	shinsoban	SPコミックス SP pocket wide	リイド社	2	5	0.40	圧縮(豪華本)	2022-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8712/9784845858712_1_3.jpg?_ex=300x300	2	OK	2/2
susume-pirates	すすめ!!パイレーツ	江口寿史	shinsoban	Judy comics wide	小学館クリエイティブ	4	11	0.36	圧縮(豪華本)	2009-01-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1802/9784778011802_1_3.jpg?_ex=300x300	4	OK	4/4
susume-pirates	すすめ!!パイレーツ	江口寿史	shinsoban	Judy comics wide	小学館クリエイティブ	4	11	0.36	圧縮(豪華本)	2009-01-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1802/9784778011802_1_3.jpg?_ex=300x300	4	OK	4/4
taitei-no-ken	大帝の剣	夢枕獏・渡海	shinsoban	バーズコミックス	幻冬舎	4	5	0.80	圧縮(豪華本)	2013-09-24	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9145/9784344829145.jpg?_ex=300x300	4	OK	4/4
target	ターゲット	園田光慶	shinsoban	MANGA Shop Series	マンガショップ	2	4	0.50	圧縮(豪華本)	2005-02-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7759/77591023.jpg?_ex=300x300	2	OK	2/2
ten	天	福本伸行	shinsoban	近代麻雀コミックス	竹書房	13	18	0.72	圧縮(豪華本)	2015-08	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3215/9784801953215.jpg?_ex=300x300	13	OK	13/13
tetsuwan-atom	鉄腕アトム	手塚治虫	shinsoban	復刊ドットコム版(2014)	復刊ドットコム	3	20	0.15	圧縮(豪華本)	2014-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1367/9784835451367.jpg?_ex=300x300	3	OK	0/3
tetsuwan-atom	鉄腕アトム	手塚治虫	shinsoban	復刊ドットコム版(2014)	復刊ドットコム	3	20	0.15	圧縮(豪華本)	2014-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1367/9784835451367.jpg?_ex=300x300	3	OK	0/3
tetsuwan-atom	鉄腕アトム	手塚治虫	shinsoban	オリジナル版(2021-23)	復刊ドットコム	16	20	0.80	圧縮(豪華本)	2021-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8243/9784835458243_1_6.jpg?_ex=300x300	16	OK	16/16
tetsuwan-atom	鉄腕アトム	手塚治虫	shinsoban	復刊ドットコム版(2014)	復刊ドットコム	3	20	0.15	圧縮(豪華本)	2014-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1367/9784835451367.jpg?_ex=300x300	3	OK	3/3
tezuka-osamu-no-kowai-hon	手塚治虫のこわい本	手塚治虫	shinsoban	MFRシリーズ	KADOKAWA	1	4	0.25	圧縮(豪華本)	2016-11-26	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5854/9784040685854.jpg?_ex=300x300	1	OK	1/1
the-cop	ザ・コップ	叶精作	shinsoban	トクマコミックス	徳間書店	1	7	0.14	圧縮(豪華本)	2003-12-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1978/19780208.jpg?_ex=300x300	1	OK	1/1
the-ultraman	ザ・ウルトラマン	内山まもる	shinsoban	単行本初収録&傑作選(小学館クリエイティブ)	小学館クリエイティブ	2	3	0.67	圧縮(豪華本)	2022-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8700/9784778038700_1_7.jpg?_ex=300x300	2	OK	2/2
todoroke-ichiban	とどろけ!一番	のむらしんぼ	shinsoban	トラウママンガブックス	英知出版	2	7	0.29	圧縮(豪華本)	2002-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7542/75423204.jpg?_ex=300x300	2	OK	2/2
toki-no-daichi	刻の大地	夜麻みゆき	shinsoban	MediBang COMICS	はちどり	1	8	0.12	圧縮(豪華本)	2019-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5467/9784073405467.jpg?_ex=300x300	1	OK	1/1
toki-no-daichi	刻の大地	夜麻みゆき	shinsoban	復刊ドットコム版	復刊ドットコム	6	8	0.75	圧縮(豪華本)	2013-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9876/9784835449876.jpg?_ex=300x300	6	OK	6/6
tokoharu-boys	常春boys	葉芝真己	shinsoban	バーズコミックス ルチルコレクション	幻冬舎コミックス	2	3	0.67	圧縮(豪華本)	2013-09-24	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9169/9784344829169.jpg?_ex=300x300	2	OK	2/2
uchuu-kaizoku-captain-harlock	宇宙海賊キャプテンハーロック	松本零士	shinsoban	秋田書店版	秋田書店	3	5	0.60	圧縮(豪華本)	1992-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3800/9784253103800.jpg?_ex=300x300	3	OK	3/3
ultra-seven	ウルトラセブン	桑田次郎	shinsoban	MANGA Shop Series	マンガショップ	3	6	0.50	圧縮(豪華本)	2004-12-25	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7759/77591016.jpg?_ex=300x300	3	OK	3/3
ultra-seven	ウルトラセブン	桑田次郎	shinsoban	P-KC	講談社	1	6	0.17	圧縮(豪華本)	1998-02-23	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0634/06342017.jpg?_ex=300x300	1	OK	0/1
ultra-seven	ウルトラセブン	桑田次郎	shinsoban	KCDX	講談社	2	6	0.33	圧縮(豪華本)	2016-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4948/9784063774948.jpg?_ex=300x300	2	OK	0/2
ultra-seven	ウルトラセブン	桑田次郎	shinsoban	KCDX	講談社	2	6	0.33	圧縮(豪華本)	2016-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4948/9784063774948.jpg?_ex=300x300	2	OK	0/2
ultra-seven	ウルトラセブン	桑田次郎	shinsoban	P-KC	講談社	1	6	0.17	圧縮(豪華本)	1998-02-23	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0634/06342017.jpg?_ex=300x300	1	OK	0/1
ultra-seven	ウルトラセブン	桑田次郎	shinsoban	P-KC	講談社	1	6	0.17	圧縮(豪華本)	1998-02-23	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0634/06342017.jpg?_ex=300x300	1	OK	1/1
ultra-seven	ウルトラセブン	桑田次郎	shinsoban	KCDX	講談社	2	6	0.33	圧縮(豪華本)	2016-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4948/9784063774948.jpg?_ex=300x300	2	OK	2/2
ultra-seven	ウルトラセブン	桑田次郎	shinsoban	P-KC	講談社	1	6	0.17	圧縮(豪華本)	1998-02-23	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0634/06342017.jpg?_ex=300x300	1	OK	0/1
ultra-seven-1978	ウルトラセブン	一峰大二	shinsoban	MANGA Shop Series	マンガショップ	3	6	0.50	圧縮(豪華本)	2004-12-25	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7759/77591016.jpg?_ex=300x300	3	OK	3/3
ultra-seven-1978	ウルトラセブン	一峰大二	shinsoban	P-KC	講談社	1	6	0.17	圧縮(豪華本)	1998-02-23	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0634/06342017.jpg?_ex=300x300	1	OK	0/1
ultra-seven-1978	ウルトラセブン	一峰大二	shinsoban	KCDX	講談社	2	6	0.33	圧縮(豪華本)	2016-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4948/9784063774948.jpg?_ex=300x300	2	OK	0/2
ultra-seven-1978	ウルトラセブン	一峰大二	shinsoban	KCDX	講談社	2	6	0.33	圧縮(豪華本)	2016-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4948/9784063774948.jpg?_ex=300x300	2	OK	0/2
ultra-seven-1978	ウルトラセブン	一峰大二	shinsoban	P-KC	講談社	1	6	0.17	圧縮(豪華本)	1998-02-23	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0634/06342017.jpg?_ex=300x300	1	OK	0/1
ultra-seven-1978	ウルトラセブン	一峰大二	shinsoban	P-KC	講談社	1	6	0.17	圧縮(豪華本)	1998-02-23	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0634/06342017.jpg?_ex=300x300	1	OK	1/1
ultra-seven-1978	ウルトラセブン	一峰大二	shinsoban	KCDX	講談社	2	6	0.33	圧縮(豪華本)	2016-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4948/9784063774948.jpg?_ex=300x300	2	OK	2/2
ultra-seven-1978	ウルトラセブン	一峰大二	shinsoban	P-KC	講談社	1	6	0.17	圧縮(豪華本)	1998-02-23	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0634/06342017.jpg?_ex=300x300	1	OK	0/1
umi-no-toriton	海のトリトン	手塚治虫	shinsoban	手塚治虫傑作選集	秋田書店	3	4	0.75	圧縮(豪華本)	1992-11-30	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3428/9784253103428.jpg?_ex=300x300	3	OK	3/3
vampire	バンパイヤ	手塚治虫	shinsoban	手塚治虫・傑作選集	秋田書店	2	4	0.50	圧縮(豪華本)	1992-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3398/9784253103398.jpg?_ex=300x300	2	OK	0/2
vampire	バンパイヤ	手塚治虫	shinsoban	手塚治虫・傑作選集	秋田書店	2	4	0.50	圧縮(豪華本)	1992-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3398/9784253103398.jpg?_ex=300x300	2	OK	2/2
w3	W3	手塚治虫	shinsoban	手塚治虫傑作選集	秋田書店	2	3	0.67	圧縮(豪華本)	1993-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3480/9784253103480.jpg?_ex=300x300	2	OK	2/2
w3	W3	手塚治虫	shinsoban	手塚治虫傑作選集	秋田書店	2	3	0.67	圧縮(豪華本)	1993-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3480/9784253103480.jpg?_ex=300x300	2	OK	1/2
w3	W3	手塚治虫	shinsoban	手塚治虫トレジャー・ボックス	国書刊行会	1	3	0.33	圧縮(豪華本)	2012-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4739/9784336054739.jpg?_ex=300x300	1	OK	1/1
w3	W3	手塚治虫	shinsoban	手塚治虫トレジャー・ボックス	国書刊行会	1	3	0.33	圧縮(豪華本)	2012-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4739/9784336054739.jpg?_ex=300x300	1	OK	1/1
w3	W3	手塚治虫	shinsoban	手塚治虫トレジャー・ボックス	国書刊行会	1	3	0.33	圧縮(豪華本)	2012-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4739/9784336054739.jpg?_ex=300x300	1	OK	0/1
