slug	title	authors	canonical済	worst	page_shape	cluster_shape
kuchiyaku-mondo-kawaitesourou	唇役主丞乾いて候	小島剛夕		11年 standard 4巻(1993-06)→5巻(1982-03)	standard[通常版]/アクション・コミックス 8冊 1981-07〜1993-11 ; deluxe[デラックス版]/アクション・コミックス・デラックス 6冊 1986-09〜1986-11	sid56341/ed69881 standard[アクション・コミックス] 8冊 1981-07〜1982-11 ISBN0 || sid56341/ed69882 standard[劇画キングシリーズ] 2冊 1993-06〜1993-11 ISBN2 || sid56341/ed69883 deluxe[アクション・コミックス・デラックス] 6冊 1986-09〜1986-11 ISBN1
kurd-no-hoshi	クルドの星	安彦良和		18年 standard 1巻(2005-05-25)→2巻(1987-01-20)	standard[通常版]/少年キャプテン コミックス 3冊 1987-01-20〜2005-06-25 ; deluxe[デラックス版]/ノーラコミックスdeluxe 2冊 1990-09〜1990-11 ; bunkobon[文庫版]/中公文庫コミック版 2冊 1998-12〜1999-01	sid348/ed500 standard[LEGEND ARCHIVES COMICS] 2冊 2005-05-25〜2005-06-25 ISBN2 || sid348/ed501 deluxe[ノーラコミックスdeluxe] 2冊 1990-09〜1990-11 ISBN2 || sid348/ed502 bunkobon[中公文庫コミック版] 2冊 1998-12〜1999-01 ISBN2 || sid348/ed503 standard[少年キャプテン コミックス] 3冊 1986-01〜1987-06 ISBN0
kyojin-no-hoshi	巨人の星	川崎のぼる		19年 bunkobon 1巻(1995-06-09)→12巻(1976-09)	standard[通常版]/講談社コミックス 19冊 1968-03〜1990-03-06 ; bunkobon[文庫版]/講談社漫画文庫 19冊 1976-09〜1995-08-10 ; deluxe[デラックス版]/講談社コミックスデラックス 7冊 2003-05-22〜2003-11-20	sid16040/ed18805 bunkobon[講談社漫画文庫] 30冊 1976-06〜1995-08-10 ISBN11 || sid16040/ed18806 standard[KCスペシャル] 10冊 1989-10〜1990-03 ISBN10 || sid16040/ed18807 deluxe[講談社コミックスデラックス] 7冊 2003-05〜2003-11 ISBN7 || sid16040/ed18808 standard[-] 1冊 1986-01〜1986-01 ISBN0 || sid16040/ed18809 standard[講談社コミックス] 19冊 1968-03〜1972-01-20 ISBN0 || sid16040/ed18810 standard[KPC] 7冊 2009-05〜2009-11 ISBN7 || sid16040/ed18811 standard[KCDX] 1冊 2008-05〜2008-05 ISBN1 || sid31245/ed36662 standard[サンケイコミックス] 9冊 1986-04-01〜1986-08-01 ISBN0 || sid31245/ed36663 standard[KCスペシャル] 1冊 1989-10-06〜1989-10-06 ISBN1 || sid31245/ed36664 standard[-] 5冊 1986-01〜1986-04 ISBN0 || sid31245/ed36665 standard[アニメコミックス] 3冊 1982-04〜1982-04 ISBN0 || sid31245/ed36666 standard[カラー版人気まんが傑作選] 3冊 -〜- ISBN0 || sid98189/ed113787 standard[少年マガジンコミックス 初秋特大号] 1冊 1968-09〜1968-09 ISBN0
kyoufu	恐怖	楳図かずお		19年 bunkobon 1巻(1995-10-10)→3巻(1976-08) / 16年 standard 1巻(1985-05-20)→3巻(1969-07)	standard[通常版]/サンデーコミックス 3冊 1969-07〜1985-06-20 ; bunkobon[文庫版]/秋田漫画文庫 3冊 1976-08〜1995-10-10	sid12182/ed14271 standard[サンデーコミックス] 3冊 1969-07〜1971-11-10 ISBN0 || sid12182/ed14272 bunkobon[秋田漫画文庫] 3冊 1976-08〜1976-08 ISBN0 || sid12182/ed14273 bunkobon[秋田文庫] 2冊 1995-10-10〜1995-10-10 ISBN2 || sid12182/ed14274 standard[-] 2冊 1990-02-20〜1990-03 ISBN2 || sid12182/ed14275 standard[BIG COMICS SPECIAL] 2冊 2006-05〜2006-05 ISBN2 || sid12182/ed14276 standard[秋田コミックス・セレクト] 2冊 1985-05-20〜1985-06-20 ISBN2
kyoufu-shinbun	恐怖新聞	つのだじろう		10年 standard 2巻(1984-03-10)→3巻(1974-06)	standard[通常版]/少年チャンピオン・コミックス 9冊 1973-12〜1984-03-10 ; bunkobon[文庫版]/秋田文庫 1冊 1997-06〜1997-06	sid4493/ed5331 standard[秋田コミックスセレクト] 5冊 1984-01〜1984-10-10 ISBN5 || sid4493/ed5332 standard[Akita Bunko] 4冊 1996-12-10〜1997-08-10 ISBN4 || sid4493/ed5333 bunkobon[秋田文庫] 1冊 1997-06〜1997-06 ISBN1 || sid4493/ed5334 standard[少年チャンピオン・コミックス] 8冊 1973-12〜1975-10 ISBN7 || sid4493/ed5335 standard[SHONEN CHAMPION COMICS] 1冊 1974-12〜1974-12 ISBN1 || sid4493/ed5336 standard[Akita top comics wide] 7冊 2003-01〜2008-09 ISBN7 || sid4493/ed5337 standard[KCDX] 1冊 2003-11〜2003-11 ISBN1 || sid4494/ed5338 standard[ATCW] 1冊 2019-06〜2019-06 ISBN1
kyoujinkankei	狂人関係	上村一夫		17年 standard 1巻(1995-04-10)→4巻(1978-09-20)	standard[通常版]/青林傑作シリーズ 4冊 1978-09-20〜1995-04-10	sid52783/ed65378 standard[青林傑作シリーズ] 4冊 1977-04-25〜1978-09-20 ISBN0 || sid52783/ed65379 standard[名作manga選集] 3冊 1995-04-10〜1995-04-10 ISBN3 || sid52783/ed65380 standard[HMB] 3冊 2002-03〜2002-04 ISBN3
lupin-iii	ルパン三世	モンキー・パンチ		18年 standard 4巻(1993-01-10)→6巻(1975-09-10)	standard[通常版]/パワーコミックス 14冊 1975-09-10〜1993-09-05 ; aizoban[愛蔵版]/愛蔵版 2冊 1989-08-05〜1989-09-05 ; bunkobon[文庫版]/双葉文庫 10冊 1995-04〜1998-04	sid31748/ed37362 standard[アクションコミックス] 11冊 1984-10-22〜1985-03-23 ISBN0 || sid31748/ed37363 bunkobon[双葉文庫] 10冊 1994-11〜1995-04 ISBN10 || sid31748/ed37364 standard[100てんランドコミックス] 14冊 1983-01-10〜1983-07-10 ISBN0 || sid31748/ed37365 bunkobon[中公文庫コミック版] 8冊 1998-01〜1998-04 ISBN8 || sid31748/ed37366 standard[パワァコミックス] 13冊 1974-10-25〜1976-12-10 ISBN0 || sid31748/ed37367 standard[コミック・スーリ] 25冊 2000-11〜2008-06 ISBN25 || sid31748/ed37368 aizoban[中公愛蔵版] 1冊 1989-09-05〜1989-09-05 ISBN1 || sid31748/ed37369 aizoban[愛蔵版] 1冊 1989-08-05〜1989-08-05 ISBN1 || sid31748/ed37370 standard[-] 2冊 1980-05〜1989-07-05 ISBN1 || sid31748/ed37371 standard[パワーコミックス] 1冊 1974-09-25〜1974-09-25 ISBN0 || sid31748/ed37372 standard[ACTION COMICS] 1冊 2019-12〜2019-12 ISBN1 || sid31748/ed37373 standard[中公コミック・スーリ] 11冊 1992-11-05〜1993-09-05 ISBN10 || sid47414/ed58418 standard[スタジオジブリ絵コンテ全集] 1冊 2003-04〜2003-04 ISBN1 || sid49212/ed60624 bunkobon[双葉文庫名作シリーズ] 1冊 2001-05〜2001-05 ISBN1 || sid49212/ed60625 standard[アクション コミックス] 1冊 1998-07-10〜1998-07-10 ISBN1
maicching-machiko-sensei	まいっちんぐマチコ先生	えびはら武司		18年 standard 3巻(1999-02)→4巻(1981-12-25)	standard[通常版]/少年チャレンジ・コミックス 8冊 1981-10〜1999-02	sid3058/ed3648 standard[少年チャレンジ・コミックス] 12冊 1981-10〜1982-12-25 ISBN5 || sid3058/ed3649 standard[GKコミックス] 2冊 1983-06〜1983-06-05 ISBN1 || sid3058/ed3650 standard[-] 6冊 1998-12〜1999-03 ISBN6 || sid3058/ed3651 standard[マンサンQコミックス] 1冊 2003-07〜2003-07 ISBN1 || sid3058/ed3652 standard[青林堂オンデマンド] 3冊 -〜- ISBN0 || sid3059/ed3653 standard[-] 2冊 2018-06〜2018-07 ISBN2
maou-dante	魔王ダンテ	永井豪・ダイナミックプロ		19年 bunkobon 1巻(1995-04)→3巻(1976-11)	bunkobon[文庫版]/ソノラマ漫画文庫 3冊 1976-11〜1995-04 ; aizoban[愛蔵版]/愛蔵版シリーズ 1冊 1991-06-01〜1991-06-01 ; standard[通常版]/サン・コミックス 4冊 1999-07-22〜2004-01 ; deluxe[デラックス版]/KCデラックス 1冊 2002-06-21〜2002-06-21	sid47311/ed58264 standard[マガジンZKC] 4冊 2002-06〜2004-01 ISBN4 || sid47311/ed58265 bunkobon[中公文庫コミック版] 2冊 1995-04〜1995-04 ISBN2 || sid47311/ed58266 deluxe[KCデラックス] 1冊 2002-06-21〜2002-06-21 ISBN1 || sid47311/ed58267 standard[KCDX] 2冊 2002-06-21〜2002-06-21 ISBN2 || sid47311/ed58268 bunkobon[ソノラマ漫画文庫] 3冊 1976〜1976-11 ISBN0 || sid47311/ed58269 aizoban[愛蔵版シリーズ] 1冊 1991-06〜1991-06 ISBN1 || sid47311/ed58270 standard[サン・コミックス] 2冊 -〜- ISBN0 || sid166093/ed184310 standard[サン・コミックス] 1冊 1973-06-20〜1973-06-20 ISBN0 || sid166094/ed184311 standard[KCフェニックス] 2冊 1999-07-22〜1999-07-22 ISBN2 || sid166095/ed184312 standard[SUN WIDE COMICS] 2冊 1984-10-15〜1984-11-30 ISBN2
mars-yokoyama	マーズ	横山光輝		17年 standard 1巻(1993-09)→2巻(1976-12)	(本番yml無し)	
marude-dameo	丸出だめ夫	森田拳次		16年 standard 1巻(1992-08)→2巻(1976-06-30)	standard[通常版]/サンデーコミックス 12冊 1976-06-30〜1992-08	sid20376/ed23974 standard[-] 1冊 1992-08〜1992-08 ISBN1 || sid20376/ed23975 standard[ワイドKCボンボン] 1冊 1992-04-06〜1992-04-06 ISBN0 || sid20376/ed23976 standard[講談社コミックス] 12冊 1976-06-30〜1976-11-20 ISBN0 || sid20376/ed23977 standard[サンデーコミックス] 1冊 1968-08〜1968-08 ISBN0
mazinger-z	マジンガーZ	桜多吾作・ダイナミック・プロ・編著		15年 standard 1巻(2013-10-04)→2巻(1998-05-28)	standard[通常版]/ジャンプ・コミックス 6冊 1998-05-28〜2013-10-04 ; bunkobon[文庫版]/中公文庫コミック版 4冊 1999-12〜2009-10-09	sid40117/ed48265 standard[MOVE ON COMICS] 3冊 2025-12-29〜2025-12-29 ISBN3 || sid40117/ed48266 standard[ACTION COMICS] 5冊 1998-06〜1998-08-09 ISBN5 || sid47217/ed58129 standard[サンコミックス] 5冊 1974-04-20〜1974-05-13 ISBN0 || sid47217/ed58130 standard[永井豪撰集] 2冊 2008-01〜2008-01 ISBN0 || sid47217/ed58131 standard[トクマコミックス] 3冊 2018-01〜2018-01 ISBN3 || sid47217/ed58132 standard[ジャンプ・コミックス] 7冊 1973〜1973-05-31 ISBN0 || sid47217/ed58133 standard[マンガショップシリーズ] 3冊 2012-09-04〜2012-09-04 ISBN3 || sid47217/ed58134 standard[KCDX] 4冊 2013-10〜2014-01 ISBN4 || sid47217/ed58135 standard[St comics] 3冊 1996-12-05〜1996-12-30 ISBN3 || sid47217/ed58136 bunkobon[中公文庫コミック版] 4冊 1994-12-18〜1995-01-18 ISBN4 || sid47217/ed58137 bunkobon[講談社漫画文庫] 7冊 1999-12〜2009-10 ISBN7 || sid47217/ed58138 standard[SUNWIDE COMICS] 6冊 1985-04-30〜1988-01-20 ISBN6 || sid47217/ed58139 standard[ダイナミックコミックス] 5冊 1980-08〜1980-10 ISBN0 || sid47217/ed58140 standard[講談社コミックス] 5冊 1975-11-25〜1976-01-16 ISBN0 || sid47217/ed58141 standard[-] 1冊 1989-03〜1989-03 ISBN1 || sid47217/ed58142 standard[Akita top comics wide] 2冊 2009-07〜2009-08 ISBN2 || sid47217/ed58143 standard[サンデーコミックス] 6冊 -〜- ISBN0
microid-s	ミクロイドS	手塚治虫		19年 bunkobon 1巻(1996-12-10)→3巻(1977-06)	standard[通常版]/少年チャンピオン・コミックス 3冊 1973-07〜1974-02 ; bunkobon[文庫版]/秋田漫画文庫 1-14 3冊 1977-06〜1996-12-10 ; bunkobon[手塚治虫文庫全集(2012)]/手塚治虫文庫全集 2冊 2012-01〜2012-02 ; standard[手塚治虫漫画全集(1981)]/手塚治虫漫画全集 3冊 1981-07-20〜1981-09-20	sid35058/ed41536 standard[TEZUKA OSAMU THE COMPLETE WORKS] 2冊 2012-01〜2012-02 ISBN2 || sid35058/ed41537 standard[少年チャンピオン・コミックス] 3冊 1973-07〜1974-02 ISBN1 || sid35058/ed41538 standard[手塚治虫漫画全集] 3冊 1981-07-20〜1981-09-20 ISBN3 || sid35058/ed41539 bunkobon[秋田漫画文庫] 2冊 1977-05〜1977-06 ISBN0 || sid35058/ed41540 bunkobon[秋田文庫] 2冊 1996-12〜1996-12 ISBN2 || sid35058/ed41541 bunkobon[秋田漫画文庫 1-14] 1冊 1977-04〜1977-04 ISBN0
mitsumegatooru	三つ目がとおる	手塚治虫		10年 standard 3巻(1986-09)→5巻(1976-12)	standard[通常版]/講談社コミックス 10冊 1975-04〜2012-08 ; bunkobon[文庫版]/講談社漫画文庫 8冊 1998-12〜1999-03 ; deluxe[デラックス版]/KCデラックス 3冊 2000-11-09〜2000-12-22 ; standard[手塚治虫漫画全集(1977–1981)]/手塚治虫漫画全集 13冊 1977-06-15〜1981-03-20 ; bunkobon[手塚治虫文庫全集(2010)]/手塚治虫文庫全集 7冊 2010-02〜2010-04	sid35093/ed41655 standard[-] 8冊 2017-08〜2018-10 ISBN8 || sid35093/ed41656 standard[Goma books] 1冊 2019-06〜2019-06 ISBN1 || sid35093/ed41657 standard[手塚治虫漫画全集] 14冊 1977-06-15〜1981-03-20 ISBN13 || sid35093/ed41658 standard[GAMANGA BOOKS] 10冊 2012-05〜2012-08 ISBN10 || sid35093/ed41659 standard[KPC] 19冊 2003-04〜2008-06 ISBN19 || sid35093/ed41660 deluxe[KCデラックス] 3冊 2000-11〜2000-12 ISBN3 || sid35093/ed41661 standard[講談社コミックス] 6冊 1975-04〜1977-09-20 ISBN4 || sid35093/ed41662 standard[KCスペシャル] 8冊 1986-07-05〜1987-02-06 ISBN8 || sid35093/ed41663 bunkobon[講談社漫画文庫] 9冊 1998-12〜2008-01 ISBN9 || sid35093/ed41664 bunkobon[手塚治虫文庫全集] 7冊 2010-02〜2010-04 ISBN7 || sid35093/ed41665 standard[講談社コミックスグランドコレクション] 8冊 1996-06-17〜1996-09-17 ISBN8 || sid35093/ed41666 standard[KCDX] 1冊 2014-03〜2014-03 ISBN1 || sid35093/ed41667 standard[講談社プラチナコミックス] 5冊 2015-08〜2015-12 ISBN5 || sid35093/ed41668 standard[KPC mini] 1冊 2005-04〜2005-04 ISBN1
mooretsu-atarou	もーれつア太郎	赤塚不二夫		15年 standard 2巻(2005-09)→10巻(1990-12-06)	standard[通常版]/講談社コミックスボンボン 12冊 1990-12-06〜2005-09 ; bunkobon[文庫版]/竹書房文庫 9冊 1994-11-28〜1994-11-28	sid55855/ed69176 standard[講談社コミックスボンボン] 11冊 1990-03-17〜1991-01-08 ISBN0 || sid55855/ed69177 bunkobon[竹書房文庫] 9冊 1994-11-28〜1994-11-28 ISBN9 || sid55855/ed69178 standard[赤塚不二夫漫画大全集] 9冊 -〜- ISBN9 || sid55855/ed69179 standard[AkeBono Comics] 12冊 -〜- ISBN0 || sid55855/ed69180 standard[赤塚不二夫傑作集] 1冊 -〜- ISBN0 || sid55855/ed69181 bunkobon[小学館文庫] 1冊 -〜- ISBN1
mousou-suit-yamamoto	妄想戦士ヤマモト	小野寺浩二		10年 standard 3巻(2015-03)→4巻(2005-03)	standard[通常版]/YKコミックス 5冊 2001-08〜2015-03	sid14776/ed17303 standard[YKコミックス] 5冊 2001-08〜2015-03 ISBN5 || sid122798/ed139624 standard[YKコミックス] 2冊 2004-04-01〜2005-05-01 ISBN2
musashi-motomiya	武蔵	本宮ひろ志		13年 standard 1巻(1990-08-08)→3巻(1977-11)	(本番yml無し)	
mutant-sabu	ミュータント・サブ	石ノ森章太郎		15年 standard 1巻(1984-12-20)→3巻(1969-11-20)	standard[通常版]/DIAMOND COMICS 4冊 1969-11-20〜1984-12-20 ; bunkobon[文庫版]/双葉文庫名作シリーズ 2冊 1999-11〜1999-11	sid45272/ed55354 standard[KODAMA DIAMOND COMICS] 1冊 1967-05-10〜1967-05-10 ISBN0 || sid45272/ed55355 standard[勁文社コミックス傑作選] 2冊 1990-06〜1990-06 ISBN2 || sid45272/ed55356 bunkobon[双葉文庫名作シリーズ] 2冊 1999-11〜1999-11 ISBN2 || sid45272/ed55357 standard[DIAMOND COMICS] 1冊 1966-12-08〜1966-12-08 ISBN0 || sid45274/ed55359 standard[サンコミックス] 3冊 1973-09〜1973-09-10 ISBN0 || sid45274/ed55360 standard[SUN WIDE COMICS] 1冊 1984-12〜1984-12 ISBN1 || sid45274/ed55361 standard[サンワイドコミックス] 1冊 1984-12-20〜1984-12-20 ISBN1 || sid45274/ed55362 standard[石森章太郎選集] 4冊 1969-01-30〜1969-11-20 ISBN0 || sid45274/ed55363 standard[石ノ森章太郎萬画大全集] 4冊 -〜- ISBN0
nagareita-ryuuji	流れ板竜二	笠太郎		12年 standard 1巻(1997-01)→3巻(1985-05)	standard[通常版]/マンサンコミックス 17冊 1985-05〜1997-02	sid106982/ed122987 standard[マンサンコミックス] 13冊 1984-12〜1997-02 ISBN2 || sid106982/ed122988 standard[King series] 2冊 2009-09〜2009-09 ISBN2 || sid124370/ed141295 standard[マンサンコミックス] 6冊 1987-05〜1987-05 ISBN0
naishiyo-no-hamster	ないしょのハムスター	真木ひいな		10年 standard 1巻(2001-06-20)→2巻(1991-10)	standard[通常版]/フラワーコミックス ちゃお 2冊 1991-10〜2001-06-20	sid68600/ed82807 standard[フラワーコミックス] 2冊 1991-10〜2001-06-20 ISBN2 || sid68600/ed82808 standard[フラワーコミックス ちゃお] 1冊 1991-08-20〜1991-08-20 ISBN0
namuji	ナムジ	安彦良和		12年 standard 1巻(2003-06-12)→5巻(1991-11-30)	standard[通常版]/徳間描き下ろしコミック業書 5冊 1991-11-30〜2003-09-11 ; bunkobon[文庫版]/中公文庫コミック版 4冊 1997-09〜1997-10	sid351/ed506 bunkobon[中公文庫コミック版] 4冊 1997-09〜1997-10 ISBN4 || sid351/ed507 standard[コミック・スーリ] 4冊 2003-06〜2003-09 ISBN4 || sid351/ed508 standard[徳間描き下ろしコミック業書] 5冊 1989-08-31〜1991-11-30 ISBN5 || sid351/ed509 standard[アニメージュコミックス オリジナル] 5冊 1994-05-20〜1994-05-20 ISBN2
nanairo-inko	七色いんこ	手塚治虫		10年 standard 5巻(1992-07-30)→6巻(1982-08)	standard[通常版]/SHONEN CHAMPION COMICS 7冊 1981-11-05〜1992-07-30 ; bunkobon[文庫版]/秋田文庫 1冊 1997-06-10〜1997-06-10 ; standard[手塚治虫漫画全集(1994)]/手塚治虫漫画全集 7冊 1994-04-16〜1994-12-14 ; bunkobon[手塚治虫文庫全集(2011)]/手塚治虫文庫全集 3冊 2011-08〜2011-08	sid35092/ed41643 standard[Shōnen champion comics = 少年チャンピオン・コミックス. 演劇ロマンコミックス] 1冊 2024-02-06〜2024-02-06 ISBN1 || sid35092/ed41644 standard[-] 4冊 2020-01〜2020-07 ISBN4 || sid35092/ed41645 bunkobon[手塚治虫文庫全集] 3冊 2011-08〜2011-08 ISBN3 || sid35092/ed41646 standard[Akita top comics wide] 2冊 2016-08〜2016-09 ISBN2 || sid35092/ed41647 standard[手塚治虫漫画全集] 7冊 1994-04-16〜1994-12-14 ISBN7 || sid35092/ed41648 standard[少年チャンピオン・コミックス] 1冊 1982-10〜1982-10 ISBN1 || sid35092/ed41649 standard[SHONEN CHAMPION COMICS] 5冊 1981-09〜1982-08 ISBN4 || sid35092/ed41650 standard[Akita Bunko] 4冊 1997-03-31〜1997-12-10 ISBN4 || sid35092/ed41651 standard[手塚治虫・傑作選集] 5冊 1990-12〜1992-07-30 ISBN5 || sid35092/ed41652 bunkobon[秋田文庫] 1冊 1997-06〜1997-06 ISBN1 || sid35092/ed41653 standard[Goma books] 1冊 2019-02〜2019-02 ISBN1 || sid35092/ed41654 standard[Akita top comics] 3冊 2004-02〜2004-04 ISBN3
neo-devilman	ネオデビルマン	とり・みき・ヒロモト森一・安彦良和・永井豪・永野のりこ・江川達也・三山のぼる・寺田克也・石川賢・萩原玲二・ダイナミックプロ		11年 standard 1巻(2012-09-07)→2巻(2001-06-12)	deluxe[デラックス版]/モーニングKCデラックス 3冊 1999-06-23〜2000-02-23 ; standard[通常版]/講談社漫画ブンコ 2冊 2001-06-12〜2012-09-07 ; bunkobon[文庫版]/講談社漫画文庫 1冊 2001-06-12〜2001-06-12	sid7919/ed9232 deluxe[モーニングKCデラックス] 1冊 2000-02〜2000-02 ISBN1 || sid47200/ed58092 standard[講談社漫画ブンコ] 1冊 2001-06-12〜2001-06-12 ISBN1 || sid47200/ed58093 bunkobon[講談社漫画文庫] 1冊 2001-06-12〜2001-06-12 ISBN1 || sid47200/ed58094 deluxe[モーニングKCデラックス] 2冊 1999-06〜1999-06 ISBN2 || sid47200/ed58095 standard[KCDX] 2冊 2012-09〜2012-10 ISBN2
ningen-konchuuki	人間昆虫記	手塚治虫		16年 bunkobon 1巻(1995-04)→2巻(1979-05-20)	bunkobon[文庫版]/秋田漫画文庫 2冊 1979-05-20〜1995-04 ; standard[通常版]/COM名作コミックス 1冊 1993-05-25〜1993-05-25 ; bunkobon[手塚治虫文庫全集(2012)]/手塚治虫文庫全集 1冊 2012-04-12〜2012-04-12 ; standard[手塚治虫漫画全集(1983)]/手塚治虫漫画全集 2冊 1983-02-20〜1983-03-20	sid35106/ed41691 standard[手塚治虫漫画全集] 2冊 1983-02-20〜1983-03-20 ISBN2 || sid35106/ed41692 bunkobon[秋田漫画文庫] 2冊 1979-05-20〜1979-05-20 ISBN0 || sid35106/ed41693 standard[-] 2冊 1987-01-30〜2018-12 ISBN2 || sid35106/ed41694 standard[Comコミックス増刊] 2冊 1972-05〜1972-05-10 ISBN0 || sid35106/ed41695 bunkobon[手塚治虫文庫全集] 1冊 2012-04〜2012-04 ISBN1 || sid35106/ed41696 standard[サンエイムック] 1冊 2016-01〜2016-01 ISBN1 || sid35106/ed41697 bunkobon[秋田文庫] 1冊 1995-04〜1995-04 ISBN1 || sid35106/ed41698 standard[COM名作コミックス] 1冊 1973-08〜1973-08 ISBN0 || sid35106/ed41699 standard[手塚治虫傑作選集] 1冊 1993-05-25〜1993-05-25 ISBN1 || sid35106/ed41700 standard[ハードコミックス] 1冊 1974-05-10〜1974-05-10 ISBN0
ningen-shikkaku-ito	人間失格	比古地朔弥		12年 standard 1巻(2023-09-14)→3巻(2011-06-09)	(本番yml無し)	
nippon-chinbotsu	日本沈没	さいとう・プロ		11年 bunkobon 1巻(2006-01-01)→2巻(1995-05-12)	bunkobon[文庫版]/講談社漫画文庫 3冊 1995-05-12〜2006-01-01 ; standard[通常版]/少年チャンピオン・コミックス 15冊 2006-08-01〜2009-03-04	sid50870/ed62754 standard[SPコミックス] 1冊 2006-07〜2006-07 ISBN1 || sid50870/ed62755 standard[SP comics] 2冊 2011-09-26〜2011-09-26 ISBN2 || sid50870/ed62756 bunkobon[小学館文庫] 2冊 2006-01-01〜2006-01-01 ISBN2 || sid50870/ed62757 standard[カッパ・ノベルス] 2冊 1973-03-20〜1973-03-20 ISBN0 || sid50870/ed62758 standard[ビッグコミックス] 15冊 2006-08-01〜2009-03-04 ISBN15 || sid103413/ed119237 standard[少年チャンピオン・コミックス] 4冊 1973-12-25〜1974-10-20 ISBN0 || sid103413/ed119238 standard[-] 2冊 1992-04〜1992-05 ISBN2 || sid103413/ed119239 standard[講談社コミックス] 1冊 1992-03-23〜1992-03-23 ISBN1 || sid103413/ed119240 standard[KPC] 7冊 2003-05〜2006-06 ISBN7 || sid103413/ed119241 bunkobon[講談社漫画文庫] 3冊 1995-05-12〜1995-05-12 ISBN3 || sid103413/ed119242 standard[KCDX] 3冊 2012-10〜2012-12 ISBN3 || sid103413/ed119243 standard[SP comics] 1冊 2006-08〜2006-08 ISBN1 || sid103413/ed119244 standard[SPコミックス] 1冊 2006-09〜2006-09 ISBN1
nippon-no-don	日本の首領	城野晃		11年 standard 1巻(1993-03-12)→5巻(1982-10)	standard[通常版]/芳文社コミックス 6冊 1982-10〜1993-06-11	sid103353/ed119172 standard[芳文社コミックス] 6冊 1980-07〜1983-04 ISBN0 || sid103353/ed119173 standard[芳文社コミックスDX版] 4冊 1993-03〜1993-06 ISBN4
offered	オファード	池上遼一		10年 standard 1巻(2001-03)→3巻(1991-06)	standard[通常版]/ビッグコミックス 4冊 1991-06〜2001-04 ; bunkobon[文庫版]/道草文庫 3冊 1995-02〜1995-02	sid31440/ed36922 standard[ビッグコミックス] 4冊 1990-10〜1991-07 ISBN4 || sid31448/ed36932 standard[キングシリーズ] 2冊 2010-10〜2010-10 ISBN2 || sid56296/ed69791 standard[キングシリーズ] 3冊 2001-03〜2005-05 ISBN3 || sid56296/ed69792 bunkobon[道草文庫] 3冊 1995-02〜1995-02 ISBN3 || sid56296/ed69793 standard[My first wide] 1冊 2002-12〜2002-12 ISBN1
oira-sukeban	おいら女蛮	永井豪		12年 standard 1巻(1987-03-20)→5巻(1975-12)	standard[通常版]/少年サンデーコミックス 7冊 1975-12〜1987-05-20	sid47138/ed57964 standard[サンコミックス] 7冊 1980-08〜1980-11 ISBN0 || sid47138/ed57965 standard[少年サンデーコミックス] 7冊 1975-03-01〜1976-04-15 ISBN0 || sid47138/ed57966 standard[ジュネ・コミックスGOGOシリーズ] 2冊 1998-09-15〜1998-10-15 ISBN0 || sid47138/ed57967 standard[SUN WIDE COMICS] 4冊 1987-03-20〜1987-05-20 ISBN4 || sid63979/ed77981 standard[ジュネ・コミックスGOGOシリーズ] 2冊 1998-08-15〜1998-08-15 ISBN0
omorai-kun	オモライくん	永井豪		19年 standard 1巻(1992-07-20)→2巻(1973-07-20)	standard[通常版]/講談社コミックス 3冊 1973-07-20〜1992-07-20 ; bunkobon[文庫版]/竹書房文庫 2冊 1996-02〜1996-02	sid47155/ed57994 bunkobon[竹書房文庫] 2冊 1996-02〜1996-02 ISBN2 || sid47155/ed57995 standard[サンコミックス] 3冊 1980-03〜1980-04 ISBN0 || sid47155/ed57996 standard[講談社コミックス] 2冊 1973-07-20〜1973-07-20 ISBN0 || sid47155/ed57997 standard[-] 1冊 2003-12〜2003-12 ISBN1 || sid47155/ed57998 standard[JICC問題の COMICS] 1冊 1992-07-20〜1992-07-20 ISBN1
oraga-mura	おらが村	矢口高雄		19年 standard 1巻(1995-04-10)→2巻(1976-01)	standard[通常版]/アクション・コミックス 3冊 1976-01〜1995-04-10 ; bunkobon[文庫版]/ヤマケイ文庫 1冊 2019-07〜2019-07	sid41853/ed50560 standard[アクション・コミックス] 3冊 1975-08〜1976-03 ISBN0 || sid41853/ed50561 standard[P-PRESS] 2冊 1995-04-10〜1995-04-10 ISBN2 || sid41853/ed50562 bunkobon[ヤマケイ文庫] 1冊 2019-07〜2019-07 ISBN1
