slug	title	authors	edition_type	imprint	publisher	vols	std_vols	ratio	cls	v1_date	v1_cover
mobile-suit-gundam-gaiden	機動戦士ガンダム外伝	高山瑞穂	deluxe	KCデラックス	講談社	1			通常版なし	1997-02-21	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7822/9784063197822.jpg?_ex=200x200
momo-oni	モモオニ!	嘉島ちあき	deluxe	ビーボーイコミックスデラックス	リブレ	2			通常版なし	2019-01-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1771/9784799741771.jpg?_ex=200x200
morning-moon	もーにんぐMOON	富沢順	deluxe	ジャンプ・コミックスデラックス	集英社	3			通常版なし	1991-08-12	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/2470/2000005432470.jpg?_ex=300x300
moshi-koukou-yakyuu-no-joshi-manager-ga-drucker-no-management-o-yondara	もし高校野球の女子マネージャーがドラッカーの『マネジメント』を読んだら	椿あす	deluxe	ジャンプ・コミックスデラックス	集英社	3			通常版なし		https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8833/9784088598833.jpg?_ex=200x200
motto-hanashi-o-shitainodakedo	もっと話をしたいのだけど。	七瀬はし	deluxe	ビーボーイコミックスデラックス	リブレ出版	2			通常版なし	2015-06-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5757/9784799725757.jpg?_ex=200x200
muma-1987	夢魔	深見じゅん	deluxe	ユーコミックスデラックス	集英社	1			通常版なし	1987-08-26	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0824/9784088620824.jpg?_ex=200x200
murder-license-kiba-black-angels	マーダーライセンス牙＆ブラックエンジェルズ	平松伸二	deluxe	ジャンプ・コミックスデラックス	集英社	13			通常版なし	2000-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1216/9784088591216.jpg?_ex=300x300
mushimushi-korokoro	むしむしころころ	あだちつよし・武論尊	deluxe	ジャンプ・コミックスデラックス	集英社	11			通常版なし	1993-07-02	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1811/9784088581811.jpg?_ex=200x200
mushrambo	マシュランボー	岩本佳浩	deluxe	講談社コミックスボンボンデラックス KCDX	講談社	2			通常版なし	2000-09-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0633/06334331.jpg?_ex=200x200
muttsu-no-kinka	スーパーマリオランド2 6つの金貨	本山一城	deluxe	KCデラックス	講談社	3			通常版なし	1993-07-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3985/9784063193985.jpg?_ex=300x300
my-wife-devil	マイワイフデビル	赤原ねぐ	deluxe	ビーボーイコミックスデラックス	リブレ	2			通常版なし	2020-09-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9227/9784799749227.jpg?_ex=200x200
myther	Myther	八田てき	deluxe	講談社コミックスデラックス. 月刊少年マガジン	講談社	3			通常版なし	2025-06-30	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6346/9784065396346_1_2.jpg?_ex=200x200
naa-game-o-yaroujanaika	なぁゲームをやろうじゃないか!!	桜玉吉	deluxe	アフタヌーンKCデラックス	講談社	2			通常版なし	2000-03-23	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0633/06334289.jpg?_ex=200x200
nadeshiko-shoot	なでしこシュート!	神崎裕	deluxe	KCデラックス	講談社	1			通常版なし	2008-08-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5411/9784063755411.jpg?_ex=200x200
nagi-senki	ナギ戦記	内野正宏	deluxe	ジャンプ・コミックス・デラックス	集英社	2			通常版なし	2009-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0885/08859783.jpg?_ex=200x200
nagori-no-yuki	名残りの雪	井上洋子	deluxe	ユーコミックスデラックス	集英社	1			通常版なし	1994-11-22	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3016/9784088623016.jpg?_ex=200x200
naitemo-ii-desuka	泣いてもいいですか?	小山鹿梨子・日暮キノコ・杏巣マココ・見崎なつみ・高橋利枝	deluxe	Kodansha comics deluxe	講談社	1			通常版なし	2010-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6763/9784063416763.jpg?_ex=200x200
nakitai-hodo-suki-na-hito	泣きたいほど好きな人。	はやかわともこ・吉井ユウ・峯鳥子・倉持マリ・克間彩人・高橋利枝	deluxe	Kodansha comics deluxe	講談社	1			通常版なし	2007-08	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5414/9784063415414.jpg?_ex=200x200
nanami-18sai-mama-18-narimashita	那波18歳♂ママになりました	一二三もげぞう	deluxe	ビーボーイコミックスデラックス	リブレ出版	3			通常版なし	2012-09-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1897/9784799711897.jpg?_ex=200x200
nanase-kun-wa-ubu-ja-nai	七瀬くんはウブじゃない。	みずぐちまふゆ	deluxe	KCデラックス	講談社	3			通常版なし	2024-02-13	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3470/9784065343470_1_9.jpg?_ex=200x200
nandemo-shimasu-kara	何でもしますから!!	美川べるの	deluxe	バーズコミックスデラックス	幻冬舎	2			通常版なし	2017-01-24	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8932/9784344838932.jpg?_ex=200x200
natsu-no-yoru-no-yume	夏の夜の夢	高見まこ	deluxe	ジャンプ・コミックスデラックス	集英社	1			通常版なし	2004-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0885/08859471.jpg?_ex=200x200
natsufujisanchi-wa-kyou-mo-otenki	夏藤さんちは今日もお天気	わかつきめぐみ	deluxe	KCデラックス	講談社	1			通常版なし	1996-02-13	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6849/9784063196849.jpg?_ex=200x200
natsumeke-no-myouna-hitobito	夏目家の妙な人々	わかつきめぐみ	deluxe	KCデラックス	講談社	1			通常版なし	1999-02-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0633/06334033.jpg?_ex=200x200
neko-kineko	ネコキネコ	阿部川キネコ	deluxe	バーズコミックスデラックス	幻冬舎	1			通常版なし	2014-03-24	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0813/9784344830813.jpg?_ex=200x200
neko-mikku	猫-ミック-	とだ勝之	deluxe	KCデラックス	講談社	4			通常版なし	1999-01-14	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0633/06334021.jpg?_ex=200x200
neko-ni-koban-wa	猫に小判わ	もりたじゅん	deluxe	ユーコミックスデラックス	集英社	1			通常版なし	1995-07-21	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3238/9784088623238.jpg?_ex=200x200
neko-o-shohou-itashimasu	猫を処方いたします。	石田祥・ふじもとまめ	deluxe	講談社コミックスデラックス. 月刊少年マガジン	講談社	2			通常版なし	2025-02-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4503/9784065384503_1_3.jpg?_ex=200x200
nekoneko-keiyaku	ねこねこケイヤク	楢崎壮太	deluxe	ビーボーイコミックスデラックス	リブレ	2			通常版なし	2019-01-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1757/9784799741757.jpg?_ex=200x200
neruson-san-anata-wa-hito-o-koroshimashitaka-tokyo-daikuushuu	ネルソンさん、あなたは人を殺しましたか?・東京大空襲	三枝義浩	deluxe	KCデラックス	講談社	1			通常版なし	2005-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0709/9784063720709.jpg?_ex=200x200
newsman	Newsman	ふんわり	deluxe	ジャンプ・コミックスデラックス	集英社	2			通常版なし	2007-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0885/08859635.jpg?_ex=200x200
niji-no-tani-no-an	虹の谷のアン	原ちえこ	deluxe	KCデラックス	講談社	2			通常版なし	2003-10-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7890/9784063347890.jpg?_ex=200x200
nikushoku-kumikyoku	肉食組曲	ダヨオ	deluxe	ビーボーイコミックスデラックス	リブレ	2			通常版なし	2020-01-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6431/9784799746431.jpg?_ex=200x200
niraikanai	ニライカナイ	岡田芽武	deluxe	アフタヌーンKCデラックス	講談社	6			通常版なし	1999-09-22	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0633/06334242.jpg?_ex=200x200
nobara-to-pretender	野ばらとプリテンダー	カモバーガー	deluxe	ビーボーイコミックスデラックス	リブレ	2			通常版なし	2022-12-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0109/9784799760109_1_3.jpg?_ex=200x200
noijii-ruumumeito	ノイジールームメイト	緒崎カホ	deluxe	KCデラックス	講談社	6			通常版なし	2023-01-13	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2224/9784065302224_1_2.jpg?_ex=200x200
nurse-senka	ナースsenka	小橋もと子	deluxe	Youコミックスデラックス	集英社	1			通常版なし	1993-05-21	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/9182/2000007009182.jpg?_ex=300x300
nyotaika-yankee-gakuen	女体化ヤンキー学園★	高尾鷹浬	deluxe	ビーボーイコミックスデラックス	リブレ	6			通常版なし	2016-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8994/9784799728994.jpg?_ex=200x200
oedo-baaritouudo	大江戸バーリトゥード	山根和俊	deluxe	ジャンプ・コミックスデラックス	集英社	2			通常版なし	2005-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0885/08859474.jpg?_ex=200x200
oh-toumei-ningen-21	Oh!透明人間21	中西やすひろ	deluxe	ジャンプ・コミックスデラックス	集英社	8			通常版なし	2002-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0885/08859294.jpg?_ex=300x300
oja-majo-doremi	おジャ魔女どれみ	たかなししずえ	deluxe	KCデラックス	講談社	3			通常版なし	2000-10-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0633/06334349.jpg?_ex=200x200
okaerinasai	お帰りなさい	ささやななえ	deluxe	ユーコミックスデラックス	集英社	1			通常版なし	1994-09-22	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2965/9784088622965.jpg?_ex=200x200
okitegami-kyouko-no-bibouroku	掟上今日子の備忘録	浅見よう	deluxe	講談社コミックスデラックス	講談社	5			通常版なし	2015-10-16	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3439/9784063773439.jpg?_ex=200x200
oku-sama-yobikou	おくさま予備校	山口譲司	deluxe	ジャンプ・コミックスデラックス	集英社	1			通常版なし	2010-02	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0885/08859818.jpg?_ex=200x200
omega	オメガ	松森正	deluxe	アフタヌーンKCデラックス	講談社	3			通常版なし	1996-04-23	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6962/9784063196962.jpg?_ex=200x200
only-partner	オンリー・パートナー	藤崎こう	deluxe	ビーボーイコミックスデラックス	リブレ	1			通常版なし	2018-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8672/9784799738672.jpg?_ex=200x200
onmitsu-kenshi	隠密剣士	かわのいちろう	deluxe	Jump comics deluxe	集英社	6			通常版なし	2004-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0885/08859424.jpg?_ex=200x200
onna-no-mondai-teiki	女の問題提起	朔本敬子	deluxe	KCデラックス	講談社	1			通常版なし	2002-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5414/9784063345414.jpg?_ex=200x200
ookami-kun-to-koi-no-ban-san	オオカミくんと恋の晩餐	中村ユキチ	deluxe	KCデラックス	講談社	3			通常版なし	2024-12-13	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8366/9784065378366_1_2.jpg?_ex=200x200
ore-no-seito-wa-kawaiku-nai	俺の生徒はかわいくない	外岡もったす	deluxe	ビーボーイコミックスデラックス	リブレ	2			通常版なし	2021-07-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3361/9784799753361_1_3.jpg?_ex=200x200
ore-to-mou-ichido-first-love	俺ともう一度、初恋(ファーストラブ)。	長谷垣なるみ	deluxe	KCデラックス	講談社	2			通常版なし	2023-05-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4067/9784065314067_1_15.jpg?_ex=200x200
osaka-red	大阪RED	高橋幸慈	deluxe	ジャンプ・コミックスデラックス	集英社	1			通常版なし	2005-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0885/08859514.jpg?_ex=200x200
osamushi-kyouju-no-file	オサムシ教授の事件簿	山口ヨシノブ	deluxe	ジャンプ・コミックスデラックス	集英社	5			通常版なし	2006-02	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0885/08859564.jpg?_ex=200x200
otoboke-nasubi-sensei	おとぼけ茄子先生	高橋ゆたか	deluxe	ジャンプ・コミックス デラックス	集英社	1			通常版なし	1988-05-15	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/1500/2000006501500.jpg?_ex=300x300
otoko-to-onna-no-2dk	男と女の2DK	あまねかずみ	deluxe	ヤングレディKCデラックス	講談社	4			通常版なし	1983-06-23	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/6980/2000006846980.jpg?_ex=300x300
otona-o-komaraserunja-arimasen	オトナを困らせるんじゃありません!	にやま	deluxe	ビーボーイコミックスデラックス	リブレ	3			通常版なし	2021-06-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2845/9784799752845_1_3.jpg?_ex=200x200
otonari-kun-wa-kyou-mo-watashi-o-komaraseru	おとなりくんは今日もわたしを困らせる	鹿乃おこと	deluxe	KCデラックス	講談社	2			通常版なし	2025-01-24	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1182/9784065381182_1_40.jpg?_ex=200x200
otonari-san-wa-kiss-yori-amai	おとなりさんはキスより甘い	咲良香那	deluxe	KCデラックス	講談社	2			通常版なし	2024-03-13	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1469/9784065341469_1_2.jpg?_ex=200x200
ou-sama-to-shounen-wa-himitsu-o-motte-iru	王様と少年は秘密を持っている	吉田はるゆき	deluxe	KCデラックス	講談社	2			通常版なし	2022-04-13	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3548/9784065273548_1_2.jpg?_ex=200x200
ou-sama-wa-roba	王様はロバ	なにわ小吉	deluxe	ジャンプ・コミックスデラックス	集英社	7			通常版なし	1994-12-02	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7349/9784088587349.jpg?_ex=200x200
ouji-sama-no-wake	王子様の理由	夏目イサク	deluxe	ビーボーイコミックスデラックス	リブレ	1			通常版なし	2019-03-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2549/9784799742549.jpg?_ex=200x200
ouji-to-kojiki	王子と乞食	河井英槻	deluxe	Be×boy comics deluxe	リブレ	3			通常版なし	2023-10-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4459/9784799764459.jpg?_ex=300x300
oyaji-no-aijin-to-class-ore	親父の愛人と暮らす俺	玉置勉強	deluxe	バーズコミックスデラックス	幻冬舎	3			通常版なし	2014-02	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0493/9784344830493.jpg?_ex=200x200
oyakata	親方	山下京子	deluxe	ジャンプ・コミックスデラックス	集英社	4			通常版なし	1998-08-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0332/9784088590332.jpg?_ex=200x200
pajama-de-ojama	パジャマでおじゃま	渡瀬悠宇	deluxe	フラワーコミックスデラックス	小学館	1			通常版なし	2001-03-20	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8848/9784091318848.gif?_ex=200x200
parallel-first-love	パラレルファーストラブ	依乃しじま	deluxe	ビーボーイコミックスデラックス	リブレ	2			通常版なし	2022-09-08	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9158/9784799759158_1_3.jpg?_ex=200x200
patrol-qt	パトロール・QT	安野モヨコ	deluxe	KCデラックス	講談社	1			通常版なし	1997-11-21	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8805/9784063198805.jpg?_ex=200x200
phantom-core	ファントム・コア	韮沢靖	deluxe	HJCデラックス	ホビージャパン	1			通常版なし	1994-03	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/4851/2000003794851.jpg?_ex=300x300
pied-piper-yamagishi	パイド・パイパー	山岸凉子	deluxe	ユーコミックスデラックス	集英社	1			通常版なし	1992-02-26	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2118/9784088622118.jpg?_ex=200x200
prince-of-sahara	プリンスオブサハラ	新田祐克	deluxe	ビーボーイコミックスデラックス	リブレ出版	1			通常版なし	2015-07-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6051/9784799726051.jpg?_ex=200x200
pulse	P・u・l・s・e	矢野健太郎	deluxe	ノーラコミックス deluxe	学習研究社	3			通常版なし	1996-12	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/2446/2000008442446.jpg?_ex=300x300
pure-1993	純愛	深見じゅん	deluxe	ユーコミックスデラックス	集英社	1			通常版なし	1993-01-27	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2392/9784088622392.jpg?_ex=200x200
purinshiparu-yukichi-no-gakkou	プリンシパル諭吉の学校	岩田やすてる	deluxe	ジャンプ・コミックスデラックス	集英社	2			通常版なし	2008-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0885/08859709.jpg?_ex=200x200
que-ser-ser	ケ・セラ・セラ	玉越博幸	deluxe	ジャンプ・コミックスデラックス	集英社	4			通常版なし	2007-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0885/08859683.jpg?_ex=200x200
r2	R2	樹崎聖	deluxe	ジャンプ・コミックスデラックス	集英社	2			通常版なし	2002-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3371/9784088593371.jpg?_ex=200x200
rakuen-no-bijo-to-yajuu	落園の美女と野獣	由貴香織里	deluxe	KCデラックス	講談社	5			通常版なし	2020-02-13	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4233/9784065184233.jpg?_ex=200x200
reibaishi-izuna	霊媒師いずな	岡野剛	deluxe	ジャンプ・コミックスデラックス	集英社	10			通常版なし	2008-08	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0885/08859723.jpg?_ex=200x200
reigen-ohatsu-torimono-hikae	霊験お初捕物控	坂口よしを	deluxe	プリンセスコミックスデラックス	秋田書店	4			通常版なし	2006-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2531/25315401.jpg?_ex=200x200
renrentaru-shousa	恋々たる証左	鳥生莉世	deluxe	ビーボーイコミックスデラックス	リブレ	1			通常版なし	2026-06-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8272/9784799778272_1_2.jpg?_ex=300x300
ring-1-kakero-1	リングにかけろ1	車田正美	deluxe	ジャンプ・コミックスデラックス	集英社	18			通常版なし	2001-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2220/9784088592220.jpg?_ex=300x300
ring-2-kakero-2	リングにかけろ2	車田正美	deluxe	ジャンプ・コミックスデラックス	集英社	26			通常版なし	2000-07	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1353/9784088591353.jpg?_ex=300x300
ring-2004	RING	島袋光年	deluxe	ジャンプ・コミックスデラックス	集英社	3			通常版なし	2004-09-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0885/08859455.jpg?_ex=200x200
ringo-monogatari-1978	林檎物語	立原あゆみ	deluxe	ヤングレディKCデラックス YLKC	講談社	1			通常版なし	1978-12-20	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/7031/2000006837031.jpg?_ex=300x300
rippa-na-suchuwaadesu-ni-naru-houhou	りっぱなスチュワーデスになる方法	長浜幸子	deluxe	YOU COMICS DELUXE	集英社	2			通常版なし	1994-01-21	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2729/9784088622729.jpg?_ex=200x200
risou-no-are-sagashitemasu	理想のアレ、探してます	タカツキノボル	deluxe	ビーボーイコミックスデラックス	リブレ	1			通常版なし	2016-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0560/9784799730560.jpg?_ex=200x200
risou-no-otoko	理想のオトコ	チカ	deluxe	KCデラックス	講談社	7			通常版なし	2018-11-13	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8960/9784065138960.jpg?_ex=200x200
risutora-daiou	リストラ大王	立原あゆみ	deluxe	ジャンプ・コミックスデラックス	集英社	2			通常版なし	2003-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0885/08859353.jpg?_ex=200x200
rockefeller-skunk	ロッカフェラー・スカンク	三数鬼ライオット	deluxe	Akita comics deluxe	秋田書店	4			通常版なし	2011-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7501/9784253107501.jpg?_ex=200x200
rockman-4-koma-daikoushin	ロックマン4コマ大行進	有賀ヒトシ	deluxe	講談社コミックスボンボンデラックス	講談社	2			通常版なし	1994-08-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5132/9784063195132.jpg?_ex=200x200
rockman-remix	ロックマンリミックス	有賀ヒトシ	deluxe	KCデラックス	講談社	1			通常版なし	1996-04-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6948/9784063196948.jpg?_ex=200x200
rockwell-ga-waratteru	ロックウェルが笑ってる	吉田まゆみ	deluxe	KC mimiデラックス	講談社	1			通常版なし	1994-05-13	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4630/9784063194630.jpg?_ex=200x200
romance	ロマンス	高見まこ	deluxe	ジャンプ・コミックスデラックス	集英社	9			通常版なし	1997-07-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2276/9784088582276.jpg?_ex=200x200
rose-garden-2000	ローズ・ガーデン	わかつきめぐみ	deluxe	KCデラックス	講談社	1			通常版なし	2000-02-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0633/06334285.jpg?_ex=200x200
route	ルート	秦和生	deluxe	KCデラックス	講談社	3			通常版なし	2022-08-23	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4544/9784065284544_1_2.jpg?_ex=200x200
rukkusu-wai-o-erande-shimaimashita	ルックスYを選んでしまいました	雪あられ・バッド	deluxe	講談社コミックスデラックス. 月刊少年マガジン	講談社	3			通常版なし	2026-01-26	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0485/9784065420485_1_33.jpg?_ex=200x200
ruri-no-hakobune	瑠璃の方船	海埜ゆうこ	deluxe	ジャンプ・コミックスデラックス	集英社	2			通常版なし	2008-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0885/08859685.jpg?_ex=200x200
ryuuji	龍時	戸田邦和	deluxe	ジャンプ・コミックスデラックス	集英社	16			通常版なし	2006-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0885/08859583.jpg?_ex=200x200
saikou-no-kekkon-500	最高の結婚500	小沢真理	deluxe	KCデラックス	講談社	1			通常版なし	2003-02	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6763/9784063346763.jpg?_ex=200x200
saikou-no-kekkon-600	最高の結婚600	沖野ヨーコ	deluxe	KCデラックス	講談社	1			通常版なし	2003-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7197/9784063347197.jpg?_ex=200x200
saint-love-survivors	聖(セイント)ラブサバイバーズ	ひうらさとる	deluxe	KCデラックス	講談社	4			通常版なし	2020-11-13	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4565/9784065214565_1_4.jpg?_ex=200x200
sakanai-hana-ni-mizu-yari	咲かない花に水やり	yoshi	deluxe	ビーボーイコミックスデラックス	リブレ	2			通常版なし	2022-05-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7185/9784799757185_1_3.jpg?_ex=200x200
sakuratei-monogatari	桜亭ものがたり	風間宏子	deluxe	ユーコミックスデラックス	集英社	1			通常版なし	1995-01-23	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3078/9784088623078.jpg?_ex=200x200
salaryman-yamasaki-shigeru-neo	サラリーマン山崎シゲルNEO	田中光	deluxe	KCデラックス	講談社	4			通常版なし	2021-07-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9933/9784065239933_1_2.jpg?_ex=200x200
sanctuary-ubukata	サンクチュアリ	野口賢	deluxe	ジャンプ・コミックスデラックス	集英社	2			通常版なし	2010-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8321/9784088598321.jpg?_ex=200x200
sankaku-rabu-home	さんかくラブ・ホーム	みなみ遥	deluxe	ビーボーイコミックスデラックス	リブレ出版	1			通常版なし	2015-11-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7157/9784799727157.jpg?_ex=200x200
sapphire	サファイア	花森ぴんく	deluxe	KCデラックス KCDX	講談社	4			通常版なし	2008-09-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5534/9784063755534.jpg?_ex=200x200
satsuki-no-joukei	五月の情景	河あきら	deluxe	ヤングレディKCデラックス	講談社	1			通常版なし	1984-07-06	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/4375/2000006824375.jpg?_ex=300x300
sawaranaide-dakishimete	触らないで、抱きしめて	紅	deluxe	ビーボーイコミックスデラックス	リブレ	2			通常版なし	2021-06-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2876/9784799752876_1_4.jpg?_ex=200x200
sayonara-otokonoko	さよなら、おとこのこ	志村貴子	deluxe	ビーボーイコミックスデラックス	リブレ	3			通常版なし	2017-09-08	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4803/9784799734803.jpg?_ex=200x200
sd-gundam-full-color-gekijou	SDガンダムフルカラー劇場	あずま勇輝	deluxe	講談社コミックスボンボンデラックス	講談社	11			通常版なし	1999-08-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0633/06334222.jpg?_ex=200x200
seibetsu-ekkusu	性別X	みやざき明日香	deluxe	KCデラックス	講談社	2			通常版なし	2021-02-19	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3024/9784065223024.jpg?_ex=200x200
seidou-jidai	青銅時代	立原あゆみ	deluxe	ユーコミックスデラックス	集英社	2			通常版なし	1988-01-27	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/8254/2000004018254.jpg?_ex=300x300
seikimatsu-bakurouden-saga	世紀末博狼伝サガ	宮下あきら	deluxe	ジャンプ・コミックスデラックス	集英社	9			通常版なし	1996-01-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6540/9784088586540.jpg?_ex=200x200
