tier	len	has_caption	anilist_id	slug	title	current_synopsis
mild	42	yes	105782	higuma-no-te	火久摩の手	気をつけろ、邪悪な彷徨える魂たち。火久摩がお前たちを元いた場所へ送り返してやる——。
mild	42	yes	105803	hibike-euphonium-kitauji-koukou-suisougakubu-saidai-no-kiki	響け!ユーフォニアム 北宇治高校吹奏楽部、最大の危機	小説『響け！ユーフォニアム』第三巻を原作とする、吹奏楽部の青春を描いたコミカライズ。
mild	42	yes	107431	tokuchou	特蝶	人が死ぬと、その魂は蝶の姿で体を離れる。それを守るための死局の戦いを描くSFドラマ。
mild	42	yes	108156	10th	10th	幼なじみの二人の少女が、同じ一人の男の子に恋をしている。揺れる思いを描くラブドラマ。
mild	42	yes	109491	mahou-no-megane	まほうのめがね。	アルコによる読み切り集。表題作「まほうのめがね。」をはじめ、3つの短編を収めた一冊。
mild	42	yes	111629	hadaka-no-banri-kun	ハダカの万里くん	ハダカの万里くんや王女と仮面など、4本の読み切りを集めた作品集。コメディとロマンス。
mild	42	yes	121752	herscherik-aaru-tensei-ouji-no-eiyuu-tan	ハーシェリクR転生王子の英雄譚	金髪碧眼の第七王子に転生?! 「会社員」スキルを武器に王国を救う、転生王子の英雄譚。
mild	42	yes	125482	kocchi-no-mizu-wa-amai-noda	こっちの水は甘いのだ	生物部に入りたかっただけなのに…!? 水と魚、そして恋をめぐる、再会から始まる物語。
mild	42	yes	147017	acguy-hakase	アッガイ博士	ジオン公国の水陸両用モビルスーツ「アッガイ」、そしてその仲間たちの開発をめぐる物語。
mild	42	yes	155214	ruruteru	るるてる	12歳のネコモトネドコが、魔法の学校「ルル」に通う日々を描くファンタジー・コメディ。
mild	42	yes	165280	gal-ga-sylvanian-family-o-dekiai-shitara	ギャルがシルバニアファミリーを溺愛したら。	お気に入りのおもちゃ「シルバニアファミリー」をきっかけに心を通わせる、意外な二人組。
mild	42	yes	172680	wadatsumi-no-iroko-no-miya	海の魚鱗宮	「犯罪」をテーマに選り抜かれた五編。「海の魚鱗宮」や「瑠璃の爪」などを収めた短編集。
mild	42	yes	178798	tsutte-tabetai-gyaruzawa-san	釣って食べたいギャル澤さん	明るいギャルが海釣りに繰り出す。ワクワクが止まらない、新感覚の釣りコメディが始まる。
mild	42	yes	190065	kao-ni-denai-kashiwada-san-to-kao-ni-deru-oota-kun-2024	顔に出ない柏田さんと顔に出る太田君+	顔に出ない柏田さんと、顔に出る太田くん。番外編3話を収録した、ほのぼのラブコメディ。
mild	42	yes	203484	kuchi-dake-onna	口だけ女	表題作「口だけ女」をはじめ、複数の作家による街の怖い話を集めたホラー・アンソロジー。
mild	42	yes	203827	uchi-no-baai-wa	ウチの場合は	大門家のにぎやかで、どこか切ない日々を描いた4コマ漫画。毎日新聞で連載された人気作。
mild	42	yes	204511	ateuma-no-aiteyaku-ni-nacchatta-hanashi	当て馬の相手役になっちゃった話	当て馬の相手役になっちゃった——そんな思いがけない展開を描くロマンティックコメディ。
mild	43	yes	38217	itsudemo-otenki-kibun	いつでもお天気気分	三人の青年たちとその恋の悩みを中心に描く少女漫画。たっぷりの切なさを期待できるドラマ。
mild	43	yes	50554	kocchi-muite-miiko	こっちむいて!みい子	五年生になったみい子の、いっそう楽しくなった日々を描く、人気のスローライフ・コメディ。
mild	43	yes	53303	takoyaki-princess	たこ☆やきプリンセス	東京の小さな町で、たこ焼きを人々に食べてもらうことを夢見るウチ。その奮闘を描いた物語。
mild	43	yes	54378	ever-green-d	エバーグリード	「グリーン」と呼ばれる怪物の群れに包囲された、ひとつの都市。その危機を描くアクション。
mild	43	yes	54656	hakuouki-esuesueru-sweet-school-life	薄桜鬼SSL～sweet school life～	新撰組の面々が、生徒や教師として学園生活を送る——そんな設定で繰り広げられるコメディ。
mild	43	yes	60557	makai-ishi-mephisto	魔界医師メフィスト	魔界と化した新宿を舞台に、最強の悪魔の医師メフィストの生き様を描くダーク・サスペンス。
mild	43	yes	64569	an-goo-haisen-tantei-yuuki-shinjuurou	UN-GO 敗戦探偵・結城新十郎	アニメ「UN-GO」をもとにしつつ、それとは少し異なる展開で描かれるコミカライズ作品。
mild	43	yes	69847	maoyuu-maou-yuusha-gaiden-madoromi-no-onna-mahoutsukai	まおゆう魔王勇者 外伝まどろみの女魔法使い	「まおゆう魔王勇者」の外伝。勇者を追いかける女魔法使いに焦点をあてたサイドストーリー。
mild	43	yes	79343	ougon-no-suikenshi	黄金の酔拳士	酔拳の使い手・地左乃チコが、トイレを探し求めながら悪と戦う!? おバカなコメディ作品。
mild	43	yes	85220	hatarakanai-futari	働かないふたり	職にも就かず引きこもる兄と妹。何もしないふたりのゆるい日常を描くスローライフコメディ。
mild	43	yes	85329	nekogurui-minako-san	ねこぐるい美奈子さん	若い女性・美奈子と、彼女の飼い猫モエコが織りなす、ゆるくも他愛のない日常を描いた一作。
mild	43	yes	90879	koi-ni-tsukimono	恋につきもの	「茨の薔薇」「豆腐の家」「恋につきもの」――恋にまつわる三つの恋愛短編を収めた作品集。
mild	43	yes	93215	migawari-hakushaku-to-himitsu-no-nikki	身代わり伯爵と秘密の日記	前作「身代わり伯爵の冒険」を、フレデリックがミレイユを観察する視点から語り直した一作。
mild	43	yes	93900	fuurai-shimai	ふうらい姉妹	裕福で風変わりな山本姉妹、しおりと玲子。そんな二人の奇妙きてれつな日常を描くコメディ。
mild	43	yes	95717	aurora-no-ginyoku	極光ノ銀翼	戦闘機に乗ったオーロラの少女たちが、銀の翼で大空を翔ける。そんな世界を描くアクション。
mild	43	yes	99163	onsengai-no-medeyuusa	温泉街のメデューサ	とある温泉街に暮らす、「メデューサ」シンドロームを抱えた女子高生をめぐる日常コメディ。
mild	43	yes	104708	kono-kakegae-no-nai-jigoku	このかけがえのない地獄	このかけがえのない地獄をはじめとする、さまざまな人物の心の機微を切り取った読み切り集。
mild	43	yes	105061	itsumo-tonari-ni-uchuujin	いつも隣に宇宙人。	廃止寸前の相談課の課長に任命された三嶋ハナン。宇宙人と地球人を繋ぐために奔走する物語。
mild	43	yes	105950	enu-to-s	NとS	出会いが運命のようでもあり、偶然のようでもある——そんな二人を中心に描かれるロマンス。
mild	43	yes	106795	hoozuki-san-no-aneki-plus-imouto-no-omake	鬼灯さん家のアネキ+妹のおまけ	本編には使われなかった、五十嵐のさまざまなアイデアから描かれたエピソードを集めた一冊。
mild	43	yes	107955	tekitoo-na-maid-no-onee-san-to-erasou-de-ichizu-na-botsu-chan	テキトーなメイドのお姉さんと偉そうで一途な坊っちゃん	テキトーなメイドのお姉さんと、偉そうだけど一途な坊っちゃん。二人の関係を描くコメディ。
mild	43	yes	108189	hatoko-san-wa-tokidoki-mahou-shoujo	鳩子さんは時々魔法少女	少子高齢化が進む日本。平凡な会社員・鳩子が魔法少女ルビィに変身し、悪と戦うことになる。
mild	43	yes	108562	shio-ga-mai-ko-ga-mai	潮が舞い子が舞い	青春のただ中、高校2年生。海辺の田舎町を舞台に、2年生たちが織りなす青春群像コメディ。
mild	43	yes	109960	osananajimi-to-ookami-kun-niwa-damasarenai	幼馴染とオオカミくんには騙されない	別冊フレンドに掲載された石澤うみの新シリーズ。恋愛リアリティ番組をモチーフにした作品。
mild	43	yes	110063	daikyochuu-rettou	大巨蟲列島	新たな敵、新たな虫、そしてさらに巨大な島を舞台に繰り広げられるサバイバル・アクション。
mild	43	yes	113063	oh-men	OH!麺!	料理漫画か、それとも漫画レシピ本か——。様々な麺料理の美味しさを紹介する、グルメ漫画。
mild	43	yes	113244	kindan-junai	禁断純愛	甘くせつない恋を綴った、さまざまな作家による物語集。ときめきに満ちた短編アンソロジー。
mild	43	yes	114952	bloody-bride	ブラッディ・ブライド	「運命の花嫁」を探し求めて旅する、二人の吸血鬼の物語。婚活をテーマにした超常ロマンス。
mild	43	yes	119492	musashino-rondo	ムサシノ輪舞曲	風変わりな姉と、失恋に傷ついた弟。二人が「新しい恋を芽吹かせる種」を見つけていく物語。
mild	43	yes	121132	faindaa	ファインダー	京都の女子校を舞台に、タカコ、サバメ、チドリ、スズメの4人の少女を中心に描かれる物語。
mild	43	yes	121175	zubora-senpai-to-majime-chan	ずぼら先輩とまじめちゃん	ずぼらな先輩と、まじめな後輩ちゃん。二人のゆるい日常を描くコメディ。番外編を3話収録。
mild	43	yes	121944	akashiro-tsurubami	赤白つるばみ	音や言葉を色として見る共感覚を持つ老画家と、彼女を取り巻く個性的な人々を描いたドラマ。
mild	43	yes	125230	hipunoshisumaiku	ヒプノシスマイク	ヒプノシスマイクの楽曲企画から生まれた「side F.P & M.」の続編となる物語。
mild	43	yes	131027	collabo-mijikashi-tsudoeyo-otome	コラボ短し集えよ乙女	ガチガチの乙女ゲームオタクのモモと、オタク女性向けカフェで働く仲間たちを描くコメディ。
mild	43	yes	132631	thunder-mask	サンダーマスク	手塚治虫自身が、ロボットと変身する怪獣たちが登場するSFの世界に迷い込んでしまう物語。
mild	43	yes	132899	sei-shounagon-to-moushimasu	清少納言と申します	平安期の歌人にして『枕草子』の作者・清少納言と、当時の宮廷生活を描いたコメディドラマ。
mild	43	yes	133017	oi-pii-tan	おいピータン!!	食べることが好きな人は、いい人だ——。食を愛する人々を描いた、ほのぼのとした短編漫画。
mild	43	yes	134306	shinigami-san-ni-kuchizuke	死神さんに口づけ	ある女が、自分を殺してほしいと殺し屋のもとを訪れる——。静かな緊張をはらんだ恋愛漫画。
mild	43	yes	142739	aitakatta	会いたかった。	代理母出産に挑んだ向井亜紀の実話をもとに、子供を授かろうとする夫婦の歩みを描くドラマ。
mild	43	yes	147147	gokigen-na-hibi	ごきげんな日々	表題作「ごきげんな日々」をはじめ、「風をあつめて」「雪のふるころ」などを収めた短編集。
mild	43	yes	148099	kowai-tomodachi	怖いともだち	「いないいない、私」「おともだち」など、複数の作家による怖い物語を集めたアンソロジー。
mild	43	yes	151210	sukoshi-mukashi-no-koi-no-ohanashi	すこし昔の恋のお話	「テレパシー・ラブ」「桜はまだか!」などの読み切りと、エッセイ漫画を収めた恋の短編集。
mild	43	yes	155678	shin-pokkapoka	新ぽっかぽか	ほのぼのとした家族の日常を描く「ぽっかぽか」の新シリーズ。短い読み切りも収録した一編。
mild	43	yes	160255	suteia-no-majo	スティアの魔女	聖なる山々に囲まれた川で、舟で客を運ぶ渡し守として日々を過ごす少女を描くファンタジー。
mild	43	yes	161912	kobayashi-san-no-meidoragon-furu-color-comic-ron	小林さんちのメイドラゴン フルカラーコミック龍-RON-	『小林さんちのメイドラゴン』の各巻から選ばれたエピソードをフルカラーで収録した特別版。
mild	43	yes	164587	isekai-kobayashi-sachiko	異世界小林幸子	国民的演歌歌手・小林幸子が異世界へ——。そんな彼女を主役に据えたファンタジーコメディ。
mild	43	yes	165390	sky-walker	スカイウォーカー	シンガー・奥田民生の楽曲に捧げる、その大ファンである紡木たくによるアンソロジー作品集。
mild	43	yes	171506	kokuma-musou	黒魔無双	黒魔道士が地獄の底から甦り、裏切り者の英雄への復讐を遂げる——。ダークなファンタジー。
mild	43	yes	171621	shinohara-chie	いつか見た空	「空の消失点」「サラの篝火」「逃亡急行」など、篠原千絵の描く多彩な物語を集めた短編集。
mild	43	yes	178393	sore-wa-misshitsu-no-dekigoto	それは密室の出来事	元ひきこもりで現役アイドルのハルと、中学生の少女ナツキ。二人の秘密の関係を描くドラマ。
mild	43	yes	180335	mahou-shoujo-dandelion	魔法少女ダンデライオン	魔法少女と悪役は敵同士。だが新米のタンポポと悪役シェイドの絆は、その宿命を覆せるのか。
mild	43	yes	180734	sankyuu-pitch	サンキューピッチ	『ハイパーインフレーション』の作者・住吉九が贈る、これまでに読んだことのない野球漫画。
mild	43	yes	182480	esuenuke-no-hitobito	えすえぬ家の人々	かつて格闘シーンで大活躍していたという「小さな大女優」ネオジオ。彼女をめぐるコメディ。
mild	43	yes	202006	yatchae-ukita-san	殺っちゃえ!!宇喜多さん	戦国時代の「謀略大名」「ダークヒーロー」と呼ばれた宇喜多直家。その生涯を描く歴史漫画。
mild	43	yes	202018	suitei-akuyaku-reijou-wa-kuni-ichiban-no-busaiku-ni-totsugasareru-you-desu	推定悪役令嬢は国一番のブサイクに嫁がされるようです	国一番の不細工に嫁ぐことになった、悪役令嬢と推定される少女を描くファンタジーロマンス。
mild	43	yes	203630	watashi-no-naka-ni-akuma-ga-iru	私の中に悪魔がいる	終わりの始まり、合わせ鏡、禁断の島——日常に潜む恐怖を描いた短編を集めたホラー作品集。
mild	43	yes	203634	jigoku-no-elevator	地獄のエレベーター	「地獄のエレベーター」「魔女裁判」「七人ミサキ」など、戦慄の物語を集めたホラー短編集。
mild	43	yes	205493	akuyaku-reisoku-wa-gyaku-harem-kara-nigedashitai	悪役令息は逆ハーレムから逃げ出したい	逆ハーレム状態から逃げ出したいと願う悪役令息を主人公にした物語。エクストラ収録の一作。
mild	43	yes	209443	love-senryakuka	恋愛戦略家	恋の戦略を描く表題作のほか、秘密の恋や二人暮らしなど、さまざまな恋模様を収めた短編集。
mild	43	yes	210250	missho-de-gozaru	密書でござる!	隠密たちが行き交う大江戸を舞台に、密書をめぐる人々の艶やかな騒動を描く時代劇コメディ。
mild	44	yes	36444	naruto	NARUTO	岸本斉史が描いた読み切り漫画。のちに世界的人気を博す『NARUTO』の原型となった一編。
mild	44	yes	51726	danchi-tomoo	団地ともお	小学生の男の子・木下ともおを主人公にした、心温まり時にナンセンスな団地暮らしのコメディ。
mild	44	yes	56657	tobaku-haouden-zero-gyankihen	賭博覇王伝零 ギャン鬼編	「賭博覇王伝 零」の第2部。前作の衝撃的な結末から数年後を描く、ギャンブルをめぐる物語。
mild	44	yes	58777	super-robot-taisen-og-ji-inspector-record-of-atx	スーパーロボット大戦OG-ジ・インスペクター-Record of ATX	『ディバイン・ウォーズ』の続編にあたり、再びチームATXを中心に描くロボットアクション。
mild	44	yes	62247	2-jou-no-valkyria-2	戦場のヴァルキュリア2	「戦場のヴァルキュリア2」のゲームを原作とするコミカライズ。アクション・アドベンチャー。
mild	44	yes	69191	pure-love-seasons-2012	pure love seasons	無愛想な少年と陽気な少女が同じ部屋に閉じ込められる話など、甘い恋模様を集めた恋愛短編集。
mild	44	yes	85299	kantai-collection-kancolle-comic-arakaruto-maizuru-chinjufu-hen	艦隊これくしょん-艦これ-コミックアラカルト 舞鶴鎮守府編	「艦隊これくしょん」を題材に、様々な作家が手がけた読み切りを集めたコミックアンソロジー。
mild	44	yes	85681	honey-holic	ハニー・ホリック	『コスプレ・アニマル』で知られる渡瑳子先生が贈る、五人の少年たちの恋を描いたオムニバス。
mild	44	yes	87367	komori-chan-wa-yaruki-o-dase	こもりちゃんはヤる気を出せ	怠けることにかけては底なしの少女・こもりちゃん。その何気ない日常を描いたギャグコメディ。
mild	44	yes	87369	comic-girls	こみっくがーるず	寮で共同生活を送る、若き新進気鋭の漫画家たち。彼女たちの何気ない毎日を描く日常コメディ。
mild	44	yes	92581	warui-hito	悪いひと	「目が合った瞬間、体も心も奪われてしまった」――。ひとめぐりの恋の始まりを描くロマンス。
mild	44	yes	94866	mahou-shoujo-lyrical-nanoha-innocents	魔法少女リリカルなのはINNOCENTS	「魔法少女リリカルなのは Innocent」の続編。スバルとティアナを主人公に描く物語。
mild	44	yes	97138	zero-kara-hajimeru-mahou-no-sho-nano	ゼロから始める魔法の書なの!	「ゼロから始める魔法の書」のスピンオフ。傭兵とゼロのSDキャラ化した冒険を描くコメディ。
mild	44	yes	99759	saikyou-mahoushi-no-inton-keikaku	最強魔法師の隠遁計画	モンスターがあふれる世界。16歳の天才魔法師アルスの旅路を追うアクション・ファンタジー。
mild	44	yes	100915	haru-to-bonkura	春と盆暗	内向的で少し不器用な4人の男たちと、彼らが理解しようとする4人の少女を描く、4つの短編。
mild	44	yes	101146	tobaku-senpai-nani-kakeru	鳥獏先輩なに賭ける?	賭けごとが大好きな女子高生と、賭けが大嫌いな男子高生。「ギャンブルと恋」を描くコメディ。
mild	44	yes	103867	yurutsu-to-hunter-wantan-chan	ゆるっとハンター☆ワンタンちゃん	クレーンゲームに完全に支配された世界。そのすべてをひっくり返す力を持つ少女の冒険を描く。
mild	44	yes	104675	orc-ga-okashite-kurenai	オークが犯してくれない!	処女を捨てたい女騎士が、夫である相手にどうにか初体験を済ませようと奮闘するファンタジー。
mild	44	yes	104762	seifuku-nusumareta	制服ぬすまれた	制服ぬすまれた、ワニソバ、烏が鳴くからなど、不思議で謎めいた味わいの短編を集めた作品集。
mild	44	yes	108359	crescendo-de-susume	クレッシェンドで進め	宇仁田ゆみが楽園 Le Paradis に発表した新シリーズ。音楽をめぐるスローライフ。
mild	44	yes	111797	atashi-kiss-shita	あたし、キスした。	「たった一度のキスで、私たちの関係は変わるのかな?」——揺れる想いを描くラブストーリー。
mild	44	yes	111828	maya-no-musume-wa-okusari-moushiagete	魔夜の娘はお腐り申しあげて	魔夜峰央の娘・山田まりえが、腐女子として育った半生と、父から受けた影響を綴る自伝的漫画。
mild	44	yes	113033	doukyuusei	同・級・生!!	「好き」と素直には言えなくて。ムズくんのもどかしい恋が始まる、甘酸っぱいラブストーリー。
mild	44	yes	116308	mitsuba-kun-wa-aniyome-san-to	みつば君はあにヨメさんと。	9歳の義弟と、兄の21歳の妻。のんびりとした暮らしと、二人の繊細な関係を描いた日常物語。
mild	44	yes	118270	zombie-shoujo-no-fujimi-san	ゾン美少女の藤美さん	崩壊した世界で、灰色の青春が鮮やかに蘇る。斉藤ロウが贈る、ディストピア青春ラブコメディ。
mild	44	yes	119194	yancha-gal-no-anjou-1-tachi-kouichihen	やんちゃギャルの安城さんたち高1編	やんちゃなギャル・安城さんと、その仲間たちが繰り広げる、騒がしくも愉快な日々のコメディ。
mild	44	yes	120569	akuma-to-keiyaku	アクマと契約	強引な契約の結果、憧れの俳優のアシスタントになった新人俳優。芸能界を舞台にした恋の物語。
mild	44	yes	125407	kono-monogatari-de-neko-ni-kigai-wa-issai-kuwaete-orimasen	この物語でネコに危害はいっさい加えておりません。	野生の猫ナアが、いなくなった妹を探して旅立つ——そこから巻き起こる騒動を描いたSF作品。
mild	44	yes	127531	otona-no-houkago	おとなのほうかご	互いにどこかでつながっている大人たち(と一部の子どもたち)を描く、短編コメディシリーズ。
mild	44	yes	128331	omae-tanuki-ni-naraneeka	お前、タヌキにならねーか?	死のうとした矢先、一匹のタヌキにスカウトされる——。そんな奇妙な始まりから紡がれる物語。
mild	44	yes	128834	rude-boy-okazaki-2012	RUDE BOY	表題作「RUDE BOY」ほか、「爆裂女学校」などを収めたスライス・オブ・ライフ短編集。
mild	44	yes	129129	aniuddo-oodoori	アニウッド大通り	1980年代を舞台に、アニメ監督を父に持つ小学生の少年・タツキマコマの日常を描いた物語。
mild	44	yes	133913	all-free	All Free!!	華奢な体ながら速さと理論で屈強な男たちに挑む、柔道少女・三船ジュンを描いたスポーツ漫画。
mild	44	yes	134187	surechigai-wa-fuufu-no-hajimari	すれ違いは夫婦の始まり	理想と現実のずれ――。互いに誤解し合いながらも距離を縮めていく男女を描いたラブコメディ。
mild	44	yes	156505	chiwohausakanahideonoseishunnikki	地を這う魚 ひでおの青春日記	1968年、漫画家を目指して上京した吾妻ひでおと仲間たちの日々を描く、自伝的な青春漫画。
mild	44	yes	158903	buddha-to-onna-no-monogatari	ブッダと女の物語	永遠の悟りを求め、幾多の困難を乗り越えていく仏陀と、彼を愛した女たちの物語を描くドラマ。
mild	44	yes	162646	narukawa-kun-wa-nakasaretakunai	鳴川くんは泣かされたくない	純真だが押しの強い少女と、ドMな素直になれない少年。新しいかたちの思春期ラブストーリー。
mild	44	yes	165510	namuji	ナムジ	日本の皇室の祖となった一族を、神話の時代を舞台に描く物語。神々の世を生きる人々のドラマ。
mild	44	yes	166143	curry-no-uta	カレーの唄。	カレーをテーマに、人と人との絆を描く心温まるドラマ。テレビドラマを完全に漫画化した一作。
mild	44	yes	166208	kairanban-no-etchi-na-rule-wa-zettai-desu	回覧板のエッチなルールは絶対です。	「ゴミ出しのときは下着もブラもつけてはいけない」——この町の女たちは、私のルールに従う。
mild	44	yes	168109	comet-san-ni-mo-hana-ga-aru	コメットさんにも華がある	「その理屈には無理がある」「その科白には嘘がある」など、表題作を含む短編を収めた作品集。
mild	44	yes	173281	oshi-to-no-yuri-wa-arienai	推しとの百合はありえない!	百合漫画で、オリジナルで、決して違法なことはしない健全な全年齢漫画——をうたうコメディ。
mild	44	yes	176443	drama-na-koi-wa-kihon-kara	ドラマな恋は基本から	人生の再出発を切る35歳独身の男。どんな脚本のドラマよりもドラマチックなラブストーリー。
mild	44	yes	179454	hangyaku-no-nijigasaki	叛逆のニジガサキ	あfろが描く、ラブライブ！虹ヶ咲学園スクールアイドル同好会の面々が登場する公式コミック。
mild	44	yes	184589	bb-deformer	BBデフォルメ	『バンブーブレード』シリーズのキャラクターが勢揃い。剣道部の日常を4コマで描くコメディ。
mild	44	yes	186170	ddnangels	DDNAngels	丹羽大耶は、父・大助の相棒だったという有名な怪盗ダークに憧れている。ファンタジードラマ。
mild	44	yes	186636	mamono-no-kuni	魔物の国	人と魔物が滅ぼし合う地で、平和への鍵を求めて旅する一人の少年を描くファンタジー・ドラマ。
mild	44	yes	187673	tsukimisato-ke-no-maid-otoko	月見里家のメイド男子	可愛いメイド服を着た男たちと、マフィアのボスの一人娘——。歪んだ共同生活を描くコメディ。
mild	44	yes	191692	sahoko-quest	さほこクエスト	陰キャ女子が紳士向け同人RPGの世界で勇者になる——その奮闘を描くコメディファンタジー。
mild	44	yes	193074	swimsuits-fellows-2009	Swimsuits Fellows! 2009	「フェローズ!」誌の寄稿者43名による、水着をテーマにした45作品を集めたアンソロジー。
mild	44	yes	203489	zettai-kyoufu	絶対恐怖	最後の晩餐や異世界学校など、さまざまな作家による恐怖の短編を集めたホラー・アンソロジー。
mild	44	yes	205671	shuukoku-yoyo	秋国夜夜	秋の夜に紡がれる、人ならぬものの気配が漂う恋の物語。揺れる心と切なさを静かに描くドラマ。
mild	44	yes	63101	papa-no-iu-koto-o-kikinasai-rojou-kansatsu-kenkyuu-nisshi	パパのいうことを聞きなさい! 路上観察研究日誌	本編に先立つ前日譚。大学に入学したばかりの祐太が、路上観察研究会に入るまでの日々を描く。
mild	44	yes	124076	ano-ko-ga-delivery-cinderella-ni-naru-made	あの子がデリバリーシンデレラになるまで	NONの読み切りを集めた短編集。「デリバリーシンデレラ」の読み切り版を含む全4編を収録。
mild	45	yes	42302	coffee-jikan	珈琲時間	コーヒーがどこかに関わる、さまざまな物語を集めた短編集。一杯の珈琲が彩る人々の時間を描く。
mild	45	yes	43275	yuugen-kaisha-koboruto-shiritsu-tanteisha	有限会社コボルト私立探偵社	宙に浮く超能力を持つ女子高生と、癒しの力を持つ27歳のロリ。二人が織りなす探偵ストーリー。
mild	45	yes	63559	bem-hunter-sword	ベムハンター・ソード	進化の夜明けにある惑星を舞台に、賞金稼ぎのベムが幻の生物を追う、血なまぐさいハントの物語。
mild	45	yes	66833	date-masamune	伊達政宗	戦国の世を生きた武将・伊達政宗。その史実を、過度に脚色せず淡々とした筆致で描いた歴史漫画。
mild	45	yes	76128	god-eater-the-2nd-break	God eater-the 2nd break	「バースト」から3年後を描く『GOD EATER』の続編。アクション・アドベンチャー作品。
mild	45	yes	85825	magical-patissier-kosaki-chan	マジカルパティシエ小咲ちゃん!!	和菓子屋を営む家の娘・小野寺小咲が、魔法少女へと変身する。甘くて楽しいマジカル・コメディ。
mild	45	yes	92125	stella-no-mahou	ステラのまほう	新入生の本田珠輝が、同人ゲーム制作サークルに加わる。創作にいそしむ日々を描いた4コマ漫画。
mild	45	yes	94296	ganbaru-stalker	がんばる!ストーカー	好きな女の子に追いかけられる男子学生。彼は彼女の情熱を手助けしようと決意する恋愛コメディ。
mild	45	yes	94349	enban-maze	エンバンメイズ	ダーツの世界を舞台に、容赦のない型破りな借金取り立て屋を相手にダーツ勝負を繰り広げる物語。
mild	45	yes	95041	usemonoyado	うせもの宿	失くしてしまったと思っていた古いものに、再び出会える宿——。そんな不思議な宿を訪ねる物語。
mild	45	yes	96092	tenjin	天神-TENJIN-	現実を超えた筆致で描かれる、本格航空ロマン。青く広がる大空をめぐる、熱きアクションドラマ。
mild	45	yes	96262	utatanehime	うたたね姫	「ラストダンスは踊り場で」「猫でタンデム」など、味わい深い掌編を集めた、ロマンスの短編集。
mild	45	yes	97666	petagaaru	ぺたがーる	巨乳の女子を毛嫌いする女子高生・ひぃちゃんの物語。貧乳女子が思わず共感の涙を流すコメディ。
mild	45	yes	98457	okamarble	Okamarble	「美しさ」を描いた「see」、「胸」をめぐる「world」、ふたつの読み切りを収めた一冊。
mild	45	yes	98912	mahouka-koukou-no-rettousei-2016	魔法科高校の劣等生 来訪者編	『魔法科高校の劣等生』ライトノベル第9巻から第11巻にあたる「来訪者編」を漫画化した作品。
mild	45	yes	99150	hinmin-choujin-kanenashi-kun	貧民超人カネナシくん	貧乏学生・亀梨くんの何気ない日常を、彼に片思いするクラスメイトが記録していくラブコメディ。
mild	45	yes	100190	oni-no-mataoni-no-amo	鬼の又鬼のアモ	女が山に入ることを許されぬ時代。一人の女が、狩りをするために山へと忍び込む。ファンタジー。
mild	45	yes	101712	tailor-mori	テラモリ	ドSなスーツショップの副店長と、オタクな女子大生。仕事を舞台に繰り広げられるラブコメディ。
mild	45	yes	104772	kyousei-love	強制レンアイ	ある高校生が、学校のクイーンから突然告白されてしまう。そんな出来事から始まる恋愛コメディ。
mild	45	yes	105179	gau-chan-to-isshokenmei	ガウちゃんといっしょ	humanoid（人型）のペット「ガウチョサムライ」と暮らすOLを描いた日常コメディ漫画。
mild	45	yes	105218	kochira-kara-iremashouka-are-o	こちらから入れましょうか?…アレを	ある若い夫婦が、ストラップオン（装着具）を使って性生活を取り戻そうとする様子を描いた物語。
mild	45	yes	105875	anata-dake-houseki	あなただけ宝石	少女・百合・BLなど、多彩なジャンルの十篇を収めた物語集。さまざまな恋の形を描いた短編集。
mild	45	yes	106816	kyuuketsuki-to-bara-shoujo	吸血鬼と薔薇少女	吸血鬼と薔薇の少女を巡る物語に加え、人魚姫や吸血姫を題材にした読み切り作品も収めた短編集。
mild	45	yes	107501	yama-to-shokuyoku-to-watashi	山と食欲と私	山登りをしながら食事を楽しむのが大好きな、あるOLを描いた漫画。山と食欲をめぐる日常もの。
mild	45	yes	108081	bar-octopus	バー・オクトパス	海の底で、タコたちがバーテンダーを務めるバー。そんな風変わりなバーを描く一風変わった物語。
mild	45	yes	108085	sekai-wa-samui	世界は寒い	紙袋の中から、弾の込められた拳銃を見つけてしまった少女たち。彼女たちは殺人を空想し始める。
mild	45	yes	109188	nogizaka-no-uta-episode-1-kikkake	乃木坂の詩episode 1-きっかけ-	人気アイドルグループ「乃木坂46」とのコラボレーション作品。ドラマと音楽を織り込んで描く。
mild	45	yes	110809	teira-to-kera	ティラとケラ	恐ろしい肉食恐竜と出くわしてしまった、草食恐竜のコオロギ。そのてんやわんやを描くコメディ。
mild	45	yes	112081	reki-yomi	レキヨミ	凸凹な姉妹のコメディ。働き者の妹ヨミが、ぐうたらな姉レキに振り回されて苦労する日常を描く。
mild	45	yes	112557	kyoryuu-senki	巨竜戦記	日本の神話に登場する伝説の竜・ヤマタノオロチが、現代日本に蘇る。アクション・ファンタジー。
mild	45	yes	112652	ginko-no-madoguchi	銀子の窓口	真面目な接客とゴージャスな眼差し——隙もなければ笑顔もない、完璧な銀行の窓口係を描く物語。
mild	45	yes	113557	poora-to-mishieru	ポーラとミシェル	同い年の娘を持つ、対立する二つのジュモク家。その家と娘たちをめぐる物語を描いたスピンオフ。
mild	45	yes	114428	7-bunnonijuuni-plus-alpha	22/7+α	アニメ『22/7』を原作としつつ、アニメでは語られないオリジナルストーリーを描く漫画作品。
