slug	頁題	頁最大巻	巻	isbn	発売日	楽天題	楽天副題	楽天著者	出版社	レーベル	見送り理由
shin-souta-no-houchou	新・蒼太の包丁	7	8	9784821112005	2026-07-16	新・蒼太の包丁（8）		本庄敬/桜小路むつみ/末田雄一郎	ぶんか社	ぶんか社コミックス	G2:レーベル不一致(ぶんか社コミックス≠Bunkasha comics)
shin-takumi-no-fundoshi	新・匠のふんどし	9	10	9784575829525	2004-03	新・匠のふんどし（10）		山崎大紀	双葉社	アクションコミックス　アクションピザッツ	G2:レーベル不一致(アクションコミックス　アクションピザッツ≠Action comics pizazz)
shinsengumi-shippuuden	新選組疾風伝	5	6	9784537103908	2005-03	新選組疾風伝（6）	群狼の星	高遠静/池辺かつみ	日本文芸社	ニチブンコミックス	G2:レーベル不一致(ニチブンコミックス≠Nichibun comics)
shippuu-karen-jinrai-komusume	疾風可憐迅雷狐娘!	2	3	9784758050586	2004-01	疾風可憐迅雷狐娘！（3）		橘あゆん	一迅社	IDコミックス　ZERO-SUMコミックス	G2:レーベル不一致(IDコミックス　ZERO-SUMコミックス≠Zero-sum comics)
shippuu-karen-jinrai-komusume	疾風可憐迅雷狐娘!	2	4	9784758050876	2004-07	疾風可憐迅雷狐娘！（4）		橘あゆん	一迅社	IDコミックス　ZERO-SUMコミックス	G2:レーベル不一致(IDコミックス　ZERO-SUMコミックス≠Zero-sum comics)
shippuu-karen-jinrai-komusume	疾風可憐迅雷狐娘!	2	5	9784758051347	2005-03	疾風可憐迅雷狐娘！（5）		橘あゆん	一迅社	IDコミックス　ZERO-SUMコミックス	G2:レーベル不一致(IDコミックス　ZERO-SUMコミックス≠Zero-sum comics)
shounen	娼年	2	3	9784420151320	2007-09	娼年（3）		幸田育子/石田衣良	集英社クリエイティブ	オフィスユーコミックス	G2:レーベル不一致(オフィスユーコミックス≠office YOU COMICS)
shuningayuku	主任がゆく!	29	30	9784821159499	2024-11-25	主任がゆく！（30）		たかの宗美	ぶんか社	ぶんか社コミックス	G2:レーベル不一致(ぶんか社コミックス≠Bunkasha comics)
shutsudou-miniska-police	出動!!ミニスカポリス	3	4	9784821197415	1999-04-20	出動！ミニスカポリス（4）		岡田正尚	ぶんか社	ぶんか社コミックス	G2:レーベル不一致(ぶんか社コミックス≠Bunka comics)
shutsudou-miniska-police	出動!!ミニスカポリス	3	5	9784821197835	1999-11-20	出動！ミニスカポリス（5）		岡田正尚	ぶんか社	ぶんか社コミックス	G2:レーベル不一致(ぶんか社コミックス≠Bunka comics)
shutsudou-miniska-police	出動!!ミニスカポリス	3	6	9784821198337	2000-07-21	出動！ミニスカポリス（6）		岡田正尚	ぶんか社	ぶんか社コミックス	G2:レーベル不一致(ぶんか社コミックス≠Bunka comics)
sora-2008	そら	1	2	9784832278110	2009-05	そら（2）		白雪しおん	芳文社	Ｍａｎｇａ　ｔｉｍｅ　ＫＲ　ｃｏｍｉｃｓ　Ｋｉｒａｒａ　ｍｅ	G2:レーベル不一致(Ｍａｎｇａ　ｔｉｍｅ　ＫＲ　ｃｏｍｉｃｓ　Ｋｉｒａｒａ　ｍｅ≠ひとみコミックス)
soto-e-deyou-yo	外へ出ようヨ!	3	4	9784575934939	1997-04-14	外へ出ようヨ！（4）		はやせ淳	双葉社	アクションコミックス	G2:レーベル不一致(アクションコミックス≠ACTION COMICS)
soto-e-deyou-yo	外へ出ようヨ!	3	5	9784575935059	1997-06-11	外へ出ようヨ！（5）		はやせ淳	双葉社	アクションコミックス	G2:レーベル不一致(アクションコミックス≠ACTION COMICS)
soto-e-deyou-yo	外へ出ようヨ!	3	6	9784575935301	1997-10-28	外へ出ようヨ！（6）		はやせ淳	双葉社	アクションコミックス	G2:レーベル不一致(アクションコミックス≠ACTION COMICS)
soul-drop-no-yuutai-kenkyuu	ソウルドロップの幽体研究	2	3	9784344808843	2006-12-22	ソウルドロップの幽体研究（3）		秋吉風鈴/上遠野浩平	幻冬舎	バーズコミックス	G3:日付逆行(2006-12-22<2015-05)
soul-gadget-radiant	SOUL GADGET RADIANT	4	9	9784758062466	2011-04	SOUL GADGET RADIANT（9）		大森葵	一迅社	Rex comics	G2:レーベル不一致(Rex comics≠IDコミックス)
sprite-arimura	SPRITE	9	10	9784785918286	1998-03-09	Sprite（10）		有村しのぶ	少年画報社	ヤングキングコミックス	G2:レーベル不一致(ヤングキングコミックス≠YKコミックス)
success	サクセス	2	3	9784592154839	1990-10-05	サクセス（3）		まさき輝	白泉社	白泉社レディースコミックス	G2:レーベル不一致(白泉社レディースコミックス≠Hakusensha lady's comics)
sugiru-juunana-no-haru	過ぎる十七の春	0	2	9784344814523	2008-10-21	過ぎる十七の春（2）		小野　不由美/山本　小鉄子	幻冬舎コミックス	バーズコミックス	G1:standard版なし
sugiyuki-kako-to-mitai-ashita	杉雪カコと見たい明日	3	4	9784253018777	2026-08-06	杉雪カコと見たい明日　4		ノッツ	秋田書店	少年チャンピオン・コミックス	G2:レーベル不一致(少年チャンピオン・コミックス≠SHŌNEN CHAMPION COMICS)
suikoden-2000	水滸伝	2	4	9784845822058	2003-06	水滸伝（4）		さいとう・たかを	リイド社	ＳＰコミックス	G3:日付逆行(2003-06<2019-09)
sukoara	すこあら!	1	2	9784758080781	2010-04	すこあら！（2）		三ツ雪柚菜	一迅社	IDコミックス　4コマKINGSぱれっとコミックス	G2:レーベル不一致(IDコミックス　4コマKINGSぱれっとコミックス≠4コマkingsぱれっとcomics)
sumire-sensei-wa-ryouri-shitakunai	すみれ先生は料理したくない	2	3	9784821159161	2024-09-13	すみれ先生は料理したくない（3）		大久保ヒロミ	ぶんか社	ぶんか社コミックス	G2:レーベル不一致(ぶんか社コミックス≠Bunkasha comics)
