a_id	key	verdict	reason
123150	name:猫子|name:不死者の弟子	keep	副題追加のみ
101468	name:猫子|name:転生したらドラゴンの卵だった|sub:イバラのドラゴンロード	keep	副題一致
178107	name:玉崎たま|name:無力聖女と無能王女	keep	表記一致
85564	name:理不尽な孫の手|name:無職転生	keep	同題+副題
211873	name:甘寧|name:転生した女マフィアは異世界で平凡に暮らしたい	keep	表記一致
110392	name:甘岸久弥|name:魔導具師ダリヤはうつむかない	keep	表記一致
91284	name:田中陽介|name:キュピコ!	keep	副題追加のみ
126468	name:田中陽介|name:デュエル・マスターズバーサス	drop	VERSUSは別シリーズ
54220	name:田尻智|name:ポケットモンスター	drop	映画版一作への誤リンク
54220	name:田尻智|name:劇場版ポケットモンスター	drop	別映画の可能性高い
99461	name:田尾典丈|name:現実 (リアル) の彼女 (ヒロイン) はいりません!	keep	表記差のみ
199161	name:田村よもぎ|name:じゃない方、だけど愛され婚	keep	副題追加のみ
197175	name:田辺狭介|name:剣と魔法と学歴社会	keep	副題追加のみ
192744	name:由葵るゆ|name:午前0時、とけあう熱	keep	同題+副題
181644	name:甲斐ろはる|name:99回断罪されたループ令嬢ですが今世は「超絶愛されモード」ですって!?	keep	表記一致
115064	name:畠中恵|name:しゃばけ漫画	keep	著者一部一致で確認
186874	name:白石新|name:追放された転生貴族、外れスキルで内政無双	keep	副題ほぼ一致
173646	name:百乃モト|name:妖狐の旦那さま	keep	副題追加のみ
106316	name:百瀬祐一郎|name:ヒプノシスマイク|sub:division rap battle-side B.B & M.T.C	drop	side違いの誤リンク
155212	name:百瀬祐一郎|name:ヒプノシスマイク|sub:division rap battle-side F.P & M +	drop	side違いの誤リンク
194888	name:百門一新|name:引きこもり令嬢は皇妃になんてなりたくない!	keep	副題追加のみ
48042	name:益子典子|name:なみだうさぎ	keep	表記一致
189260	name:相葉キョウコ|name:おじ転生	keep	副題追加のみ
188876	name:相野仁|name:脇役に転生したはずが、いつの間にか伝説の錬金術師になってた	keep	副題追加のみ
180091	name:眞行内さゆこ|name:シンコンクエスト	keep	同題+副題
158891	name:眞邊明人|name:もしも徳川家康が総理大臣になったら	keep	同題+副題
154819	name:真波潜|name:生贄第二皇女の困惑	keep	副題追加のみ
186678	name:眠介|name:SSS(トリプルエス)ランクダンジョンでナイフ一本手渡され追放された白魔導師|sub:ユグドラシルの呪いにより弱点である魔力不足を克服し世界最強へと至る	keep	表記差のみ
125178	name:矢立肇|name:にじよん|sub:ラブライブ!虹ケ咲学園スクールアイドル同好会よんこま	keep	表記差のみ
147192	name:矢立肇|name:ガンダム短編集	keep	表記一致
138344	name:矢立肇|name:機動戦士ガンダムピューリッツァー	keep	副題追加のみ
50946	name:矢立肇|name:機動戦士ガンダム外伝	keep	副題追加のみ
113021	name:石坂ケンタ|name:ざつ旅	keep	英語副題追加のみ
134529	name:石後千鳥|name:二周目チートの転生魔導士	keep	副題追加のみ
129063	name:石田可奈|name:キグナスの乙女たち|sub:新・魔法科高校の劣等生	keep	語順違いのみ一致
124143	name:碧風羽|name:淡海(あふみ)乃海|sub:水面が揺れる時	keep	表記差のみ
128821	name:神名ゆゆ|name:異世界転生で賢者になって冒険者生活	keep	副題追加のみ
34674	name:神坂一|name:日帰りクエストすぺしゃる	keep	同一シリーズ内一致
169897	name:神崎柚|name:孕むまで乱れいけ	keep	副題追加のみ
200003	name:神江ちず|name:うちの犬が強すぎるんですが!?	keep	副題追加のみ
111361	name:福山松江|name:「攻略本」を駆使する最強の魔法使い	keep	副題追加のみ
37854	name:禾田みちる|name:幻惑 (やみ) の鼓動	keep	ふりがな一致で確認
138904	name:秀文|name:白のネクロマンサー	keep	副題追加のみ
182937	name:秋野桜花|name:ドクターチルドレン	keep	副題追加のみ
146238	name:秋鹿ユギリ|name:死に戻りの魔法学校生活を、元恋人とプロローグから	keep	括弧注記追加のみ
151864	name:秦和生|name:ルート	keep	副題追加のみ
185704	name:空地大乃|name:水魔法なんて使えないと追放されたけど、水が万能だと気がつき水の賢者と呼ばれるまでに成長しました	keep	表記一致
180754	name:空地大乃|name:砂魔法で砂の王国を作ろう	keep	表記一致
143094	name:立華凪|name:スキル・ビルド・オンライン	keep	同題+副題
179702	name:竹中ゆかり|name:エッチな小西さんと陰キャラな内田さんの社内恋愛事情	keep	副題追加のみ
198913	name:竹添裕史|name:男塾外伝赤石剛次スペシャル	keep	別題確認できず同一作
210710	name:笹原亜美|name:転生侍女の知恵袋	keep	副題追加のみ
200797	name:糸加|name:双子王子の継母になりまして	keep	副題追加のみ
48096	name:紅ノ月歌音|name:うたの☆プリンスさまっ♪アンソロジー	drop	アンソロジーは別物
200835	name:紅月りと|name:捨てられた妃	keep	表記一致
149280	name:純粋|name:王都の外れの錬金術師	keep	副題追加のみ
164584	name:紗与イチ|name:女刑事(デカ)と犯人の乙女ゲー転生|sub:目標は攻略対象の中	keep	注記差のみ一致
203130	name:綾雅|name:要らない悪役令嬢、我が国で引き取りますわ	keep	表記一致
159552	name:緒崎カホ|name:ノイジールームメイト	keep	副題追加のみ
194619	name:美紅|name:英雄ブランの人生計画	keep	副題追加のみ
41072	name:羽田伊吹|name:恋空	keep	表記一致
100222	name:羽純ハナ|name:レムナント	keep	表記一致
112922	name:腰オラつばめ|name:続!俺たちナマモノ?です	drop	続編、前作にリンク
204555	name:芸子|name:パパ、浮気してるよ?	keep	表記一致
159515	name:苗原一|name:嫌われ皇子のやりなおし	keep	副題追加のみ
194082	name:英志雨|name:身代わり花嫁は命を賭して	keep	表記一致
198125	name:茶九楽ゆっけ|name:一途と純情	keep	副題追加のみ
47963	name:茶谷あみ|name:君のせい～傷跡～	drop	傷跡は続編で別作品と確認
86913	name:草水敏|name:フラジャイル	keep	副題追加のみ
191687	name:荒川三喜夫|name:キャッチ・ザ・セント	keep	表記一致
48371	name:菊地信義|name:コミック獣の奏者	keep	表記一致
43545	name:菊地秀行|name:退魔針|sub:魔殺ノート	drop	別副題(紅虫魔殺行)の巻
192776	name:菜花|name:教師の俺らはシてもいいでしょ?	keep	副題追加のみ
168693	name:菫野さとみ|name:Ω令嬢、情欲の檻	keep	同題+副題
163255	name:葉月秋水|name:ブラック魔道具師ギルドを追放された私、王宮魔術師として拾われる	keep	同題+副題
154707	name:蒼井美紗|name:転生したら平民でした。	keep	副題追加のみ
160367	name:蒼月浩二|name:転生無敗の異世界賢者	keep	副題追加のみ
188868	name:蔦千鳥|name:暁の魔女レイシーは自由に生きたい	keep	副題追加のみ
203069	name:藍上イオタ|name:ななしの皇女と冷酷皇帝	keep	同題+副題
197682	name:藤井ふじこ|name:外れスキル「世界図書館」による異世界の知識と始める『産業革命』	keep	副題追加のみ
136834	name:藤実なんな|name:サイレント・ウィッチ	keep	副題追加のみ
196972	name:藤森ひよみ|name:失恋メイドは美形軍人に溺愛される	keep	副題追加のみ
160199	name:藤森治見|name:美醜の大地	keep	副題追加のみ
142169	name:藻|name:追放の賢者、世界を知る	keep	副題追加のみ
117258	name:蝸牛くも|name:鍔鳴の太刀	keep	作画交代確認済・同一作
195941	name:西山アラタ|name:異世界のすみっこで快適ものづくり生活	keep	副題追加のみ
137942	name:赤池宗|name:お気楽領主の楽しい領地防衛	keep	副題追加のみ
100136	name:転|name:シロクマ転生	keep	副題追加のみ
109675	name:転|name:無人島でエルフと共同生活@COMIC	keep	@COMIC形式差のみ
186874	name:転|name:追放された転生貴族、外れスキルで内政無双|sub:気ままに領地運営するはずが、スキル『ガチャ』のお陰で最強領地を作り上げてしまった	keep	副題ほぼ一致
43729	name:辻村深月|name:コミック冷たい校舎の時は止まる	keep	コミック版=同一作
112604	name:近藤しぐれ|name:監禁婚	keep	表記一致
189154	name:逆木ルミヲ|name:破滅の悪役王女ですが救国エンドをお望みです|sub:グランドール王国再生録	keep	語順違いのみ
115056	name:速水時貞|name:ブラトデア	keep	副題追加のみ
188083	name:鄭問|name:MAGICAL SUPER ASIA 深く美しきアジア	keep	作品名一致
41493	name:酒井シヅ|name:JIN 仁	keep	著者一致・同一作
76228	name:野々宮ちよ子|name:ブサメン男子♂	keep	副題追加のみ
30396	name:野村哲也|name:キングダムハーツ FINAL MIX	keep	FINAL MIXは同一作
164484	name:針金紳士|name:異世界嫁探しのススメ	keep	副題追加のみ
149401	name:鈴穂ほたる|name:神々の加護で生産革命	keep	同題+副題
139478	name:銀翼のぞみ|name:妖刀に魅入られしスケルトン	keep	表記一致
176600	name:錬金王|name:独身貴族は異世界を謳歌する	keep	同題+副題
162088	name:鍋倉夫|name:路傍のフジイ	keep	副題追加のみ
86581	name:長神|name:ふつつかな父娘(オヤコ)ではありますが	keep	表記差のみ
159425	name:長谷垣なるみ|name:俺ともう一度、初恋(ファーストラブ)。	keep	表記差のみ
110196	name:長谷垣なるみ|name:極妻デイズ	keep	副題追加のみ
83609	name:関戸愛|name:ちっちゃいときから好きだけど	keep	表記一致
102310	name:闇川コウ|name:U12(アンダートゥエルブ)	keep	表記一致
156408	name:阿仁谷ユイジ|name:転生勇者は女子高生!?	keep	表記一致
145681	name:阿相クミコ|name:未来のムスコ	keep	表記一致
159450	name:隆原ヒロタ|name:無敵商人の異世界成り上がり物語	keep	同題+副題
44281	name:隆慶一郎|name:花の慶次	keep	同題+副題
38820	name:雁屋哲|name:美味しんぼ 海外編	drop	海外編は選集ムック
142410	name:雨川水海|name:フシノカミ	keep	表記一致
199333	name:雷舞蛇尾|name:レベルリセット	keep	同題+副題
159955	name:青mori|name:エッチな××漏れてます…っ!	keep	副題追加のみ
148980	name:青mori|name:喪女と姫様入れ替わり異世界転生	keep	副題追加のみ
211885	name:青禎たかし|name:私だけの出張ホストくん	keep	副題追加のみ
197425	name:馬籠ヤヒロ|name:絶望令嬢の華麗なる離婚	keep	副題追加のみ
159515	name:高峰ナダレ|name:嫌われ皇子のやりなおし	keep	表記一致
121379	name:高橋ツトム|name:JUMBO MAX	keep	表記一致
159712	name:高橋三千綱|name:Dr.タイフーンJR	drop	JRは別作(spin-off)
134110	name:高橋良輔|name:太陽の牙ダグラム	drop	別作(Get truth版)にリンク
199631	name:高津ケイタ|name:かつては最強無敵の勇者様	keep	原題一致
144644	name:高見広春|name:バトル・ロワイアル-執行者たちエンフォーサーズ-	keep	表記一致
84843	name:髙野洋|name:Dr.DMAT	keep	同題+副題
197806	name:鯖井ばる|name:セカンドバージン・セカンドライフ	keep	副題追加のみ
113405	name:鰍ヨウ|name:エブリデイ・マジック	keep	表記一致
126063	name:鳥野しの|name:egg	keep	副題追加のみ
208255	name:鳴沢きお|name:殺人鬼×転生	keep	副題追加のみ
212024	name:黒之響|name:神代部長は飢えている。	keep	表記一致
121942	name:黒井ススム|name:影の宮廷魔術師	keep	表記一致
102886	name:黒井嵐輔|name:地上100階	keep	表記一致
83609	name:黒木香|name:ちっちゃいときから好きだけど	keep	表記一致
78031	name:黒木香|name:アサギロ	keep	表記一致
108255	name:黒釜ナオ|name:魔女 (リリス) のやさしい葬列 (パレード)	keep	表記一致
198593	qid:Q104013464|name:愛するあなたは推しで王様	keep	同題+副題
142247	qid:Q1040261|name:金色のマビノギオン	keep	同題+副題
37887	qid:Q1040463|name:トリコ外伝	drop	外伝は本編と別物
204610	qid:Q104538593|name:隣国に輿入れした王女付きモフモフ侍女ですが、本当の王女は私なんです	keep	同題+副題
91301	qid:Q1049596|name:東京タラレバ娘番外編タラレBar	drop	番外編は本編と別物
103618	qid:Q1050794|name:わたなべまさこ名作集 聖ロザリンド	keep	収録作題と一致
155946	qid:Q1050794|name:わたなべまさこ恐怖劇場 夜叉ヶ池	keep	同アンソロ収録作確認済
121379	qid:Q1051001|name:JUMBO MAX	keep	同題+副題
197402	qid:Q105704076|name:宮廷をクビになった植物魔導師はスローライフを謳歌する	keep	同題+副題
98330	qid:Q105711506|name:もぐささんは食欲と闘う	keep	同題延長の巻題
31659	qid:Q1057739|name:ファイブスター物語(ストーリーズ)	keep	読み注記差のみ
102150	qid:Q106478418|name:進化の実	keep	同題+副題
200024	qid:Q106478449|name:にゃんと!ねこむかしばなし	keep	同作者同基幹題
180224	qid:Q106478449|name:ねこもんすたーフミフミ	keep	同作者同基幹題
163905	qid:Q106478449|name:ねこようかいゴロゴロ	keep	同作者同基幹題
163905	qid:Q106478449|name:ねこようかいムギュッ!	keep	同作者同基幹題
200024	qid:Q106478449|name:みっけ!ねこむかしばなし	keep	同作者同基幹題
100703	qid:Q107190647|name:ぜっしゃか!	keep	同題+副題
108036	qid:Q108109356|name:ドンケツ特集号	drop	特集号=除外対象
110624	qid:Q108532625|name:決定版!怪盗こうもり男爵	keep	決定版=同一作再版
194076	qid:Q10855273|name:ゴーダ哲学堂	keep	同題+副題
137158	qid:Q108776342|name:テンカイチ	keep	同題+副題
164504	qid:Q108776954|name:白花繚乱	keep	同題+副題
56036	qid:Q10911276|name:ひみつのきんいろモザイク	drop	派生作は本編と別物
43492	qid:Q1093746|name:青の祓魔師ポケット画廊	drop	画集は本編と別物
50717	qid:Q10938181|name:神曲奏界ポリフォニカ	drop	ザ・ブラックは別作品確認
48469	qid:Q11044547|name:画集・なんて素敵にジャパネスク	drop	画集は本編と別物
34679	qid:Q11072255|name:ガ・マ・ンできない・スペシャル	keep	新作続編・同一作確認
31786	qid:Q11078068|name:メダロット イッキ編	keep	同作の編別巻
31786	qid:Q11078068|name:メダロット コイシマル編	keep	同作の編別巻
31786	qid:Q11078068|name:メダロット ヒカル編	keep	同作の編別巻
69191	qid:Q111112482|name:pure love seasons	keep	1巻該当・巻一致
40631	qid:Q11112843|name:紅心 (くれない) 王子	keep	表記差・合本版
96959	qid:Q11133984|name:オールカラー版鬼灯の冷徹セレクション	drop	セレクション+別作紐付
96959	qid:Q11133984|name:鬼灯の冷徹白い猫好好セレクション	drop	セレクション+別作紐付
96959	qid:Q11133984|name:鬼灯の冷徹紅い金魚草セレクション	drop	セレクション+別作紐付
98726	qid:Q111508988|name:ユートピアズポリティカル・コレクトネス版	keep	同題別版・巻一致
112371	qid:Q11189304|name:らぶチュ ライトH系アンソロジー	drop	アンソロジーは除外
181879	qid:Q111920293|name:ペストが明けたら遊びましょう!	keep	同題+副題
97446	qid:Q11192216|name:ぱいカノ!	drop	題が全く不一致
104033	qid:Q11195290|name:ゲームオブファミリア	keep	表記差+副題
52613	qid:Q1121064|name:×2	keep	読み一致・著者一致
100572	qid:Q112238959|name:アルマジロのジョンfrom吸血鬼すぐ死ぬ	drop	from表記の別作スピンオフ
112095	qid:Q11227458|name:ふかふかダンジョン攻略記	keep	同題+副題
89790	qid:Q11229086|name:ウラ女子。	keep	同題+副題
34372	qid:Q11232766|name:Love	drop	題が異なる別作
112876	qid:Q11232856|name:ほしのこ!	drop	著者不一致で別作
166274	qid:Q11236743|name:転生貴族の異世界冒険録	keep	同題+副題
92729	qid:Q11241885|name:大図書館の羊飼いLovely・Librarians	drop	確認済み公式スピンオフ
56502	qid:Q11242326|name:天下無双	keep	同題+副題
130771	qid:Q11242326|name:極!!男塾スペシャル	keep	新作続編・同一作確認
110231	qid:Q11243978|name:みんなのトニオちゃんreturns	drop	returnsは続編別物
162457	qid:Q11244277|name:ぎゃんぐきんぐ	keep	読み+著者一致
36778	qid:Q11245588|name:アスタロッテのおもちゃ!	keep	著者一致・題近似
95313	qid:Q11258469|name:キズナ	drop	著者総不一致
105504	qid:Q11258510|name:ハモニカ文庫と詩の漫画	keep	著者一致・題拡張
163657	qid:Q11259209|name:約束の地・憂国	keep	著者一致・合本
31716	qid:Q11259887|name:ゼロインZERO	drop	ZEROは別スピンオフ
192133	qid:Q11263851|name:新Good Job	keep	読み注記差のみ
176727	qid:Q11263975|name:仮面ライダーSD疾風伝説	drop	作画者不一致で別作確認
191136	qid:Q11264134|name:Beast of Man	keep	同題+副題
130931	qid:Q11264195|name:へろへろくんギャグ傑作集	drop	傑作集=除外対象
130931	qid:Q11264195|name:特上へろへろくん	keep	デラックス版・同一作
59743	qid:Q11265379|name:姫 (きみ) のためなら死ねる	keep	読み注記差のみ
30604	qid:Q11266807|name:Hiyoko brand	keep	同題+副題
31770	qid:Q11267194|name:季節はずれのカイダン	keep	収録作題と一致
31770	qid:Q11267194|name:美貌のディテイル	keep	収録作題と一致
31770	qid:Q11267194|name:花散る夜にきみを想えば	keep	収録作題と一致
51410	qid:Q11268005|name:これはゾンビですか?はい、メガ盛りマシマシです	drop	ギャグ派生の別作
152471	qid:Q11268113|name:江戸前の旬deluxe|sub:銀座柳寿司三代目	drop	三代目の別世代スピンオフ
154597	qid:Q11268420|name:悪役令嬢と悪役令息が、出逢って恋に落ちたなら|sub:名無しの精霊と契約して追い出された令嬢は、今日も令息と競い合っているようです : コミック	keep	題・副題共に一致
185595	qid:Q11268665|name:つりっぷ	keep	同題+副題
108513	qid:Q11269548|name:リバーシブル!	keep	読み一致の同一作
128140	qid:Q11270871|name:ザ・シェフVS包丁無宿	drop	別サーガのファイナル紐付
175466	qid:Q11271167|name:下町鉄工所奮闘記ナッちゃん東京編	keep	同作内の編別巻
181271	qid:Q11272388|name:うしろの百太郎サイ・レポート	drop	記念イッキ読み抜粋版
48076	qid:Q11273427|name:なんとなく伝説の勇者の伝説	drop	ギャグ派生の別作
146198	qid:Q11273427|name:恋した人は、妹の代わりに死んでくれと言った。@COMIC|sub:妹と結婚した片思い相手がなぜ今さら私のもとに?と思ったら	keep	題・副題共に一致
179119	qid:Q11274171|name:ハボウの轍	keep	同題+副題
160989	qid:Q11274439|name:王様はロバ	keep	同題+副題
135920	qid:Q11274881|name:真島、爆ぜる!!	keep	同題+副題
127333	qid:Q11275808|name:新・駅弁ひとり旅	keep	新含め題一致+副題
125450	qid:Q11276104|name:聖(セイント)ラブサバイバーズ	keep	読み注記差のみ
63369	qid:Q11276108|name:宇宙戦艦ヤマト 完結編	drop	別劇場版の副題不一致
165300	qid:Q11277743|name:ファミコン風雲児対ファミ拳リュウ	keep	同作内の対戦編
52943	qid:Q11278175|name:魔女っ娘つくねちゃん よせあつめ	drop	よせあつめ=編集本
34116	qid:Q11278381|name:もっと極上生徒会	drop	もっと=続編別物
92870	qid:Q11278399|name:かぐや姫	keep	収録作題と一致
92861	qid:Q11278399|name:まんがグリム童話	drop	題不特定・別話に紐付
106582	qid:Q11278817|name:クラスめいと	drop	題が全く不一致
101739	qid:Q11278897|name:異世界ゆるり紀行	keep	同題+副題
134440	qid:Q11279038|name:ショコラの魔法 パーフェクトコレクション	drop	別名コレクションで別物
33243	qid:Q11279300|name:地獄少女閻魔あいセレクション激こわストーリー	drop	セレクション=除外対象
58719	qid:Q11279601|name:今日からヒットマンスペシャル	keep	続編新作・同一作確認
78889	qid:Q11279765|name:新ハムスター倶楽部	drop	新=別entryで原題不一致
33466	qid:Q11280185|name:チャームエンジェル☆星魂	keep	同題+副題
49966	qid:Q11280195|name:親父とおかんスペシャル	keep	続編新作・同一作
49375	qid:Q11280216|name:アイスエイジ2	drop	2=続編別シーズン
127313	qid:Q11280478|name:Marengo	keep	同題+副題
121263	qid:Q11280522|name:新・プラモ狂四郎	drop	新=別entryで原題不一致
41118	qid:Q11280549|name:神様ドォルズ-隻・詩緒-	drop	確認済み傑作選
55359	qid:Q11281107|name:ぼく、オタリーマン。DX	keep	デラックス版・同一作
193120	qid:Q11294175|name:S級パーティーから追放された狩人、実は世界最強	keep	同題+副題
48472	qid:Q11294333|name:キルミーベイべー	keep	表記差のみ同一
79033	qid:Q11303326|name:かんとく	keep	読み一致の同一作
203193	qid:Q11307079|name:溺れるようにできている。	keep	完全版・同一作
143276	qid:Q11315075|name:マンガで分かる心療内科 アランの幸福論編	drop	番外編で編内容不一致
104742	qid:Q11316206|name:マンガサ道	keep	同題+副題
180524	qid:Q11316376|name:ロボットポンコッツ2	drop	2=続編別物
180524	qid:Q11316376|name:ロボットポンコッツ豪!	drop	豪!=続編別物
187056	qid:Q11317653|name:性狩人たち	keep	同題・著者一致
33243	qid:Q11326369|name:地獄少女 閻魔あいセレクション 激こわストーリー	drop	セレクション=除外対象
78031	qid:Q11330302|name:アサギロ	keep	同題+副題
50838	qid:Q11330386|name:スター・ウォーズ	keep	作画者一致で同一作
127387	qid:Q11330816|name:一本包丁満太郎セレクション	drop	セレクション=除外対象
164280	qid:Q11345845|name:ギルド追放された雑用係の下剋上	keep	同題+副題
184307	qid:Q11345845|name:地味なおじさん、実は英雄でした。	keep	同題+副題
85811	qid:Q11346059|name:はんだくん公式アンソロジー	drop	アンソロジーは除外
191997	qid:Q11347037|name:酒のほそ道ひと月スペシャル|sub:酒と肴の歳時記	drop	別コラボ企画で年不一致
191997	qid:Q11347037|name:酒のほそ道ワイドSP|sub:酒と肴の歳時記	drop	別コラボ企画で年不一致
172645	qid:Q11362042|name:DOGMAN	keep	同題SCRAP版
182923	qid:Q11362565|name:ロア	keep	同題+副題
144235	qid:Q11363888|name:スイートスポット・スペシャル	keep	続編新作・同一作
183092	qid:Q11365213|name:ゆりゆりぱにっく	keep	同題+副題
31297	qid:Q11368818|name:医龍	keep	同題+副題
34615	qid:Q11368934|name:孤独のグルメ満腹セレクション	drop	セレクション=総集編
193074	qid:Q11369327|name:Fellows!	drop	アンソロジー別号
177319	qid:Q11369440|name:まんがで読む古事記倭建命	keep	シリーズ内特別編纂
185877	qid:Q11370008|name:Fellows!	drop	アンソロジー別号
121121	qid:Q11371877|name:あおざくら	keep	正式副題のみ差
199982	qid:Q11372503|name:モブだけど最強を目指します!	keep	正式副題のみ差
189064	qid:Q11372936|name:NHKその時歴史が動いた	drop	別編(維新の夜明け)
72489	qid:Q11372936|name:迷宮神話	keep	同題+副題
31747	qid:Q11373855|name:伊賀野カバ丸外伝	drop	外伝(スピンオフ)
185990	qid:Q11374681|name:懐妊初夜	keep	正式副題のみ差
93660	qid:Q11376586|name:ワンダれ!!アリスと蔵六学園	drop	学園版スピンオフ
66595	qid:Q11377035|name:cocoon on stage	drop	舞台化の関連本
187698	qid:Q11379918|name:瀧夜叉姫	keep	正式副題+著者一致
184680	qid:Q11380501|name:すたんどあっぷ	keep	表記違いのみ
156735	qid:Q1138133|name:ネオ・アズマニア	drop	ネオ=別作品
156533	qid:Q1138133|name:吾妻ひでお童話集	keep	同題+著者名冠
156505	qid:Q1138133|name:地を這う魚	keep	正式副題のみ差
113807	qid:Q1138133|name:定本 不条理日記	keep	定本=同作再版
202051	qid:Q11383543|name:帝銀事件	keep	劇画冠のみ差
31101	qid:Q11385285|name:悪滅	keep	アクメツ同一・著者一致
180835	qid:Q11386613|name:倉多江美の本 さくらサクラ	keep	著者名冠のみ差
112556	qid:Q11388484|name:異世界狙撃手(スナイパー)は女戦士のモフモフ愛玩動物(ペット)	keep	ルビ表記差のみ
171503	qid:Q11388934|name:fellows	drop	アンソロジー別号
99325	qid:Q11394072|name:マシラ	keep	正式副題のみ差
147869	qid:Q11397137|name:10コ入りハニ太郎です。	keep	同シリーズ各巻題
147869	qid:Q11397137|name:3ばんめのハニ太郎です。	keep	同シリーズ各巻題
147869	qid:Q11397137|name:7ばんめのハニ太郎です。	keep	同シリーズ各巻題
147869	qid:Q11397137|name:いらっしゃいませ❤ハニ太郎です。	keep	同シリーズ各巻題
147869	qid:Q11397137|name:うぷぷぷハニ太郎です。	keep	同シリーズ各巻題
147869	qid:Q11397137|name:こりゃまたハニ太郎です。	keep	同シリーズ各巻題
147869	qid:Q11397137|name:なんのこっちゃハニ太郎です。	keep	同シリーズ各巻題
147869	qid:Q11397137|name:ぼよよんハニ太郎です。	keep	同シリーズ各巻題
147869	qid:Q11397137|name:まぁいいじゃんハニ太郎です。	keep	同シリーズ各巻題
147869	qid:Q11397137|name:やっぱりハニ太郎です。	keep	同シリーズ各巻題
147869	qid:Q11397137|name:カレー味ハニ太郎です。	keep	同シリーズ各巻題
147869	qid:Q11397137|name:人類滅亡までハニ太郎です。	keep	同シリーズ各巻題
128140	qid:Q11399093|name:ザ・シェフ 新章スペシャル	drop	別スペシャル巻
119818	qid:Q11399093|name:英語版ザ・シェフ	keep	同作の英語版
181233	qid:Q11399941|name:だから勝手に勇者とか覇王に認定すんのやめろよ!	keep	正式副題のみ差
181240	qid:Q11399941|name:キスからはじまる異世界ハーレム	keep	正式副題のみ差
127249	qid:Q11400342|name:本好きの下剋上	keep	著者一致の特定部
197984	qid:Q11405238|name:人形姫ミレニアム	drop	別作品(年代不一致)
159885	qid:Q1140911|name:こんにちは先生	keep	副題括弧のみ差
72723	qid:Q11411411|name:転校生	drop	題名・著者とも別
166192	qid:Q11412214|name:GJスペシャル	drop	別スペシャル巻
177356	qid:Q11412214|name:そぞろ源内	keep	正式副題のみ差
176953	qid:Q11412214|name:新女苦道伝れい	drop	新=続編
143873	qid:Q11413191|name:ブラック・ジャック創作秘話	keep	正式副題のみ差
112811	qid:Q11413191|name:定額制夫のこづかい万歳	keep	正式副題のみ差
49687	qid:Q11414072|name:荒くれKNIGHT高校爆走編	keep	本編内エピソード題
33373	qid:Q1141948|name:ゾクこわい本	keep	こわい本シリーズ内
163676	qid:Q1141948|name:別世界 幽霊を呼ぶ少女	keep	表題+併録合本
155977	qid:Q1141948|name:別世界・幽霊を呼ぶ少女|sub:完全復刻版	keep	完全復刻版合本
163585	qid:Q1141948|name:姿なき招待 続姿なき招待	keep	原作+続編合本
109587	qid:Q1141948|name:恐怖への招待	unsure	材料不足で判断不能
109587	qid:Q1141948|name:恐怖への招待	drop	頁=河出1988自伝エッセイ本、漫画「恐怖」と別物
163677	qid:Q1141948|name:森の兄妹 底のない町	keep	表題+併録合本
163089	qid:Q1141948|name:森の兄妹・底のない町|sub:完全復刻版	keep	完全復刻版合本
141485	qid:Q1141948|name:楳図かずお	drop	題名不一致(の呪い欠)
33373	qid:Q1141948|name:楳図かずおこわい本 呪縛	keep	こわい本シリーズ内
33373	qid:Q1141948|name:楳図かずおこわい本 影	keep	こわい本シリーズ内
33373	qid:Q1141948|name:楳図かずおこわい本 怨念	keep	こわい本シリーズ内
135967	qid:Q1141948|name:楳図かずおこわい本 怪物	drop	怪(別シリーズ)に誤結線
33373	qid:Q1141948|name:楳図かずおこわい本 狂乱	keep	こわい本シリーズ内
33373	qid:Q1141948|name:楳図かずおこわい本 異形	keep	こわい本シリーズ内
33373	qid:Q1141948|name:楳図かずおこわい本 神罰	keep	こわい本シリーズ内
33373	qid:Q1141948|name:楳図かずおこわい本 虫	keep	こわい本シリーズ内
33373	qid:Q1141948|name:楳図かずおこわい本 蛇	keep	こわい本シリーズ内
33373	qid:Q1141948|name:楳図かずおこわい本 蜘蛛	keep	こわい本シリーズ内
33373	qid:Q1141948|name:楳図かずおこわい本 闇	keep	こわい本シリーズ内
33373	qid:Q1141948|name:楳図かずおこわい本 顔	keep	こわい本シリーズ内
163369	qid:Q1141948|name:楳図かずお恐怖劇場	keep	正式題+巻数一致
157530	qid:Q1141948|name:花びらの幻想・続花びらの幻想|sub:完全復刻版	keep	完全復刻版=同作
179034	qid:Q11422790|name:あかい蠢動	drop	蠢動からの選集
114846	qid:Q11423339|name:包丁無宿勝負旅スペシャル	drop	別スペシャル巻
111367	qid:Q11423339|name:喰いしん坊!スペシャル	drop	別スペシャル巻
113084	qid:Q11423339|name:大食い甲子園スペシャル	drop	別スペシャル巻
134261	qid:Q11423339|name:極食キングスペシャル	drop	別スペシャル巻
67379	qid:Q11423339|name:食キングスペシャル	drop	別スペシャル巻
142847	qid:Q11425602|name:底辺冒険者だけど魔法を極めてみることにした	keep	正式副題のみ差
37449	qid:Q11425929|name:新ソムリエ瞬のワイン	drop	新=続編シリーズ
92549	qid:Q11427600|name:オバタリアンにイバラの花束を!	drop	独立題の関連本
78471	qid:Q11428651|name:サバンナゲーム	keep	コミック版表記のみ差
49196	qid:Q11429643|name:ブレイド三国志赤壁	keep	本編内エピソード題
