slug	title	ours	rakuten	year	isbn
madara-rumble	マダラランブル	星海ユミ	イズミダ フユキ	2024	9784065364468
mahoui-rex-no-hentai-karte	魔法医レクスの変態カルテ	19歳	元三 大介	2024	9784107726865
maokin	まおきん	村正みかど / 東毅	あずま たけし / 藤澤 紀幸	2024	9784065349977
maou-reijou-no-kyouikugakari	魔王令嬢の教育係	鈴木貴昭 / くれの又秋 / このえ / 日本チェス連盟	松原剛	2024	9784891998295
maou-sama-wa-aima-de-shiritai	魔王様はあいまで知りたい。	和泉宗谷	益田学昭	2024	9784757591165
mikoto-chan-wa-kirawaretakunai	みことちゃんは嫌われたくない!	クラナガ	Pt	2024	9784046837561
misaki-kun-wa-kouryaku-chara-ja-nai	三咲くんは攻略キャラじゃない	多喜ざわゆき	ナツイチ	2024	9784107727282
mitsuboshi-kareshi-no-full-koosu	三つ星彼氏のフルコース	朝吹まり	森猫 まりり	2024	9784098726141
mitsuru-quest	ミツルクエスト!	大江慎一郎	大江 しんいちろう	2024	9784088840147
mitsuya-sensei-no-keikakutekina-ezuke	三ツ矢先生の計画的な餌付け。.	まつもとあやか	松本あやか	2024	9784821157679
mizudako-chan-kara-wa-nigerarenai	ミズダコちゃんからは逃げられない!	もうれの	眼亀	2024	9784832204089
mon-chan-to-watashi	モンちゃんと私	山川イブキ	おぷうの きょうだい	2024	9784091794420
monster-strike-shitamachi-hello-world	モンスターストライク下町ハローワールド	おひたし熱郎	矢村いち	2024	9784253296816
muse	MUSE	鈴木ミニラ	鬼山 瑞樹	2024	9784098631346
mushi-musume	ムシムスメ	森由羅	安芸 勘谷	2024	9784088843117
neko-no-te-datte-yaku-ni-tatsu	猫の手だって役に立つ	竹充ヒロ	NOBEL	2024	9784065351482
nezumi-royale	ねずみロワイアル	仲峰紘史	佐々木 順一郎	2024	9784065350638
nikokei-ikari-no-manga-deka	にこけい!怒りのマンガ刑事	四宮和	マクレーン	2024	9784048113458
ninshin-shitara-shinitakunatta	妊娠したら死にたくなった	いなせ多希	橘ちなつ	2024	9784821146895
non-classic-school	ノンクラシック・スクール.	夏のティー	新本浦子	2024	9784434328039
nonogaki-san-wa-nakayoku-shitai	野々垣さんは仲良くしたい	椰子木虹	タクヘイ	2024	9784832204621
noroi-no-ko-to-shiitagerareta-reijou-wa-koori-no-hakushaku-ni-dekiai-dekiaisareru	「呪いの子」と虐げられた令嬢は氷の伯爵に溺愛される	わたい	筒井美雪	2024	9784866753591
nuclear	Nuclear	甲斐とうしろう	木村 航	2024	9784537149265
oibore-yuusha-no-ise-kaigo	老いぼれ勇者の異世介護	茶柱一号	森田　和彦	2024	9784041148228
old-yokohama-radio-hour	オールドヨコハマラジオアワー	つっつ	青田めい	2024	9784832295483
omiai-ni-sugoi-komyushou-ga-kita	お見合いにすごいコミュ症が来た	矢野稔貴	矢野　としたか	2024	9784049155402
onikogi	オニコギ	松虫あられ	真崎福太郎	2024	9784864682657
ookami-sama-no-ichizu-na-bouai	オオカミ様の一途な暴愛	うるひこ	あぶく	2024	9784909699992
ore-no-risk	俺のリスク	中川海二 / 八守りょう	鳥 トマト / イシイ 渡	2024	9784098626311
orion-meimetsu-su	オリオン明滅す	ふじい葛西	西倉新久	2024	9784575440492
oshi-to-no-yuri-wa-arienai	推しとの百合はありえない!	檜乃坂耀季	ヒノサカアキ	2024	9784041147559
otona-ni-narenai-bokura-wa	大人になれない僕らは	鳶田ハジメ	藤田 丞	2024	9784065362914
otonari-san-wa-kiss-yori-amai	おとなりさんはキスより甘い	瀬戸めぐむ	咲良 香那	2024	9784065341469
otsukae-cinderella	お仕えシンデレラ	おむたつ	たついこと	2024	9784757595460
peak-out	ピークアウト	ウヒョ助	塚脇永久 / 渋川難波	2024	9784801982567
raki-kun-wa-makai-de-kaima-shitai	ラキくんは魔界デ解魔したい!	月凪なか	わわわ	2024	9784046833358
ramen-daisuki-koizumi-san	ラーメン大好き小泉さん	なるみなる	鳴見なる	2024	9784253292559
rika-san-kekkon-shite-kudasai	理香さん、結婚してください!	小原絹子	Nomo	2024	9784041149522
rikugun-chuujou-higuchi-kiichirou-no-ketsudan	陸軍中将樋口季一郎の決断	孫向文	東雲くによし	2024	9784898319758
ryuujin-no-musume	龍神の娘	紺津名子	越田うめ	2024	9784757592421
saijoukyuu-no-seijo-rashii-desu-ryuuou-sama-no-hanayome-ni-wa-narimasen	最上級の聖女らしいですが、竜王様の花嫁にはなりません!	日乃チハヤ / 臣人	服部万利 / 百門一新	2024	9784813762867
sekigan-sekiwan-sekikyaku-no-majutsushi	隻眼・隻腕・隻脚の魔術師@COMIC	三日月シズカ / 矢上裕 / すずすけ	しばの番茶	2024	9784867941133
sewayaki-mafia-to-hakkou-shoujo	世話焼きマフィアと薄幸少女	なつみ理奈	久遠アユム	2024	9784866753331
shachi-kun-to-uzasugiru-kouhai-no-hanashi	社畜くんとウザすぎる後輩の話	嘉内	ぎゅん	2024	9784065356012
shinigami-koujo-no-kekkon	死神皇女の結婚	猪原賽	多貫カヲ	2024	9784800014467
shokugyou-wa-kanteishi-desu-shingan-tte-nandesu-ka	職業は鑑定士ですが〈神眼〉ってなんですか?	にゃんたろう / 鹿乃子	コノモト　ケント / 渡　琉兎 / ゆのひと	2024	9784048996310
shuumatsu-rocking-girl	終末ロッキンガール	石山りーち	石山り〜ち	2024	9784801983335
shuumatsu-torein-doko-e-iku	終末トレインどこへいく?	竹輪つぼみ	酉村	2024	9784048113076
souteigai-no-sweet-marriage	想定外のスウィートマリッジ	上田にく	佐倉リコ	2024	9784824008459
suki-dayo-good-boy	好きだよグッドボーイ	川野暁子	花好 なぽ	2024	9784799767955
supaidaaman-kizuna	スパイダーマン:絆	関井シモン / 渡辺進	水野 ハチ / 小林 拙太	2024	9784088840635
supinofu-de-aimashou	スピンオフで会いましょう	九重千花	いちかわ壱	2024	9784845865680
takatora-kun-to-omegatachi	鷹虎くんとオメガたち	小林嵩人	朝田　ねむい	2024	9784829686997
tantei-no-shikigami	探偵の式神	紅城蒼	田辺　ゆがた	2024	9784048112789
telomere	テロメア	維邪之托刀	鶴川かきお	2024	9784334104405
tensei-idol-to-doruota-no-kishi	転生アイドルとドルオタの騎士	沙嶋カタナ	佐久本あゆ	2024	9784866577852
tensei-shitara-koutei-deshita-umarenagara-no-koutei-wa-konosaki-ikinokoreru-ka-comic	転生したら皇帝でした～生まれながらの皇帝はこの先生き残れるか～@COMIC	久松エイト / 魔石の硬さ	櫛灘ゐるゑ	2024	9784866996813
tobidase-tsuzui-san	とびだせ!つづ井さん	内野こめこ	つづ井	2024	9784163917894
tokumu-daizero-kikan-no-nichijou-itanroku	特務第零機関の日常異端録	ビリー・バリバリー	アキハル　ノビタ	2024	9784041144633
toudoukunchi-no-maid-shota	凍堂くんちのメイドショタ	由葵るゆ	びみ太	2024	9784046838124
tsumari-souiu-koto-karada-wa-ai-ni-hairimasuka	つまりそういうコト。	花本八満	獅山雨為	2024	9784776755128
tsutte-tabetai-gyaruzawa-san	釣って食べたいギャル澤さん	ふなつ一輝	ふなつ かずき	2024	9784088933955
uchira-wa-mabudachi	うちらはマブダチ	安房さとる	やまもとりえ	2024	9784046838063
vivid-voice-party	VIVID VOICE PARTY	HenselerThomas	コミックニュータイプ	2024	9784041145302
wadatsumi-no-musume	海神の娘	晴山晴緒 / といけ	白川 紺子 / さるマ	2024	9784065360040
wakaba-chan-wa-wakarasetai	若葉ちゃんはわからせたい!	Re:	紺吉	2024	9784575859768
watashi-ni-ai-o-sakebasete	私に愛を叫ばせて	ひろせえい	小坂 奈津希	2024	9784088430522
will-sama-wa-kyou-mo-mahou-de-asonde-imasu-next	ウィル様は今日も魔法で遊んでいます。ねくすと!	幸山みう / 木端みの / 綾河ららら	秋嶋うおと	2024	9784891998516
yanbaru-no-tatakai	ヤンバルの戦い	新里堅進 / 石原昌家	しんざとけんしん	2024	9784867640227
yandere-cafe-e-youkoso	ヤンデレカフェへようこそ	玉木とらこ	ひのみや	2024	9784757590595
yankee-to-futago-no-tsukurikata	ヤンキーと双子の作り方	森長あやみ	岡野 く仔	2024	9784065351468
yatara-yarashii-fukami-kun	やたらやらしい深見くん	まつもとあやか	松本あやか	2024	9784434338021
youko-no-danna-sama	妖狐の旦那さま	百乃モト	ももの　もと	2024	9784047382053
yuru-days	ゆるデイズ	久壁おと	S井ミツル	2024	9784801983724
100-nichi-go-ni-shinu-akuyaku-reijou-wa-mainichi-ga-totemo-tanoshii	100日後に死ぬ悪役令嬢は毎日がとても楽しい。	たみふる / あるくひと	雷蔵 / ゆいレギナ / いちかわはる	2023	9784815614294
13-kaime-no-ashiato	13回目の足跡	三部敬	三部　けい	2023	9784041140024
89-nagano-rengou	'89-長野∞連合-	隈屑	ジュリー・W・神谷	2023	9784065314210
aiba-kun-wa-ano-mitsu-ga-sukisugiru	相葉くんは〈あの蜜〉が好きすぎる!	竹若トモハル	南 志都	2023	9784829650967
ajiiru	アジール Asyl	灯まちこ	速戸 ゆう	2023	9784098625888
aka-chan-ni-tensei-shita-hanashi	赤ちゃんに転生した話	岩崎優次	茶々京色	2023	9784040007113
ane-ni-naritai-gishi-vs-yuri-ni-naritai-imouto	姉になりたい義姉vs百合になりたい義妹	じゃが	森	2023	9784800013231
ano-ko-wa-shoujo-no-furi-o-shite	あの子は少女の振りをして	はるこ	田中 文	2023	9784098528653
ao-ni-rakurai	青に落雷	花時めに	虹沢 羽見	2023	9784088677026
asuka-chan-wa-ijimeraretai	明日花ちゃんはいじめられたい.	おけいど	麦野スミレ	2023	9784864955980
atai-to-nechikoyan	あたいとネチコヤン	ごじょうふみえ	もちぎ	2023	9784106030710
azamukare-seijo-to-shugoryuu-no-konyaku	欺かれ聖女と守護竜の婚約	あきつ鉄鋼	志藤ミネ	2023	9784800013613
azawarau-sekai-no-naka-de	嘲笑う世界の中で	岸根靖興	和泉 亜明	2023	9784785975395
bakee	化け絵	白樺鹿夜	モコ	2023	9784065319024
blood-night-market	ブラッドナイトマーケット	北畠あけ乃	緒川　千世	2023	9784041138090
boku-igai-zenin-tenseisha-kayo	僕以外全員転生者かよ	武田スーパー	夏名 ゆーま	2023	9784065330050
boku-ni-korosarero	僕に殺されろ	ひよどり祥子	うぐいす 祥子	2023	9784065330302
boku-to-jingi-naki-oji-san	ぼくと仁義なきおじさん	百瀬渡	百世 渡	2023	9784088834177
boku-to-jubutsu-no-kimyou-na-seikatsu	ぼくと呪物の奇妙な生活	大石普人	田中 俊行 / オオイシ ヒロト	2023	9784801936270
boku-to-mimoza-no-75-nichi	ぼくとミモザの75日	鈴木ミニラ	鬼山瑞樹	2023	9784757586819
bokura-no-libido	ボクらのリビドー	野﨑花一	乙本 ロイ	2023	9784537147209
bokura-no-souretsu	ぼくらの葬列	隈屑	朝霧 ユウキ	2023	9784065309971
camera-senpai-to-sewayaki-jouzu-na-kouhai-chan	カメラ先輩と世話焼き上手な後輩ちゃん	むつき潤 / 宮城こはく	美月麗 / 青島かなえ	2023	9784801980709
chiisai-boku-no-haru	小さい僕の春	小川錦	渥美 駿	2023	9784098527854
chingochou-futsuryoukyoku-ukeika	鎮護庁祓竜局誓約課	灰田高鴻	鵜山はじめ	2023	9784047374263
chou-ten-chan	超てんちゃん!	ワイソーシリアス	しおん	2023	9784046827012
chuu-bosu-reijou-wa-taijou-go-no-jinsei-o-ouka-suru-yotei	中ボス令嬢は、退場後の人生を謳歌する (予定)。	はるこ / 小見川なまり	nishi / こる / Shabon	2023	9784758038829
chuunen-majutsushi-no-yuuyuu-jiteki-na-dungeon-kouryaku-skill-oobu-o-tsukattara-saikyou-skill-o-te	中年魔術師の悠々自適なダンジョン攻略～スキルオーブを使ったら最強スキルを手に入れたので、好きに生きようと思います～@COMIC	ロウ	咲野日暮	2023	9784866997612
cinderella-no-ane-desu-fuhoni-nagara-ouji-to-kekkon-suru-koto-ni-narimashita	シンデレラの姉ですが、不本意ながら王子と結婚することになりました	支倉文度	チドリアシ / 柚子れもん	2023	9784575415988
cult-on-demand	カルトオンデマンド	大石普人 / ささおかえり	殺野 高菜 / オオイシ ヒロト	2023	9784065329313
daikazoku-gohan-monogatari	大家族ごはん物語	流水凜子	流水りんこ	2023	9784821156405
dakarete-tamaruka	抱かれてたまるか!	吾平	山本ともみつ	2023	9784909699855
danzai-no-majutsugari	断罪の魔術狩り	恵比須清司 / ぼーかん	羊 太郎 / 梳久耶 マヒル	2023	9784065317563
dekiai-mo-keiyaku-no-uchi-ni-hairimasu-ka	溺愛も契約のうちに入りますか?	由井ひな子 / 江成いちこ	冴島ユカ子 / 河野美姫	2023	9784596766779
diamond-no-kouzai	ダイヤモンドの功罪	青佐のり	平井 大橋	2023	9784088927671
dunwich-no-kai	ダニッチの怪	田邊剛 / LovecraftHoward Phillips	田辺　剛	2023	9784047374003
e-kekkon-tte-3-jigen-demo-dekirundesu-ka	え?結婚って3次元でもできるんですか?	玖乃緑	あらたまい	2023	9784832295100
efupiiesu-no-tomodachi-to-real-de-au-manga	FPSの友達とリアルで会う漫画	ゆめの	ちくわ。	2023	9784041122822
feroumerou	フェロウメロウ	夕倉アキ	ゆいつ	2023	9784866536965
fukou-reijou-deshitaga-happy-end-o-mukaemashita	不幸令嬢でしたが、ハッピーエンドを迎えました	美麻りん / 横山もよ / 棚本いこま / 雪森さくら	生還 / ミズメ / メイリ / 三折 おみ / えっちゃん / acca	2023	9784065329252
fureai-lesson-keiyaku	ふれあいレッスン契約	望月うた	MAE	2023	9784801980341
gal-ga-sylvanian-family-o-dekiai-shitara	ギャルがシルバニアファミリーを溺愛したら。	森長あやみ	岡野 く仔	2023	9784065338537
gamer-ga-youkai-taiji-yattemita	ゲーマーが妖怪退治やってみた!	苗原一	小松 清太郎	2023	9784091436382
gangster-girls	ギャングスタガールズ	うみハル	綾瀬　れつ	2023	9784046821478
gee-maou	ゲー魔王	岩崎優次	普津澤 画乃新	2023	9784088834450
genbaku	原爆	Alcante / RodierDenis / BolléeLaurent-Frédéric	ディディエ・アルカント / L.-F. ボレ / ドゥニ・ロディエ / 大西　愛子	2023	9784582286960
gokujou-kishidanchou-no-yuruginai-dokusen-ai	極上騎士団長の揺るぎない独占愛	さくまれん / 北郷豊	直江亜季子 / 黒乃梓	2023	9784813762409
good-boy-chuudoku	Good boy中毒	あまね水咲	ともち	2023	9784867780299
goumon-baito-kun-no-nichijou	拷問バイトくんの日常	小手万里	次見 やをら	2023	9784592165323
hajimete-no-ojou-sama	はじめてのお嬢様	久川はる	橙夏りり	2023	9784575858181
hakoniwa-no-ie	ハコニワノイエ	須王あや	小森 江莉	2023	9784065316870
hanayome-to-akuma-no-yakusoku	花嫁と悪魔の約束	堂島高博	浅井 結衣	2023	9784065320211
hanechin-to-bucky-no-oko-sama-shinryouroku	ハネチンとブッキーのお子さま診療録	夢花李 / 北岡寛己	佐原ミズ	2023	9784867205631
haneru-kimi-o-tomeru-boku	ハネる君をトメる僕	みきぽん	きたむら　ましゅう	2023	9784408641140
happy-family-sakazaki	ハッピーファミリー	坂崎未侑	船木涼介	2023	9784867205051
hengen-no-hanko	変幻の半狐	にどね杉	いくた はな	2023	9784065329924
hetare-onna-maou-no-irekawari	へたれ女魔王の入れかわり	津々巳あや	内水　亜彩子	2023	9784046826824
hoshizora-o-mitsumeta-sono-ato-de	星空を見つめたそのあとで	秋じたく	季田　ビスコ	2023	9784046822215
ikiteru-dake-de-erai-tte-haine-san-ga-iu-kara	生きてるだけでえらい!ってハイネさんが言うから	由村	沼地　どろまる	2023	9784049152593
imouto-ni-kiite-minai-to	妹に聞いてみないと	中西ゆか	渡辺　伊織	2023	9784041135235
imouto-wa-siscon-ani-ga-mendokusai	妹はシスコン兄がめんどくさい	濱田みふみ	ヨシミズ	2023	9784758018449
isekai-tensei-shitara-naze-uwasa-no-reikoku-ouji-ni-dekiai-sarete-torawaretemasu	異世界転生したら、なぜか噂の冷酷王子に溺愛されて囚われてます。	戯屋べんべ	境壱　幸	2023	9784048112062
ji-majutsushi-no-tsuyokute-new-game	時魔術士の強くてニューゲーム	小田ヒロ / 湊良弘	坂木　持丸 / 三千社　ヒロ / きさらぎ　ゆり	2023	9784049148343
jiki-koushaku-fujin-no-yakuwari-dake-o-motomete-kita-koori-no-bara-to-utawareru-danna-sama-ga	次期公爵夫人の役割だけを求めてきた、氷の薔薇と謳われる旦那様が家庭内ストーカーと化した件	うもう	皐月 めい / 石沢 うみ	2023	9784065316597
jouzen	上全	黄助	ozet	2023	9784799761861
kage-to-hana	影と花	にどね杉	いくたはな	2023	9784575859102
kaidan-kidan-mamire-no-shikoku-ohenro	怪談奇談まみれの四国お遍路	國津武士	しまたけひと	2023	9784801936232
kamisogi	神殺(かみそぎ)	仁乃	爾弥 餡丸	2023	9784065320266
kankaku-kyouyuu-maid-san	感覚共有メイドさん!	じゃが	森	2023	9784049150926
kanojo-no-elegy	彼女のエレジー	仁乃	遊園地 迷子	2023	9784065319758
katashiro-misawo-no-hanayome-shugyou	形代ミサヲの花嫁修業っ!?	眠田瞼	めたりかん	2023	9784785975128
kikazaru-hina-wa-mada-koi-o-shiranai	着飾るヒナはまだ恋を知らない	平安ジロー	ざらめ 鮫	2023	9784799762905
kimi-ni-somareba	君に染まれば	石川オレオ	河井 あぽろ	2023	9784065317402
