最終発売日	slug	title	著者	巻数	status	adult
2024-03-18	kachou-diet-no-ojikan-desu	課長!ダイエットのお時間です!	サザレイシヤチヨ	4	completed	
2024-03-18	himitsu-de-shutsu-san-suru-hazu-ga-gokujou-shachou-no-shuuchaku-ai-ni-tsukamarimashita	秘密で出産するはずが、極上社長の執着愛に捕まりました	みなみ恵夢	2	completed	
2024-03-15	sukumizu-uchuujin-ga-mina-san-ni-otsutae-shitai-koto-ga-arimasu	スク水宇宙人がみなさんにお伝えしたいことがあります!	むうりあん	3	completed	
2024-03-15	shiroki-otome-no-jinrou	白き乙女の人狼	アジイチ	3	ongoing	
2024-03-15	motto-etchi-wa-shuu-7-kibou-desu	もっと!えっちは週7希望ですっ!	ぺそ太郎	2	completed	adult
2024-03-15	kono-konyaku-wa-gisou-desu	この婚約は偽装です!	三沢ケイ	3	completed	
2024-03-15	kanojo-shoukan-shimashita	彼女召喚しました!?	わたりさえ	5	completed	
2024-03-15	goseichou-arigatou-gozaimasu	ご成長ありがとうございます	三本阪奈	6	completed	
2024-03-15	danzai-no-majutsugari	断罪の魔術狩り	羊太郎	3	completed	
2024-03-14	tensei-akuyaku-reijou-desu-kyoushi-ni-natte-ochikobore-seito-tachi-ni-mahou-de-oshioki-shichaimasu	転生悪役令嬢ですが、教師になって落ちこぼれ生徒たちに魔法でお仕置きしちゃいます!	涙鳴	4	ongoing	
2024-03-14	shinia-kaigo-driver-ga-kataru-koko-dake-no-hanashi	シニア介護ドライバーが語るココだけの話	東條さち子	1	completed	
2024-03-14	gouman-joou-deshita-ga-kokoro-o-irekaeta-no-de-mou-warui-koto-wa-shimasen-tabun	傲慢王女でしたが心を入れ替えたのでもう悪い事はしません、たぶん	ごくげつ	2	completed	
2024-03-13	tensei-reijou-ga-kokuou-heika-ni-dekiai-dekiaisareru-tatta-hitotsu-no-wake-eteruna	転生令嬢が国王陛下に溺愛されるたった一つのワケeterna	カナンアスカ	2	completed	
2024-03-13	shamozamurai	軍鶏侍	山本康人	5	completed	
2024-03-13	shachiku-kishi-ga-esu-rank-boukensha-ni-hirowarete-himo-ni-naru-hanashi	社畜騎士がSランク冒険者に拾われてヒモになる話	chiYOMI	2	completed	
2024-03-13	fianc-sama-kara-nigerarenai	婚約者(フィアンセ)さまから逃げられない	柚月純	6	completed	
2024-03-13	eneotto-desugeemu	エネ夫デスゲーム	六反りょう	2	completed	
2024-03-12	watashi-nouryoku-wa-heikinchi-de-tte-ittayone	私、能力は平均値でって言ったよね!	iimAn	5	ongoing	
2024-03-12	tora-to-edelweiss	虎とエーデルワイス	四位晴果	1	completed	
2024-03-12	share-house-nile	シェアハウス・ナイル	泥川恵	4	completed	
2024-03-12	magica-technica	Magica technica	梶軒タガネ	4	completed	
2024-03-12	hazukashisou-na-kao-de-oppai-misete-moraitai	恥ずかしそうな顔でおっぱい見せてもらいたい	河内和泉	11	completed	
2024-03-12	fushidara-na-junai	ふしだらな純愛	維眞蜜水	2	completed	
2024-03-12	daikiraina-danna-sama-ni-dekiai-dekiaisaretemasu	大嫌いな旦那さまに溺愛されてます	新薫	5	completed	adult
2024-03-11	manetsu-shigoku	まんえつしごく	大見武士	1	completed	
2024-03-11	hiiragi-buchou-no-panst-line	柊部長のパンストライン	ウシハシル	2	completed	
2024-03-11	harapeko-hourouki	はらペコ放浪記	上野キミコ	2	completed	
2024-03-08	kowai-hanashi-wa-kikudake-de	コワい話は≠(き)くだけで。	景山五月	3	completed	
2024-03-08	choukyuu-soubi-autoroo-skill-de-musou-shite-isekai-ou-ni-ore-wa-naru	超級装備(アウトロー・スキル)で無双して、異世界王に俺はなる!	Shonen	5	completed	
2024-03-07	saikyou-no-ito-tsukai-wa-fukushuu-no-shinigami-ni-naru	最強の糸使いは復讐の死神になる	クロノヤミ	6	completed	
2024-03-07	koe-ga-dasenai-shoujo-wa-kanojo-ga-yasashisugiru-to-omotte-iru	声がだせない少女は「彼女が優しすぎる」と思っている	矢村いち	13	completed	
2024-03-07	kiwameta-renkinjutsu-ni-fukanou-wa-nai	極めた錬金術に、不可能はない。	綾瀬れつ	3	completed	
2024-03-07	isekai-konbini-omotenashi	異世界コンビニおもてなし	鬼ノ城ミヤ	2	completed	
2024-03-06	shikyuuji	シキュウジ	大沼隆揮	3	completed	
2024-03-06	monster-therapy	モンスターセラピー!	月曜休み	2	completed	
2024-03-06	boku-igai-zenin-tenseisha-kayo	僕以外全員転生者かよ	夏名ゆーま	3	completed	
2024-03-05	youkashou-ki-tan	楊家将奇譚	井上実也	3	completed	
2024-03-05	konyaku-o-haki-sareta-akuyaku-reijou-wa-kouya-ni-ikiru	婚約を破棄された悪役令嬢は荒野に生きる。	ソラジマ	3	completed	
2024-03-05	jishou-heibon-na-iyashi-no-seijo-desu-ouji-kara-konyakusha-toshite-shuuchaku-sarete-imasu	自称平凡な癒しの聖女ですが、王子から婚約者として執着されています。	小桜	3	completed	
2024-03-05	aru-hi-damin-o-musabotte-itara-ichizoku-kara-tsuihousareta-sarete-mori-ni-suteraremashita	ある日、惰眠を貪っていたら一族から追放されて森に捨てられました	白波ハクア	3	ongoing	
2024-03-05	100-nengo-ni-tensei-shita-watashi-zense-no-juukishi-ni-kyuukon-saremashita	100年後に転生した私、前世の従騎士に求婚されました	史々花ハトリ	3	completed	
2024-03-01	shinpapa-to-hatsukoi-etude	シンパパと初恋エチュード	立野真琴	1	completed	
2024-03-01	seinaru-kishi-no-ankokudou	聖なる騎士の暗黒道	イチフジニタカ	4	ongoing	
2024-03-01	maou-o-toubatsu-shita-gouwan-yuusha-shounin-ni-tenshoku-su	魔王を討伐した豪腕勇者、商人に転職す	表野まつり	4	ongoing	
2024-03-01	mada-hayai	まだ早い!!	吉田世	2	completed	
2024-03-01	blood-night-market	ブラッドナイトマーケット	緒川千世	2	completed	
2024-03	youhouka-to-mitsu-yakushi-no-hanayome	養蜂家と蜜薬師の花嫁	しゃるもん	2	completed	
2024-03	witch-hand-craft	ウィッチ・ハンド・クラフト	おちゃ芥	3	completed	
2024-03	ura-no-villain-san	裏のヴィランさん	Ko-dai	2	ongoing	
2024-03	tomodachi-ga-watashi-o-wakarase-ni-kuru-node-shouri-no-megami-no-chikara-o-karite-kocchi-mo	友達が私を理解らせにくるので勝利の女神の力を借りてこっちも理解らせにいきます。	ショウマケイト	2	completed	
2024-03	the-red-thread	The Red Thread	晴山日々子	4	completed	
2024-03	so-young	So young	山本晃司	6	completed	
2024-03	seiran-ryou-no-kondate	青嵐寮の献立	有間しのぶ	1	completed	
2024-03	ouhi-sama-ga-otoko-dato-kizuita-watashi-ga-zenryoku-de-inpei-kousaku-sasete-itadakimasu	王妃様が男だと気づいた私が、全力で隠蔽工作させていただきます!	及川大輔	3	completed	
2024-03	otona-no-hatsukoi	おとなの初恋	星森ゆきも	6	completed	
2024-03	mushi-no-joou-mayu-no-tabi	虫の皇女マユの旅	氷堂リョージ	2	completed	
2024-03	kissaten-ni-gal-ga-iru	喫茶店にギャルがいる	田丸鴇彦	2	completed	
2024-03	heaven-no-tenbin	ヘブンの天秤	浄土るる	4	completed	
2024-03	hameraremashita-ga-shiawase-ni-narimashita	嵌められましたが、幸せになりました	咲宮いろは	2	completed	
2024-03	ginga-tetsudou-999-etaanaruhen	銀河鉄道999エターナル編	松本零士	5	completed	
2024-03	fujoshi-koshimizu-shiori	腐女子、小清水詩織。	ミキマキ	2	completed	
2024-03	dragon-sama-tabecha-dame	ドラゴン様、食べちゃダメ	花星みくり	2	completed	
2024-03	comic-iwate-13	コミックいわて13	MATSUDA98	1	completed	
2024-03	asashinzu-labyrinth	アサシンズラビリンス	嶋星光壱	3	completed	
2024-03	17-sai-kara-yari-naosu-propose	17歳からやり直すプロポーズ	板場広志	5	completed	
2024-02-29	oshi-wa-mezamenai-danna-sama-desu	推しは目覚めないダンナ様です	そら美容師	3	completed	
2024-02-29	komyushou-wa-isekai-demo-yappari-ikizurai	コミュ障は異世界でもやっぱり生きづらい	佐藤里	2	completed	
2024-02-28	mitsu-to-doku	蜜と毒	柏屋コッコ	4	completed	
2024-02-26	seijo-sama-iie-toorisugari-no-mamonotsukai-desu	聖女さま?いいえ、通りすがりの魔物使いです!	飯田とい	5	ongoing	
2024-02-26	hazukashigariya-no-tsuma-to-shinkon-seikatsu-hajimemashita	恥ずかしがり屋の妻と新婚生活はじめました	桐灰きねそ	4	completed	
2024-02-26	happy-table-harapeko-girl-wa-mitasaretai	Happy Tableはらぺこガールは満たされたい!	ぼく	2	ongoing	
2024-02-25	tondemo-skill-de-isekai-hourou-meshi-sui-no-daibouken	とんでもスキルで異世界放浪メシ スイの大冒険	双葉もも	8	ongoing	
2024-02-25	boushokuki-no-ken	暴食妃の剣	もちろんさん	9	completed	
2024-02-24	toban-sama-no-enmusubi	十番様の縁結び	三村たけ	2	completed	
2024-02-24	jigoku-ni-ochiteyo-onii-chan	地獄に堕ちてよ、お兄ちゃん	ねじがなめた	4	completed	adult
2024-02-22	unmei-o-shinjinai-kare-ga-iu-niwa	運命を信じない彼が言うには	おむザライス	5	completed	
2024-02-22	repair	リ・ペア	如意自在	2	completed	
2024-02-22	mitsudomoe-seitokaichouzu	ミツドモエ生徒会長ズ	北欧ゆう	2	completed	
2024-02-22	love-allergy	恋愛アレルギー	井藤楊子	5	completed	
2024-02-22	kitarou-no-sekai-obake-riyokou	鬼太郎の世界お化け旅行	水木しげる	3	completed	
2024-02-22	furuhon-yatai	古本屋台	QBB	2	completed	
2024-02-22	atama-no-naka-no-suzu-senpai	アタマのナカの鈴せんぱい	にゃるら	3	completed	
2024-02-21	tensei-jijo-no-chiebukuro	転生侍女の知恵袋	Emi+	3	completed	
2024-02-21	sennin-no-momo	仙人の桃	南伸坊	1	completed	
2024-02-21	saijoukyuu-no-seijo-rashii-desu-ryuuou-sama-no-hanayome-ni-wa-narimasen	最上級の聖女らしいですが、竜王様の花嫁にはなりません!	百門一新	2	completed	
2024-02-20	taichou-san-to-akutoresu-ssu	隊長さんとアクトレスっす	新久保だいすけ	2	completed	
2024-02-19	asu-watashi-wa-dareka-no-kanojo	明日、私は誰かのカノジョ	をのひなお	17	completed	
2024-02-17	otome-game-no-sekai-de-watashi-ga-akuyaku-reijou-sonna-no-okotowari-desu	乙女ゲームの世界で私が悪役令嬢!?そんなのお断りです!	蒼月	5	completed	
2024-02-17	ore-no-sensei-wa-amaetagari	俺の先生は甘えたがり	わり子	3	completed	
2024-02-17	noroware-seijo-bou-kun-koutei-no-aibyou-ni-naru	呪われ聖女、暴君皇帝の愛猫になる	群青街	2	completed	
2024-02-17	nisemonohime-to-dekiai-ouji	ニセモノ姫と溺愛王子	天点	4	completed	adult
2024-02-17	kannou-shousetsuka-ni-kawareta-watashi	官能小説家に飼われた私	直木三十三	2	completed	
2024-02-17	fukushuu-no-kougou	復讐の皇后	KimSo Hyun	12	completed	
2024-02-17	edo-no-oiran-to-irekawatta-node-hanamachi-no-chouten-o-mezashite-miru	江戸の花魁と入れ替わったので、花街の頂点を目指してみる	祈崎ひな汰	2	completed	
2024-02-16	yoi-to-yukusue	酔いとゆくすえ	酒村ゆっけ	2	completed	
2024-02-16	miren-san-no-tsubo	ミレンさんの壺	岩泉舞	1	completed	
2024-02-16	kimura-class	KIMURA×CLASS	土井那羽	3	completed	
2024-02-15	ore-no-wa-iranai-rashii	俺の×××はいらないらしい	プルちょめ	2	completed	
2024-02-15	kyokutou-jihen	極東事変	大上明久利	6	completed	
2024-02-15	hitoribocchi-no-kyuuketsu-otome-ga-dekiai-gunjin-sama-ni-hirowaremashite	ひとりぼっちの吸血乙女が溺愛軍人様に拾われまして。	桃井すみれ	2	completed	
2024-02-14	tamani-toridaseru-home	たまに取り出せる褒め	室木おすし	1	completed	
2024-02-14	oni-to-yoake	鬼と夜明け	にどね杉	3	completed	
2024-02-09	youki-na-shimerike	陽気なしめりけ	緒木鈴人	3	completed	
2024-02-09	supinofu-de-aimashou	スピンオフで会いましょう	いちかわ壱	2	completed	
2024-02-09	sono-koi-wa-sekai-metsubou-e-no-kauntodaun-desu	その恋は世界滅亡へのカウントダウンです!	埜莵ありす	3	completed	
2024-02-09	saikyou-juzoku-tensei	最強呪族転生	Mika Pikazo	5	completed	
2024-02-09	kyuuketsuki-hakushaku-wa-bishounen-maid-ni-fumaretai	吸血鬼伯爵は美少年メイドに踏まれたい	櫻日和鮎実	4	completed	
2024-02-09	dokuoya-ni-fukushuu-shitai-akuyaku-reijou-wa-keiyaku-konyaku-shita-koori-no-kikoushi-ni-dekiai	毒親に復讐したい悪役令嬢は、契約婚約した氷の貴公子に溺愛される	BEKO	3	completed	
2024-02-08	kuroi-majo-to-shiroi-seijo-no-hazama-de	黒い魔女と白い聖女の狭間で	柴飼ぽんちょ	2	completed	
2024-02-08	heian-torikae-monogatari	平安とりかえ物語	大島幸也	3	completed	
2024-02-07	romancing-saga-re-universe	ロマンシングサガ リ・ユニバース	雨後一陽	2	completed	
2024-02-07	kodanuki-to-ryoushu-sama-no-monogatari	こだぬきと領主さまの物語	栗崎きんぐ	3	completed	
2024-02-06	migawari-honeymoon	身代わりハネムーン	朱琳	2	completed	
2024-02-05	yuusha-sama-no-osananajimi-to-iu-settei-no-make-heroine-ni-tensei-shita-node-chougoushi-ni-job	勇者様の幼馴染という職業(せってい)の負けヒロインに転生したので、調合師にジョブチェンジします。	加々見絵里	7	completed	
2024-02-02	handsome-must-die	ハンサムマストダイ.	アストラ 芦魔	2	completed	
2024-02-01	yakutatazu-to-iware-yuusha-party-o-tsuihousareta-sareta-ore-saikyou-skill-jakuten-kanpa-ga-kakusei	役立たずと言われ勇者パーティを追放された俺、最強スキル《弱点看破》が覚醒しました	春夏冬唯人	2	completed	
2024-02-01	moto-cheat-makeppanashi	元チート★敗けっぱなし.	中川カネ子	2	completed	
2024-02-01	kuzesanchi-no-oyome-san	久世さんちのお嫁さん.	ミツナナエ	3	completed	
2024-02-01	kansuto-yuusha-no-chouma-kyoudou	カンスト勇者の超魔教導	森山ゆっこ	4	completed	
2024-02	sasana-nana-no-kyuumei	佐々々奈々の究明.	森泉岳土	2	completed	
2024-02	otagane	おたがね\	小野寺浩二	3	completed	
2024-02	mitsuya-sensei-no-keikakutekina-ezuke	三ツ矢先生の計画的な餌付け。.	松本あやか	2	completed	
2024-02	match-mondo	マッチモンド	堀内祥吾	4	completed	
2024-02	kowareta-chikyuu-no-arukikata-comic	'#壊れた地球の歩き方@COMIC'	あきづき弥	3	completed	
2024-02	kaigo-genba-reki-20-nen	介護現場歴20年。	まめこ	1	completed	
2024-02	isekai-matchingu-guild-shi-awase-na-isekai-tensei-goteian-shimasu	異世界マッチングギルド	東里桐子	1	completed	
2024-02	fortuna	フォルトゥーナ	神羊弱虫	2	completed	
2024-02	dotabata-henachoko-tanteidan	どたばたへなちょこ探偵団	藤本ともひこ	3	completed	
2024-01-31	kintsugi-oji-san	金継ぎおじさん	堀道広	1	completed	
2024-01-30	doro-no-onnatsuushin	泥の女通信	にくまん子	2	completed	
2024-01-29	shibotte-ubatte-risarisa-chan	しぼってうばってリサリサちゃん!	まぷる	3	completed	
2024-01-26	taiko-no-tatsujin-4-koma-matsuri-de-dodon-ga-don	太鼓の達人4コマ祭でドドンがドン!	まえだくん	4	completed	
2024-01-26	odds-versus	Odds VERSUS!	石渡治	31	completed	
2024-01-26	nanto-iwareyoutomo-boku-wa-tada-no-kyuutei-shisho-desu	何と言われようとも、僕はただの宮廷司書です。	安居院晃	3	ongoing	
2024-01-25	tenseisaki-wa-kaifuku-no-izumi-no-naka	転生先は回復の泉の中	柊木蓮	6	completed	
2024-01-24	tezuka-osamu-no-rekishi-kyoushitsu	手塚治虫の歴史教室	手塚治虫	1	completed	
2024-01-24	tenchi-kyuusei-shinwa-girl	天地救世♥神話ガール	黒崎冬子	1	completed	
2024-01-23	mahoutsukai-mana-to-h-no-tobira	魔法使いマナと叡痴の扉	hoihoi	4	completed	
2024-01-23	kitarouyawa	鬼太郎夜話	水木しげる	4	completed	
2024-01-23	eitapa-neach-concerto	エイタパ・ニーチ協奏曲(コンチェルト)	あべまりな	2	completed	
2024-01-22	killing-stalking	キリング・ストーキング	クギ	9	completed	
2024-01-22	darling-wa-78-sai	ダーリンは78歳	西原理恵子	1	completed	
2024-01-19	ore-de-amaeru-renshuu-shitemiru	俺で甘える練習してみる?	キタノメグミ	2	completed	
2024-01-18	ryuuko-2023	龍子	エルド吉水	2	completed	
2024-01-18	non-classic-school	ノンクラシック・スクール.	新本浦子	2	completed	
2024-01-18	ekkusueru-de-oku-made-tonton-sarete-revenge-eichi-kara-nukedasenai	XLで奥までトントンされて…リベンジHから抜け出せない!	成瀬真琴	3	completed	adult
2024-01-17	suki-ni-sasete-miseru-kara	好きにさせてみせるから!	衣田ぬぬ	3	completed	
2024-01-17	ookami-sama-no-ichizu-na-bouai	オオカミ様の一途な暴愛	あぶく	2	completed	adult
2024-01-17	futsutsukamono-desu-dekiai-shite-kudasai	ふつつかものですが、溺愛してください。	幸姫ピチコ	3	completed	
2024-01-17	dys-cascade	DYS CASCADE	中川海二	6	completed	
2024-01-16	yururi-yorimichi-hitori-tabi	ゆるりより道ひとり旅	おづまりこ	1	completed	
2024-01-16	sanninkon-azato-otoko-to-buaisou-ookami-ga-hageshi-sugite-mi-ga-mochimasen	三人婚	秋元奈美	1	completed	
2024-01-15	naka-ga-warui-nomo-oshigoto-desu	仲が悪いのもお仕事です	折紙ちよこ	3	completed	
2024-01-15	baatoretto-eiyuu-tan	バートレット英雄譚	三國大和	4	ongoing	
2024-01-12	watashi-no-oyome-kun	わたしのお嫁くん	柴なつみ	10	completed	
2024-01-12	pon-no-michi	ぽんのみち	卯花つかさ	1	completed	
2024-01-12	megami-to-maou-kara-semararete-umarete-hajimete-onnanoko-to-flag-ga-tatta-node-iji-demo-isekai	女神と魔王〈♀〉から迫られて生まれて初めて女の子とフラグが立ったので、意地でも異世界転生を回避したい件!??	森貴夕貴	2	completed	
2024-01-12	masekiya-arekisandoraito-e-youkoso	魔石屋アレキサンドライトへようこそ	卓二雄作	3	completed	
2024-01-12	idol-escape	偶像(アイドル)エスケープ.	吉良いと	2	completed	
2024-01-11	oshiri-fukimasu	お尻ふきます!!	倉田真由美	1	completed	
2024-01-10	netsuai-prince	熱愛プリンス	青月まどか	21	completed	
2024-01-10	motazaru-otoko	持たざる男	鹿乃しうこ	1	completed	
2024-01-10	echiechi-sugiru-tensei-ijin-bishoujo-no-seiyoku-ga-tsuyo-sugite-tsurai	えちえちすぎる転生偉人美少女の性欲が強すぎてつらい	ありしゃん	4	completed	
2024-01-09	stunts	STUNTS	大智そら	3	completed	
2024-01-09	puchi-hontou-ni-atta-yukai-na-hanashi-oni-yaba-ura-fukugyou-baito-esupii	ぷち本当にあった愉快な話 鬼ヤバ!!(裏)副業-バイト-SP	安斎かなえ	1	completed	
2024-01-09	higan-no-oruka	彼岸のオルカ	HenselerThomas	2	completed	
2024-01-09	dora-q	ドラQ	千代漫画家	3	completed	
2024-01-06	yuusha-party-o-intai-shite-inaka-de-kome-to-maou-no-musume-o-sodatemasu	勇者パーティーを引退して田舎で米と魔王の娘を育てます	とめおにぎり	3	completed	
2024-01-06	shino-alice	シノアリス	アオキタクト	6	completed	
2024-01	wakame-chan-ehon-no-sekai	わかめちゃん絵本の世界	長谷川町子	1	completed	
2024-01	taiyoukei-esuefu-bouken-taizen-supeope	太陽系SF冒険大全スペオペ!	麻宮騎亜	8	completed	
2024-01	ssss	SSSS	すぎむらしんいち	1	completed	
2024-01	saijaku-munou-ga-gyokuza-e-itaru	最弱無能が玉座へ至る	宮社惣恭	3	completed	
2024-01	razuueru-hosoki-special-gochisou-izakaya-gourmet	ラズウェル細木スペシャルごちそう居酒屋グルメ	ラズウェル細木	1	completed	
2024-01	otsukare-gohan	おつかれごはん	伊藤静	1	completed	
2024-01	nise-seijo-to-shiitagerareta-koushaku-reijou-wa-nidome-no-jinsei-wa-fukushuu-ni-ikiru	偽聖女と虐げられた公爵令嬢は二度目の人生は復讐に生きる	まぶた単	3	completed	
2024-01	meitou-isekai-no-yu-kaitakuki	名湯『異世界の湯』開拓記	佐々木マサヒト	2	completed	
2024-01	manga-shiawase-nara-te-o-tatakou-tanjou-monogatari	漫画幸せなら手をたたこう誕生物語	西岡由香	1	completed	
2024-01	kamakura-monogatari-makai-hen	鎌倉ものがたり. 魔界編	西岸良平	1	completed	
2024-01	garbage-collection	ガベージコレクション	粟岳高弘	1	completed	
2024-01	furimukeba-neko-puchi	ふりむけばねこぷち	竹本泉	1	completed	
2023-12-27	gangster-girls	ギャングスタガールズ	綾瀬れつ	2	completed	
2023-12-27	change-2023	チェンジ	井出圭亮	1	completed	
2023-12-27	batsuichi-ga-moteru-nante-kiitemasen	バツイチがモテるなんて聞いてません	亀奈ゆう	3	completed	
2023-12-25	real-no-heroine-wa-irimasen	現実の彼女はいりません!	三雲ジョージ	20	completed	
2023-12-25	byakuyou-no-musume	白妖の娘	木原敏江	5	completed	
2023-12-22	yoru-ni-hirou-koi	夜にひろう恋	富士山ひょうた	1	completed	
2023-12-22	wagako-chan	わが子ちゃん	峰なゆか	4	completed	
2023-12-22	shinozaki-kun-no-mente-jijou	篠崎くんのメンテ事情	鰤尾みちる	10	completed	
2023-12-22	konyaku-haki-de-tsuihousareta-sarete-shiawase-na-hibi-o-sugosu	婚約破棄で追放されて、幸せな日々を過ごす。	不二原理夏	2	completed	
2023-12-22	heartstopper	ハートストッパー	アリス・オズマン	5	completed	
2023-12-22	ginga-tetsudou-999-andoromedahen	銀河鉄道999アンドロメダ編	松本零士	6	completed	
2023-12-21	mogura-croket-no-kumon	もぐらコロッケの苦悶	ナガノ	1	completed	
2023-12-21	kukkoro-naito	くっころナイト☆	紫妲たかゆき	2	completed	adult
2023-12-21	18-ikooru-80	18=80	岩渕竜子	4	completed	
2023-12-20	watashi-maou-naze-yuusha-ni-dekiai-sarete-imasu	私、魔王。-なぜか勇者に溺愛されています。	柳矢真呂	5	completed	
2023-12-20	madame-ga-oshiete-kureta-koto	マダムが教えてくれたこと	ユニカ	2	completed	
2023-12-20	chinkaruboo	チンカルボー.	難兎かなる	2	completed	
2023-12-19	ore-no-ie-ga-maryoku-supotto-datta-ken	俺の家が魔力スポットだった件	鍋島テツヒロ	17	completed	
2023-12-19	black-lagoon	BLACK LAGOON	広江礼威	13	ongoing	
2023-12-18	tensei-shichatta-yo-iya-gomen	転生しちゃったよ〈いや、ごめん〉	やとやにわ	10	completed	
2023-12-15	totsukitooka-no-setsuai-fuufu-jijou	トツキトオカの切愛夫婦事情	葉月りゅう	4	completed	adult
2023-12-15	tesouka-michiru	手相家MICHIRU	さくらい	2	completed	
2023-12-15	shoujo-no-ori	少女の檻	室井まさね	4	completed	
2023-12-15	hitoban-dake-anata-o-watashi-ni-kudasai	一晩だけあなたを私にください	いちかわ有花	2	completed	
2023-12-15	enjouyake-no-go-endan	円城谷家のご縁談	阿部摘花	2	completed	
2023-12-15	doutei-zetsumetsu-rettou	童貞絶滅列島	川﨑順平	10	completed	
2023-12-15	do-s-shachou-to-kousai-0-nichikon	ドS社長と交際0日婚	みつか	7	completed	
2023-12-13	shinken-ni-shisu	真剣にシす	盛田賢司	2	completed	
2023-12-13	karada-kasanete-kasanatte	カラダ、重ねて、重なって	iko	8	completed	
2023-12-13	kaishain-debudori	会社員でぶどり	橋本ナオキ	9	completed	
2023-12-12	manga-akatsuka-fujio-den-gyagu-hodo-suteki-na-shoubai-ha-nai	まんが赤塚不二夫伝	赤塚不二夫	1	completed	
2023-12-12	kyuutei-no-majinaishi	宮廷のまじない師	髙田タカミ	5	completed	
2023-12-12	jounin-kamen	常人仮面	一路一	3	completed	
2023-12-12	groundless	GROUNDLESS	影待蛍太	11	completed	
2023-12-11	nabe-ni-dangan-o-ukenagara	鍋に弾丸(たま)を受けながら	森山慎	4	ongoing	
2023-12-11	mera-hakase-no-fushigi-na-hanzai	目羅博士の不思議な犯罪	山田一喜	1	completed	
2023-12-08	utakoi	うた恋い。	杉田圭	4	completed	
2023-12-08	sourei-no-annainin	葬礼の案内人.	咲間はち子	2	completed	
2023-12-07	shokyuu-mahou-shika-tsukaezu-karyoku-ga-tarinai-node-tetteitekini-kougeki-mahou-no-kaisuu-o	初級魔法しか使えず、火力が足りないので徹底的に攻撃魔法の回数を増やしてみることにしました	片山大樹	6	completed	
2023-12-07	kyousei-jashin-shinkou-play	強制じゃしん信仰プレイ	川崎命大	2	completed	
2023-12-07	kankinkon	監禁婚	近藤しぐれ	10	completed	
2023-12-07	isekai-de-penshon-hajimemashita	異世界でペンション始めました。	野宮けい	3	completed	
2023-12-07	harapeko-seijo-to-manpuku-majo-no-isekai-surooraifu	腹ペコ聖女とまんぷく魔女の異世界スローライフ!	蛙田あめこ	4	completed	
2023-12-07	christmas-carol	クリスマス・キャロル	Teamバンミカス	2	completed	
2023-12-06	ryuuou-sama-no-saikyou-kokka-senryaku	竜王様の最強国家戦略	藤本キシノ	3	completed	
2023-12-06	konya-wa-are-de-nomitai	今夜はアレで飲みたい!	新久千映	1	completed	
2023-12-06	kamisogi	神殺(かみそぎ)	爾弥餡丸	3	completed	
2023-12-06	isekai-kaeri-no-eiyuu-iwaku	異世界帰りの英雄曰く	涼暮皐	3	completed	
2023-12-06	boku-no-koe-o-kiite-hoshii	僕の声を聞いてほしい!!	楊基政	2	completed	
2023-12-04	kokoro-no-program	ココロのプログラム	中村ひなた	4	completed	
2023-12-01	tsuihousareta-sareta-ochikobore-henkyou-de-ikinuite-s-rank-taimashi-ni-nariagaru	追放された落ちこぼれ、辺境で生き抜いてSランク対魔師に成り上がる	水清十朗	3	ongoing	
2023-12-01	koi-shita-hito-wa-imouto-no-kawari-ni-shinde-kure-to-itta	恋した人は、妹の代わりに死んでくれと言った。@COMIC	家守まき	3	completed	
2023-12	uranai-chan-wa-kimekirenai	占いちゃんは決めきれない!	Project KIMEKIRE’S	3	completed	
2023-12	stalker-shachou-no-karei-naru-kyuukon	ストーカー社長の華麗なる求婚	明治みちる	3	completed	
2023-12	shitomeya-kagyou-asami	仕留屋稼業あさみ	叶精作	6	completed	
2023-12	ore-wa-lolicon-ja-nai	俺はロリコンじゃない!	雨蘭	8	completed	
2023-12	mutant-turtles-the-last-ronin-lost-years	ミュータントタートルズラスト・ローニンLOST YEARS.	彩月つかさ	2	completed	
2023-12	indulgence-hotel	Indulgence hotel	青井千寿	3	completed	adult
2023-12	hypnosis-mic	ヒプノシスマイク	城キイコ	6	completed	
2023-12	genji-monogatari-2023	源氏物語	Teamバンミカス	2	completed	
2023-12	fake-fact-lips-break	フェイクファクトリップスbreak.	末広マチ	2	completed	adult
2023-12	chocolate-sufinkusu-kou	チョコレート・スフィンクス考	伊藤重夫	1	completed	
2023-11-30	mada-maniau-ashita-shokei-dekiaisareru-akuyaku-reijou-desukedo-suchiru-kaishuu-dake-wa-sasete	まだ間に合う!明日処刑される悪役令嬢ですけど、スチル回収だけはさせてください!	きゆめぐり	4	completed	
2023-11-29	lunch-no-jikan	ランチの時間	益田ミリ	1	completed	
2023-11-27	shiina-san-no-oshi-jijou	椎奈さんの推し事情	碧くるみ	4	completed	
2023-11-27	new-kekyaarusha-tenmatsuki	New!ケキャール社顛末記	逆柱いみり	1	completed	
2023-11-25	end-of-arcadia	エンド・オブ・アルカディア	三崎ユウキ	3	completed	
2023-11-24	shujinkou-ja-nai	主人公じゃない!	メイジ	5	completed	
2023-11-22	yomawari-neko-izakaya-wakaru	夜廻り猫居酒屋ワカル	深谷かほる	1	completed	
2023-11-22	oita-shitara-butte	おいたしたらぶって	ちふゆ漫画家	2	completed	
