class	isbn13	n_pages	group_shared_n	group_ratio	author_rel	isolated_side	num_mismatch	version_side	pages	group_id
PAGE_DUP	9784124101812	2	13	100%	著者不一致				kaibutsu-kun[怪物くん] ed=standard/キング・コミックス vol=10 ed_vols=14 page_vols=14 date=1988-03-04 | kaibutsu-kun-1988[怪物くん] ed=standard/中公コミックス vol=10 ed_vols=21 page_vols=65 date=1988-03-04	kaibutsu-kun+kaibutsu-kun-1988
PAGE_DUP	9784124101850	2	13	100%	著者不一致				kaibutsu-kun[怪物くん] ed=standard/キング・コミックス vol=11 ed_vols=14 page_vols=14 date=1988-04-01 | kaibutsu-kun-1988[怪物くん] ed=standard/中公コミックス vol=11 ed_vols=21 page_vols=65 date=1988-04-01	kaibutsu-kun+kaibutsu-kun-1988
PAGE_DUP	9784124101898	2	13	100%	著者不一致				kaibutsu-kun[怪物くん] ed=standard/キング・コミックス vol=12 ed_vols=14 page_vols=14 date=1988-05-13 | kaibutsu-kun-1988[怪物くん] ed=standard/中公コミックス vol=12 ed_vols=21 page_vols=65 date=1988-05-13	kaibutsu-kun+kaibutsu-kun-1988
PAGE_DUP	9784124101935	2	13	100%	著者不一致				kaibutsu-kun[怪物くん] ed=standard/キング・コミックス vol=13 ed_vols=14 page_vols=14 date=1988-06-03 | kaibutsu-kun-1988[怪物くん] ed=standard/中公コミックス vol=13 ed_vols=21 page_vols=65 date=1988-06-03	kaibutsu-kun+kaibutsu-kun-1988
PAGE_DUP	9784041055434	2	13	93%	著者不一致				kemonomichi[けものみち] ed=standard/角川コミックス・エース vol=1 ed_vols=14 page_vols=14 date=2017-04-25 | kemonomichi-kagemaru-1980[けものみち] ed=standard/角川コミックス・エース vol=1 ed_vols=13 page_vols=33 date=2017-04-25	kemonomichi+kemonomichi-kagemaru-1980
PAGE_DUP	9784041055496	2	13	93%	著者不一致				kemonomichi[けものみち] ed=standard/角川コミックス・エース vol=2 ed_vols=14 page_vols=14 date=2017-10-26 | kemonomichi-kagemaru-1980[けものみち] ed=standard/角川コミックス・エース vol=2 ed_vols=13 page_vols=33 date=2017-10-26	kemonomichi+kemonomichi-kagemaru-1980
PAGE_DUP	9784041070512	2	13	93%	著者不一致				kemonomichi[けものみち] ed=standard/角川コミックス・エース vol=3 ed_vols=14 page_vols=14 date=2018-07-24 | kemonomichi-kagemaru-1980[けものみち] ed=standard/角川コミックス・エース vol=3 ed_vols=13 page_vols=33 date=2018-07-24	kemonomichi+kemonomichi-kagemaru-1980
PAGE_DUP	9784041079041	2	13	93%	著者不一致				kemonomichi[けものみち] ed=standard/角川コミックス・エース vol=4 ed_vols=14 page_vols=14 date=2019-01-26 | kemonomichi-kagemaru-1980[けものみち] ed=standard/角川コミックス・エース vol=4 ed_vols=13 page_vols=33 date=2019-01-26	kemonomichi+kemonomichi-kagemaru-1980
PAGE_DUP	9784041082317	2	13	93%	著者不一致				kemonomichi[けものみち] ed=standard/角川コミックス・エース vol=5 ed_vols=14 page_vols=14 date=2019-09-25 | kemonomichi-kagemaru-1980[けものみち] ed=standard/角川コミックス・エース vol=5 ed_vols=13 page_vols=33 date=2019-09-25	kemonomichi+kemonomichi-kagemaru-1980
PAGE_DUP	9784041088531	2	13	93%	著者不一致				kemonomichi[けものみち] ed=standard/角川コミックス・エース vol=6 ed_vols=14 page_vols=14 date=2019-11-26 | kemonomichi-kagemaru-1980[けものみち] ed=standard/角川コミックス・エース vol=6 ed_vols=13 page_vols=33 date=2019-11-26	kemonomichi+kemonomichi-kagemaru-1980
PAGE_DUP	9784041096345	2	13	93%	著者不一致				kemonomichi[けものみち] ed=standard/角川コミックス・エース vol=7 ed_vols=14 page_vols=14 date=2020-06-26 | kemonomichi-kagemaru-1980[けものみち] ed=standard/角川コミックス・エース vol=7 ed_vols=13 page_vols=33 date=2020-06-26	kemonomichi+kemonomichi-kagemaru-1980
PAGE_DUP	9784041109335	2	13	93%	著者不一致				kemonomichi[けものみち] ed=standard/角川コミックス・エース vol=8 ed_vols=14 page_vols=14 date=2021-02-25 | kemonomichi-kagemaru-1980[けものみち] ed=standard/角川コミックス・エース vol=8 ed_vols=13 page_vols=33 date=2021-02-25	kemonomichi+kemonomichi-kagemaru-1980
PAGE_DUP	9784041118368	2	13	93%	著者不一致				kemonomichi[けものみち] ed=standard/角川コミックス・エース vol=9 ed_vols=14 page_vols=14 date=2021-09-25 | kemonomichi-kagemaru-1980[けものみち] ed=standard/角川コミックス・エース vol=9 ed_vols=13 page_vols=33 date=2021-09-25	kemonomichi+kemonomichi-kagemaru-1980
PAGE_DUP	9784041124772	2	13	93%	著者不一致				kemonomichi[けものみち] ed=standard/角川コミックス・エース vol=10 ed_vols=14 page_vols=14 date=2022-05-25 | kemonomichi-kagemaru-1980[けものみち] ed=standard/角川コミックス・エース vol=10 ed_vols=13 page_vols=33 date=2022-05-25	kemonomichi+kemonomichi-kagemaru-1980
PAGE_DUP	9784041132678	2	13	93%	著者不一致				kemonomichi[けものみち] ed=standard/角川コミックス・エース vol=11 ed_vols=14 page_vols=14 date=2022-12-26 | kemonomichi-kagemaru-1980[けものみち] ed=standard/角川コミックス・エース vol=11 ed_vols=13 page_vols=33 date=2022-12-26	kemonomichi+kemonomichi-kagemaru-1980
PAGE_DUP	9784041149454	2	13	93%	著者不一致				kemonomichi[けものみち] ed=standard/角川コミックス・エース vol=13 ed_vols=14 page_vols=14 date=2024-07-24 | kemonomichi-kagemaru-1980[けものみち] ed=standard/角川コミックス・エース vol=13 ed_vols=13 page_vols=33 date=2024-07-24	kemonomichi+kemonomichi-kagemaru-1980
PAGE_DUP	9784041153086	2	13	93%	著者不一致				kemonomichi[けものみち] ed=standard/角川コミックス・エース vol=14 ed_vols=14 page_vols=14 date=2024-10-24 | kemonomichi-kagemaru-1980[けものみち] ed=standard/角川コミックス・エース vol=14 ed_vols=13 page_vols=33 date=-	kemonomichi+kemonomichi-kagemaru-1980
PAGE_DUP	9784063420173	2	13	100%	著者不一致				ultra-seven[ウルトラセブン] ed=shinsoban/P-KC vol=1 ed_vols=1 page_vols=19 date=1998-02-23 | ultra-seven-1978[ウルトラセブン] ed=shinsoban/P-KC vol=1 ed_vols=1 page_vols=19 date=1998-02-23	ultra-seven+ultra-seven-1978
PAGE_DUP	9784063774948	2	13	100%	著者不一致				ultra-seven[ウルトラセブン] ed=shinsoban/KCDX vol=1 ed_vols=2 page_vols=19 date=2016-06 | ultra-seven-1978[ウルトラセブン] ed=shinsoban/KCDX vol=1 ed_vols=2 page_vols=19 date=2016-06	ultra-seven+ultra-seven-1978
PAGE_DUP	9784063774955	2	13	100%	著者不一致				ultra-seven[ウルトラセブン] ed=shinsoban/KCDX vol=2 ed_vols=2 page_vols=19 date=2016-06-29 | ultra-seven-1978[ウルトラセブン] ed=shinsoban/KCDX vol=2 ed_vols=2 page_vols=19 date=2016-06-29	ultra-seven+ultra-seven-1978
PAGE_DUP	9784257901372	2	13	100%	著者不一致				ultra-seven[ウルトラセブン] ed=shinsoban/SUN SPECIAL COMICS vol=1 ed_vols=1 page_vols=19 date=1991-09 | ultra-seven-1978[ウルトラセブン] ed=shinsoban/SUN SPECIAL COMICS vol=1 ed_vols=1 page_vols=19 date=1991-09	ultra-seven+ultra-seven-1978
PAGE_DUP	9784257903574	2	13	100%	著者不一致				ultra-seven[ウルトラセブン] ed=shinsoban/朝日ソノラマ版 vol=1 ed_vols=1 page_vols=19 date=1998-12-25 | ultra-seven-1978[ウルトラセブン] ed=shinsoban/朝日ソノラマ版 vol=1 ed_vols=1 page_vols=19 date=1998-12-25	ultra-seven+ultra-seven-1978
PAGE_DUP	9784257960867	2	13	100%	著者不一致				ultra-seven[ウルトラセブン] ed=shinsoban/SUN WIDE COMICS vol=1 ed_vols=2 page_vols=19 date=1986-07-18 | ultra-seven-1978[ウルトラセブン] ed=shinsoban/SUN WIDE COMICS vol=1 ed_vols=2 page_vols=19 date=1986-07-18	ultra-seven+ultra-seven-1978
PAGE_DUP	9784257960898	2	13	100%	著者不一致				ultra-seven[ウルトラセブン] ed=shinsoban/SUN WIDE COMICS vol=2 ed_vols=2 page_vols=19 date=1986-08-20 | ultra-seven-1978[ウルトラセブン] ed=shinsoban/SUN WIDE COMICS vol=2 ed_vols=2 page_vols=19 date=1986-08-20	ultra-seven+ultra-seven-1978
PAGE_DUP	9784775910160	2	13	100%	著者不一致				ultra-seven[ウルトラセブン] ed=shinsoban/MANGA Shop Series vol=1 ed_vols=3 page_vols=19 date=2004-12-25 | ultra-seven-1978[ウルトラセブン] ed=shinsoban/MANGA Shop Series vol=1 ed_vols=3 page_vols=19 date=2004-12-25	ultra-seven+ultra-seven-1978
PAGE_DUP	9784775910177	2	13	100%	著者不一致				ultra-seven[ウルトラセブン] ed=shinsoban/MANGA Shop Series vol=2 ed_vols=3 page_vols=19 date=2004-12-25 | ultra-seven-1978[ウルトラセブン] ed=shinsoban/MANGA Shop Series vol=2 ed_vols=3 page_vols=19 date=2004-12-25	ultra-seven+ultra-seven-1978
PAGE_DUP	9784775910184	2	13	100%	著者不一致				ultra-seven[ウルトラセブン] ed=shinsoban/MANGA Shop Series vol=3 ed_vols=3 page_vols=19 date=2004-12-25 | ultra-seven-1978[ウルトラセブン] ed=shinsoban/MANGA Shop Series vol=3 ed_vols=3 page_vols=19 date=2004-12-25	ultra-seven+ultra-seven-1978
PAGE_DUP	9784871203241	2	13	100%	著者不一致				ultra-seven[ウルトラセブン] ed=shinsoban/Comic's☆ウルトラ大全集 vol=1 ed_vols=1 page_vols=19 date=1992-12 | ultra-seven-1978[ウルトラセブン] ed=shinsoban/Comic's☆ウルトラ大全集 vol=1 ed_vols=1 page_vols=19 date=1992-12	ultra-seven+ultra-seven-1978
PAGE_DUP	9784886531100	2	13	100%	著者不一致				ultra-seven[ウルトラセブン] ed=shinsoban/St comics vol=1 ed_vols=2 page_vols=19 date=1998-09 | ultra-seven-1978[ウルトラセブン] ed=shinsoban/St comics vol=1 ed_vols=2 page_vols=19 date=1998-09	ultra-seven+ultra-seven-1978
PAGE_DUP	9784886531117	2	13	100%	著者不一致				ultra-seven[ウルトラセブン] ed=shinsoban/St comics vol=2 ed_vols=2 page_vols=19 date=1998-09 | ultra-seven-1978[ウルトラセブン] ed=shinsoban/St comics vol=2 ed_vols=2 page_vols=19 date=1998-09	ultra-seven+ultra-seven-1978
PAGE_DUP	9784091878663	2	12	100%	共通著者あり				kamui-den-2-yuu[カムイ伝全集 第2部] ed=standard/ビッグコミックススペシャル vol=1 ed_vols=12 page_vols=12 date=2006-06 | kamuidendainibu[カムイ伝 第二部] ed=kanzenban/カムイ伝全集 vol=1 ed_vols=12 page_vols=44 date=2006-04-27	kamui-den-2-yuu+kamuidendainibu
PAGE_DUP	9784091878670	2	12	100%	共通著者あり				kamui-den-2-yuu[カムイ伝全集 第2部] ed=standard/ビッグコミックススペシャル vol=2 ed_vols=12 page_vols=12 date=2006-07 | kamuidendainibu[カムイ伝 第二部] ed=kanzenban/カムイ伝全集 vol=2 ed_vols=12 page_vols=44 date=2006-05-30	kamui-den-2-yuu+kamuidendainibu
PAGE_DUP	9784091878687	2	12	100%	共通著者あり				kamui-den-2-yuu[カムイ伝全集 第2部] ed=standard/ビッグコミックススペシャル vol=3 ed_vols=12 page_vols=12 date=2006-07 | kamuidendainibu[カムイ伝 第二部] ed=kanzenban/カムイ伝全集 vol=3 ed_vols=12 page_vols=44 date=2006-05-30	kamui-den-2-yuu+kamuidendainibu
PAGE_DUP	9784091878694	2	12	100%	共通著者あり				kamui-den-2-yuu[カムイ伝全集 第2部] ed=standard/ビッグコミックススペシャル vol=4 ed_vols=12 page_vols=12 date=2006-08 | kamuidendainibu[カムイ伝 第二部] ed=kanzenban/カムイ伝全集 vol=4 ed_vols=12 page_vols=44 date=2006-06-30	kamui-den-2-yuu+kamuidendainibu
PAGE_DUP	9784091878700	2	12	100%	共通著者あり				kamui-den-2-yuu[カムイ伝全集 第2部] ed=standard/ビッグコミックススペシャル vol=5 ed_vols=12 page_vols=12 date=2006-08 | kamuidendainibu[カムイ伝 第二部] ed=kanzenban/カムイ伝全集 vol=5 ed_vols=12 page_vols=44 date=2006-06-30	kamui-den-2-yuu+kamuidendainibu
PAGE_DUP	9784091878717	2	12	100%	共通著者あり				kamui-den-2-yuu[カムイ伝全集 第2部] ed=standard/ビッグコミックススペシャル vol=6 ed_vols=12 page_vols=12 date=2006-09 | kamuidendainibu[カムイ伝 第二部] ed=kanzenban/カムイ伝全集 vol=6 ed_vols=12 page_vols=44 date=2006-07-28	kamui-den-2-yuu+kamuidendainibu
PAGE_DUP	9784091878724	2	12	100%	共通著者あり				kamui-den-2-yuu[カムイ伝全集 第2部] ed=standard/ビッグコミックススペシャル vol=7 ed_vols=12 page_vols=12 date=2006-09 | kamuidendainibu[カムイ伝 第二部] ed=kanzenban/カムイ伝全集 vol=7 ed_vols=12 page_vols=44 date=2006-07-28	kamui-den-2-yuu+kamuidendainibu
PAGE_DUP	9784091878731	2	12	100%	共通著者あり				kamui-den-2-yuu[カムイ伝全集 第2部] ed=standard/ビッグコミックススペシャル vol=8 ed_vols=12 page_vols=12 date=2006-10 | kamuidendainibu[カムイ伝 第二部] ed=kanzenban/カムイ伝全集 vol=8 ed_vols=12 page_vols=44 date=2006-08-30	kamui-den-2-yuu+kamuidendainibu
PAGE_DUP	9784091878748	2	12	100%	共通著者あり				kamui-den-2-yuu[カムイ伝全集 第2部] ed=standard/ビッグコミックススペシャル vol=9 ed_vols=12 page_vols=12 date=2006-10 | kamuidendainibu[カムイ伝 第二部] ed=kanzenban/カムイ伝全集 vol=9 ed_vols=12 page_vols=44 date=2006-08-30	kamui-den-2-yuu+kamuidendainibu
PAGE_DUP	9784091878755	2	12	100%	共通著者あり				kamui-den-2-yuu[カムイ伝全集 第2部] ed=standard/ビッグコミックススペシャル vol=10 ed_vols=12 page_vols=12 date=2006-11 | kamuidendainibu[カムイ伝 第二部] ed=kanzenban/カムイ伝全集 vol=10 ed_vols=12 page_vols=44 date=2006-09-29	kamui-den-2-yuu+kamuidendainibu
PAGE_DUP	9784091878762	2	12	100%	共通著者あり				kamui-den-2-yuu[カムイ伝全集 第2部] ed=standard/ビッグコミックススペシャル vol=11 ed_vols=12 page_vols=12 date=2006-11 | kamuidendainibu[カムイ伝 第二部] ed=kanzenban/カムイ伝全集 vol=11 ed_vols=12 page_vols=44 date=2006-09-29	kamui-den-2-yuu+kamuidendainibu
PAGE_DUP	9784091878779	2	12	100%	共通著者あり				kamui-den-2-yuu[カムイ伝全集 第2部] ed=standard/ビッグコミックススペシャル vol=12 ed_vols=12 page_vols=12 date=2006-12 | kamuidendainibu[カムイ伝 第二部] ed=kanzenban/カムイ伝全集 vol=12 ed_vols=12 page_vols=44 date=2006-10-30	kamui-den-2-yuu+kamuidendainibu
PAGE_DUP	9784091878786	2	11	100%	共通著者あり				kamuiden-zenshuu[カムイ伝全集 外伝] ed=standard/ビッグコミックススペシャル vol=1 ed_vols=11 page_vols=11 date=2006-12 | kamuigaiden[カムイ外伝] ed=kanzenban/カムイ伝全集 vol=1 ed_vols=11 page_vols=43 date=2006	kamuiden-zenshuu+kamuigaiden
PAGE_DUP	9784091878793	2	11	100%	共通著者あり				kamuiden-zenshuu[カムイ伝全集 外伝] ed=standard/ビッグコミックススペシャル vol=2 ed_vols=11 page_vols=11 date=2007-01 | kamuigaiden[カムイ外伝] ed=kanzenban/カムイ伝全集 vol=2 ed_vols=11 page_vols=43 date=2006	kamuiden-zenshuu+kamuigaiden
PAGE_DUP	9784091878809	2	11	100%	共通著者あり				kamuiden-zenshuu[カムイ伝全集 外伝] ed=standard/ビッグコミックススペシャル vol=3 ed_vols=11 page_vols=11 date=2007-01 | kamuigaiden[カムイ外伝] ed=kanzenban/カムイ伝全集 vol=3 ed_vols=11 page_vols=43 date=2006	kamuiden-zenshuu+kamuigaiden
PAGE_DUP	9784091878816	2	11	100%	共通著者あり				kamuiden-zenshuu[カムイ伝全集 外伝] ed=standard/ビッグコミックススペシャル vol=4 ed_vols=11 page_vols=11 date=2007-02 | kamuigaiden[カムイ外伝] ed=kanzenban/カムイ伝全集 vol=4 ed_vols=11 page_vols=43 date=2006	kamuiden-zenshuu+kamuigaiden
PAGE_DUP	9784091878823	2	11	100%	共通著者あり				kamuiden-zenshuu[カムイ伝全集 外伝] ed=standard/ビッグコミックススペシャル vol=5 ed_vols=11 page_vols=11 date=2007-02 | kamuigaiden[カムイ外伝] ed=kanzenban/カムイ伝全集 vol=5 ed_vols=11 page_vols=43 date=2006	kamuiden-zenshuu+kamuigaiden
PAGE_DUP	9784091878830	2	11	100%	共通著者あり				kamuiden-zenshuu[カムイ伝全集 外伝] ed=standard/ビッグコミックススペシャル vol=6 ed_vols=11 page_vols=11 date=2007-03 | kamuigaiden[カムイ外伝] ed=kanzenban/カムイ伝全集 vol=6 ed_vols=11 page_vols=43 date=2006	kamuiden-zenshuu+kamuigaiden
PAGE_DUP	9784091878847	2	11	100%	共通著者あり				kamuiden-zenshuu[カムイ伝全集 外伝] ed=standard/ビッグコミックススペシャル vol=7 ed_vols=11 page_vols=11 date=2007-03 | kamuigaiden[カムイ外伝] ed=kanzenban/カムイ伝全集 vol=7 ed_vols=11 page_vols=43 date=2006	kamuiden-zenshuu+kamuigaiden
PAGE_DUP	9784091878854	2	11	100%	共通著者あり				kamuiden-zenshuu[カムイ伝全集 外伝] ed=standard/ビッグコミックススペシャル vol=8 ed_vols=11 page_vols=11 date=2007-04 | kamuigaiden[カムイ外伝] ed=kanzenban/カムイ伝全集 vol=8 ed_vols=11 page_vols=43 date=2006	kamuiden-zenshuu+kamuigaiden
PAGE_DUP	9784091878861	2	11	100%	共通著者あり				kamuiden-zenshuu[カムイ伝全集 外伝] ed=standard/ビッグコミックススペシャル vol=9 ed_vols=11 page_vols=11 date=2007-04 | kamuigaiden[カムイ外伝] ed=kanzenban/カムイ伝全集 vol=9 ed_vols=11 page_vols=43 date=2006	kamuiden-zenshuu+kamuigaiden
PAGE_DUP	9784091878878	2	11	100%	共通著者あり				kamuiden-zenshuu[カムイ伝全集 外伝] ed=standard/ビッグコミックススペシャル vol=10 ed_vols=11 page_vols=11 date=2007-04 | kamuigaiden[カムイ外伝] ed=kanzenban/カムイ伝全集 vol=10 ed_vols=11 page_vols=43 date=2006	kamuiden-zenshuu+kamuigaiden
PAGE_DUP	9784091878885	2	11	100%	共通著者あり				kamuiden-zenshuu[カムイ伝全集 外伝] ed=standard/ビッグコミックススペシャル vol=11 ed_vols=11 page_vols=11 date=2007-04 | kamuigaiden[カムイ外伝] ed=kanzenban/カムイ伝全集 vol=11 ed_vols=11 page_vols=43 date=2006	kamuiden-zenshuu+kamuigaiden
PAGE_DUP	9784884757090	2	10	91%	著者不一致				x-men[X-MEN] ed=standard/Bamboo comics vol=1 ed_vols=9 page_vols=21 date=1994-06 | x-men-1994[X-MEN] ed=standard/バンブーコミックス vol=1 ed_vols=11 page_vols=11 date=1994-06	x-men+x-men-1994
PAGE_DUP	9784884757304	2	10	91%	著者不一致				x-men[X-MEN] ed=shinsoban/バンブーコミックス vol=3 ed_vols=2 page_vols=21 date=1994-08 | x-men-1994[X-MEN] ed=standard/バンブーコミックス vol=3 ed_vols=11 page_vols=11 date=1994-08	x-men+x-men-1994
PAGE_DUP	9784884757311	2	10	91%	著者不一致				x-men[X-MEN] ed=standard/Bamboo comics vol=4 ed_vols=9 page_vols=21 date=1994-08 | x-men-1994[X-MEN] ed=standard/バンブーコミックス vol=4 ed_vols=11 page_vols=11 date=1994-08	x-men+x-men-1994
PAGE_DUP	9784884757328	2	10	91%	著者不一致				x-men[X-MEN] ed=standard/Bamboo comics vol=5 ed_vols=9 page_vols=21 date=1994-08 | x-men-1994[X-MEN] ed=standard/バンブーコミックス vol=5 ed_vols=11 page_vols=11 date=1994-08	x-men+x-men-1994
PAGE_DUP	9784884757380	2	10	91%	著者不一致				x-men[X-MEN] ed=standard/Bamboo comics vol=6 ed_vols=9 page_vols=21 date=1994-09 | x-men-1994[X-MEN] ed=standard/バンブーコミックス vol=6 ed_vols=11 page_vols=11 date=1994-09	x-men+x-men-1994
PAGE_DUP	9784884757403	2	10	91%	著者不一致				x-men[X-MEN] ed=standard/Bamboo comics vol=8 ed_vols=9 page_vols=21 date=1994-10 | x-men-1994[X-MEN] ed=standard/バンブーコミックス vol=8 ed_vols=11 page_vols=11 date=1994-10	x-men+x-men-1994
PAGE_DUP	9784884757410	2	10	91%	著者不一致				x-men[X-MEN] ed=standard/Bamboo comics vol=9 ed_vols=9 page_vols=21 date=1994-10 | x-men-1994[X-MEN] ed=standard/バンブーコミックス vol=9 ed_vols=11 page_vols=11 date=1994-10	x-men+x-men-1994
PAGE_DUP	9784884757427	2	10	91%	著者不一致				x-men[X-MEN] ed=standard/Bamboo comics vol=10 ed_vols=9 page_vols=21 date=1994-11 | x-men-1994[X-MEN] ed=standard/バンブーコミックス vol=10 ed_vols=11 page_vols=11 date=1994-11	x-men+x-men-1994
PAGE_DUP	9784884757434	2	10	91%	著者不一致				x-men[X-MEN] ed=shinsoban/バンブーコミックス vol=11 ed_vols=2 page_vols=21 date=1994-12-28 | x-men-1994[X-MEN] ed=standard/バンブーコミックス vol=11 ed_vols=11 page_vols=11 date=1994-12	x-men+x-men-1994
PAGE_DUP	9784884757458	2	10	91%	著者不一致				x-men[X-MEN] ed=standard/Bamboo comics vol=13 ed_vols=9 page_vols=21 date=1995-01 | x-men-1994[X-MEN] ed=standard/バンブーコミックス vol=13 ed_vols=11 page_vols=11 date=1995-01	x-men+x-men-1994
PAGE_DUP	9784776740407	2	9	56%	共通著者あり				bou-kun-vaaderu-no-hanayome[暴君ヴァーデルの花嫁] ed=standard/Missy comics vol=4 ed_vols=16 page_vols=16 date=2015-07-15 | bou-kun-vaaderu-no-hanayome-shoya-hen[暴君ヴァーデルの花嫁 初夜編] ed=standard/Missy comics vol=4 ed_vols=21 page_vols=21 date=2015-07-01	bou-kun-vaaderu-no-hanayome+bou-kun-vaaderu-no-hanayome-shoya-hen
PAGE_DUP	9784776741473	2	9	56%	共通著者あり				bou-kun-vaaderu-no-hanayome[暴君ヴァーデルの花嫁] ed=standard/Missy comics vol=5 ed_vols=16 page_vols=16 date=2015-12-15 | bou-kun-vaaderu-no-hanayome-shoya-hen[暴君ヴァーデルの花嫁 初夜編] ed=standard/Missy comics vol=5 ed_vols=21 page_vols=21 date=2015-12	bou-kun-vaaderu-no-hanayome+bou-kun-vaaderu-no-hanayome-shoya-hen
PAGE_DUP	9784776742234	2	9	56%	共通著者あり				bou-kun-vaaderu-no-hanayome[暴君ヴァーデルの花嫁] ed=standard/Missy comics vol=6 ed_vols=16 page_vols=16 date=2016-04-15 | bou-kun-vaaderu-no-hanayome-shoya-hen[暴君ヴァーデルの花嫁 初夜編] ed=standard/Missy comics vol=6 ed_vols=21 page_vols=21 date=2016-04-01	bou-kun-vaaderu-no-hanayome+bou-kun-vaaderu-no-hanayome-shoya-hen
PAGE_DUP	9784776742739	2	9	56%	共通著者あり				bou-kun-vaaderu-no-hanayome[暴君ヴァーデルの花嫁] ed=standard/Missy comics vol=7 ed_vols=16 page_vols=16 date=2016-07-15 | bou-kun-vaaderu-no-hanayome-shoya-hen[暴君ヴァーデルの花嫁 初夜編] ed=standard/Missy comics vol=7 ed_vols=21 page_vols=21 date=2016-07-01	bou-kun-vaaderu-no-hanayome+bou-kun-vaaderu-no-hanayome-shoya-hen
PAGE_DUP	9784776743590	2	9	56%	共通著者あり				bou-kun-vaaderu-no-hanayome[暴君ヴァーデルの花嫁] ed=standard/Missy comics vol=8 ed_vols=16 page_vols=16 date=2016-11-15 | bou-kun-vaaderu-no-hanayome-shoya-hen[暴君ヴァーデルの花嫁 初夜編] ed=standard/Missy comics vol=8 ed_vols=21 page_vols=21 date=2016-11-01	bou-kun-vaaderu-no-hanayome+bou-kun-vaaderu-no-hanayome-shoya-hen
PAGE_DUP	9784776744276	2	9	56%	共通著者あり				bou-kun-vaaderu-no-hanayome[暴君ヴァーデルの花嫁] ed=standard/Missy comics vol=9 ed_vols=16 page_vols=16 date=2017-03-15 | bou-kun-vaaderu-no-hanayome-shoya-hen[暴君ヴァーデルの花嫁 初夜編] ed=standard/Missy comics vol=9 ed_vols=21 page_vols=21 date=2017-03-01	bou-kun-vaaderu-no-hanayome+bou-kun-vaaderu-no-hanayome-shoya-hen
PAGE_DUP	9784776745037	2	9	56%	共通著者あり				bou-kun-vaaderu-no-hanayome[暴君ヴァーデルの花嫁] ed=standard/Missy comics vol=10 ed_vols=16 page_vols=16 date=2017-07-15 | bou-kun-vaaderu-no-hanayome-shoya-hen[暴君ヴァーデルの花嫁 初夜編] ed=standard/Missy comics vol=10 ed_vols=21 page_vols=21 date=2017-07	bou-kun-vaaderu-no-hanayome+bou-kun-vaaderu-no-hanayome-shoya-hen
PAGE_DUP	9784776745952	2	9	56%	共通著者あり				bou-kun-vaaderu-no-hanayome[暴君ヴァーデルの花嫁] ed=standard/Missy comics vol=11 ed_vols=16 page_vols=16 date=2017-11-15 | bou-kun-vaaderu-no-hanayome-shoya-hen[暴君ヴァーデルの花嫁 初夜編] ed=standard/Missy comics vol=11 ed_vols=21 page_vols=21 date=2017-11-01	bou-kun-vaaderu-no-hanayome+bou-kun-vaaderu-no-hanayome-shoya-hen
PAGE_DUP	9784776746539	2	9	56%	共通著者あり				bou-kun-vaaderu-no-hanayome[暴君ヴァーデルの花嫁] ed=standard/Missy comics vol=12 ed_vols=16 page_vols=16 date=2018-03-15 | bou-kun-vaaderu-no-hanayome-shoya-hen[暴君ヴァーデルの花嫁 初夜編] ed=standard/Missy comics vol=12 ed_vols=21 page_vols=21 date=2018-03	bou-kun-vaaderu-no-hanayome+bou-kun-vaaderu-no-hanayome-shoya-hen
PAGE_DUP	9784091330307	2	8	100%	共通著者あり				blue[BLUE] ed=standard/光文社コミックス vol=1 ed_vols=8 page_vols=8 date=2010-01-31 | blue-sakisaka-2006[BLUE] ed=standard/Sho-Comiフラワーコミックス vol=1 ed_vols=6 page_vols=11 date=2010-01-31	blue+blue-sakisaka-2006
PAGE_DUP	9784091332240	2	8	100%	共通著者あり				blue[BLUE] ed=standard/光文社コミックス vol=2 ed_vols=8 page_vols=8 date=2010-05-01 | blue-sakisaka-2006[BLUE] ed=standard/Sho-Comiフラワーコミックス vol=2 ed_vols=6 page_vols=11 date=2010-05-01	blue+blue-sakisaka-2006
PAGE_DUP	9784091333445	2	8	100%	共通著者あり				blue[BLUE] ed=standard/光文社コミックス vol=3 ed_vols=8 page_vols=8 date=2010-08-31 | blue-sakisaka-2006[BLUE] ed=standard/Sho-Comiフラワーコミックス vol=3 ed_vols=6 page_vols=11 date=2010-08-31	blue+blue-sakisaka-2006
PAGE_DUP	9784091335241	2	8	100%	共通著者あり				blue[BLUE] ed=standard/光文社コミックス vol=4 ed_vols=8 page_vols=8 date=2010-12-01 | blue-sakisaka-2006[BLUE] ed=standard/Sho-Comiフラワーコミックス vol=4 ed_vols=6 page_vols=11 date=2010-12-01	blue+blue-sakisaka-2006
PAGE_DUP	9784091336835	2	8	100%	共通著者あり				blue[BLUE] ed=standard/光文社コミックス vol=5 ed_vols=8 page_vols=8 date=2011-03-02 | blue-sakisaka-2006[BLUE] ed=standard/Sho-Comiフラワーコミックス vol=5 ed_vols=6 page_vols=11 date=2011-03-02	blue+blue-sakisaka-2006
PAGE_DUP	9784091338488	2	8	100%	共通著者あり				blue[BLUE] ed=standard/光文社コミックス vol=6 ed_vols=8 page_vols=8 date=2011-06-29 | blue-sakisaka-2006[BLUE] ed=shinsoban/フラワーコミックス vol=6 ed_vols=2 page_vols=11 date=2011-06-29	blue+blue-sakisaka-2006
