優先度	分類	位置	slug	題	版idx	版type	imprint	出版社	ISBN帯	版の巻数	逸脱巻	逸脱ISBN	発売日	前の正常ISBN	次の正常ISBN	逸脱幅	日付整合	帯era	帯era差	帯当年数	楽天題	楽天叢書	楽天発売日	楽天判型	特装signal	題不一致
A	SPIKE_N	内部	samurai-deeper-kyo	SAMURAI DEEPER KYO	0	standard	SHONEN MAGAZINE COMICS	講談社	978406	38	24,35	9784063620276,9784063636079	2003-12	9784063632965	9784063633351	1269	整合	2005	2	1498	SAMURAI　DEEPER　KYO（第24巻）限定版	プレミアムＫＣ　少年マガジン	2003年12月	コミック	限定	
A	SPIKE_N	先頭	candy-candy	キャンディ・キャンディ	0	standard	KCなかよし	講談社	978406	6	3,5	9784063227031,9784063227055	1976-08-06		9784061082571	214446	整合	1997	21	2	Candy・Candy（第3巻）		1992年05月27日頃	単行本		★別題
A	SPIKE_N	末尾	beck	BECK	0	standard	KCDX	講談社	978406	34	13,19,26,34	9784063620177,9784063581799,9784063582284,9784063582642	2002-11	9784063345810	9784063346718	27346	整合	2005	3	1144	BECK（13）特装版	プレミアムＫＣ	2002年11月	コミック	特装	
A	SPIKE_N	先頭	rotte-no-omocha	ロッテのおもちゃ!	0	standard	DENGEKI COMICS	角川グループパブリッシング	978404	9	1,9	9784048706322,9784048662505	2011-06		9784048674379	25111	★日付も逆行	2011	0	123	アスタロッテのおもちゃ！	DCEX　電撃コミックスEX	2011年06月	コミック		
A	SPIKE_N	末尾	tokusen-12-choume-no-yuuhi-12kagetsu	特選三丁目の夕日・12か月	0	standard		小学館	978409	12	6,9,12	9784091795229,9784091795236,9784091795243	2004-12	9784091816047	9784091816061	2140	★日付も逆行	1993	11	34	特選三丁目の夕日・12か月（4月〜6月）		2004年12月	単行本		
A2	SPIKE_1	内部	rinta-no-momoiro-comic	りん太のももいろコミック	0	standard	エルティーンbooks	近代映画社	97847648	19	3	9784764817531	1995-03	9784764817586	9784764817630	5	★日付も逆行	1995	0	9						
A2	SPIKE_1	内部	nagero-kenichi	なげろ健一	0	standard	MANGA Shop Series	パンローリング	97847759	3	2	9784775912324	2008-05-15	9784775912294	9784775912300	2	★日付も逆行	2008	0	75	なげろ健一完全版（プロ野球編　中巻）	マンガショップシリ-ズ	2008年04月14日頃	コミック	完全版	
A2	SPIKE_1	内部	haikei-catalog-mangaka-animeetaa-hikkei-no-shashin-shiryoushuu	背景カタログ	0	standard		マール社	97848373	8	4	9784837302360	1995-07	9784837302346	9784837302353	1	★日付も逆行	1995	0	9	背景カタログ（4）		1995年07月	単行本		
A2	SPIKE_1	先頭	pachisuro-yancha-bugi	パチスロやんちゃブギ	0	standard	ドンキーコミックス	綜合図書	9784915450	7	1	9784915450365	2001-09		9784915450341	2	★日付も逆行			1	パチスロやんちゃブギ（友情編）	ドンキーコミックス	2001年08月03日頃	コミック		
B	SPIKE_1	内部	haira-no-esupii	ハイラのSP	0	standard	角川コミックス・エース	KADOKAWA	978404	4	2	9784048111409	2016-03-08	9784041035849	9784041046838	706457	整合	2025	9	25	ハイラのSP　-龍伐庁調査執行部第3課ー　（2）	角川コミックス・エース	2016年03月08日頃	コミック		
B	SPIKE_1	内部	fate-extra-ccc	フェイト/エクストラCCC	0	standard	角川コミックス・エース	KADOKAWA	978404	8	5	9784048111683	2020-02-22	9784041078129	9784041110041	700164	整合	2025	5	5	フェイト／エクストラ CCC （5）	角川コミックス・エース	2020年02月22日	コミック		
B	SPIKE_1	内部	kuro-no-senki-2	クロの戦記2	0	standard	角川コミックス・エース	KADOKAWA	978404	6	4	9784048114653	2025-02-14	9784041152935	9784041166161	694849	整合	2025	0	363	クロの戦記II　異世界転移した僕が最強なのはベッドの上だけのようです （4）	角川コミックス・エース	2025年02月25日	コミック		
B	SPIKE_1	内部	mofumofu-to-tanoshimu-mujintou-nonbiri-kaitaku-life	もふもふと楽しむ無人島のんびり開拓ライフ	0	standard	角川コミックス・エース	KADOKAWA	978404	3	2	9784048115193	2025-05-07	9784041151730	9784041171219	694398	整合	2025	0	363	もふもふと楽しむ無人島のんびり開拓ライフ 〜VRMMOでぼっちを満喫するはずが、全プレイヤーに注目されているみたいです〜　(2)	角川コミックス・エース	2025年05月09日	コミック		
B	SPIKE_1	内部	bokura-niwa-bokura-no-kotoba-ga-aru	僕らには僕らの言葉がある	0	standard		KADOKAWA	978404	3	2	9784046827173	2024-12-17	9784046058003	9784046078247	74893	整合	2023	1	1870	僕らには僕らの言葉がある2		2024年12月16日頃	コミック		
B	SPIKE_1	内部	kotoshi-no-mitsuishi-san-wa-dokoka-okashii	今年の三石さんはどこかおかしい	0	standard	KITORA	KADOKAWA	978404	4	2	9784046807557	2022-11-29	9784046047649	9784046063236	74432	整合	2023	1	1752	今年の三石さんはどこかおかしい （2）		2022年11月29日	単行本		
B	SPIKE_1	内部	tensai-yanagisawa-kyouju-no-seikatsu	天才柳沢教授の生活	0	standard	モーニングKC	講談社	978406	34	30	9784063729702	2011-01-21	9784063003185	9784063003246	72646	整合	2010	1	1079	天才　柳沢教授の生活（30）	モーニング　KC	2011年01月21日	コミック		
B	SPIKE_1	内部	compola-kid	コンポラキッド	0	standard	講談社コミックス	講談社	978406	5	3	9784061004627	1985-09-18	9784061730717	9784061730977	72609	整合	1985	0	499	コンポラキッド（3）	コミックボンボンKC	1985年09月18日頃	コミック		
B	SPIKE_1	内部	ninja-hattori-kun	忍者ハットリくん	0	standard		小学館	978409	16	4	9784091101440	1982-09	9784091404831	9784091404855	30339	整合			1						
B	SPIKE_1	内部	giant-killing	GIANT KILLING	0	standard	モーニングKC	講談社	978406	70	31	9784063587081	2014-04	9784063872842	9784063883503	28576	整合	2010	4	157						
B	SPIKE_1	内部	shounen-joou	少年王女	0	standard	シルフコミックス	KADOKAWA	978404	5	4	9784048654784	2015-11-20	9784048918619	9784048922982	26383	整合	2014	1	534	少年王女（4）	シルフコミックス	2015年11月20日頃	コミック		
B	SPIKE_1	内部	yotsuba-to	よつばと!	0	standard	DENGEKI COMICS	メディアワークス	978404	9	13	9784048655941	2015-11-27	9784048913522	9784048937054	25758	整合	2014	1	534	よつばと!（13）	電撃コミックス	2015年11月27日	コミック		
B	SPIKE_1	内部	haruka-naru-toki-no-naka-de-6	遙かなる時空の中で6	0	standard	ARIA	講談社	978406	7	6	9784065404485	2018-08	9784065107935	9784065149096	25539	整合	2026	8	1	遙かなる時空の中で7（6）	KCデラックス	2025年08月29日	コミック		
B	SPIKE_1	内部	hatsukoi-jihen	初恋事変	0	standard	プティルコミックス	ハーパーコリンズ・ジャパン	9784596	4	3	9784596537874	2024-03-18	9784596774248	9784596779045	23637	整合	2024	0	23	初恋事変　3	プティルコミックス　プティルコミックス　CMPTR60	2024年03月18日頃	コミック		
B	SPIKE_1	内部	toradora	とらドラ!	0	standard	電撃コミックス	KADOKAWA	978404	11	7	9784048690577	2015-02-27	9784048916189	9784048934268	22561	整合	2014	1	534	とらドラ!（7）	電撃コミックス	2015年02月27日頃	コミック		
B	SPIKE_1	内部	saketa-pasupooto	裂けた旅券	0	standard	ビッグコミックス	小学館	978409	7	2	9784091803023	1981-01	9784091601018	9784091601032	20199	整合	2005	24	83	裂けた旅券（2）	ビッグコミックス	1981年01月	単行本		
B	SPIKE_1	内部	senrei	洗礼	0	standard	My first wide	小学館	978409	3	2	9784091823090	1976-03-13	9784091621306	9784091621313	20178	整合	2005	29	29	洗礼（2）	ビッグ コミックス	2009年01月	コミック		
B	SPIKE_1	内部	kuusou-kagaku-x	空想科学X	0	standard	Dengeki Comics EX	角川グループパブリッシング	978404	4	4	9784048868235	2012-09	9784048688994	9784048690126	17811	整合	2012	0	178	空想科学X（Lesson　4）	DCEX　電撃コミックスEX	2012年09月	コミック		
B	SPIKE_1	内部	yose-geininden	寄席芸人伝	0	standard	ビッグコミックス	小学館	978409	9	2	9784091971326	1982-02-27	9784091804310	9784091804358	16697	整合	2003	21	26	寄席芸人伝（2）	小学館叢書	1989年06月20日頃	全集・双書		
B	SPIKE_1	内部	zennippon-imouto-senshuken	全日本妹選手権!!	0	standard	アッパーズKC	講談社	978406	7	3	9784063620221	2002-11	9784063461473	9784063461930	15829	整合	2005	3	1144	全日本妹選手権！！（vol．3）	プレミアムＫＣ	2002年11月	コミック		
B	SPIKE_1	内部	dakareta-akuyaku-reijou-wa-gekihen-ouji-no-dekiai-route-ni-totsunyuuchuu	抱かれた悪役令嬢は、激変王子の溺愛ルートに突入中!?	0	standard	プティルHoneyコミックス	ハーパーコリンズ・ジャパン	9784596	4	3	9784596718075	2024-12-24	9784596540010	9784596572370	14570	整合	2024	0	15	抱かれた悪役令嬢は、激変王子の溺愛ルートに突入中！？　3	プティルハニーコミックス　プティルハニーコミックス　CMPTH29	2024年12月24日頃	コミック		
B	SPIKE_1	内部	onna-tomodachi	女ともだち	0	standard	アクションコミックス	双葉社	9784575	6	3	9784575932652	1985-08-24	9784575811391	9784575811414	12124	整合	1996	11	12	女ともだち（3）	アクションコミックス	1991年07月16日頃	コミック		
B	SPIKE_1	内部	otoko-do-ahou-koshien	男どアホウ甲子園	0	standard	SUNDAY COMICS	秋田書店	9784253	15	11	9784253062152	1974-10	9784253172752	9784253172776	11060	整合	1988	14	10	男どアホウ甲子園（11）	サンデーコミックス	1974年10月	コミック		
B	SPIKE_1	内部	kariage-kun	かりあげクン	0	standard	アクションコミックス	双葉社	9784575	69	61	9784575850987	2018-01-23	9784575945027	9784575945331	9404	整合	2020	2	352	かりあげクン（61）		2018年01月23日	コミック		
B	SPIKE_1	内部	karura-mau	カルラ舞う!	0	standard	ハロウィンコミックス	朝日ソノラマ	9784257	18	5	9784257903000	1989-08-19	9784257981022	9784257981596	7802	整合	1997	8	14	カルラ舞う！（巻之5）		1997年06月	コミック		
B	SPIKE_1	内部	ningen-kousaten	人間交差点	0	standard	ビッグコミックス	小学館	978409	27	3	9784091870896	1982-07-28	9784091803924	9784091803948	6695	整合	2005	23	138	人間交差点ベストセレクション（下）	ビッグ コミックス	2015年04月30日頃	コミック		
B	SPIKE_1	内部	haken-no-koujo-altina	覇剣の皇姫アルティーナ	0	standard	ファミ通クリアコミックス	KADOKAWA	978404	4	3	9784047282537	2016-10-15	9784047340824	9784047345720	5829	整合	2012	4	17	覇剣の皇姫アルティーナ　（3）	ファミ通クリアコミックス	2016年10月15日	コミック		
B	SPIKE_1	内部	love-kinshi-no-shiiiioo-wa-sokujitsu-kekkon-o-onozomi-desu	恋愛禁止のCEOは、即日結婚をお望みです	0	standard	マーマレードコミックス	ハーパーコリンズ・ジャパン	9784596	4	3	9784596777843	2024-08-19	9784596536013	9784596723628	5422	整合	2024	0	28	恋愛禁止のCEOは、即日結婚をお望みです　3	マーマレードコミックス　マーマレードコミックス　CMMBL122	2024年08月19日頃	単行本		
B	SPIKE_1	内部	hakuryuu	白竜	0	standard	Nichibun comics	日本文芸社	9784537	21	15	9784537155440	2004-11	9784537102901	9784537104103	5134	整合	2005	1	11	白竜（15）	Ｇコミックス	2008年08月25日頃	コミック		
B	SPIKE_1	内部	akuyaku-reijou-wa-iya-na-no-de-imushitsu-joshu-ni-narimashita	悪役令嬢は嫌なので、医務室助手になりました。	0	standard	プティルFantasyコミックス	ハーパーコリンズ・ジャパン	9784596	3	2	9784596777904	2024-08-23	9784596535054	9784596727664	5024	整合	2024	0	28	悪役令嬢は嫌なので、医務室助手になりました。2	プティルファンタジーコミックス　プティルファンタジーコミックス　CMPTF5	2024年08月23日頃	コミック		
B	SPIKE_1	内部	zetsurin-yakuza-wa-dekiai-jouzu	絶倫ヤクザは溺愛上手!?	0	standard	Lunetta Comics	ハーパーコリンズ・ジャパン	9784596	3	2	9784596777881	2024-08-09	9784596539618	9784596727756	5013	整合	2024	0	28	絶倫ヤクザは溺愛上手!? 〜ふたりの開運百回セックス 2	ルネッタコミックス　ルネッタコミックス　CMLB26	2024年08月09日頃	コミック		
B	SPIKE_1	内部	citrus	Citrus +	0	standard	IDコミックス	一迅社	97847580	10	6	9784758027229	2017-01	9784758075404	9784758076739	4818	整合	2024	7	1	citrus +（6）	百合姫コミックス	2024年06月25日	コミック		
B	SPIKE_1	内部	sunabouzu	砂ぼうず	0	standard	BEAM COMIX	エンターブレイン	978404	9	18	9784047262201	2016-09	9784047308824	9784047347007	4662	整合	2012	4	17	砂ぼうず　18巻	ビームコミックス	2016年08月25日	コミック		
B	SPIKE_1	内部	takahashi-rumiko-gekijou	高橋留美子劇場	0	standard	My first casual	小学館	978409	4	2	9784091870520	2003-08	9784091610195	9784091827951	4257	整合	2005	2	633	高橋留美子劇場（2）	ビッグコミックスゴールド	2003年06月30日	コミック		
B	SPIKE_1	内部	futsutsuka-na-oyako-dewa-arimasuga	ふつつかな父娘ではありますが	0	standard	シルフコミックス	KADOKAWA	978404	11	5	9784048652681	2015-11-20	9784048692809	9784048926041	4012	整合	2014	1	534	ふつつかな父娘ではありますが（5）	シルフコミックス	2015年11月20日頃	コミック		
B	SPIKE_1	内部	tanpopo-san-no-uta	たんぽぽさんの詩	0	standard		祥伝社	9784396	3	4	9784396750169	1984-12	9784396710033	9784396710057	4011	整合	2024	40	19	たんぽぽさんの詩（4）	ノン・コミック	1984年12月	全集・双書		
B	SPIKE_1	内部	raburaibu-school-idol-diary	ラブライブ! School idol diary	0	standard	電撃コミックスNEXT	KADOKAWA	978404	4	3	9784048653176	2015-08-26	9784048692953	9784048928496	3978	整合	2014	1	534	ラブライブ!　School　idol　diary　03 〜希・にこ・絵里〜	電撃コミックスNEXT	2015年08月26日頃	コミック		
B	SPIKE_1	内部	toaru-kagaku-no-accelerator	とある科学の一方通行	0	standard	電撃コミックスNEXT	KADOKAWA	978404	12	4	9784048654302	2015-10-27	9784048693455	9784048921213	3915	整合	2014	1	534	とある科学の一方通行（04）	電撃コミックスNEXT	2015年10月24日頃	コミック		
B	SPIKE_1	内部	rinshi-ekoda-chan	臨死!!江古田ちゃん	0	standard	アフタヌーンKC	講談社	978406	8	5	9784063106862	2010-08	9784063145762	9784063878288	3890	整合	1996	14	260	臨死！！江古田ちゃん（5）	アフタヌーンKC	2010年08月	コミック		
B	SPIKE_1	内部	sword-art-online-progressive	ソードアート・オンラインプログレッシブ	0	standard	電撃コミックスNEXT	KADOKAWA	978404	7	4	9784048653046	2015-08-07	9784048690850	9784048922227	3781	整合	2014	1	534	ソードアート・オンライン　プログレッシブ4	電撃コミックスNEXT	2015年08月07日	コミック		
B	SPIKE_1	内部	puuneko	プ～ねこ	0	standard	アフタヌーンKC	講談社	978406	10	4	9784063107302	2011-02-23	9784063145021	9784063879469	3772	整合	1996	15	187	プ〜ねこ（4）	アフタヌーンKC	2011年02月23日	コミック		
B	SPIKE_1	内部	trial-ride	トライアルライド	0	standard	アフタヌーンKC	講談社	978406	4	3	9784063107630	2011-06	9784063145304	9784063878240	3767	整合	1996	15	187	トライアルライド（3）	アフタヌーンKC	2011年06月	コミック		
B	SPIKE_1	内部	manga-houritsu-no-nukeana	マンガ法律の抜け穴	0	standard		自由国民社	9784426	7	6	9784426325015	1999-01	9784426289003	9784426289010	3600	整合			1						
B	SPIKE_1	内部	chimamire-sukeban-chainsaw	血まみれスケバンチェーンソー	0	standard	BEAM COMIX	KADOKAWA	978404	13	12	9784047272958	2016-09-26	9784047308879	9784047345386	3592	整合	2012	4	17	血まみれスケバンチェーンソー　12	ビームコミックス	2016年09月26日	コミック		
B	SPIKE_1	内部	bad-boys	BAD BOYS	0	standard	YOUNG KING COMICS	少年画報社	97847859	22	2	9784785946586	1989-08	9784785912031	9784785912277	3431	整合	1994	5	36	BAD　BOYS（ANIMEコミックス）（2）	ヒットコミックス	1994年10月07日頃	コミック		
B	SPIKE_1	内部	chuugoku-yome-nikki	中国嫁日記	0	standard		KADOKAWA	978404	7	6	9784047281783	2016-12-28	9784047308275	9784047349551	2649	整合	2012	4	17	中国嫁日記　(六)		2016年12月28日頃	単行本		
