巻数,タイトル,最新巻発売月,未発売,状態,著者,出版社,総巻数(全版合計),slug,URL
6,サンドマン,2026-03,,ongoing,柳下毅一郎/KiethSam/GaimanNeil/海法紀光/JonesKelly/JonesMalcolm/DringenbergMike,intaabukkusu,7,sandman,https://mangal.shuichi0725.workers.dev/manga/sandman
6,ザ・ボクサー,2025-09,,ongoing,JH,shueisha,6,the-boxer,https://mangal.shuichi0725.workers.dev/manga/the-boxer
6,スキル〈再生〉と〈破壊〉から始まる最強冒険者ライフ,2025-11,,ongoing,シンギョウガク/華尾ス太郎,starts-shuppan,6,skill-saisei-to-hakai-kara-hajimaru-saikyou-boukensha-life,https://mangal.shuichi0725.workers.dev/manga/skill-saisei-to-hakai-kara-hajimaru-saikyou-boukensha-life
6,スライム大公と没落令嬢のあんがい幸せな婚約,2026-08,,ongoing,江本マシメサ/狸田にそ,hobby-japan,6,slime-taikou-to-botsuraku-reijou-no-angai-shiawase-na-konyaku,https://mangal.shuichi0725.workers.dev/manga/slime-taikou-to-botsuraku-reijou-no-angai-shiawase-na-konyaku
6,ダブル,2026-09,,ongoing,野田彩子,shogakukan-creative,6,double-noda,https://mangal.shuichi0725.workers.dev/manga/double-noda
6,デュエル・マスターズ : 愛蔵版,2026-10,予約,ongoing,松本しげのぶ,shogakukan,6,deyueru-masutaazu-aizouban,https://mangal.shuichi0725.workers.dev/manga/deyueru-masutaazu-aizouban
6,ノイジールームメイト,2026-03,,ongoing,緒崎カホ,kodansha,6,noijii-ruumumeito,https://mangal.shuichi0725.workers.dev/manga/noijii-ruumumeito
6,ハボウの轍,2026-06,,ongoing,ながてゆか,shueisha,6,habou-no-wadachi,https://mangal.shuichi0725.workers.dev/manga/habou-no-wadachi
6,ファミリー・ショー,2026-07,,ongoing,松尾あき,cygames,6,family-show,https://mangal.shuichi0725.workers.dev/manga/family-show
6,ホラー女優が天才子役に転生しました,2026-03,,completed,鉄箱/樫谷,square-enix,6,horror-joyuu-ga-tensai-koyaku-ni-tensei-shimashita,https://mangal.shuichi0725.workers.dev/manga/horror-joyuu-ga-tensai-koyaku-ni-tensei-shimashita
6,ボクんち事故物件,2025-07,,ongoing,宮本ぐみ,takeshobo,6,bokunchi-jiko-bukken,https://mangal.shuichi0725.workers.dev/manga/bokunchi-jiko-bukken
6,マイピュアレディー,2026-05,,ongoing,とみさわ千夏/八月薫,futabasha,6,my-pure-lady-2024,https://mangal.shuichi0725.workers.dev/manga/my-pure-lady-2024
6,モブ顔令嬢,2025-03,,ongoing,白黒,kill-time-communication,6,mobugao-reijou,https://mangal.shuichi0725.workers.dev/manga/mobugao-reijou
6,レス,2026-04,,ongoing,深海魚,shogakukan,6,resu,https://mangal.shuichi0725.workers.dev/manga/resu
6,ロストエンド,2026-08,,ongoing,岡藤 誠/春川 やまめ,cygames,6,lost-end,https://mangal.shuichi0725.workers.dev/manga/lost-end
6,世界最強の魔女、始めました,2026-05,,ongoing,坂木持丸,kodansha,11,sekai-saikyou-no-majo-hajimemashita,https://mangal.shuichi0725.workers.dev/manga/sekai-saikyou-no-majo-hajimemashita
6,二番手の女,2025-12,,ongoing,松葉サトル/大菊小菊,kodansha,6,nibante-no-onna,https://mangal.shuichi0725.workers.dev/manga/nibante-no-onna
6,人助けをしたらパーティを追放された男は、ユニークスキル『お助けマン』で成り上がる。,2025-02,,ongoing,御寿司大好/只野さとる,starts-shuppan,6,hitodasuke-o-shitara-party-o-tsuihousareta-sareta-otoko-wa-yuniiku-skill-otasuke-man-de-nariagaru,https://mangal.shuichi0725.workers.dev/manga/hitodasuke-o-shitara-party-o-tsuihousareta-sareta-otoko-wa-yuniiku-skill-otasuke-man-de-nariagaru
6,今夜、うちにおいで,2026-06,,ongoing,椿野イメリ,taiseisha,6,konya-uchi-ni-oide,https://mangal.shuichi0725.workers.dev/manga/konya-uchi-ni-oide
6,会社員だけど霊能者修行始めました,2025-09,,ongoing,山本まゆり/寺尾玲子,asahi-shimbun,6,kaishain-dakedo-reinousha-shugyou-hajimemashita,https://mangal.shuichi0725.workers.dev/manga/kaishain-dakedo-reinousha-shugyou-hajimemashita
6,出稼ぎ令嬢の婚約騒動,2025-07,,ongoing,黒湖クロコ/NRMEN,ichijinsha,6,dekasegi-reijou-no-konyaku-soudou,https://mangal.shuichi0725.workers.dev/manga/dekasegi-reijou-no-konyaku-soudou
6,喧嘩独学,2025-10,,ongoing,パクテジュン/キムゾンヒョン,shueisha,6,kenka-dokugaku,https://mangal.shuichi0725.workers.dev/manga/kenka-dokugaku
6,国に最強のバリアを張ったら平和になりすぎて追放されました。,2026-09,,ongoing,CK/国吉みさき,earth-star,6,kuni-ni-saikyou-no-baria-o-hattara-heiwa-ni-narisugite-tsuihousareta-saremashita,https://mangal.shuichi0725.workers.dev/manga/kuni-ni-saikyou-no-baria-o-hattara-heiwa-ni-narisugite-tsuihousareta-saremashita
6,大正の献立,2025-12,,ongoing,さかきしん,shonen-gahosha,6,taishou-no-kondate,https://mangal.shuichi0725.workers.dev/manga/taishou-no-kondate
6,妖狐の旦那さま,2026-02,,ongoing,百乃モト,kadokawa,6,youko-no-danna-sama,https://mangal.shuichi0725.workers.dev/manga/youko-no-danna-sama
6,婚約破棄の次は偽装婚約。さて、その次は……。,2026-07,,ongoing,瑞本千紗/タナ,frontier-works,6,konyaku-haki-no-tsugi-wa-gisou-konyaku-sate-sono-tsugi-wa,https://mangal.shuichi0725.workers.dev/manga/konyaku-haki-no-tsugi-wa-gisou-konyaku-sate-sono-tsugi-wa
6,孕むまで乱れいけ,2026-07,,ongoing,神崎柚,seiunsha,6,haramu-made-midare-ike,https://mangal.shuichi0725.workers.dev/manga/haramu-made-midare-ike
6,悪党一家の愛娘、転生先も乙女ゲームの極道令嬢でした。～最上級ランクの悪役さま、その溺愛は不要です!～@COMIC,2026-08,,ongoing,雨川透子/轟斗ソラ,to-books,6,akutou-ikka-no-manamusume-tenseisaki-mo-otome-game-no-gokudou-reijou-deshita-saijoukyuu-rank-no,https://mangal.shuichi0725.workers.dev/manga/akutou-ikka-no-manamusume-tenseisaki-mo-otome-game-no-gokudou-reijou-deshita-saijoukyuu-rank-no
6,悪役令嬢〈仮〉の奮闘,2026-07,,ongoing,氷堂れん/木村るか/梶山ミカ,kadokawa,6,akuyaku-reijou-kari-no-funtou,https://mangal.shuichi0725.workers.dev/manga/akuyaku-reijou-kari-no-funtou
6,悪役令嬢の中の人,2025-07,,ongoing,白梅ナズナ/まきぶろ,ichijinsha,6,akuyaku-reijou-no-naka-no-hito,https://mangal.shuichi0725.workers.dev/manga/akuyaku-reijou-no-naka-no-hito
6,愛も憎しみも沈黙の中で,2025-06,,completed,The Shubl Website/kkworld/QiangTang,libre,6,ai-mo-nikushimi-mo-chinmoku-no-naka-de,https://mangal.shuichi0725.workers.dev/manga/ai-mo-nikushimi-mo-chinmoku-no-naka-de
6,我輩は猫魔導師である,2026-02,,ongoing,三國大和/猫神信仰研究会,hifumi-shobo,6,wagahai-wa-neko-madoushi-de-aru,https://mangal.shuichi0725.workers.dev/manga/wagahai-wa-neko-madoushi-de-aru
6,星旅少年,2026-01,,ongoing,坂月さかな,pie-international,6,hoshitabi-shounen,https://mangal.shuichi0725.workers.dev/manga/hoshitabi-shounen
6,晴れのちシンデレラmagical,2025-04,,completed,宮成樂,takeshobo,6,hare-nochi-cinderella-magical,https://mangal.shuichi0725.workers.dev/manga/hare-nochi-cinderella-magical
6,暴君のシンデレラ,2026-05,,completed,ナガトカヨ,starts-shuppan,6,bou-kun-no-cinderella,https://mangal.shuichi0725.workers.dev/manga/bou-kun-no-cinderella
6,最強治癒師の手違いスローライフ,2025-12,,completed,いぬやまりこ/向原行人,starts-shuppan,6,saikyou-chiyushi-no-techigai-slow-life,https://mangal.shuichi0725.workers.dev/manga/saikyou-chiyushi-no-techigai-slow-life
6,服飾師ルチアはあきらめない,2026-03,,ongoing,甘岸久弥/臼土きね,frontier-works,6,fukushokushi-ruchia-wa-akiramenai,https://mangal.shuichi0725.workers.dev/manga/fukushokushi-ruchia-wa-akiramenai
6,未来のアラブ人,2026-03,,completed,リアド・サトゥフ,(unknown),6,mirai-no-arabujin,https://mangal.shuichi0725.workers.dev/manga/mirai-no-arabujin
6,東方智霊奇伝,2025-07,,ongoing,Zun/るれくちぇ,kadokawa,6,touhou-chirei-kiden,https://mangal.shuichi0725.workers.dev/manga/touhou-chirei-kiden
6,次期公爵夫人の役割だけを求めてきた、氷の薔薇と謳われる旦那様が家庭内ストーカーと化した件,2026-04,,ongoing,皐月めい,kodansha,6,jiki-koushaku-fujin-no-yakuwari-dake-o-motomete-kita-koori-no-bara-to-utawareru-danna-sama-ga,https://mangal.shuichi0725.workers.dev/manga/jiki-koushaku-fujin-no-yakuwari-dake-o-motomete-kita-koori-no-bara-to-utawareru-danna-sama-ga
6,淑女の鑑やめました。,2025-11,,completed,糸加/林倉吉,futabasha,6,shukujo-no-kagami-yamemashita,https://mangal.shuichi0725.workers.dev/manga/shukujo-no-kagami-yamemashita
6,演じ屋,2025-01,,completed,野口照夫,taiseisha,6,enjiya,https://mangal.shuichi0725.workers.dev/manga/enjiya
6,猫と紳士のティールーム,2027-12,予約,ongoing,ハイソンヤギ/吉田直子,coamix,6,neko-to-shinshi-no-tea-room,https://mangal.shuichi0725.workers.dev/manga/neko-to-shinshi-no-tea-room
6,生まれ変わってもよろしく,2025-10,,ongoing,LEEHYE,shueisha,6,umarekawattemo-yoroshiku,https://mangal.shuichi0725.workers.dev/manga/umarekawattemo-yoroshiku
6,男女の友情は成立する?〈いや、しないっ!!〉,2026-04,,ongoing,七菜なな/Kamelie,kadokawa,6,danjo-no-yuujou-wa-seiritsu-suru-iya-shinai,https://mangal.shuichi0725.workers.dev/manga/danjo-no-yuujou-wa-seiritsu-suru-iya-shinai
6,異世界に来たみたいだけど如何すれば良いのだろう ～社畜SEのマイペース冒険記～,2026-06,,ongoing,舞/天野こひつじ,gentosha,6,isekai-ni-kita-mitai-dakedo-dou-sureba-yoi-no-darou,https://mangal.shuichi0725.workers.dev/manga/isekai-ni-kita-mitai-dakedo-dou-sureba-yoi-no-darou
6,異世界バトルロイヤル,2026-05,,ongoing,平石六/巖本英利,takeshobo,6,isekai-battle-royal,https://mangal.shuichi0725.workers.dev/manga/isekai-battle-royal
6,異世界車中泊物語,2025-06,,completed,芳賀概夢/灯まりも,kodansha,6,isekai-shachuuhaku-monogatari,https://mangal.shuichi0725.workers.dev/manga/isekai-shachuuhaku-monogatari
6,異世界還りのおっさんは終末世界で無双する,2026-03,,ongoing,羽々音色,hifumi-shobo,6,isekai-kaeri-no-otsu-san-wa-shuumatsu-sekai-de-musou-suru,https://mangal.shuichi0725.workers.dev/manga/isekai-kaeri-no-otsu-san-wa-shuumatsu-sekai-de-musou-suru
6,百合SMでふたりの気持ちはつながりますか?,2026-07,,ongoing,みら漫画家,houbunsha,6,yuri-sm-de-futari-no-kimochi-wa-tsunagarimasuka,https://mangal.shuichi0725.workers.dev/manga/yuri-sm-de-futari-no-kimochi-wa-tsunagarimasuka
6,神獣騎士様の専属メイド,2026-10,予約,ongoing,柚子れもん/善丸ミフク,kodansha,6,shinjuu-kishi-sama-no-senzoku-maid,https://mangal.shuichi0725.workers.dev/manga/shinjuu-kishi-sama-no-senzoku-maid
6,私をセンターにすると誓いますか?,2026-07,,ongoing,若月ジュン,kodansha,6,watashi-o-center-ni-suru-to-chikaimasu-ka,https://mangal.shuichi0725.workers.dev/manga/watashi-o-center-ni-suru-to-chikaimasu-ka
6,空までイっちゃう,2026-01,,ongoing,吉沢りょう,akita,6,sora-made-itchau,https://mangal.shuichi0725.workers.dev/manga/sora-made-itchau
6,緋弾のアリア-Gの血族-,2025-02,,completed,赤松中学/こよかよしの,kadokawa,6,hidan-no-aria-g-no-ketsuzoku,https://mangal.shuichi0725.workers.dev/manga/hidan-no-aria-g-no-ketsuzoku
6,落ちこぼれ魔剣使いの英雄譚,2025-10,,completed,五月蒼/よつやのはじめ,starts-shuppan,6,ochikobore-maken-tsukai-no-eiyuu-tan,https://mangal.shuichi0725.workers.dev/manga/ochikobore-maken-tsukai-no-eiyuu-tan
6,追放された付与魔法使いの成り上がり,2026-09,,ongoing,蒼月浩二/伊香透,hifumi-shobo,6,tsuihousareta-sareta-fuyo-mahoutsukai-no-nariagari,https://mangal.shuichi0725.workers.dev/manga/tsuihousareta-sareta-fuyo-mahoutsukai-no-nariagari
6,追放された錬金術師、アダルトグッズで世界を救う,2026-05,,ongoing,上田勇李,kodansha,6,tsuihousareta-sareta-renkinjutsushi-adaruto-guzzu-de-sekai-o-sukuu,https://mangal.shuichi0725.workers.dev/manga/tsuihousareta-sareta-renkinjutsushi-adaruto-guzzu-de-sekai-o-sukuu
6,釣って食べたいギャル澤さん,2026-06,,ongoing,ふなつ一輝,shueisha,6,tsutte-tabetai-gyaruzawa-san,https://mangal.shuichi0725.workers.dev/manga/tsutte-tabetai-gyaruzawa-san
6,陰キャの僕に罰ゲームで告白してきたはずのギャルが、どう見ても僕にベタ惚れです,2026-03,,ongoing,結石/神奈なごみ,kadokawa,6,inkya-no-boku-ni-batsugame-de-kokuhaku-shitekita-hazu-no-gal-ga-doumitemo-boku-ni-betabore-desu,https://mangal.shuichi0725.workers.dev/manga/inkya-no-boku-ni-batsugame-de-kokuhaku-shitekita-hazu-no-gal-ga-doumitemo-boku-ni-betabore-desu
6,隻眼・隻腕・隻脚の魔術師@COMIC,2026-06,,ongoing,矢上裕/すずすけ/しばの番茶,to-books,6,sekigan-sekiwan-sekikyaku-no-majutsushi,https://mangal.shuichi0725.workers.dev/manga/sekigan-sekiwan-sekikyaku-no-majutsushi
6,非意図的恋愛談,2025-03,,ongoing,PIBI,hifumi-shobo,6,hiitoteki-love-dan,https://mangal.shuichi0725.workers.dev/manga/hiitoteki-love-dan
6,高坂社長は我慢できない,2025-04,,completed,織田はるか,kodansha,7,kousaka-shachou-wa-gaman-dekinai,https://mangal.shuichi0725.workers.dev/manga/kousaka-shachou-wa-gaman-dekinai
6,魔力0で追放されましたが、大精霊と契約し魔剣の力が覚醒しました,2025-06,,completed,煙雨/匣乃シュリ,starts-shuppan,6,maryoku-0-de-tsuihousareta-saremashita-ga-daiseirei-to-keiyaku-shi-maken-no-chikara-ga-kakusei,https://mangal.shuichi0725.workers.dev/manga/maryoku-0-de-tsuihousareta-saremashita-ga-daiseirei-to-keiyaku-shi-maken-no-chikara-ga-kakusei
6,魔法少女三十路,2025-08,,completed,三倉ゆめ,shonen-gahosha,6,mahou-shoujo-misoji,https://mangal.shuichi0725.workers.dev/manga/mahou-shoujo-misoji
6,魔王令嬢の教育係,2026-01,,completed,鈴木貴昭/松原剛/新人/日本チェス連盟,hifumi-shobo,6,maou-reijou-no-kyouikugakari,https://mangal.shuichi0725.workers.dev/manga/maou-reijou-no-kyouikugakari
6,魔王城の料理番,2026-08,,ongoing,ワイエム系,shinchosha,6,maoujou-no-ryouriban,https://mangal.shuichi0725.workers.dev/manga/maoujou-no-ryouriban
6,黒崎くんは独占したがる,2025-12,,completed,桜田霊子/香乃子,starts-shuppan,6,kurosaki-kun-wa-dokusen-shitagaru,https://mangal.shuichi0725.workers.dev/manga/kurosaki-kun-wa-dokusen-shitagaru
6,黒薔薇アリスD.C.(ダカーポ)al fine,2026-05,,ongoing,水城せとな,shogakukan,6,kurobara-alice-da-kaapo-aru-fiine,https://mangal.shuichi0725.workers.dev/manga/kurobara-alice-da-kaapo-aru-fiine
5,2度目の人生は推しの食糧です!?,2026-09,,ongoing,クラクラ,seisensha,5,2-dome-no-jinsei-wa-oshi-no-shokuryou-desu,https://mangal.shuichi0725.workers.dev/manga/2-dome-no-jinsei-wa-oshi-no-shokuryou-desu
5,ATRI,2025-03,,completed,アニプレックス/じゃこ,kadokawa,5,atri,https://mangal.shuichi0725.workers.dev/manga/atri
5,CHANGE THE WORLD,2026-08,,completed,田川とまた,shogakukan,5,change-the-world-chiyoda,https://mangal.shuichi0725.workers.dev/manga/change-the-world-chiyoda
5,IN THESE WORDS,2026-03,,ongoing,Guilt|Pleasure/Narcissus/ギルトプレジャー : Guilt Pleasure/咎井淳,libre,5,in-these-words,https://mangal.shuichi0725.workers.dev/manga/in-these-words
5,Nuclear,2025-12,,ongoing,木村航,nihon-bungeisha,5,nuclear,https://mangal.shuichi0725.workers.dev/manga/nuclear
5,TIGER & BUNNY 2,2025-08,,completed,桂正和/西田征史/バンダイナムコピクチャーズ/榊原瑞紀,kadokawa,5,tiger-bunny-2,https://mangal.shuichi0725.workers.dev/manga/tiger-bunny-2
5,〈創造魔法〉を覚えて、万能で最強になりました。,2025-03,,completed,久乃川あずき/じょんたろう,seiunsha,5,souzou-mahou-o-oboete-bannou-de-saikyou-ni-narimashita,https://mangal.shuichi0725.workers.dev/manga/souzou-mahou-o-oboete-bannou-de-saikyou-ni-narimashita
5,「ある程度〈?〉の魔法の才能」で今度こそ異世界でスローライフをおくります,2026-01,,ongoing,尺ひめき/比古新,futabasha,5,aru-teido-no-mahou-no-sainou-de-kondo-koso-isekai-de-surooraifu-o-okurimasu,https://mangal.shuichi0725.workers.dev/manga/aru-teido-no-mahou-no-sainou-de-kondo-koso-isekai-de-surooraifu-o-okurimasu
5,あつまれどうぶつの森とことん!イチバン島,2025-12,,ongoing,大崎亮平,shogakukan,5,atsumare-doubutsu-no-mori-tokoton-ichibanjima,https://mangal.shuichi0725.workers.dev/manga/atsumare-doubutsu-no-mori-tokoton-ichibanjima
5,ある日から使えるようになった転移魔法が万能で生きるのが楽しくなりました,2026-06,,ongoing,まるせい/市渡コナヒキ,bungei-shunju,5,aru-hi-kara-tsukaeru-you-ni-natta-teni-mahou-ga-bannou-de-ikiru-no-ga-tanoshiku-narimashita,https://mangal.shuichi0725.workers.dev/manga/aru-hi-kara-tsukaeru-you-ni-natta-teni-mahou-ga-bannou-de-ikiru-no-ga-tanoshiku-narimashita
5,おかえり、パパ,2025-12,,ongoing,蝉丸漫画家,akita,5,okaeri-papa,https://mangal.shuichi0725.workers.dev/manga/okaeri-papa
5,おっさんはうぜぇぇぇんだよ!ってギルドから追放したくせに、後から復帰要請を出されても遅い。最高の仲間と出会った俺はこっちで最強を目指す!,2026-08,,ongoing,おうすけ/羽鳥ぴよこ,bunkasha,5,otsu-san-wa-uzeen-da-yo-tte-guild-kara-tsuihousareta-shita-kuseni-ato-kara-fukki-yousei-o,https://mangal.shuichi0725.workers.dev/manga/otsu-san-wa-uzeen-da-yo-tte-guild-kara-tsuihousareta-shita-kuseni-ato-kara-fukki-yousei-o
5,お局令嬢と朱夏の季節,2026-01,,ongoing,メアリー = ドゥ/日田中,earth-star,5,otsubone-reijou-to-shuka-no-kisetsu,https://mangal.shuichi0725.workers.dev/manga/otsubone-reijou-to-shuka-no-kisetsu
5,こんなはずじゃなかった?それは残念でしたね,2026-03,,completed,風見ゆうみ/志風きよ,kodansha,5,konna-hazu-ja-nakatta-sore-wa-zannen-deshitane,https://mangal.shuichi0725.workers.dev/manga/konna-hazu-ja-nakatta-sore-wa-zannen-deshitane
5,しれっとすげぇこと言ってるギャル。,2026-03,,ongoing,おつじ/松浦太一,shueisha,5,shiretsu-to-sugee-koto-itteru-gal,https://mangal.shuichi0725.workers.dev/manga/shiretsu-to-sugee-koto-itteru-gal
5,とある科学の心理掌握(メンタルアウト),2026-03,,ongoing,鎌池和馬/灰村キヨタカ,kadokawa,5,toaru-kagaku-no-mental-out,https://mangal.shuichi0725.workers.dev/manga/toaru-kagaku-no-mental-out
5,どうしたら幼馴染♀の彼女になれますか!?,2025-03,,completed,矢坂しゅう,takeshobo,5,doushitara-osananajimi-no-kanojo-ni-naremasuka,https://mangal.shuichi0725.workers.dev/manga/doushitara-osananajimi-no-kanojo-ni-naremasuka
5,なぎら健壱バチ当たりの昼間酒,2025-11,,completed,魚乃目三太/なぎらけんいち,shonen-gahosha,6,nagira-kenichi-bachiatari-no-hirumazake,https://mangal.shuichi0725.workers.dev/manga/nagira-kenichi-bachiatari-no-hirumazake
5,はにとらっ!,2026-02,,ongoing,宮社惣恭/けてる,kadokawa,5,hanitora,https://mangal.shuichi0725.workers.dev/manga/hanitora
5,みはらドロップス,2026-01,,ongoing,中石田真輔,hirofumisha,5,mihara-drops,https://mangal.shuichi0725.workers.dev/manga/mihara-drops
5,やり込んだ乙女ゲームの悪役モブですが、断罪は嫌なので真っ当に生きます@COMIC,2026-06,,ongoing,MIZUNA/戸張ちょも,to-books,5,yarikonda-otome-game-no-akuyaku-mobu-desu-danzai-wa-iya-nanode-mattou-ni-ikimasu-comic,https://mangal.shuichi0725.workers.dev/manga/yarikonda-otome-game-no-akuyaku-mobu-desu-danzai-wa-iya-nanode-mattou-ni-ikimasu-comic
5,ゆらゆらQ(クイーン),2026-01,,completed,雨隠ギド,hakusensha,5,yurayura-queen,https://mangal.shuichi0725.workers.dev/manga/yurayura-queen
5,れむ,2026-04,,ongoing,山本おさむ,shogakukan,5,remu,https://mangal.shuichi0725.workers.dev/manga/remu
5,アラフォーおっさんはスローライフの夢を見るか?,2026-08,,ongoing,サイトウアユム/大関詠詞,hobby-japan,5,arafoo-otsu-san-slow-life-no-yume-o-miru-ka,https://mangal.shuichi0725.workers.dev/manga/arafoo-otsu-san-slow-life-no-yume-o-miru-ka
5,ウサギと黒ヒョウ様の共生関係,2026-06,,ongoing,Sadam/Yasik,ichijinsha,5,usagi-to-kuro-hyou-sama-no-kyousei-kankei,https://mangal.shuichi0725.workers.dev/manga/usagi-to-kuro-hyou-sama-no-kyousei-kankei
5,エピキュア・ルアラ,2026-03,,ongoing,惟丞/森苺/Magi Wu,kadokawa,5,epicure-luara,https://mangal.shuichi0725.workers.dev/manga/epicure-luara
5,エルフ奴隷と築くダンジョンハーレム,2026-02,,ongoing,火野あかり/ツキシタカグヤ,shueisha,5,elf-dorei-to-kizuku-dungeon-harem,https://mangal.shuichi0725.workers.dev/manga/elf-dorei-to-kizuku-dungeon-harem
5,エロいスキルで異世界無双,2026-07,,ongoing,まさなん/薬味紅生姜,micro-magazine,5,eroi-skill-de-isekai-musou,https://mangal.shuichi0725.workers.dev/manga/eroi-skill-de-isekai-musou
5,オタクも恋も連鎖する,2026-07,,ongoing,あまいろちゆ,square-enix,5,wotaku-mo-koi-mo-rensa-suru,https://mangal.shuichi0725.workers.dev/manga/wotaku-mo-koi-mo-rensa-suru
5,カラミざかRe:,2026-01,,completed,成龍ハジメ/坂本あかみ,kodansha,5,karamizaka-ri,https://mangal.shuichi0725.workers.dev/manga/karamizaka-ri
5,カルトオンデマンド,2025-02,,completed,オオイシヒロト/殺野高菜,kodansha,5,cult-on-demand,https://mangal.shuichi0725.workers.dev/manga/cult-on-demand
5,クオーツの王国,2025-04,,completed,Bomhat/M Fulcrum,kodansha,5,quartz-no-oukoku,https://mangal.shuichi0725.workers.dev/manga/quartz-no-oukoku
5,クラス転移に巻き込まれたコンビニ店員のおっさん、勇者には必要なかった余り物スキルを駆使して最強となるようです。,2025-09,,ongoing,結城焔/日浦あやせ,bunkasha,5,class-teni-ni-makikomareta-konbini-tenin-no-otsu-san-yuusha-niwa-hitsuyou-nakatta-amarimono-skill-o,https://mangal.shuichi0725.workers.dev/manga/class-teni-ni-makikomareta-konbini-tenin-no-otsu-san-yuusha-niwa-hitsuyou-nakatta-amarimono-skill-o
5,ケジメつけさせてもらいます。,2025-04,,completed,冴島つき,taiseisha,5,kejime-tsukesasete-moraimasu,https://mangal.shuichi0725.workers.dev/manga/kejime-tsukesasete-moraimasu
5,ゲート0-zero-,2026-08,,ongoing,才谷屋龍一/柳内たくみ,seiunsha,5,gate-0-zero,https://mangal.shuichi0725.workers.dev/manga/gate-0-zero
5,ゲーム世界転生〈ダン活〉～ゲーマーは〈ダンジョン就活のススメ〉を〈はじめから〉プレイする～@COMIC,2025-10,,ongoing,ニシキギカエデ/浅葱洋,to-books,5,game-sekai-tensei-dankatsu,https://mangal.shuichi0725.workers.dev/manga/game-sekai-tensei-dankatsu
5,シャドウ・アサシンズ・ワールド,2026-06,,ongoing,泉乃せん/五色安未/空山トキ,kodansha,5,shadow-asashinzu-world,https://mangal.shuichi0725.workers.dev/manga/shadow-asashinzu-world
5,スローライフ家康,2025-12,,completed,伊達恒大/丈月城,shueisha,5,slow-life-ieyasu,https://mangal.shuichi0725.workers.dev/manga/slow-life-ieyasu
5,タツキとタマキ,2026-08,,completed,吉田ユウマ,shueisha,5,tatsuki-to-tamaki,https://mangal.shuichi0725.workers.dev/manga/tatsuki-to-tamaki
5,ダンジョン学園の底辺に転生したけど、なぜか俺には攻略本がある,2026-09,,ongoing,うめか Presented by TEAM DRACO/塔ノ沢渓一,bunkasha,5,dungeon-gakuen-no-teihen-ni-tensei-shitakedo-naze-ka-ore-ni-wa-kouryak,https://mangal.shuichi0725.workers.dev/manga/dungeon-gakuen-no-teihen-ni-tensei-shitakedo-naze-ka-ore-ni-wa-kouryak
5,チートスキル『支配』を使って異世界ハーレム!,2026-03,,ongoing,kt60/零覇,bunkasha,5,cheat-skill-shihai-o-tsukatte-isekai-harem,https://mangal.shuichi0725.workers.dev/manga/cheat-skill-shihai-o-tsukatte-isekai-harem
5,ノロマ魔法と呼ばれた魔法使いは重力魔法で無双する,2026-03,,ongoing,神原絵理華/一森一輝,kadokawa,5,noroma-mahou-to-yobareta-mahoutsukai-wa-juuryoku-mahou-de-musou-suru,https://mangal.shuichi0725.workers.dev/manga/noroma-mahou-to-yobareta-mahoutsukai-wa-juuryoku-mahou-de-musou-suru
5,ハーレム王の異世界プレス漫遊記,2025-12,,ongoing,灰刃ねむみ/くさもち,futabasha,5,harem-ou-no-isekai-puresu-manyuuki,https://mangal.shuichi0725.workers.dev/manga/harem-ou-no-isekai-puresu-manyuuki
5,バトル・ロワイアル-執行者たちエンフォーサーズ-,2025-06,,completed,高見広春/浅田有皆,akita,5,battle-royale-enforcers,https://mangal.shuichi0725.workers.dev/manga/battle-royale-enforcers
5,ブラック魔道具師ギルドを追放された私、王宮魔術師として拾われる,2025-11,,ongoing,鳥飼やすゆき/葉月秋水,square-enix,5,black-madougushi-guild-o-tsuihousareta-sareta-watashi-oukyuu-majutsushi-to-shite-hirowareru,https://mangal.shuichi0725.workers.dev/manga/black-madougushi-guild-o-tsuihousareta-sareta-watashi-oukyuu-majutsushi-to-shite-hirowareru
5,ポーション頼みで生き延びます!続,2026-07,,ongoing,FUNA/園心ふつう,kodansha,5,potion-danomi-de-ikinobimasu-zoku,https://mangal.shuichi0725.workers.dev/manga/potion-danomi-de-ikinobimasu-zoku
5,マジンガーZ,2025-12,,completed,永井豪/桜多吾作/ダイナミック・プロ/編著,kodansha,25,mazinger-z,https://mangal.shuichi0725.workers.dev/manga/mazinger-z
5,メシマズ女扱いされたので婚約破棄したら、なぜかツンデレ王子の心と胃袋つかんじゃいました,2026-06,,ongoing,村沢黒音/硯七,futabasha,5,meshimazu-onna-atsukai-sareta-node-konyaku-haki-shitara-naze-tsundere-ouji-no-kokoro-to-ibukuro,https://mangal.shuichi0725.workers.dev/manga/meshimazu-onna-atsukai-sareta-node-konyaku-haki-shitara-naze-tsundere-ouji-no-kokoro-to-ibukuro
5,メリー・ウィッチーズ・ライフ,2026-05,,ongoing,メノタ,shufu-to-seikatsu,5,merry-uitchiizu-life,https://mangal.shuichi0725.workers.dev/manga/merry-uitchiizu-life
5,ラブライブ! flowers*-蓮ノ空女学院スクールアイドルクラブー,2026-09,,ongoing,つむみ/矢立 肇/公野 櫻子/田中 天,shueisha,5,love-live-flowers-hasunosora-jogakuin-school-idol-club,https://mangal.shuichi0725.workers.dev/manga/love-live-flowers-hasunosora-jogakuin-school-idol-club
