slug	title	現行	Gemini案	bad_tags	desc
blue-blood	Blue blood	["bl", "drama"]	["fantasy", "horror"]	[]	吸血鬼を題材としたゴシック・ホラー作品。
blue-edge	Blue edge	["action", "sci-fi"]	["drama", "school"]	[]	女子高生が主人公の青春ドラマ作品。
blue-moon-makiko	ブルームーン	["ecchi"]	["drama", "romance"]	[]	魔木子による短編集。表題作ほか、人間ドラマや恋愛模様を描いた作品を収録。
blue-obelisk	ブルーオベリスク	["fantasy"]	["drama", "sci-fi"]	[]	近未来を舞台にしたSF作品。記憶をテーマにした物語。
blue-prisoner	ブループリズナー	["drama", "mystery"]	["action", "sci-fi"]	[]	近未来を舞台にしたSFアクション作品。
blue-scanner	ブルースキャナー	["drama"]	["mystery", "sci-fi", "suspense"]	[]	特殊な能力を持つ主人公が事件を解決するサスペンス作品。
blueberry-doll	ブルーベリードール	["drama"]	["horror", "sci-fi"]	[]	石川賢による短編集。表題作のほか、複数の短編が収録されている。
body-girl	Body girl	["drama", "ecchi"]	["comedy", "sports"]	[]	女子高生がボディビルに目覚めるスポーツ漫画。
body-language	ボディランゲージ	["romance"]	["comedy", "ecchi"]	[]	少年画報社のヤングキングコミックスより刊行された、けろりんによる漫画作品。
body-shock	BODYショック	["romance"]	["fantasy", "sci-fi"]	[]	碧ゆかこの短編集。表題作ほか、SFやファンタジー要素のある短編を収録。
bokeman	ぼけまん	["comedy"]	["drama", "slice-of-life"]	[]	いましろたかしによる、日常の機微や哀愁を描いた短編集。
boku-ga-katai-ishi-o-butsukeruto-kimi-ha-itai-to-itte-kureru-darouka	僕が固い石をぶつけると、君は「痛い」といってくれるだろうか。	["drama"]	["comedy", "gag"]	[]	天久聖一によるシュールな短編漫画集。
boku-ga-saigo-ni-iinokoshitakatta-koto	僕が最後に言い残したかったこと	["drama"]	["essay"]	[]	青木雄二の遺作。自身の人生観や社会への提言を綴ったエッセイ漫画。
boku-motsu-san	ぼくもっさん	["comedy"]	["essay"]	[]	著者の日常や愛猫との生活を描いたエッセイ漫画。
boku-ni-yoroshiku	ボクによろしく!	["comedy"]	[]	[]	NTT出版から刊行された木村直巳の短編集。
boku-no-dorobou-nikki	ぼくの泥棒日記	["adventure", "comedy"]	["drama", "romance"]	[]	杉山志保子による少女漫画。全2巻。
boku-no-giniro-house	ぼくの銀色ハウス	["romance", "school"]	["romcom", "slice-of-life"]	[]	銀色のトレーラーハウスで暮らす青年と、周囲の人々を描いた青春ラブコメディ。
boku-no-kanojo-wa-joshi-ga-suki	僕の彼女は女子が好き	["comedy"]	["drama", "romance", "slice-of-life"]	[]	レズビアンの彼女と、彼女を愛する男性の葛藤を描く物語。
boku-no-serori-paseri	ぼくのセロリパセリ	["comedy"]	["romance", "school"]	[]	星崎真紀による少女漫画作品。全1巻。
boku-no-super-hero	僕のスーパーヒーロー	["romance"]	["bl"]	[]	ビブロスから刊行された藤崎こうによるボーイズラブ作品。
boku-to-kaeru-to-koutei-de	ボクとカエルと校庭で	["drama", "slice-of-life"]	["gag"]	[]	みうらじゅんの初期短編集。独特の感性で描かれるシュールな作品群。
boku-to-kanojo-to-norimono-to	僕と彼女と乗り物と。	["other"]	["slice-of-life"]	[]	藤島康介による、乗り物をテーマにした短編集。
boku-to-omase-chan	僕とおませちゃん	["comedy", "romance"]	["essay", "gag", "slice-of-life"]	[]	作者と娘の日常を描いた育児エッセイ漫画。
boku-to-watashi-no-love-jijou	ぼくとわたしの恋愛事情	["romance"]	["romcom", "school"]	[]	女子高生と男子高校生の入れ替わりを描いたラブコメディ。
boku-wa-sensou-wa-daikirai-yanase-takashi-no-heiwa-eno-omoi	ぼくは戦争は大きらい やなせたかしの平和への思い	["war"]	["drama"]	[]	やなせたかしの戦争体験と平和への願いを綴った絵本・漫画形式の作品。
boku-wa-uirii	ぼくはウイリー!	["school", "sports"]	["drama"]	[]	少年と愛犬ウイリーの絆を描いた物語。
bokunokureyon	ぼくのくれよん	["comedy"]	[]	[]	長新太による幼児向けの絵本作品。
bokura-no-ameejingu	ぼくらのアメージング	["drama", "school"]	["fantasy", "romance"]	[]	秋田書店から刊行された湯口聖子の少女漫画作品。
bokushin-no-gogo	牧神の午後	["drama"]	["fantasy", "horror", "sci-fi"]	[]	山岸凉子の短編集。表題作のほか、SFや幻想的な作品が収録されている。
bokutachi-wa-dorai-janai	ぼくたちはdryじゃない	["drama"]	["romance", "school"]	[]	飛鳥あるとによる少女漫画作品。全1巻。
bolt-and-nut	ボルト＆ナット	["drama", "sports"]	["comedy", "slice-of-life"]	[]	自動車やバイクを題材にした、メカニックや愛好家を描く日常・コメディ作品。
bolts-and-nuts-prologue	BOLTS AND NUTS!Prologue	["drama", "sports"]	["comedy", "slice-of-life"]	[]	自動車や機械を題材とした田中むねよしの短編作品集。
bon	Bon	["drama"]	["historical", "samurai"]	[]	江戸時代を舞台にした時代劇漫画。
bonus-track	ボーナス・トラック	["drama"]	["fantasy"]	[]	山田章博の短編集。幻想的な世界観や独特の筆致で描かれる短編が収録されている。
boots-no-yamada-san	BOOTSの山田さん	["comedy"]	["drama", "slice-of-life"]	[]	靴屋を舞台にした、靴と人との交流を描くヒューマンドラマ。
border	ボーダー	["drama"]	["action", "mystery", "suspense"]	[]	特殊な能力を持つ主人公が事件を解決するハードボイルドなクライムアクション。
botchimura	ぼっち村	["comedy"]	["essay", "slice-of-life"]	[]	過疎の村に移住した著者の体験を描いたエッセイ漫画。
bottleship-troopers	ボトルシップ・トルーパーズ	["action"]	["comedy", "sci-fi"]	[]	ボトルシップの中に住む小人たちの日常を描いたSFコメディ。
bouchousuru-jiken	膨張する事件	["mystery"]	["essay"]	[]	とり・みきの日常や仕事、趣味などを綴ったエッセイ漫画。
bouken-shounen	冒険少年	["adventure"]	["drama", "slice-of-life"]	[]	あだち充による短編集。少年時代をテーマにした作品などが収録されている。
bounty-xxx	Bounty XXX	["drama", "ecchi", "romance"]	["action"]	[]	賞金稼ぎをテーマにしたアクション漫画。
bousou-souri	暴走総理	["drama"]	["comedy", "gag"]	[]	総理大臣が暴走する政治風刺やドタバタを描いたコメディ作品。
bouzu-days	坊主DAYS	["comedy"]	["essay", "slice-of-life"]	[]	現役の僧侶である著者が描く、お寺の日常や仏教の知識を綴ったエッセイ漫画。
boy-meets-girl	Boy meets girl	["drama", "romance"]	["school", "soccer", "sports"]	[]	高校のサッカー部を舞台に、男女の交流と成長を描いた青春スポーツ漫画。
boys-1986	ボーイズ	["action", "drama"]	["school", "sports"]	[]	少年たちの友情や成長を描いたスポーツ漫画。
brains-1997	BRAINS	["drama"]	["mystery", "sci-fi", "suspense"]	[]	脳科学や記憶をテーマにしたSFサスペンス作品。
bravo	ブラボー!	["comedy", "music"]	["romance", "romcom", "school"]	[]	女子高生と教師の恋愛を描いた学園ラブコメディ。
break-free	BREAK FREE	["action"]	["sports"]	[]	バスケットボールを題材にしたスポーツ漫画。
bremen-doubutsuen-ni-oide	ブレーメン動物園においで	["comedy"]	["drama", "slice-of-life"]	[]	動物園を舞台に、飼育員たちの日常や動物との交流を描いたヒューマンドラマ。
brightworks	ブライトワークス	["drama"]	["romance", "slice-of-life"]	[]	OLの日常や恋愛模様を描いた短編集。
brother-2013	ブラザー	["drama"]	["comedy", "gag"]	[]	兄弟の絆や日常を描いたコメディ作品。
bub	BUB	["drama", "fantasy"]	["mystery", "suspense"]	[]	記憶を失った少女が、自身の正体と過去の謎を追うサスペンス作品。
bugiugi-arigeetaa	ぶぎ・うぎアリゲーター	["comedy", "music"]	["fantasy", "gag", "sci-fi"]	[]	あろひろしの初期短編集。SFやファンタジー要素を含むギャグ・コメディ作品集。
bukiyou-na-mahoutsukai	ぶきような魔法使い	["comedy", "fantasy"]	["drama", "romance"]	[]	森本里菜の初期短編集。表題作ほか、少女漫画的な情緒を描いた作品を収録。
bukkyou-no-shitsumonbako	仏教の質問箱	["drama"]	[]	[]	仏教の教えや歴史をQ&A形式で解説する学習漫画。
bukubuku-hour	ブクブクアワー	["comedy", "school"]	["gag", "slice-of-life"]	[]	擬人化された泡のキャラクターたちが繰り広げる、シュールで癒やし系の日常漫画。
bun-bun-bee	BUN BUN BEE	["comedy", "fantasy"]	["action", "school"]	[]	女子高生がミツバチの姿に変身して戦う、変身ヒロインもの。
bun-bun-neppuuji	ブンブン熱風児!	["comedy", "school"]	["action", "sports"]	[]	徳間書店から刊行された、加藤礼次朗による少年漫画作品。
buna-no-kodachi	ぶなの木立ち	["mystery"]	["drama", "romance"]	[]	Jetによる短編集。表題作ほか、繊細な心理描写の作品を収録。
bunbun	ぶんぶん	["comedy"]	["sports"]	[]	週刊少年マガジンで連載された、ボクシングを題材にしたスポーツ漫画。
bungou-shunjuu	文豪春秋	["comedy"]	["4-koma", "gag"]	[]	文豪たちを題材にした、いしいひさいちによるギャグ漫画作品。
bungu-tengoku	文具天国	["comedy"]	["4-koma", "gag"]	[]	文房具を擬人化したキャラクターたちが繰り広げるギャグ漫画。
burabura-chinsho	ブラブラ珍所	["comedy", "drama"]	["essay"]	[]	著者が様々な珍スポットやB級スポットを巡る体験型エッセイ漫画。
burai-sandaime	無頼、三代目	["drama"]	["action"]	[]	日本文芸社から刊行された、任侠・劇画路線の作品。
burari-saiban-boochoo	ぶらり裁判ボーチョー	["comedy", "drama"]	["essay"]	[]	裁判傍聴の体験を綴ったエッセイ漫画。
buriki-no-kaikosareta	ブリキの蚕	["drama"]	["fantasy", "horror"]	[]	湊谷夢吉による短編集。独特の退廃的で幻想的な世界観を持つ作品群。
buroiraa-oyaji-efuekkusu	ブロイラーおやじFX	["comedy", "drama"]	["essay", "gag"]	[]	桜玉吉による、自身の日常やゲーム体験を描いたエッセイ漫画。
buroodo	ぶろおど!	["action", "supernatural"]	["comedy", "school", "slice-of-life"]	[]	演劇部を舞台にした、女子高生たちの青春コメディ作品。
buruutorein-obake-gou	ブルートレイン、おばけ号	["fantasy"]	["horror", "supernatural", "yokai"]	[]	水木しげるによる怪奇・幻想的な短編を収録した児童向け作品集。
bus-boy-q	バスボーイQ	["sports"]	["drama", "slice-of-life"]	[]	矢口高雄の短編集。表題作のほか、釣りや自然を題材とした作品が収録されている。
bust-shot	バストショット	["comedy", "essay", "slice-of-life"]	["drama", "school"]	[]	女子高生を主人公とした学園ドラマ。矢野健太郎による秋田書店刊の作品。
but-bad-boys	But,badボーイズ!	["romance"]	["comedy", "school"]	[]	立野真琴による、学園を舞台にしたコメディ作品。
buta-ga-sukisugite-hangarii-no-kokuhin-ni-narimashita	ブタが好きすぎてハンガリーの国賓になりました	["comedy"]	["essay"]	[]	マンガ家がハンガリーの国宝マンガリッツァ豚を愛し、現地を訪問する実録エッセイ。
buta-no-idokoro	ブタのいどころ	["comedy"]	["essay"]	[]	小泉吉宏による、日常の視点や哲学的な思索を綴ったエッセイ漫画。
buta-no-midokoro	ブタのみどころ	["comedy"]	["essay"]	[]	ブタをモチーフにした、小泉吉宏による哲学的なエッセイ漫画。
butagoyahatsuinugoyaiki	豚小屋発犬小屋行き	["comedy", "drama"]	["gag"]	[]	根本敬による、過激で不条理な作風の短編集。
butainu	ぶたいぬ	["action", "comedy", "sports"]	["drama"]	[]	舞台俳優を目指す青年と、彼を取り巻く人間模様を描いた青春ドラマ。
butatama-chan	ブタたまちゃん	["comedy", "slice-of-life"]	["essay"]	[]	著者の日常や子育てなどを描いたエッセイ漫画。
buttobi-survival	ぶっとびサバイバル	["comedy"]	["action", "adventure"]	[]	無人島に漂着した少年たちがサバイバル生活を送る冒険漫画。
buya	ブヤ	["historical"]	["drama"]	[]	神田たけ志による、ある男の数奇な運命を描いた劇画作品。
buyo-buyo	BUYO BUYO	["fantasy"]	["gag", "sci-fi"]	[]	藤原カムイの初期短編集。実験的な作風やギャグ、SF要素を含む。
bx-crossroad	Bxクロスロード	["drama", "fantasy"]	["romance", "school"]	[]	講談社から刊行されたおぐらかんの漫画作品。
c-darwin	C・Darwin	["romance", "sci-fi"]	["drama", "historical"]	[]	チャールズ・ダーウィンを題材にした歴史・伝記漫画。
c-live	C-live	["drama", "music"]	["action", "sci-fi"]	[]	近未来を舞台にしたSFアクション作品。
c-v	C.V.	["action"]	["drama", "slice-of-life"]	[]	声優業界を舞台に、新人声優の奮闘や日常を描いた作品。
cafe-de-yoku-kakatte-iru-jieepoppu-no-bosanova-kabaa-o-utau-onna-no-isshou	カフェでよくかかっているJ-POPのボサノヴァカバーを歌う女の一生	["drama", "music"]	["comedy", "gag", "slice-of-life"]	[]	サブカルチャーや日常の機微を独特の視点で描いた渋谷直角の短編集。
cafe-meruhen	カフェめるへん	["comedy"]	["drama", "slice-of-life"]	[]	喫茶店を舞台に、店主と客たちが織りなす人間模様を描いた作品。
calling	Calling	["drama", "romance"]	["horror", "mystery", "suspense"]	[]	霊感を持つ少女が、死者の声を聞き事件を解決していくホラー・サスペンス作品。
cancel	キャンセル	["action", "drama"]	["horror", "mystery", "suspense"]	[]	池田さとみによる短編集。ホラーやサスペンス要素を含む作品が収録されている。
candy-samurai-wars	Candy samurai wars!	["action", "fantasy"]	["comedy", "gag", "historical"]	[]	学研の学習雑誌で連載された、歴史上の人物が登場するギャグ漫画。
captain-alice-1990	キャプテンアリス	["adventure", "fantasy"]	["action"]	[]	女性パイロットの活躍を描いた航空アクション漫画。
caramel-hardboiled	キャラメル・ハードボイルド	["drama", "mystery"]	["bl"]	[]	新書館より刊行された南野ましろによる漫画作品。
caramel-whip	きゃらめる☆ホイップ!	["comedy", "romance"]	["romcom", "school"]	[]	小学館の少女漫画雑誌で連載された、学園生活を描いた作品。
carburetors	キャブレターズ	["drama", "sports"]	["comedy"]	[]	自動車を題材にした、田中むねよしによる漫画作品。
career-kogitsune-kin-no-machi	キャリアこぎつねきんのまち	["drama", "fantasy"]	["comedy", "slice-of-life"]	[]	キャリアウーマンの主人公が、ひょんなことから子狐を育てることになる物語。
carmine	CARMINE	["drama"]	[]	[]	貞本義行の画集。イラストや設定資料などが収録されている。
castratura	カストラチュラ	["drama"]	["fantasy"]	[]	鳩山郁子による、耽美で幻想的な世界観を描いた短編集。
cat	キャット	["romance"]	["comedy", "school"]	[]	女子高生が猫に変身する能力を持つ、学園コメディ作品。
catch-me	キャッチミー	["action"]	["4-koma", "comedy"]	[]	芳文社のまんがタイムコミックスより刊行された、こだま学の短編集。
catwalk	キャットウォーク	["romance"]	["comedy", "romcom"]	[]	猫耳の少女たちが登場する、エンターブレイン発行のコミック作品。
celeb-mania	セレブマニア	["comedy", "drama"]	["essay", "gag"]	[]	セレブの生態や流行を独自の視点で観察・分析したエッセイ漫画。
celebrate	セレブレイト!	["drama"]	["romance", "school"]	[]	永遠幸による読み切り作品などを収録した短編集。
celluloid-knight	セルロイドナイト	["drama"]	["fantasy", "sci-fi"]	[]	矢野健太郎による短編集。表題作のほか、SFやファンタジー要素のある短編が収録されている。
cement	セメント!!	["comedy", "sports"]	["drama", "slice-of-life"]	[]	建設現場を舞台に、型枠大工の青年を描いた職業漫画。
cendrillon	サンドリヨン	["bl", "historical"]	["drama", "romance"]	[]	松崎司による、シンデレラをモチーフにした作品。
cha-no-namida	茶の涙	["drama", "romance"]	["school", "slice-of-life"]	[]	茶道部を舞台に、お茶と青春を描いた作品。
chakkari-shachou-to-ukkari-shine	ちゃっかり社長とうっかり社員	["comedy"]	["4-koma", "gag"]	[]	いしいひさいちによる、社長と社員のやり取りを描いた4コマ漫画。
chan-chan-variety	チャンチャンバラエティ	["comedy"]	["4-koma", "gag"]	[]	いしいひさいちによる、シュールな笑いが特徴の4コマ漫画作品集。
chance-1996	チャンス!	["comedy", "romance"]	["sports"]	[]	週刊少年ジャンプで連載された、競馬を題材にしたスポーツ漫画。
change-h	チェンジH	["comedy"]	["ecchi"]	[]	性転換をテーマにしたオムニバス形式の成人向け漫画作品。
channel-q	チャンネルQ	["comedy", "slice-of-life"]	["fantasy", "sci-fi"]	[]	テレビ番組のチャンネルを巡る不思議な体験を描いた短編作品集。
chanto-kirei-ni-yasetakute	ちゃんとキレイにヤセたくて。	["comedy"]	["essay"]	[]	著者が自身のダイエット体験を綴ったコミックエッセイ。
charenjaa-aaa	挑戦者AAA	["sports"]	["drama", "slice-of-life"]	[]	漫画家を目指す若者の苦闘と青春を描いた、永島慎二の自伝的要素を含む作品。
charger-500	Charger 500	["sports"]	["action"]	[]	少年画報社のヤングキングで連載された、カーアクション漫画。
chariko-chinpui	ちゃりこちんぷい	["comedy", "ecchi"]	["sports"]	[]	自転車競技に情熱を注ぐ女子高生たちを描いた青春スポーツ漫画。
charming	Charming	["comedy", "romance", "slice-of-life"]	["romcom", "school"]	[]	女子高生を主人公とした、学園生活を描いた少女漫画。
chat-shimasho	チャットしましょ	["romance"]	["comedy", "slice-of-life"]	[]	パソコン通信を題材にした、当時のネット事情を描くコメディ作品。
checkmate	チェックメイト	["drama", "mystery"]	["sports"]	[]	週刊少年ジャンプで連載された、将棋を題材にしたスポーツ漫画。
chibi-puri	ちび♥ぷり	["essay", "slice-of-life"]	["4-koma", "comedy"]	[]	ちびっ子プリンセスたちの日常を描いた4コマ漫画作品。
chibi	Chibi	["comedy"]	["soccer", "sports"]	[]	サッカーを題材にした高橋陽一によるスポーツ漫画。
chibimama	ちびまま	["comedy"]	["essay"]	[]	小柄な母親の日常や家族との関わりを描いたエッセイ漫画。
chibimaru-no-jidai	チビ丸の時代	["comedy"]	["essay", "gag"]	[]	砂川しげひさによる、自身の幼少期や日常を綴ったエッセイ漫画。
chie-baa-chan-no-chiebukuro	チエばあちゃんの知恵ブクロ	["comedy"]	["essay", "gag"]	[]	生活の知恵や豆知識をチエばあちゃんが紹介する学習漫画。
chie-no-wa	ちえのわ	["drama"]	[]	[]	ペンギン書房から刊行された小だまたけしの短編集。
chiheikyuu-ex	地平球EX	["drama"]	["action", "sci-fi"]	[]	近未来を舞台に、球体状の特殊な世界で繰り広げられるSFアクション。
chiheisen-no-gin-no-hoshi	地平線の銀の星	["drama", "fantasy"]	["sci-fi"]	[]	山田ミネコによるSF短編集。表題作ほか数編を収録。
chihiro-no-oshiro	ちひろのお城	["fantasy"]	["drama", "slice-of-life"]	[]	少女ちひろの日常と空想を描いた、千明初美の短編集。
chiisana-mikkokusha	小さな密告者	["drama", "mystery"]	["horror", "suspense"]	[]	山本まゆりによるホラー・サスペンス短編集。
chiisana-non-chan	ちいさなのんちゃん	["comedy"]	["fantasy", "slice-of-life"]	[]	不思議な力を持つ少女のんちゃんと周囲の人々を描いたファンタジー作品。
chijoku-hime	恥辱姫	["drama", "historical"]	["horror", "suspense"]	[]	竹書房から刊行された、複数の作家によるオムニバス形式のホラー・サスペンス作品集。
chijoku-no-kokuin	恥辱の刻印	["ecchi"]	["drama"]	[]	笠間しろうによる短編集。青林工藝舎より刊行。
chikku-takku	ちっくたっく	["comedy"]	["drama", "slice-of-life"]	[]	玉置勉強による短編集。独特の筆致で描かれる人間ドラマや日常の断片。
chikuchiwawa	チクチワワ	["comedy", "slice-of-life"]	["4-koma", "gag"]	[]	竹書房の雑誌で連載された、みずしな孝之による4コマ漫画作品。
chikyuu-daikaimetsu-no-kyoufu	地球大壊滅の恐怖!!	["mystery", "supernatural"]	["sci-fi"]	[]	地球の破滅や天変地異をテーマにした科学解説漫画。
chikyuu-no-mannaka	ちきゅうのまんなか	["drama"]	["essay"]	[]	作者の日常や体験を描いたエッセイ漫画。
child-castle	チャイルド・キャッスル	["drama", "fantasy"]	["horror", "mystery", "suspense"]	[]	閉鎖された学園で繰り広げられる、謎と恐怖を描いたサスペンス作品。
childish	CHILDISH	["drama", "romance"]	["bl"]	[]	ビブロスから刊行された星崎龍による漫画作品。
children-play	チルドレンプレイ	["comedy", "slice-of-life"]	["fantasy", "sci-fi"]	[]	寺島令子による短編集。SFやファンタジー要素を含む作品が収録されている。
chima-chan-no-wadansu	チマちゃんの和箪笥	["comedy"]	["drama", "slice-of-life"]	[]	佐野未央子の短編集。表題作ほか、日常や人間模様を描いた作品を収録。
chimachima-puppet	ちまちまぱぺっと	["comedy"]	["fantasy"]	[]	人形を操る少女と不思議な人形たちの交流を描いたファンタジー作品。
chimamire-no-kishi	血まみれの騎士	["historical", "romance"]	["action", "fantasy"]	[]	中世風の世界を舞台にしたファンタジー作品。
chimera	キメイラ	["action", "fantasy"]	["bl", "drama"]	[]	東城麻美による、耽美的な世界観を持つBL作品。
chimuchimu-parade	ちむちむ☆パレード	["comedy"]	["slice-of-life"]	[]	鈴木志保による、独特の感性と世界観で描かれた短編集。
chin-shitene	チンしてね!	["comedy", "slice-of-life"]	["4-koma", "gag"]	[]	コンビニを舞台にした、店員と客の日常を描く4コマ漫画。
chin	鴆	["historical", "mystery"]	["drama", "suspense"]	[]	毒鳥「鴆」を巡る因縁と復讐を描いたサスペンス・ドラマ作品。
