消えた巻数	slug	title	type	表示label	表示imprint	表示巻数	畳まれた種2版[出版社]	canonical	消えたISBN
59	shaman-king	シャーマンキング	standard	通常版	ジャンプ・コミックス	35	ジャンプ・コミックス[集英社] / マガジンエッジコミックス[講談社]		9784065197943;9784065197950;9784065197936;9784065197899;9784065197905;9784065197912
23	fuuunjitachi	風雲児たち	standard	通常版	希望コミックス	34	SPコミックス[リイド社] / 希望コミックス[潮出版社]		9784267902635;9784267903618;9784267900860;9784267903946;9784845801800;9784845801794
22	hyakki-yagyou-show	百鬼夜行抄	bunkobon	文庫版	ソノラマコミック文庫	21	ソノラマコミック文庫[朝日ソノラマ,朝日新聞出版,朝日新聞社] / 朝日コミック文庫[朝日新聞出版]		9784022690494;9784022690449;9784022690470;9784022690487;9784022690500;9784022690456
20	doragonkuesuto-4-koma-manga-gekijou	ドラゴンクエスト4コママンガ劇場	standard	通常版	4コママンガシリーズ	22	4コママンガシリーズ[エニックス] / 4コママンガシリーズ[エニックス] / None[エニックス] / ドラクエ4コママンガシリーズ[エニックス,エニックス出版局] / ドラクエ4コママンガ劇場シリーズ[エニックス] / ドラゴンクエストブックシリーズ[エニックス]		9784870256859;9784870253087;9784870259850;9784870259713;9784757501881;9784757500839
20	ginga-sengoku-gunyuuden-rai	銀河戦国群雄伝ライ	standard	通常版	Comp comics DX	27	DENGEKI COMICS[メディアワークス,主婦の友社] / Dengeki Comics EX[主婦の友社,角川書店]		9784073013976;9784073011446;9784073017240;9784073017189;9784073014058;9784073012276
20	mahoutsukai-no-yome	魔法使いの嫁	standard	通常版	Blade comics	25	Blade comics[マッグガーデン] / Blade comics[マッグガーデン] / ブシロードコミックス[KADOKAWA]		9784048996167;9784048995931;9784048996112;9784048995900;9784048995979;9784048996211
19	gegege-no-kitarou	ゲゲゲの鬼太郎	standard	通常版	講談社コミックス	17	Chukoコミックlite[中央公論新社] / SHONEN MAGAZINE COMICS[講談社] / 少年マガジンコミックス[講談社] / 講談社コミックス[講談社]		9784065120781;9784065120804;9784065120835;9784061730748;9784124105193;9784124105131
19	hoshirenge	星恋華	standard	通常版	ミッシィコミックス	12	Missy comics[宙出版] / ミッシィコミックス[主婦と生活社,宙出版]		9784391914634;9784391914535;9784391914528;9784872874440;9784872874280;9784872874082
16	haru-o-daiteita	春を抱いていた	standard	通常版	Super be-boy comics	14	Super be-boy comics[ビブロス,リブレ出版] / Super be×boy comics[リブレ,リブレ出版]		9784882719984;9784835218632;9784835217475;9784835216515;9784835214948;9784835214191
16	jotei	女帝	standard	通常版	Gコミックス	24	Gコミックス[日本文芸社] / HOUBUNSHA COMICS[芳文社] / Nichibun comics[日本文芸社] / None[芳文社]		9784832227873;9784832227835;9784832227811;9784832227798;9784832227767;9784537109078
16	shizukanaru-don	静かなるドン	bunkobon	文庫版	実業之日本社漫画文庫	54	実業之日本社漫画文庫[実業之日本社] / 小学館文庫[小学館]		9784091963024;9784091963017;9784091963031;9784091963048;9784091963055;9784091963062
15	citrus	Citrus +	standard	通常版	IDコミックス	10	IDコミックス[一迅社,講談社] / IDコミックス[一迅社] / IDコミックス[講談社]		9784758079761;9784758079952;9784758021043;9784758021050;9784758022187;9784758022194
15	hyakki-yagyou-show	百鬼夜行抄	standard	通常版	眠れぬ夜の奇妙な話コミックス	32	Nemuki+コミックス[朝日新聞出版] / ソノラマコミックス[朝日新聞出版] / 眠れぬ夜の奇妙な話コミックス[朝日ソノラマ,朝日新聞出版,朝日新聞社]		9784257905721;9784257905554;9784257905349;9784257905080;9784257904908;9784257904632
15	nono-chan	ののちゃん	standard	通常版		15	Ghibli comics special[徳間書店,徳間書店スタジオジブリ事業本部] / None[ビレッジプレス,東京創元社]		9784197500161;9784197500178;9784197500147;9784197500031;9784197500024;9784197500062
15	warau-salesman	笑ゥせぇるすまん	standard	通常版	コミック・スーリ	23	コミック・スーリ[中央公論新社] / 中公コミック・スーリ アニメ版[中央公論社] / 中公コミック・スーリ[中央公論社]		9784124104592;9784124104042;9784124103779;9784124103403;9784124106244;9784124106237
14	chiisana-koi-no-monogatari	小さな恋のものがたり	standard	通常版	通常版	46	None[Gakken,学研プラス,学研マーケティング,学] / 叙情まんが[立風書房]	canonical有	9784054070844;9784054070837;9784054069473;9784054069459;9784055006392;9784055006385
14	otoyomegatari	乙嫁語り	standard	通常版	BEAM COMIX	15	BEAM COMIX[KADOKAWA,角川グループパブリッシング] / HARTA COMIX[KADOKAWA] / None[KADOKAWA] / 青騎士コミックス[KADOKAWA]		9784047365827;9784047365841;9784047365834;9784047365858;9784047365865;9784047365872
14	uryuudou-yumebanashi	雨柳堂夢咄	bunkobon	文庫版	ソノラマコミック文庫	13	ソノラマコミック文庫[朝日ソノラマ,朝日新聞出版,朝日新聞社] / 朝日コミック文庫[朝日新聞出版]		9784257721659;9784257721741;9784257721826;9784257721901;9784257723356;9784257723233
13	five	ファイブ	standard	通常版	マーガレットコミックス	15	ACTION COMICS[双葉社] / マーガレットコミックス[集英社]		9784088465074;9784088464466;9784088464084;9784088463582;9784088462981;9784088462677
12	hokuto-no-ken-kyuukyokuban	北斗の拳 究極版	standard	通常版	ゼノンコミックスDX	18	ゼノンコミックスDX[コアミックス,徳間書店] / ゼノンコミックスDX[徳間書店]		9784867205402;9784867205419;9784867205433;9784867205426;9784867205440;9784867205457
12	uchuu-kazoku-carlvinson	宇宙家族カールビンソン	standard	通常版	少年キャプテンコミックス	13	アフタヌーンKC[講談社] / 少年キャプテンコミックス[徳間書店]		9784198386009;9784198390709;9784198300807;9784198310301;9784198320805;9784198365400
12	uryuudou-yumebanashi	雨柳堂夢咄	standard	通常版	眠れぬ夜の奇妙な話コミックス	18	Nemuki+コミックス[朝日新聞出版] / 眠れぬ夜の奇妙な話コミックス[朝日ソノラマ,朝日新聞出版,朝日新聞社]		9784257901808;9784257902201;9784257902737;9784257902911;9784257903307;9784257903529
11	attack	アタック!!	standard	通常版	Bunch comics	11	ACTION COMICS[双葉社] / Bunch comics[新潮社]		9784575997620;9784107714527;9784107714664;9784107714275;9784107714091;9784107713933
11	e-s	E'S	standard	通常版	Gファンタジーコミックス	16	GFC super[エニックス,スクウェア・エニックス] / GFC[エニックス] / Gファンタジーコミックス[エニックス,スクウェア・エニックス] / Gファンタジーコミックススーパー[スクウェア・エニックス]		9784757509207;9784757518063;9784757509221;9784757509214;9784757509191;9784757509184
11	hokuto-no-ken	北斗の拳	standard	通常版	ジャンプコミックス	30	Bunch world[新潮社] / ジャンプコミックス[集英社]		9784107700124;9784107700483;9784107700926;9784107700049;9784107700285;9784107700001
11	kagemusha-tokugawa-ieyasu	影武者徳川家康	standard	通常版	ジャンプ・コミックス	7	Bunch world[新潮社] / Tokuma comics[徳間書店] / ジャンプ・コミックス[集英社]		9784197804696;9784197804702;9784197804689;9784197804108;9784197804153;9784197804078
11	yuru-yuri	ゆるゆり	standard	通常版	Yuri-hime comics	25	IDコミックス. Yurihime comics[講談社] / IDコミックス. コミック百合姫[講談社] / IDコミックス[一迅社,講談社] / Yuri-hime comics[一迅社]		9784758029834;9784758074797;9784758074735;9784758074759;9784758074742;9784758074377
10	haigakura	ハイガクラ	standard	通常版	IDコミックス	16	IDコミックス[一迅社,講談社] / IDコミックス[講談社]		9784758084741;9784758084987;9784758084970;9784758085106;9784758085113;9784758085328
10	hitsuji-no-uta	羊のうた	standard	通常版	スコラSC	7	None[ソニー・マガジンズ,幻冬舎] / バーズコミックス[ソニー・マガジンズ,幻冬舎]		9784344803879;9784344803862;9784789715416;9784344802261;9784344802278;9784789783231
10	karin-no-mound	花鈴のマウンド	standard	通常版		19	None[大垣書店,大垣書店 (発売)] / None[大垣書店]		9784903954257;9784903954264;9784903954240;9784903954370;9784903954301;9784903954318
10	tokumei-kakarichou-tadano-hitoshi-final	特命係長只野仁ファイナル	standard	通常版	Bunkasha comics	4	Bunkasha comics[ぶんか社] / RK comics[楽楽出版]		9784821137541;9784821136940;9784821136032;9784821177424;9784821177882;9784821178544
9	aoharu-tetsudou	青春鉄道	standard	通常版	MFコミックス	4	MFコミックス[KADOKAWA,メディアファクトリー] / MFコミックス[KADOKAWA]		9784040652641;9784040640969;9784040649566;9784046807878;9784046817785;9784046821287
9	buddha	ブッダ	standard	通常版	希望コミックス	14	KIBO COMICS : カジュアルワイドSPECIAL[潮出版社] / Kibo comics[潮出版社] / None[復刊ドットコム,潮出版社]		9784835450155;9784835450162;9784267906381;9784267904226;9784267904219;9784267904264
9	cyborg-009	サイボーグ009	aizoban	豪華版(1989-92)	豪華版(1989-92)	23	None[復刊ドットコム,秋田書店,角川書店] / 豪華版[秋田書店]	canonical有	9784835459196;9784835459219;9784835459226;9784835459172;9784835459189;9784048537582
9	mangamichi	まんが道	standard	通常版	ヒットコミックス	23	GAMANGA BOOKS[小学館] / 中公コミックス[中央公論社]		9784778032210;9784778032227;9784778032234;9784778032241;9784778032258;9784778032265
8	hadashi-no-gen	はだしのゲン	standard	通常版		10	Chukoコミックlite special[中央公論新社] / None[汐文社] / None[金の星社]		9784811300405;9784811300313;9784811300412;9784323064314;9784323064321;9784323064338
8	masamune-kun-no-revenge	政宗くんのリベンジ	standard	通常版	IDコミックス	13	IDコミックス[一迅社,講談社] / IDコミックス[講談社] / IDコミックス[講談社]		9784758084130;9784758084123;9784758084178;9784758084185;9784758084321;9784758084338
8	tetsuwan-atom	鉄腕アトム	shinsoban	講談社コミックス(1993)	講談社コミックス	9	None[コミックス,小学館,復刊ドットコム,講談社] / 講談社コミックス[講談社]	canonical有	9784063133707;9784063133684;9784063133677;9784063133646;9784063133608;9784063133585
7	battery	バッテリー	standard	通常版	あすかコミックス	10	Kadokawa Comics[KADOKAWA] / あすかコミックス[角川グループパブリッシング,角川書店]		9784041040751;9784041040737;9784041040744;9784041040768;9784041040775;9784041040782
7	boukenshitemo-ii-koro	冒険してもいい頃	standard	通常版	バーガーSCspecial	11	SC special[スコラ] / バーガーSCspecial[スコラ] / ビッグコミックス[小学館] / ビッグスピリッツコミックス[小学館]		9784091813961;9784091813954;9784091813947;9784091813923;9784091813916;9784091813978
7	jangurutaitei	ジャングル大帝	standard	通常版	手塚治虫初期漫画館	4	None[小学館] / 手塚治虫アニメ名作集[講談社] / 手塚治虫アニメ名作集[講談社] / 手塚治虫漫画全集[復刊ドットコム,講談社]		9784778031329;9784778031367;9784778031350;9784091702319;9784835453446;9784835453453
7	mamonogatari	魔物語	standard	通常版	スーパービジュアル・コミックス	17	スーパービジュアル・コミックス[ビズコミュニケーションズジャパン] / ビッグコミックス[小学館]		9784091600240;9784091600226;9784091600233;9784091600257;9784091600264;9784091600271
7	shakariki	シャカリキ!	standard	通常版	ビッグコミックスワイド	18	SHONEN CHAMPION COMICS[秋田書店] / ビッグコミックスワイド[小学館] / 少年チャンピオン・コミックス[秋田書店]		9784253043014;9784253043038;9784253043045;9784253043052;9784253043076;9784253043021
7	shamo	軍鶏	standard	通常版	イブニングKCDX	34	ACTION COMICS[双葉社] / イブニングKCDX[講談社] / イブニングKCDX[講談社] / イブニングKC[講談社] / イブニングKC[講談社]		9784575824926;9784575824889;9784575824520;9784575824322;9784575824162;9784575823943
6	akera-to-magozou	明楽と孫蔵	standard	通常版	アクションコミックス	10	King series[小池書院] / アクションコミックス[双葉社]		9784862258991;9784862259004;9784862259028;9784862259035;9784862259042;9784862259059
6	eikyuu-shimei-onegai-shimasu	永久指名おねがいします!	standard	通常版	スフレコミックス	16	soufflé comics[Jパブリッシング] / スフレコミックス[Jパブリッシング,ジュリアンパブリッシング]		9784864572026;9784864572057;9784864572194;9784864572477;9784864572866;9784864573269
6	fuuma-no-kojirou	風魔の小次郎	standard	通常版	ジャンプ・コミックス	10	ジャンプコミックスセレクション[集英社] / ジャンプ・コミックス[集英社] / ジャンプ・コミックス[集英社] / チャンピオンREDコミックス[秋田書店]		9784253231336;9784253231329;9784834212945;9784834212938;9784834212969;9784834212952
6	gunslinger-girl	GUNSLINGER GIRL	standard	通常版	DENGEKI COMICS	15	DENGEKI COMICS[アスキーメディアワークス,角川グループパブリッシ] / 電撃コミックス[KADOKAWA,角川グループパブリッシング]		9784840241083;9784048673877;9784840224215;9784840226226;9784840228190;9784840230728
6	reikan-koumuten-ripea	霊感工務店リペア	standard	通常版	office YOU COMICS	12	[office YOU COMICS][集英社] / office YOU COMICS[集英社,集英社 (発売)]		9784420154932;9784420153805;9784420154031;9784420154321;9784420154550;9784420154758
6	yajikita-in-deep	弥次喜多 in DEEP	standard	通常版	アスペクトコミックス	8	BEAM COMIX[アスペクト,エンターブレイン] / BEAM COMIX[エンターブレイン] / ビームコミックス[エンターブレイン]		9784757722453;9784757722446;9784757722170;9784757722163;9784757207424;9784757203389
5	border-kyoukaisen	Border境界線	standard	通常版	Hug comics	7	Hug comics[廣済堂あかつき,飛鳥新社] / Hug comics[廣済堂出版]		9784331900987;9784331900475;9784331900093;9784870318465;9784331900512
5	butta-to-shittaka-butta	ブッタとシッタカブッタ	standard	通常版	You can do it!	3	None[KADOKAWA,メディアファクトリー] / You can do it![メディアファクトリー]		9784046830944;9784046830968;9784840107730;9784840107723;9784840107716
5	dekichatta-otoko	できちゃった男子	standard	通常版	Super be×boy comics	2	Super be×boy comics[リブレ,リブレ出版] / Super be×boy comics[リブレ,リブレ出版]		9784862637055;9784862636492;9784862639936;9784799728635;9784799726037
5	dokuhime	毒姫	standard	通常版	眠れぬ夜の奇妙な話コミックス	5	Nemuki+コミックス[朝日新聞出版] / 眠れぬ夜の奇妙な話コミックス[朝日ソノラマ,朝日新聞出版,朝日新聞社]		9784022143235;9784022143228;9784022141309;9784257905424;9784257905042
5	gakuran-hourouki	ガクラン放浪記	standard	通常版	文華コミックス	6	さくらコミックス[さくら出版] / 文華コミックス[日本文華社] / 文華コミックス[日本文華社]		9784916085429;9784916085245;9784916085160;9784916085122;9784916085115
5	itchoume-no-torakichi	一丁目のトラ吉	standard	通常版		10	SPコミックス[リイド社,復刊ドットコム] / リイドコミックス[復刊ドットコム]		9784845815500;9784845806102;9784835446028;9784835446035;9784835446011
5	kurebatesu	クレバテス	standard	通常版	LINE COMICS	12	LINE COMICS[LINE Digital Frontier] / MFコミックス. アライブ+シリーズ[KADOKAWA] / MFコミックス[KADOKAWA]		9784866970806;9784866971469;9784866972084;9784866972794;9784866972916
5	mobile-suit-gundam-seed-destiny-za-edge	機動戦士ガンダムSEED DESTINY THE EDGE	standard	通常版	角川コミックス・エース	5	角川コミックス・エース[KADOKAWA,角川書店] / 角川コミックス・エース[角川書店]		9784041145685;9784041145692;9784041145708;9784041145715;9784041145722
5	tetsuwan-atom	鉄腕アトム	standard	手塚治虫漫画全集(1979–1982)	手塚治虫漫画全集	20	手塚治虫漫画全集[復刊ドットコム,講談社] / 手塚治虫漫画全集[講談社]	canonical有	9784835452173;9784835452180;9784835452197;9784835452210;9784835452203
4	animal-x	ANIMAL X	standard	通常版	あすかコミックスDX	8	HMB[集英社] / あすかコミックスDX[角川書店]		9784834274912;9784834274905;9784834274882;9784834274899
4	ashita-no-joe	あしたのジョー	kanzenban	完全復刻版		16	KCデラックス[コミックス,講談社] / KCデラックス[コミックス,講談社]		9784063193732;9784063193749;9784063193725;9784063193718
4	change	チェンジ	standard	通常版	SHONEN MAGAZINE COMICS	4	None[復刊ドットコム,講談社] / SHONEN MAGAZINE COMICS[講談社] / 少年マガジンコミックス[講談社] / 講談社コミックス[講談社]		9784835453620;9784835453637;9784835453644;9784063113747
4	getter-robo-gou	ゲッターロボ號	standard	通常版	ACTION COMICS	7	ACTION COMICS[双葉社] / 少年キャプテンコミックス[徳間書店]		9784198330217;9784198320300;9784198311209;9784198310707
4	kamen-rider-kuuga	仮面ライダークウガ	standard	通常版	HCヒーローズコミックス	31	HCヒーローズコミックス[小学館クリエイティブ,小学館クリエイティブ (発] / HCヒーローズコミックス[小学館クリエイティブ]		9784864686785;9784864686792;9784864686709;9784864686716
4	nekomeewaku	ねこめ～わく	standard	通常版	ミッシィコミックスDX	8	Asahiコミックス[朝日新聞出版] / 眠れぬ夜の奇妙な話コミックス[朝日ソノラマ,朝日新聞出版,朝日新聞社]		9784257905561;9784257905530;9784257905486;9784257905455
4	odd-taxi	オッドタクシー	standard	通常版	ビッグコミックス	5	None[ポニーキャニオン] / None[ポニーキャニオン] / ビッグコミックス[小学館]		9784098610143;9784098610891;9784098611928;9784098612949
4	purogorufaa-saru	プロゴルファー猿	standard	通常版		5	None[中央公論社] / SPコミックス[リイド社]		9784845855292;9784845855407;9784845855520;9784845855742
4	sasuga-no-sarutobi	さすがの猿飛	standard	通常版	スーパービジュアル・コミックス	7	HCヒーローズコミックス[小学館クリエイティブ] / スーパービジュアル・コミックス[ビズコミュニケーションズジャパン,小学館] / 少年サンデーコミックス[小学館]		9784864685528;9784864685535;9784864685511;9784091600332
4	sex-pistols	SEX PISTOLS	standard	通常版	Super be-boy comics	11	Super be-boy comics[ビブロス,リブレ出版] / Super be×boy comics[リブレ,リブレ出版] / Super be×boy comics[リブレ] / スーパービーボーイコミックス[リブレ]		9784835217703;9784835216997;9784835216065;9784835215440
4	shin-petshop-of-horrors	新Petshop of Horrors	standard	通常版	眠れぬ夜の奇妙な話コミックス	12	Asahiコミックス[朝日新聞出版] / 眠れぬ夜の奇妙な話コミックス[朝日ソノラマ,朝日新聞出版,朝日新聞社]		9784257905769;9784257905615;9784257905394;9784257905219
4	soldier-boy	ソルジャーボーイ	standard	通常版	川原由美子選集	7	ちゃおフラワーコミックス[小学館] / 川原由美子選集[朝日ソノラマ]		9784091317643;9784091317636;9784091317629;9784091317612
4	tosa-no-ipponzuri	土佐の一本釣り	standard	通常版	ビッグコミックス	25	スーパービジュアル・コミックス[ビズコミュニケーションズジャパン] / ビッグコミックス[小学館]		9784091603852;9784091603838;9784091603630;9784091603623
4	wakatono-wa-tsuraiyo	若殿はつらいよ!	standard	通常版	Bunkasha comics	4	Bunkasha comics[ぶんか社] / RK comics[楽々出版,楽楽出版]		9784867044599;9784821178896;9784821179138;9784821179213
4	yaguruma-kennosuke	矢車剣之助	standard	通常版		10	MANGA Shop Series[パンローリング] / 漫画名作館[アース出版局,星雲社] / 漫画名作館[星雲社]		9784795298347;9784795298323;9784795298316;9784795298309
3	atagoul-monogatari	アタゴオル物語	standard	通常版	サンコミックス	9	サンコミックス[朝日ソノラマ] / バーガーSC[スコラ]		9784796240239;9784796240390;9784796240314
3	bokura-no-kiseki	ボクラノキセキ	standard	通常版	IDコミックス	34	IDコミックス. Zero-sum comics[講談社] / IDコミックス[一迅社,講談社]		9784758086950;9784758088596;9784758099127
3	candy-candy	キャンディ・キャンディ	standard	通常版	KCなかよし	9	KCなかよし[講談社] / None[中央公論社,講談社] / None[中央公論社] / 講談社コミックスなかよし[講談社] / 講談社コミックスなかよし[講談社]		9784063227017;9784063227024;9784063227048
3	corseltel-no-ryuujitsushi	コーセルテルの竜術士	standard	通常版	Crimson Comics	14	IDコミックス[一迅社,講談社] / IDコミックス[一迅社]		9784758085038;9784758030526;9784758030687
3	debu-to-love-to-ayamachi-to	デブとラブと過ちと!	standard	通常版	soufflé comics	11	soufflé comics[Jパブリッシング] / プティルコミックス[ハーパーコリンズ・ジャパン]		9784596720849;9784596963451;9784596571953
3	gate-2002	Gate	standard	通常版	Zero comics	4	Zero comics[ビブロス,リブレ出版] / Zero comics[リブレ出版]		9784835216706;9784835215167;9784835213064
3	ikkyuu-san	一球さん	standard	通常版	少年サンデーコミックス	14	スーパー・ビジュアル・コミックス[ショウガクカン,小学館] / 少年サンデーコミックス[小学館]		9784091602473;9784091602466;9784091602411
3	indona-hibi	インドな日々	standard	通常版	Honwara comics	4	Asahiコミックス[朝日新聞出版] / Honwara comics[朝日ソノラマ,朝日新聞社]		9784257905325;9784257904656;9784257904229
3	killing-bites	キリングバイツ	standard	通常版	HCヒーローズコミックス	27	HCヒーローズコミックス[小学館クリエイティブ,小学館クリエイティブ (発] / HCヒーローズコミックス[小学館クリエイティブ]		9784864686556;9784864686600;9784864686631
3	landreaall	Landreaall	standard	通常版	IDコミックス	45	IDコミックス. Zero-sum comics[講談社] / IDコミックス[スタジオDNA,一迅社,講談社]		9784758086400;9784758088091;9784758099691
3	london-mamougai	倫敦魔魍街	standard	通常版	ハロウィンコミックス	8	ASUKA COMICS DX[角川書店] / ハロウィンコミックス[朝日ソノラマ] / ハロウィン少女コミック館[朝日ソノラマ]		9784257980704;9784048527972;9784048527910
3	mama-loves-poyopoyo-saurus-ga-zaurus	ママはぽよぽよザウルスがお好き	standard	通常版		4	None[メディアファクトリー,婦人生活社] / ママぽよ[婦人生活社]		9784840135313;9784840135320;9784840135689
3	maps	マップス	standard	通常版	Flex comix	17	Flex comix[ソフトバンククリエイティブ] / ノーラコミックス[学習研究社]		9784797352337;9784797352320;9784797352191
3	otokogumi	男組	standard	通常版	少年サンデーコミックス	25	スーパービジュアル・コミックス[シヨウガクカン,ビズコミュニケーションズジャパン] / 少年サンデーコミックス[小学館]		9784091600066;9784091600035;9784091600011
3	psychic-dokutaa-ochi-keiko-no-fushigi-clinic	サイキック・ドクター越智啓子の不思議クリニック	bunkobon	文庫版	ソノラマコミック文庫	3	ソノラマコミック文庫[朝日ソノラマ,朝日新聞社] / ソノラマコミック文庫[朝日ソノラマ,朝日新聞社]		9784022670908;9784022670892;9784022670885
3	ren-ai	REN-AI	standard	通常版	プリンセスコミックス	4	クリムゾンコミックス[集英社] / プリンセスコミックス[秋田書店]		9784420170239;9784420170123;9784420170017
3	shin-gekai-toumori-akira-no-shoken	新外科医東盛玲の所見	standard	通常版	眠れぬ夜の奇妙な話コミックス	10	Asahiコミックス[朝日新聞出版] / 眠れぬ夜の奇妙な話コミックス[朝日ソノラマ,朝日新聞出版,朝日新聞社]		9784257905691;9784257905448;9784257905271
3	shin-megami-tensei-kaan	真・女神転生〔カーン〕	standard	通常版	アスキーコミックス	9	BEAM COMIX[エンターブレイン] / アスキーコミックス[アスキー,アスペクト] / アスペクトコミックス[アスペクト]		9784756112705;9784893668608;9784893669797
3	taishou-romantica	大正ロマンチカ	standard	通常版	Missy comics	22	Missy comics[宙出版] / ネクストFコミックス[ジャイブ]		9784776749899;9784776749905;9784776750406
3	tomie	富江	standard	通常版		3	Asahi comics[朝日新聞出版] / None[朝日ソノラマ,朝日新聞社]		9784022140562;9784257903963;9784022130204
3	uchuusenkanyamato	宇宙戦艦ヤマト	standard	通常版	サン・コミックス	3	Akita top comics[秋田書店] / None[復刊ドットコム,秋田書店]		9784835455532;9784253189187;9784253189170
3	yae-no-sakura	八重の桜	standard	通常版	ジャンプ・コミックス	3	Cheese!フラワーコミックス[小学館] / ジャンプ・コミックス[集英社]		9784088707921;9784088708669;9784091352897
3	yaminodoki	闇の土鬼	standard	通常版	講談社コミックス	5	KCスペシャル[講談社] / SPコミックス[リイド社]		9784845808625;9784845808618;9784845808601
2	baaverian-quartet	バーヴェリアン四重奏	standard	通常版	Patsy comics	10	Patsy comics[青磁ビブロス] / Zero comics[ビブロス,青磁ビブロス]		9784882712749;9784882712732
2	dance-in-za-vampire-bund-sledge-hammer-no-tsuioku	ダンスインザヴァンパイアバンドスレッジ・ハマーの追憶	standard	通常版	MFコミックス	3	CORONA COMICS[TOブックス] / MFコミックス[KADOKAWA,メディアファクトリー]		9784864727440;9784040661209
2	faibu-star-stories	ファイブスター物語	standard	通常版	ニュータイプ100%コミックス	19	ニュータイプ100%コミックス[KADOKAWA,角川書店] / ニュータイプ100%コミックス[KADOKAWA]		9784048538220;9784048529969
2	fate-strange-fake	Fate/strange Fake	standard	通常版	TYPE-MOON BOOKS	5	TYPE-MOON BOOKS[TYPE-MOON] / TYPE-MOON BOOKS[TYPE-MOON] / 角川コミックス・エース[KADOKAWA]		9784048118224;9784048118231
2	grey	Grey	standard	通常版	少年キャプテンコミックス	3	None[ぶんか社] / 少年キャプテンコミックス[徳間書店] / 少年キャプテンコミックススペシャル[徳間書店]		9784821184699;9784198300197
2	hamuko-mairu	はむこ参る!	standard	通常版	あさひコミックス	2	あさひコミックス[朝日新聞出版,朝日新聞社] / ブンブンコミックス[ポプラ社]		9784591085639;9784022751027
2	hetaria	ヘタリア	standard	通常版	BIRZ EXTRA	6	BIRZ EXTRA[幻冬舎,幻冬舎コミックス] / バーズコミックス[幻冬舎]		9784344832091;9784344832381
2	hitorijime-my-hero	ひとりじめマイヒーロー	standard	通常版	Gateau comics	17	Gateau comics[一迅社,講談社] / Gateau comics[講談社] / IDコミックス. Gateau comics[講談社]		9784758028325;9784758089753
2	ikkimandara	一輝まんだら	standard	通常版	ハード・コミックス	3	None[角川書店] / ハード・コミックス[大都社]		9784886536129;9784048522847
2	itoshi-no-nekokke	いとしの猫っ毛	standard	通常版	Citron comics	5	Citron comics[リブレ,リブレ出版] / Citron comics[リブレ出版]		9784799737804;9784862639196
2	katana	KATANA	standard	通常版	ぶんか社コミックス	23	あすかコミックスDX[KADOKAWA] / 単行本コミックス[角川グループパブリッシング]		9784041209646;9784041205754
2	kuruneko	くるねこ	standard	通常版		20	None[KADOKAWA,エンターブレイン,角川グループ] / エンターブレイン[KADOKAWA] / エンターブレインムック[KADOKAWA]		9784757738874;9784047298026
2	lettuce-burger-please-ok-ok	レタスバーガープリーズ.OK,OK!	standard	通常版		10	None[河出書房新社] / ヤングユーコミックス[集英社]		9784309278063;9784309278056
2	makenkitsu	マケン姫っ!	standard	通常版	角川コミックスドラゴンJr.	24	ドラゴンコミックスエイジ[KADOKAWA,角川グループパブリッシング] / 角川コミックスドラゴンJr.[角川グループパブリッシング]		9784047127418;9784047127821
2	p-b-b	P.B.B.	standard	通常版	Be-boy comics	6	Be-boy comics[ビブロス,リブレ出版] / Be×boy comics[リブレ,リブレ出版]		9784835217451;9784835214795
2	pippira-note	ぴっぴら帳	standard	通常版	ACTION COMICS	3	ACTION COMICS[双葉社] / ゼノンコミックスDX[コアミックス]		9784867203750;9784575938906
2	pumpkin-night	パンプキンナイト	standard	通常版	Bamboo comics	7	Bamboo comics[竹書房] / LINE COMICS[LINE Digital Frontier]		9784909767998;9784909767981
2	qt-t	qtμt	standard	通常版	ビッグガンガンコミックス	5	LINE COMICS[LINE,LINE Digital Fronti] / ビッグガンガンコミックス[スクウェア・エニックス]		9784908588563;9784908588570
2	ramen-daisuki-koizumi-san-narumi-2014	ラーメン大好き小泉さん	standard	通常版	Bamboo comics	14	Bamboo comics[竹書房] / SHŌNEN CHAMPION COMICS[秋田書店]		9784801981249;9784801977075
2	ring-ni-kakero	リングにかけろ	standard	通常版	ジャンプ・コミックス	25	ジャンプコミックス[集英社] / ジャンプコミックスセレクション[ホーム社,集英社] / ジャンプ・コミックス[集英社]		9784834212853;9784834212730
2	saketa-pasupooto	裂けた旅券	standard	通常版	ビッグコミックス	7	スーパービジュアル・コミックス[ビズコミュニケーションズジャパン,小学館] / ビッグコミックス[小学館]		9784091601025;9784091601049
2	seishuku-ni-tensai-tadaima-benkyouchuu	静粛に、天才只今勉強中!	standard	通常版		11	None[復刊ドットコム] / 希望コミックス[潮出版社]		9784267901690;9784267901645
2	super-jetter	スーパー・ジェッター	standard	通常版	異色名作シリーズ	3	サンワイドコミックス[朝日ソノラマ] / マンガショップシリーズ[パンローリング]		9784775911600;9784775911594
2	tezuka-osamu-monogatari	手塚治虫物語	standard	通常版		3	None[朝日新聞社] / None[金の星社]		9784323071480;9784323071497
2	to-heart-2-2005	To Heart	standard	電撃コミックス		3	DENGEKI COMICS[主婦と生活社,角川書店] / 電撃コミックス[角川書店]		9784073097891;9784840231374
2	trigun	トライガン	standard	通常版	少年キャプテンコミックススペシャル	3	YKコミックス[少年画報社] / 少年キャプテンコミックススペシャル[徳間書店]		9784198301446;9784198301279
