slug	title	authors	canonical済	worst	page_shape	cluster_shape
mudazumo-naki-kaikaku	ムダヅモ無き改革	大和田秀樹		9年 standard 13巻(2023-01)→14巻(2014-12-01)	standard[通常版]/近代麻雀コミックス 16冊 2014-12-01〜2023-01	sid40291/ed48509 standard[近代麻雀コミックス] 29冊 2008-09〜2023-01 ISBN29
munekata-kyouju-denkikou	宗像教授伝奇考	星野之宣		9年 standard 3巻(2008-03)→6巻(1999-10-30)	(本番yml無し)	
nanbonomonja	なんぼのもんじゃ	さだやす圭		5年 standard 2巻(1990-05-01)→3巻(1985-08-01)	standard[通常版]/文華コミックス 4冊 1985-05〜1990-05-01	sid32067/ed37833 standard[Bunka comics] 2冊 1985-08-01〜1990-01-25 ISBN1 || sid32067/ed37834 standard[文華コミックス] 6冊 1985-05〜1990-05 ISBN4
nankin-road-ni-hanafubuki	南京路に花吹雪	森川久美		6年 standard 1巻(1989-07-17)→3巻(1983-04-25)	standard[通常版]/花とゆめCOMICS 4冊 1983-04-25〜1989-09-17 ; bunkobon[文庫版]/白泉社文庫 3冊 1996-09〜1996-09	sid20250/ed23821 standard[花とゆめコミックス] 2冊 1982-02-25〜1982-09-25 ISBN0 || sid20250/ed23822 standard[花とゆめCOMICS] 2冊 1983-04-25〜1983-12 ISBN2 || sid20250/ed23823 bunkobon[白泉社文庫] 3冊 1996-09〜1996-09 ISBN3 || sid20250/ed23824 standard[あすかコミックスDX] 3冊 1989-07-17〜1989-11 ISBN3
nekketsu-daibouken-tairiku	熱血!大冒険大陸	茶々組		6年 standard 1巻(2000-12)→2巻(1994-01)	standard[通常版]/HOBBY JAPAN COMICS 6冊 1994-01〜2001-08	sid108437/ed124515 standard[HOBBY JAPAN COMICS] 5冊 1993-03〜1996-10 ISBN5 || sid108437/ed124516 standard[-] 5冊 2000-12〜2001-08 ISBN5
nesshou-hanazawa-koukou	熱笑!!花沢高校	どおくまん		9年 standard 4巻(1989-04-03)→5巻(1980-12-23)	standard[通常版]/トクマコミックス 29冊 1980-04-05〜1989-04-03 ; bunkobon[文庫版]/ぶんか社コミック文庫 2冊 2009-02〜2009-02	sid4680/ed5561 standard[少年チャンピオン・コミックス] 24冊 1980-05〜1984-12-30 ISBN17 || sid4680/ed5562 standard[SHONEN CHAMPION COMICS] 5冊 1981-03-30〜1982-11-05 ISBN1 || sid4680/ed5563 standard[トクマコミックス] 9冊 1992-01〜1992-05 ISBN9 || sid4680/ed5564 standard[Tokuma favorite comics] 10冊 2002-05〜2002-09 ISBN10 || sid4680/ed5565 bunkobon[ぶんか社コミック文庫] 2冊 2009-02〜2009-02 ISBN2
nijitte-monogatari	弐十手物語	神江里見		6年 standard 1巻(1987-12)→2巻(1981-07)	standard[通常版]/ビッグコミックス 110冊 1981-07〜2005-04 ; bunkobon[文庫版]/道草文庫 20冊 1994-12〜1996-07	sid24534/ed28824 standard[Comic魂別冊神江里見] 2冊 2018-09〜2019-09 ISBN2 || sid24534/ed28825 standard[-] 1冊 -〜- ISBN1 || sid56360/ed69915 standard[Comic魂別冊] 1冊 2018-03〜2018-03 ISBN1 || sid56360/ed69916 standard[セレクト] 1冊 1987-12〜1987-12 ISBN1 || sid56361/ed69917 standard[ビッグコミックス] 109冊 1981-06〜2005-04 ISBN91 || sid56361/ed69918 bunkobon[道草文庫] 20冊 1994-12〜1996-07 ISBN20 || sid56361/ed69919 standard[King series] 49冊 2008-10〜2014-12 ISBN49 || sid56361/ed69920 standard[King series 漫画スーパーワイド] 6冊 2011-06〜2011-08 ISBN6
ninja-hishou	忍者飛翔	和田慎二		7年 standard 1巻(2002-06-22)→2巻(1995-08)	standard[通常版]/ジェッツ コミックス 2冊 1995-08〜2002-06-22	sid56655/ed70360 standard[ジェッツ コミックス] 2冊 1986-05〜1995-08 ISBN2 || sid56655/ed70361 standard[MFコミックス] 3冊 2002-06〜2002-08 ISBN3
nippon-chinbotsu	日本沈没	さいとう・プロ	済	5年 shinsoban 1巻(2011-09-26)→2巻(2006-08)	standard[通常版]/ビッグコミックス 15冊 2006-08-01〜2009-03-04 ; shinsoban[SPコミックス]/SPコミックス 2冊 2006-07〜2006-09 ; shinsoban[SP comics]/SP comics 3冊 2006-08〜2011-09-26 ; bunkobon[小学館文庫]/小学館文庫 2冊 2006-01-01〜2006-01-01 ; shinsoban[カッパ・ノベルス]/カッパ・ノベルス 2冊 1973-03-20〜1973-03-20 ; shinsoban[少年チャンピオン・コミックス]/少年チャンピオン・コミックス 4冊 1973-12-25〜1974-10-20 ; shinsoban[standard版]/standard版 2冊 1992-04〜1992-05 ; shinsoban[講談社コミックス]/講談社コミックス 1冊 1992-03-23〜1992-03-23 ; shinsoban[KPC]/KPC 5冊 2003-05〜2003-07 ; bunkobon[講談社漫画文庫]/講談社漫画文庫 3冊 1995-05-12〜1995-05-12 ; shinsoban[KCDX]/KCDX 3冊 2012-10〜2012-12	sid50870/ed62754 standard[SPコミックス] 1冊 2006-07〜2006-07 ISBN1 || sid50870/ed62755 standard[SP comics] 2冊 2011-09-26〜2011-09-26 ISBN2 || sid50870/ed62756 bunkobon[小学館文庫] 2冊 2006-01-01〜2006-01-01 ISBN2 || sid50870/ed62757 standard[カッパ・ノベルス] 2冊 1973-03-20〜1973-03-20 ISBN0 || sid50870/ed62758 standard[ビッグコミックス] 15冊 2006-08-01〜2009-03-04 ISBN15 || sid103413/ed119237 standard[少年チャンピオン・コミックス] 4冊 1973-12-25〜1974-10-20 ISBN0 || sid103413/ed119238 standard[-] 2冊 1992-04〜1992-05 ISBN2 || sid103413/ed119239 standard[講談社コミックス] 1冊 1992-03-23〜1992-03-23 ISBN1 || sid103413/ed119240 standard[KPC] 7冊 2003-05〜2006-06 ISBN7 || sid103413/ed119241 bunkobon[講談社漫画文庫] 3冊 1995-05-12〜1995-05-12 ISBN3 || sid103413/ed119242 standard[KCDX] 3冊 2012-10〜2012-12 ISBN3 || sid103413/ed119243 standard[SP comics] 1冊 2006-08〜2006-08 ISBN1 || sid103413/ed119244 standard[SPコミックス] 1冊 2006-09〜2006-09 ISBN1
nippon-hakubutsushi	ニッポン博物誌	矢口高雄		6年 standard 1巻(1986-08-06)→3巻(1980-11-15)	standard[通常版]/少年サンデーコミックス 4冊 1980-11-15〜1986-09-06 ; bunkobon[文庫版]/ヤマケイ文庫 1冊 2020-07〜2020-07	sid41863/ed50578 standard[NTT出版マンガ傑作選] 2冊 1996-03-28〜1996-06 ISBN2 || sid41863/ed50579 standard[少年サンデーコミックス] 4冊 1980-02-15〜1982-02-15 ISBN0 || sid41863/ed50580 standard[KCスペシャル] 2冊 1986-08-06〜1986-09-06 ISBN2 || sid41863/ed50581 bunkobon[ヤマケイ文庫] 1冊 2020-07〜2020-07 ISBN1
nokemono-to-hanayome	ノケモノと花嫁	中村明日美子		6年 standard 1巻(2022-05-24)→5巻(2016-05)	standard[通常版]/- 8冊 2016-05〜2022-08	sid81331/ed96136 standard[BIRZ EXTRA] 2冊 2018-04〜2020-09 ISBN2 || sid81331/ed96137 standard[バーズコミックススペシャル] 4冊 2022-05〜2022-08 ISBN4 || sid81331/ed96138 standard[-] 6冊 2009-12〜2018-01 ISBN6
okashina-tensei	おかしな転生	古流望・飯田せりこ・富沢みどり		5年 standard 1巻(2023-10)→2巻(2018-12)	standard[通常版]/- 14冊 2018-12〜2026-05-27	sid64022/ed78030 standard[-] 11冊 2018-08〜2024-05 ISBN11 || sid134185/ed151576 standard[-] 3冊 2025-03-03〜2026-05-27 ISBN3 || sid134186/ed151577 standard[コロナ・コミックス] 1冊 2023-10〜2023-10 ISBN1
old-boy-ruuzu-senki	オールド・ボーイ ルーズ戦記	土屋ガロン・嶺岸信明		7年 standard 1巻(2004-11)→2巻(1997-09)	standard[通常版]/ACTION COMICS 8冊 1997-09〜2014-04-19 ; bunkobon[文庫版]/双葉文庫名作シリーズ 5冊 2007-06〜2007-07	sid35804/ed42619 standard[ACTION COMICS] 6冊 1997-09〜2005-01 ISBN6 || sid35804/ed42620 bunkobon[双葉文庫名作シリーズ] 5冊 2007-06〜2007-07 ISBN5 || sid128937/ed146117 standard[ACTION COMICS] 8冊 2014-03〜2014-04 ISBN8
onnakui	女喰い	みね武・広山義慶・広尾満・小嶋悟		8年 standard 2巻(2003-07)→3巻(1995-08-15)	standard[通常版]/芳文社コミックス 10冊 1995-03-10〜2003-07	sid34378/ed40484 standard[芳文社コミックス] 3冊 1995-03-10〜1996-11-05 ISBN2 || sid34378/ed40485 standard[-] 4冊 -〜- ISBN4 || sid151553/ed169395 standard[芳文社マイパルコミックス] 1冊 2003-07〜2003-07 ISBN1 || sid151553/ed169396 standard[芳文社コミックス] 2冊 1995-12〜1996-06 ISBN2
ooi-yamabiko	オーイ!!やまびこ	矢口高雄		6年 standard 5巻(1996-08-21)→6巻(1990-07-30)	standard[通常版]/- 7冊 1988-09-05〜1996-08-21	sid41858/ed50573 standard[-] 11冊 1988-09-05〜1996-08 ISBN11
ore-no-kendo	俺の剣道	左近士諒		9年 standard 4巻(1993-04)→6巻(1984-03)	standard[通常版]/SPコミックス 20冊 1984-01〜1993-05	sid148051/ed165803 standard[SPコミックス] 24冊 1984-01〜1993-05 ISBN4
ore-wa-warukunai	俺は悪くない	山田ユギ		6年 standard 1巻(2006-12)→2巻(2000-11)	standard[通常版]/花音コミックス 2冊 2000-11〜2006-12	sid53030/ed65674 standard[花音コミックス] 1冊 2000-11〜2000-11 ISBN1 || sid53030/ed65675 standard[Hanaoto comics mini] 1冊 2006-12〜2006-12 ISBN1
ou-sama-no-shitateya	王様の仕立て屋	大河原遁		9年 deluxe 9巻(2015-03-19)→10巻(2006-05)	deluxe[デラックス版]/ジャンプ・コミックスデラックス 32冊 2004-01〜2015-11-19 ; standard[通常版]/ヤングジャンプ・コミックスGJ 19冊 2004-01〜2008-08	sid13074/ed15331 deluxe[ジャンプ・コミックスデラックス] 2冊 2004-01〜2004-07 ISBN2 || sid13074/ed15332 standard[SJ] 5冊 2004-10-09〜2005-11-09 ISBN5 || sid159422/ed177462 deluxe[ジャンプ・コミックスデラックス] 27冊 2004-04-17〜2011-11 ISBN27 || sid159422/ed177463 standard[SJ] 2冊 2006-03-08〜2006-08-09 ISBN2 || sid159422/ed177464 standard[ヤングジャンプ・コミックスGJ] 13冊 2012-05〜2016-04 ISBN13 || sid159423/ed177465 standard[ヤングジャンプコミックスGJ] 1冊 2018-03〜2018-03 ISBN1 || sid159424/ed177466 standard[ヤングジャンプコミックスGJ] 1冊 2018-07〜2018-07 ISBN1 || sid159425/ed177467 standard[ヤングジャンプコミックスGJ] 18冊 2018-12〜2024-08 ISBN18 || sid159426/ed177468 standard[ヤングジャンプコミックスGJ] 1冊 2023-12〜2023-12 ISBN1
oyakodeka	おやこ刑事	大島やすいち・林律雄		8年 standard 7巻(1988-01-08)→11巻(1980-01-15)	standard[通常版]/少年サンデーコミックス 25冊 1980-01-15〜1988-04-06 ; bunkobon[文庫版]/徳間コミック文庫 10冊 1994-12-31〜1995-04-30 ; wideban[ワイド版]/ワイド版SPコミックス 20世紀ヒーロー・シリーズ 1冊 2000-06-20〜2000-06-20	sid43206/ed52427 standard[少年サンデーコミックス] 24冊 1977-12〜1981-07 ISBN0 || sid43206/ed52428 standard[小年サンデーコミックス] 1冊 1980-12〜1980-12 ISBN0 || sid43206/ed52429 standard[KCスペシャル] 2冊 1987-12〜1988-01-08 ISBN2 || sid43206/ed52430 standard[-] 1冊 -〜- ISBN1 || sid64508/ed78541 standard[KCスペシャル] 10冊 1987-07-06〜1988-06-06 ISBN8 || sid64508/ed78542 bunkobon[徳間コミック文庫] 10冊 1994-12〜1995-04 ISBN10 || sid64508/ed78543 wideban[ワイド版SPコミックス 20世紀ヒーロー・シリーズ] 1冊 2000-06-20〜2000-06-20 ISBN1
ps-genki-desu-shunpei	P.S.元気です、俊平	柴門ふみ		8年 deluxe 5巻(1999-06-22)→6巻(1991-01-23)	standard[通常版]/ヤングマガジンコミックス 11冊 1981-06-10〜1984-12-06 ; deluxe[デラックス版]/KCデラックス 9冊 1990-08-23〜1999-06-22 ; bunkobon[文庫版]/講談社漫画文庫 7冊 1998-07-10〜1998-10-12	sid31276/ed36718 deluxe[KCデラックス] 17冊 1990-08-23〜1999-06-27 ISBN17 || sid31276/ed36719 standard[ヤングマガジンコミックス] 3冊 1981-06-10〜1981-10-10 ISBN3 || sid31276/ed36720 standard[YMKC] 8冊 1982-01-09〜1984-12-06 ISBN8 || sid31276/ed36721 standard[ヤンマガKCスペシャル] 9冊 1988-04〜1988-11 ISBN9 || sid31276/ed36722 bunkobon[講談社漫画文庫] 7冊 1998-07〜1998-10 ISBN7 || sid132168/ed149525 deluxe[KCデラックス] 1冊 1990-11-22〜1990-11-22 ISBN1
puramo-kiyoushirou-shin	新・プラモ狂四郎	やまと虹一		8年 deluxe 1巻(1999-11-05)→2巻(1991-04-06)	standard[通常版]/講談社コミックスボンボン 3冊 1987-05-18〜1988-02-17 ; deluxe[デラックス版]/講談社コミックスデラックスコミックボンボン 2冊 1991-04-06〜1999-11-05	sid6174/ed7286 deluxe[講談社コミックスデラックスコミックボンボン] 1冊 1991-04-06〜1991-04-06 ISBN1 || sid6174/ed7287 deluxe[講談社コミックスボンボンデラックス] 1冊 1999-11〜1999-11 ISBN1 || sid103028/ed118828 standard[講談社コミックスボンボン] 4冊 1987-05-18〜1991-03-06 ISBN2
purodeyuusaa-ni-naritai	プロデューサーになりたい	磯山晶		8年 standard 1巻(2004-08)→3巻(1996-08-09)	standard[通常版]/ワイドKCミスターマガジン 3冊 1996-08-09〜2004-08	sid24432/ed28712 standard[-] 3冊 2004-08〜2004-08 ISBN3 || sid24432/ed28713 standard[ワイドKCミスターマガジン] 2冊 1996-08〜1997-02 ISBN2
ragtime-blues	ラグタイムブルース	石渡治		9年 standard 1巻(1991-10-15)→4巻(1982-04-15)	standard[通常版]/少年サンデーコミックス 6冊 1982-04-15〜1991-12	sid50840/ed62710 standard[スーパービジュアル・コミックス] 3冊 1991-10-15〜1991-12 ISBN3 || sid50840/ed62711 standard[少年サンデーコミックス] 6冊 1981-11-15〜1983-02-15 ISBN0
revenge	REVENGE	池田さとみ		7年 standard 1巻(2011-08-26)→2巻(2004-05)	standard[通常版]/Judy comics 2冊 2004-05〜2011-08-26 ; bunkobon[文庫版]/ぶんか社コミック文庫 1冊 2016-01〜2016-01	sid21379/ed25152 standard[Judy comics] 2冊 2003-09〜2004-05 ISBN2 || sid21379/ed25153 standard[JC memorial selection] 1冊 2011-08〜2011-08 ISBN1 || sid21379/ed25154 bunkobon[ぶんか社コミック文庫] 1冊 2016-01〜2016-01 ISBN1
ribon-no-kishi	リボンの騎士	手塚治虫		8年 standard 3巻(2009)→4巻(2001-06-29)	(本番yml無し)	
sabaku-no-usagi	砂漠のウサギ	M.Wolverine		5年 standard 1巻(2017-09)→2巻(2012-12)	standard[通常版]/Tsukasa comics 3冊 2012-12〜2017-09	sid111055/ed127266 standard[Tsukasa comics] 1冊 2007-06〜2007-06 ISBN1 || sid111056/ed127267 standard[-] 3冊 2017-09〜2023-09 ISBN3 || sid120472/ed137211 standard[-] 1冊 2015-08〜2015-08 ISBN1 || sid160680/ed178750 standard[-] 2冊 2011-07〜2012-12 ISBN2
saint-seiya-the-lost-canvas-meiou-shinwa	聖闘士星矢THE LOST CANVAS冥王神話	手代木史織		9年 standard 8巻(2017-02)→9巻(2008-07-05)	standard[通常版]/少年チャンピオン・コミックス 25冊 2007-01-10〜2017-02	sid50989/ed62945 standard[少年チャンピオン・コミックス] 25冊 2007-01-10〜2011-05-20 ISBN23 || sid128988/ed146170 standard[少年チャンピオン・コミックス] 1冊 2017-02〜2017-02 ISBN1
saishoukan-sareta-yuusha-wa-ippanjin-to-shite-ikite-iku	再召喚された勇者は一般人として生きていく?	濱﨑真代		6年 standard 1巻(2026-07-24)→2巻(2020-08-07)	standard[通常版]/このマンガがすごい!comics 11冊 2020-08-07〜2026-07-24	sid91209/ed106484 standard[このマンガがすごい!comics] 9冊 2020-02〜2024-09 ISBN9 || sid148797/ed166560 standard[このマンガがすごい!comics] 2冊 2025-03-31〜2025-11-24 ISBN2
sangoku-rensenki	三国恋戦記	あず真矢		6年 standard 2巻(2019-01-15)→4巻(2013-11-15)	standard[通常版]/Avarus series 5冊 2013-11-15〜2019-01-15	sid88019/ed103160 standard[Avarus series] 2冊 2018-03〜2019-01 ISBN2 || sid88020/ed103161 standard[Avarus series] 4冊 2012-04〜2013-11 ISBN4 || sid146778/ed164509 standard[Avarus series] 1冊 2014-05〜2014-05 ISBN1
saruman	サルまん	相原コージ・竹熊健太郎		9年 standard 1巻(2006-09)→2巻(1997-09)	standard[通常版]/スピリッツ青春プレイバックコミックス 2冊 1997-09〜2006-09	sid40775/ed49113 standard[Big spirits comics] 2冊 2006-09〜2006-09 ISBN2 || sid40775/ed49114 standard[スピリッツ青春プレイバックコミックス] 1冊 1997-09〜1997-09 ISBN1
sasaki-sama-ni-negai-o	ササキ様に願いを	みずしな孝之		8年 standard 1巻(2004-11)→2巻(1996-07)	standard[通常版]/Bamboo comics 5冊 1996-07〜2004-11	sid5459/ed6447 standard[Bamboo comics] 5冊 1995-05〜1999-05 ISBN5 || sid5460/ed6448 standard[Bamboo comics] 1冊 2004-11〜2004-11 ISBN1
sasurai-no-gambler	さすらいのギャンブラー	園山俊二		5年 bunkobon 1巻(1981-12-01)→2巻(1976-12-01)	(本番yml無し)	
satsunan-jigenryuu	薩南示現流	とみ新蔵		8年 standard 1巻(2012-06)→2巻(2004-10)	standard[通常版]/SPコミックス 2冊 2004-10〜2012-06	sid4616/ed5473 standard[SPコミックス] 1冊 2004-03-24〜2004-03-24 ISBN0 || sid162990/ed181115 standard[SPコミックス] 1冊 2004-10〜2004-10 ISBN1 || sid162990/ed181116 standard[SP pocket wide] 1冊 2012-06〜2012-06 ISBN1
scramble-egg-yanagisawa	すくらんぶるエッグ	柳沢きみお		8年 standard 1巻(1986-11-30)→5巻(1978-12-15)	(本番yml無し)	
sebangou-0	背番号0	寺田ヒロオ		8年 standard 1巻(1968-09-25)→6巻(1960-08-05)	standard[通常版]/寺田ヒロオまんが全集 4冊 1960-08-05〜1968-12-10 ; bunkobon[文庫版]/サラ文庫昭和漫画傑作集 3冊 1976-05-10〜1976-05-10	sid14061/ed16474 standard[寺田ヒロオまんが全集] 2冊 1960-08-05〜1960-08-05 ISBN0 || sid14061/ed16475 standard[MUSHI COMICS] 2冊 1968-09-25〜1968-12-10 ISBN0 || sid14061/ed16476 bunkobon[サラ文庫昭和漫画傑作集] 3冊 1976-05-10〜1976-05-10 ISBN0
seimaden-1984	聖魔伝	石川賢		5年 standard 1巻(1984-05-31)→4巻(1979-01-25)	standard[通常版]/サンコミックス 4冊 1979-01-25〜1984-07	sid44102/ed53657 standard[あすかコミックスDX] 10冊 1994-12〜1999-08 ISBN10 || sid44102/ed53658 bunkobon[幻冬舎コミックス漫画文庫] 7冊 2007-09〜2008-06 ISBN7 || sid48138/ed59244 standard[サンコミックス] 4冊 1977-10〜1979-01-25 ISBN0 || sid48138/ed59245 standard[SUN SPECIAL COMICS] 1冊 1992-02〜1992-02 ISBN1 || sid113567/ed129906 standard[SUN WIDE COMICS] 2冊 1984-05-31〜1984-06-25 ISBN2 || sid162302/ed180416 standard[SUN WIDE COMICS] 1冊 1984-07〜1984-07 ISBN1
sengoku-1991	SENGOKU	山科けいすけ		8年 standard 1巻(2002-12)→2巻(1994-01)	standard[通常版]/Bamboo comics 3冊 1994-01〜2002-12 ; bunkobon[文庫版]/新潮文庫 2冊 2010-10〜2010-10	sid15437/ed18094 standard[-] 2冊 2002-12〜2002-12 ISBN2 || sid15437/ed18095 bunkobon[新潮文庫] 2冊 2010-10〜2010-10 ISBN2 || sid122883/ed139711 standard[Bamboo comics] 3冊 1991-01〜1996-03 ISBN3
shikakui-jungle	四角いジャングル	中城健		7年 standard 1巻(1986-01-09)→7巻(1979-06-25)	(本番yml無し)	
shin-karate-jigokuhen	新カラテ地獄変	中城健		7年 standard 1巻(1989-04-06)→11巻(1982-01)	standard[通常版]/サンケイコミックス 14冊 1982-01〜1989-08-05	sid8327/ed9690 standard[サンケイコミックス] 10冊 1979-12〜1987-02 ISBN0 || sid8327/ed9691 standard[KCスペシャル] 10冊 1989-04-06〜1989-08-05 ISBN10 || sid8327/ed9692 standard[-] 1冊 -〜- ISBN0 || sid31253/ed36677 standard[サンケイコミックス] 3冊 1979-12〜1982-01 ISBN0 || sid31253/ed36678 standard[梶原一騎原作漫画傑作選] 10冊 2002-08〜2003-09 ISBN10
shin-piihyoro-ikka	新・ぴーひょろ一家	姫木薫理		8年 standard 1巻(2005-10)→2巻(1997-03)	standard[通常版]/ミッシイコミックスDX 5冊 1997-03〜2005-10	sid13544/ed15869 standard[ミッシイコミックスDX] 1冊 1996-11〜1996-11 ISBN1 || sid13544/ed15870 standard[ミッシィコミックスDX] 3冊 1997-03〜1998-02 ISBN3 || sid13544/ed15871 standard[HMB] 4冊 2005-10〜2006-01 ISBN4 || sid13544/ed15872 standard[ミッシィコミックス] 2冊 -〜- ISBN2
shinsetsu-sakamotsu-chan	新説!さかもっちゃん	柳内大樹		8年 standard 1巻(2019-03)→2巻(2011-01)	aizoban[愛蔵版]/ヤングジャンプ・愛蔵版 1冊 2010-07〜2010-07 ; standard[通常版]/ヤングジャンプ 2冊 2011-01〜2019-03	sid19661/ed23152 standard[ヤングジャンプ] 1冊 2011-01〜2011-01 ISBN1 || sid19661/ed23153 aizoban[ヤングジャンプ・愛蔵版] 1冊 2010-07〜2010-07 ISBN1 || sid19661/ed23154 standard[YKコミックス] 1冊 2019-03〜2019-03 ISBN1
shirohebi-shoujo	白へび少女	古賀新一		6年 standard 2巻(1986-03-06)→3巻(1980-05-01)	standard[通常版]/- 3冊 1980-03-01〜1986-03-06	sid54726/ed67821 standard[-] 3冊 1980-03-01〜1980-09-10 ISBN0 || sid54726/ed67822 standard[オカルトシリーズ] 1冊 1986-03-06〜1986-03-06 ISBN1
shouwa-gokudoushi	昭和極道史	村上和彦		7年 standard 1巻(1984-01)→4巻(1977-12-31)	standard[通常版]/文華コミックス 33冊 1977-12-31〜1987-11	sid18666/ed21995 standard[文華コミックス] 36冊 1974〜1987-11 ISBN30 || sid18666/ed21996 standard[バンブーコミックス] 3冊 1997-12〜1998-02 ISBN3
shura-no-mon-dai-ni-mon	修羅の門 第弐門	川原正敏		6年 standard 2巻(2017-10-25)→4巻(2011-12-16)	standard[通常版]/KCGM 18冊 2011-03-17〜2017-11-08	sid50129/ed61837 standard[講談社プラチナコミックス] 15冊 2018-04〜2018-11 ISBN15 || sid50129/ed61838 standard[講談社コミックス 月マ] 4冊 1987-10〜1993-07 ISBN4 || sid50129/ed61839 standard[KCGM] 8冊 1994-02-17〜2013-01-17 ISBN8 || sid50129/ed61840 standard[MONTHLY SHONEN MAGAZINE COMICS] 26冊 1988-04〜2014-07-17 ISBN26 || sid50129/ed61841 standard[SHONEN MAGAZINE COMICS] 1冊 1993-03〜1993-03 ISBN1 || sid50129/ed61842 standard[マンスリー少年マガジンコミックス] 2冊 1994-12〜1995-08 ISBN2 || sid50129/ed61843 bunkobon[講談社漫画文庫] 15冊 2001-01〜2002-03 ISBN15 || sid50129/ed61844 standard[KPC] 28冊 2006-03〜2011-03 ISBN28 || sid50130/ed61845 standard[KCGM] 1冊 2011-03-17〜2011-03-17 ISBN1 || sid50130/ed61846 standard[MONTHLY SHONEN MAGAZINE COMICS] 5冊 2014-01-17〜2015-07-17 ISBN5 || sid50130/ed61847 standard[講談社プラチナコミックス] 9冊 2017-10〜2018-02 ISBN9 || sid128820/ed145988 standard[MONTHLY SHONEN MAGAZINE COMICS] 2冊 2014-10-17〜2015-10-16 ISBN2
shutter-shower	シャッターシャワー	池沢さとし		6年 standard 1巻(1986-10)→2巻(1980-10-25)	standard[通常版]/プレイボーイ COMICS 4冊 1980-10-25〜1987-04	sid21363/ed25131 standard[スーパー・プレイボーイ・コミックス] 2冊 1986-10〜1987-04 ISBN2 || sid21363/ed25132 standard[プレイボーイ COMICS] 3冊 1980-08〜1981-04-25 ISBN0 || sid21363/ed25133 standard[プレイボーイcomics] 1冊 1980-12〜1980-12 ISBN0
sleeping-beauty	Sleeping beauty	芳崎せいむ		7年 standard 1巻(2009-10-26)→3巻(2002-02-12)	standard[通常版]/Pixy comics 4冊 2002-02-12〜2009-12	sid129038/ed146221 standard[アクアコミックス] 1冊 2003-01〜2003-01 ISBN1 || sid129038/ed146222 standard[Judy comics crie] 2冊 2009-10〜2009-12 ISBN2 || sid129038/ed146223 standard[Pixy comics] 1冊 2001-04〜2001-04 ISBN1
sono-na-wa-101	その名は101	横山光輝		7年 standard 2巻(1987-06-15)→4巻(1980-01-20)	standard[通常版]/少年チャンピオン・コミックス 5冊 1978-10〜1987-08-15 ; bunkobon[文庫版]/秋田文庫 3冊 2002-12-10〜2003-04-10	sid45495/ed55774 standard[Akita top comics wide] 2冊 2005-08〜2005-09 ISBN2 || sid45495/ed55775 standard[少年チャンピオン・コミックス] 5冊 1978-10〜1980-02 ISBN1 || sid45495/ed55776 standard[秋田コミックス・セレクト] 3冊 1987-04-15〜1987-08-15 ISBN3 || sid45495/ed55777 standard[-] 3冊 1994-01〜1994-05 ISBN3 || sid45495/ed55778 bunkobon[秋田文庫] 3冊 2002-12〜2003-04 ISBN3
star-red	スター・レッド	萩尾望都		6年 standard 2巻(1986-02-20)→3巻(1980-08-20)	standard[通常版]/フラワーコミックス 3冊 1980-03-20〜1986-02-20 ; bunkobon[文庫版]/小学館文庫 2冊 1983-07〜1983-10	sid37958/ed45358 standard[PETIT COMICS] 2冊 1985-12-20〜1986-02-20 ISBN2 || sid37958/ed45359 bunkobon[小学館文庫] 3冊 1983-07〜1995-05 ISBN3 || sid37958/ed45360 standard[フラワーコミックス] 3冊 1980-03-20〜1980-08-20 ISBN2 || sid37958/ed45361 standard[Flower comics special] 1冊 2008-01-30〜2008-01-30 ISBN1
subarashiki-bandittsu	素晴らしきバンディッツ	峰岸とおる		7年 standard 3巻(1987-01-07)→6巻(1980-01-20)	standard[通常版]/少年マガジンコミックス 10冊 1980-01-20〜1987-02-06	sid134/ed205 standard[KCスペシャル] 5冊 1986-12-06〜1987-02 ISBN5 || sid134/ed206 standard[少年マガジンコミックス] 10冊 1979-08-25〜1980-10-20 ISBN0
super-kid	すーぱあキッド	谷地恵美子		6年 standard 1巻(1990-01)→6巻(1984-08-22)	standard[通常版]/花とゆめCOMICS 6冊 1984-08-22〜1990-05	sid27312/ed31992 standard[花とゆめCOMICS] 2冊 1982-05-25〜1984-06 ISBN1 || sid27312/ed31993 standard[あすかコミックス] 5冊 1990-01〜1990-05 ISBN5 || sid27312/ed31994 standard[花とゆめコミックス] 4冊 1982-10-25〜1984-08-22 ISBN3
super-sub	Superサブ	望月三起也		8年 standard 1巻(1993-11-24)→2巻(1985-07-01)	standard[通常版]/ヒットコミックス 3冊 1985-07-01〜1993-11-24	sid18112/ed21328 standard[ホームコミックス] 2冊 1993-11-24〜1993-11-24 ISBN2 || sid18112/ed21329 standard[ヒットコミックス] 3冊 1985-04-15〜1985-12-01 ISBN2
