stem	title	route	ei	etype	label	imprint	number	kind	main_prefix	publisher	prev_num	prev_date	prev_isbn	next_num	next_date	next_isbn	ed_isbn_min	ed_isbn_max	have_n	have_min	have_max
kodomo-kagaku-gijutsu-hakusho	子ども科学技術白書	seed4	0	standard	通常版		6	MID	9784171	大蔵省印刷局	2	2000-12-25	9784171964019	8	2007-03-30	9784171964040	9784171964002	9784171964040	3	1	8
kodomo-kagaku-gijutsu-hakusho	子ども科学技術白書	seed4	0	standard	通常版		7	MID	9784171	大蔵省印刷局	2	2000-12-25	9784171964019	8	2007-03-30	9784171964040	9784171964002	9784171964040	3	1	8
matenrou	摩天楼	seed4	0	standard	通常版		9	MID	9784575	双葉社	8			10			9784575827866	9784575829457	13	1	14
saishinban-heisei-tensai-bakabon	最新版平成天才バカボン	seed4	0	standard	通常版	ワイドKCボンボン	1	LEAD	9784090	小学館				2		9784090017650	9784090017650	9784090017674	3	2	4
kounai-shasei-sutoresu-furiiku	校内写生＆ストレスフリーク	seed4	0	standard	通常版		1	LEAD	9784915	シュベール出版				3		9784915858260	9784915858260	9784915858291	2	3	4
kounai-shasei-sutoresu-furiiku	校内写生＆ストレスフリーク	seed4	0	standard	通常版		2	LEAD	9784915	シュベール出版				3		9784915858260	9784915858260	9784915858291	2	3	4
kikou-kiden-hiwou-senki	機巧奇伝ヒヲウ戦記	seed4	0	standard	通常版	マガジンZKC	1	LEAD	9784063	講談社				2	2000-10-23	9784063490329	9784063490329	9784063490718	3	2	4
haizoku-occulty	牌賊!オカルティ	seed4	0	standard	通常版	近代麻雀コミックス	6	MID	9784812	竹書房	5	2002-11	9784812457306	7	2004-07	9784812459782	9784812454428	9784812459782	6	1	7
rouran-mappou-emaki	狼蘭末法絵巻	seed4	0	standard	通常版	プリンセスコミックス	1	LEAD	9784253	秋田書店				2	2000-04	9784253077439	9784253077439	9784253077446	2	2	3
mayonaka-no-raburetaa	真夜中のラブレター	seed4	0	standard	通常版		1	LEAD	9784391	主婦と生活社				2	1989-12-14	9784391903904	9784391903904	9784391903904	1	2	2
satoshi	聖	canon:volumes	0	standard	通常版	ビッグコミックス	3	MID	9784091	小学館	2	2000-09	9784091856029	4	2001-04	9784091856043	9784091856012	9784091856098	8	1	9
kasumigaseki-furiimeeson	霞ヶ関フリーメーソン	seed4	0	standard	通常版		1	LEAD	9784870	飛鳥新社				2		9784870311787	9784870311787	9784870311787	1	2	2
the-mad-pachi-slot-brother-s	THE MAD PACHI-SLOT BROTHER'S	seed4	0	standard	通常版	白夜コミックス	2	MID	9784893	白夜書房	1	2000-11-21	9784893676801	3	2001-12	9784893677419	9784893676801	9784893678003	3	1	4
suteki-na-kekkon	すてきな結婚	seed4	0	bunkobon	文庫版	双葉文庫名作シリーズ	1	LEAD	9784575	双葉社				3	2001-02	9784575722963	9784575722963	9784575722963	1	3	3
suteki-na-kekkon	すてきな結婚	seed4	0	bunkobon	文庫版	双葉文庫名作シリーズ	2	LEAD	9784575	双葉社				3	2001-02	9784575722963	9784575722963	9784575722963	1	3	3
pachisuro-yancha-bugi	パチスロやんちゃブギ	seed4	0	standard	通常版	ドンキーコミックス	3	MID	9784915	綜合図書	2	2000-11-15	9784915450341	5	2002-10-30	9784915450471	9784862980182	9784915450907	12	1	20
pachisuro-yancha-bugi	パチスロやんちゃブギ	seed4	0	standard	通常版	ドンキーコミックス	4	MID	9784915	綜合図書	2	2000-11-15	9784915450341	5	2002-10-30	9784915450471	9784862980182	9784915450907	12	1	20
pachisuro-yancha-bugi	パチスロやんちゃブギ	seed4	0	standard	通常版	ドンキーコミックス	7	MID	9784915	綜合図書	6	2003-05-30	9784915450556	8	2004-06-30	9784915450662	9784862980182	9784915450907	12	1	20
pachisuro-yancha-bugi	パチスロやんちゃブギ	seed4	0	standard	通常版	ドンキーコミックス	10	MID	9784915	綜合図書	9	2005-03	9784915450723	12	2007-03	9784915450907	9784862980182	9784915450907	12	1	20
pachisuro-yancha-bugi	パチスロやんちゃブギ	seed4	0	standard	通常版	ドンキーコミックス	11	MID	9784915	綜合図書	9	2005-03	9784915450723	12	2007-03	9784915450907	9784862980182	9784915450907	12	1	20
pachisuro-yancha-bugi	パチスロやんちゃブギ	seed4	0	standard	通常版	ドンキーコミックス	13	MID	9784915	綜合図書	12	2007-03	9784915450907	14	2008-05	9784862980182	9784862980182	9784915450907	12	1	20
pachisuro-yancha-bugi	パチスロやんちゃブギ	seed4	0	standard	通常版	ドンキーコミックス	15	MID	9784915	綜合図書	14	2008-05	9784862980182	16	2010-04	9784862980496	9784862980182	9784915450907	12	1	20
pachisuro-yancha-bugi	パチスロやんちゃブギ	seed4	0	standard	通常版	ドンキーコミックス	18	MID	9784915	綜合図書	17	2011-01	9784862980557	19	2012-10	9784862980823	9784862980182	9784915450907	12	1	20
touhou-tetsuwan-komachi-dokidoki-locomotion	東方鉄腕小町ドキドキ♡ロコモーション	seed4	0	standard	通常版	YKコミックス	1	LEAD	9784785	少年画報社				2	2001-07	9784785920951	9784785920951	9784785921682	2	2	3
hana-ichimonme	花いちもんめ	seed4	0	standard	通常版	ぶんか社コミックス	1	LEAD	9784821	ぶんか社				2	2001-04	9784821198658	9784821198658	9784821198658	1	2	2
gunnm-last-order	銃夢last order	canon:extra[0]	1	shinsoban	Evening KCDX	Evening KCDX	11	MID	9784063	講談社	10	2012-04	9784063766318	16	2011-05	9784063760620	9784063760620	9784063766318	12	1	17
gunnm-last-order	銃夢last order	canon:extra[0]	1	shinsoban	Evening KCDX	Evening KCDX	12	MID	9784063	講談社	10	2012-04	9784063766318	16	2011-05	9784063760620	9784063760620	9784063766318	12	1	17
gunnm-last-order	銃夢last order	canon:extra[0]	1	shinsoban	Evening KCDX	Evening KCDX	13	MID	9784063	講談社	10	2012-04	9784063766318	16	2011-05	9784063760620	9784063760620	9784063766318	12	1	17
gunnm-last-order	銃夢last order	canon:extra[0]	1	shinsoban	Evening KCDX	Evening KCDX	14	MID	9784063	講談社	10	2012-04	9784063766318	16	2011-05	9784063760620	9784063760620	9784063766318	12	1	17
gunnm-last-order	銃夢last order	canon:extra[0]	1	shinsoban	Evening KCDX	Evening KCDX	15	MID	9784063	講談社	10	2012-04	9784063766318	16	2011-05	9784063760620	9784063760620	9784063766318	12	1	17
gunnm-last-order	銃夢last order	canon:extra[1]	2	shinsoban	KCDX	KCDX	13	MID	9784063	講談社	12	2014-04	9784063769920	18	2013-04	9784063768138	9784063768138	9784063769920	4	11	19
gunnm-last-order	銃夢last order	canon:extra[1]	2	shinsoban	KCDX	KCDX	14	MID	9784063	講談社	12	2014-04	9784063769920	18	2013-04	9784063768138	9784063768138	9784063769920	4	11	19
gunnm-last-order	銃夢last order	canon:extra[1]	2	shinsoban	KCDX	KCDX	15	MID	9784063	講談社	12	2014-04	9784063769920	18	2013-04	9784063768138	9784063768138	9784063769920	4	11	19
gunnm-last-order	銃夢last order	canon:extra[1]	2	shinsoban	KCDX	KCDX	16	MID	9784063	講談社	12	2014-04	9784063769920	18	2013-04	9784063768138	9784063768138	9784063769920	4	11	19
gunnm-last-order	銃夢last order	canon:extra[1]	2	shinsoban	KCDX	KCDX	17	MID	9784063	講談社	12	2014-04	9784063769920	18	2013-04	9784063768138	9784063768138	9784063769920	4	11	19
dr-nekoyanagita-no-kagakuteki-seishun	Dr.猫柳田の科学的青春	seed4	0	standard	通常版		2	MID	9784344	幻冬舎	1	2002-10	9784344801424	3	2003-06	9784344802575	9784344801424	9784344804463	4	1	5
guruguru-shoukougun	ぐるぐる症候群	seed4	0	standard	通常版		1	LEAD	9784860	ノアール出版				10	2002-03	9784860020378	9784860020378	9784860020514	4	10	13
guruguru-shoukougun	ぐるぐる症候群	seed4	0	standard	通常版		2	LEAD	9784860	ノアール出版				10	2002-03	9784860020378	9784860020378	9784860020514	4	10	13
guruguru-shoukougun	ぐるぐる症候群	seed4	0	standard	通常版		3	LEAD	9784860	ノアール出版				10	2002-03	9784860020378	9784860020378	9784860020514	4	10	13
guruguru-shoukougun	ぐるぐる症候群	seed4	0	standard	通常版		4	LEAD	9784860	ノアール出版				10	2002-03	9784860020378	9784860020378	9784860020514	4	10	13
guruguru-shoukougun	ぐるぐる症候群	seed4	0	standard	通常版		5	LEAD	9784860	ノアール出版				10	2002-03	9784860020378	9784860020378	9784860020514	4	10	13
guruguru-shoukougun	ぐるぐる症候群	seed4	0	standard	通常版		6	LEAD	9784860	ノアール出版				10	2002-03	9784860020378	9784860020378	9784860020514	4	10	13
guruguru-shoukougun	ぐるぐる症候群	seed4	0	standard	通常版		7	LEAD	9784860	ノアール出版				10	2002-03	9784860020378	9784860020378	9784860020514	4	10	13
guruguru-shoukougun	ぐるぐる症候群	seed4	0	standard	通常版		8	LEAD	9784860	ノアール出版				10	2002-03	9784860020378	9784860020378	9784860020514	4	10	13
guruguru-shoukougun	ぐるぐる症候群	seed4	0	standard	通常版		9	LEAD	9784860	ノアール出版				10	2002-03	9784860020378	9784860020378	9784860020514	4	10	13
zakoken-maruchou	ざこ検〔○潮〕	canon:volumes	0	standard	通常版	ビッグコミックス	4	MID	9784091	小学館	3		9784091861535	5	2002-08	9784091861559	9784091861528	9784091861566	4	2	6
manga-time-mini	まんがタイムmini	seed4	0	standard	通常版	MANGA TIME MYPAL COMICS	1	LEAD	9784832	芳文社				5	2002-08	9784832262607	9784832262607	9784832262607	1	5	5
manga-time-mini	まんがタイムmini	seed4	0	standard	通常版	MANGA TIME MYPAL COMICS	2	LEAD	9784832	芳文社				5	2002-08	9784832262607	9784832262607	9784832262607	1	5	5
manga-time-mini	まんがタイムmini	seed4	0	standard	通常版	MANGA TIME MYPAL COMICS	3	LEAD	9784832	芳文社				5	2002-08	9784832262607	9784832262607	9784832262607	1	5	5
manga-time-mini	まんがタイムmini	seed4	0	standard	通常版	MANGA TIME MYPAL COMICS	4	LEAD	9784832	芳文社				5	2002-08	9784832262607	9784832262607	9784832262607	1	5	5
mikan-enikki-tokubetsuhen	みかん・絵日記 特別編	seed4	0	standard	通常版	花とゆめCOMICS	1	LEAD	9784592	白泉社				2	2002-05-10	9784592171188	9784592171188	9784592171195	2	2	3
grand-vacances	グラン・バカン	seed4	0	standard	通常版	ジャンプ・コミックス	1	LEAD	9784088	集英社				2	2002-06-09	9784088732695	9784088732695	9784088732695	1	2	2
riiman-senki-dokushinsan	リーマン戦記独身3	seed4	0	standard	通常版	4 coinsアクションオリジナル	3	MID	9784575	双葉社	2	2002-12	9784575827835	4	2003-09	9784575828856	9784575827835	9784575991505	5	1	6
wada-radio-no-jojo-ni-poiman	和田ラヂヲの徐々にポイマン	seed4	0	standard	通常版	BEAM COMIX	1	LEAD	9784757	エンターブレイン				2	2002-02	9784757707245	9784757707245	9784757717718	2	2	3
kekkon-no-real	結婚のリアル	seed4	0	bunkobon	文庫版	YOU漫画文庫	1	LEAD	9784087	集英社				2	2002-01	9784087852325	9784087852325	9784087852325	1	2	2
zoku-kindan-no-koi-o-shiyou	続・禁断の恋をしよう	seed4	0	standard	通常版	プチコミフラワーコミックス	1	LEAD	9784091	小学館				2	2002-02	9784091354020	9784091354020	9784091354020	1	2	2
gamurakan	臥夢螺館	seed4	0	standard	通常版	e-manga KC	2	MID	9784063	講談社	1	2002-03	9784063504026	3	2003-09	9784063347920	9784063347920	9784063504026	2	1	3
tanimura-hitoshi-no-bakuretsu-tabiuchi-special	谷村ひとしの爆裂旅打ちスペシャル	seed4	0	standard	通常版	Nichibun comics	1	LEAD	9784537	日本文芸社				2	2002-11-10	9784537101331	9784537101331	9784537101331	1	2	2
koukidou-gensou-ganpareedo-march-4-koma-manga-gekijou	高機動幻想ガンパレード・マーチ 4コママンガ劇場	seed4	0	standard	通常版		1	LEAD	9784757	エニックス				2	2002-04-19	9784757506695	9784757506695	9784757506695	1	2	2
b-boy-luv	B-boy luv	seed4	0	standard	通常版		1	LEAD	9784835	ビブロス				2	2003-03-15	9784835214221	9784835214221	9784835214221	1	2	2
ahoudori-no-tomarigi	あほう鳥の止り木	seed4	0	standard	通常版	Gakken sports comics	1	LEAD	9784056	学習研究社				2	2003-07	9784056031942	9784056031942	9784056033571	2	2	3
guruguru-kakumei	ぐるぐる革命	seed4	0	standard	通常版		7	MID	9784860	ノアール出版	6	2006-03	9784860022068	9	2004-08	9784860021115	9784860020811	9784860022068	10	1	12
guruguru-kakumei	ぐるぐる革命	seed4	0	standard	通常版		8	MID	9784860	ノアール出版	6	2006-03	9784860022068	9	2004-08	9784860021115	9784860020811	9784860022068	10	1	12
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	2	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	3	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	4	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	5	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	6	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	7	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	8	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	9	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	10	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	11	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	12	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	13	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	14	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	15	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	16	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	17	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	18	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	19	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	20	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	21	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	22	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	23	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	24	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	25	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	26	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	27	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	28	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	29	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	30	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	31	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	32	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	33	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	34	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	35	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	36	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	37	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	38	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	39	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	40	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	41	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	42	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	43	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	44	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	45	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	46	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	47	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	48	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	49	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	50	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	51	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	52	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	53	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	54	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	55	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	56	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	57	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	58	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	59	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	60	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	61	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
manga-grimm-douwa	まんがグリム童話	seed4	0	standard	通常版	まんがグリム童話	62	MID	9784821	ぶんか社	1	2003-08	9784821180318	63	2026-07-20	9784821112050	9784821112050	9784821180318	2	1	63
pachisuro-yancha-gaiden	パチスロやんちゃ外伝	seed4	0	standard	通常版	ドンキーコミックスシリーズ	3	MID	9784915	綜合図書	2	2003-01	9784915450488	4	2004-11-29	9784915450716	9784862980335	9784915450716	4	1	7
pachisuro-yancha-gaiden	パチスロやんちゃ外伝	seed4	0	standard	通常版	ドンキーコミックスシリーズ	5	MID	9784915	綜合図書	4	2004-11-29	9784915450716	7	2008-12	9784862980335	9784862980335	9784915450716	4	1	7
pachisuro-yancha-gaiden	パチスロやんちゃ外伝	seed4	0	standard	通常版	ドンキーコミックスシリーズ	6	MID	9784915	綜合図書	4	2004-11-29	9784915450716	7	2008-12	9784862980335	9784862980335	9784915450716	4	1	7
hodogaya-saichuusokuha-seven	保土ヶ谷最中速派セブン	seed4	0	standard	通常版	ビッグコミックス	1	LEAD	9784091	小学館				2	2003-06	9784091867629	9784091867629	9784091867636	2	2	3
senri-no-michi-mo-dai-sanshou	千里の道も 第三章	seed4	0	standard	通常版	ゴルフダイジェストコミックス	12	MID	9784772	ゴルフダイジェスト社	11	2006-06	9784772850629	13	2006-12	9784772810715	9784772810715	9784772850629	38	1	39
osaka-itemae-surottaa-manmai-kun	大阪いてまえスロッター万枚くん	seed4	0	standard	通常版	白夜コミックス	5	MID	9784861	白夜書房	4	2006-11-22	9784861912153	77	2011-06	9784861917769	9784861910883	9784893679987	5	1	77
osaka-itemae-surottaa-manmai-kun	大阪いてまえスロッター万枚くん	seed4	0	standard	通常版	白夜コミックス	6	MID	9784861	白夜書房	4	2006-11-22	9784861912153	77	2011-06	9784861917769	9784861910883	9784893679987	5	1	77
osaka-itemae-surottaa-manmai-kun	大阪いてまえスロッター万枚くん	seed4	0	standard	通常版	白夜コミックス	7	MID	9784861	白夜書房	4	2006-11-22	9784861912153	77	2011-06	9784861917769	9784861910883	9784893679987	5	1	77
osaka-itemae-surottaa-manmai-kun	大阪いてまえスロッター万枚くん	seed4	0	standard	通常版	白夜コミックス	8	MID	9784861	白夜書房	4	2006-11-22	9784861912153	77	2011-06	9784861917769	9784861910883	9784893679987	5	1	77
osaka-itemae-surottaa-manmai-kun	大阪いてまえスロッター万枚くん	seed4	0	standard	通常版	白夜コミックス	9	MID	9784861	白夜書房	4	2006-11-22	9784861912153	77	2011-06	9784861917769	9784861910883	9784893679987	5	1	77
osaka-itemae-surottaa-manmai-kun	大阪いてまえスロッター万枚くん	seed4	0	standard	通常版	白夜コミックス	10	MID	9784861	白夜書房	4	2006-11-22	9784861912153	77	2011-06	9784861917769	9784861910883	9784893679987	5	1	77
