# カタカナ題の英語綴りslug候補(AI生成+Web検証780件・★未適用)。 workflow 2026-06-05。
key	title	hepburn	en_slug	status
qid:Q1141948|name:ガモラ	ガモラ	gamora	gamora	ai_high
qid:Q11420594|name:SPセキュリティポリス	SPセキュリティポリス	sp-sekyuritei-porisu	sp-security-police	ai_high
qid:Q11420594|name:ウタ★マロ	ウタ★マロ	uta-maro	KEEP_HEPBURN	keep_hepburn
qid:Q11420594|name:ダブル	ダブル	daburu	double	ai_high
qid:Q11420594|name:ロボコック	ロボコック	robokokku	robocock	web_confirmed
qid:Q11420998|name:オキシドールラブ	オキシドールラブ	okishidoru-rabu	oxydol-love	web_confirmed
qid:Q1142135|name:ABCアーバックス	ABCアーバックス	abcaabakkusu	abc-arbacks	web_corrected
qid:Q11422738|name:アルキヘンロズカン	アルキヘンロズカン	aruki-henro-zukan	KEEP_HEPBURN	keep_hepburn
qid:Q11422791|name:サムライマン	サムライマン	samuraiman	samurai-man	ai_high
qid:Q11422791|name:ペエスケ	ペエスケ	peesuke	KEEP_HEPBURN	keep_hepburn
qid:Q11423339|name:クライマックス	クライマックス	kuraimakkusu	climax	ai_high
qid:Q11423789|name:サバス!	サバス!	sabasu	KEEP_HEPBURN	keep_hepburn
qid:Q11423789|name:ノーサンキューノーサンキュー	ノーサンキューノーサンキュー	nosankyu-nosankyu	no-thank-you-no-thank-you	ai_high
qid:Q11424062|name:チューリップティーズ	チューリップティーズ	churippu-teiizu	tulip-teas	ai_high
qid:Q11424459|name:ヤング!ヤング!fruits	ヤング!ヤング!fruits	yangu-yangu-fruits	young-young-fruits	ai_high
qid:Q11424880|name:コジラVSスペースゴジラ	コジラVSスペースゴジラ	gojira-tai-supeesugojira	godzilla-vs-spacegodzilla	ai_high
qid:Q11424880|name:コジラVSデストロイア	コジラVSデストロイア	gojira-tai-desutoroia	godzilla-vs-destoroyah	ai_high
qid:Q11424880|name:ゴジラVSメカゴジラ	ゴジラVSメカゴジラ	gojira-tai-mekagojira	godzilla-vs-mechagodzilla	ai_high
qid:Q11424880|name:ゴジラvsモスラ	ゴジラvsモスラ	gojira-tai-mosura	godzilla-vs-mothra	ai_high
qid:Q11425021|name:コミックダブルX	コミックダブルX	komikku-daburu-ekkusu	comic-double-x	ai_high
qid:Q11425188|name:ダウンタウンシャッフル	ダウンタウンシャッフル	dauntaun-shaffuru	downtown-shuffle	ai_high
qid:Q11425188|name:ベイビィ・アクション!	ベイビィ・アクション!	beibii-akushon	baby-action	ai_high
qid:Q11425188|name:リトル・ダーリン	リトル・ダーリン	ritoru-daarin	little-darling	ai_high
qid:Q11425578|name:「ティッシュ。」	「ティッシュ。」	teisshu	tissue	ai_high
qid:Q11425578|name:シンクロ	シンクロ	shinkuro	synchro	ai_high
qid:Q11425578|name:マネージ　for adult idols	マネージ　for adult idols	maneeji	manage	unresolved
qid:Q11425929|name:HOTELIER-ホテリエ-	HOTELIER-ホテリエ-	hoterie	hotelier	ai_high
qid:Q11425929|name:カクテル	カクテル	kakuteru	cocktail	ai_high
qid:Q11425929|name:ザ・シガー・ストーリー	ザ・シガー・ストーリー	za-shigaa-sutorii	the-cigar-story	ai_high
qid:Q11425929|name:バーテンダーa Tokyo	バーテンダーa Tokyo	baatendaa-a-tokyo	bartender-a-tokyo	ai_high
qid:Q11427597|name:ハッスル!パンチ	ハッスル!パンチ	hassuru-panchi	hustle-punch	ai_high
qid:Q11427600|name:サボテンOL	サボテンOL	saboten-oeru	saboten-ol	unresolved
qid:Q11428419|name:パチラッチ	パチラッチ	pachiratchi	KEEP_HEPBURN	keep_hepburn
qid:Q11428743|name:ピュアメイプルパンケーキ	ピュアメイプルパンケーキ	pyua-meipuru-pankeeki	pure-maple-pancake	ai_high
qid:Q11429931|name:ガバメンツ	ガバメンツ	gabamentsu	governments	ai_high
qid:Q11430528|name:V・O・I・C・E	V・O・I・C・E	voisu	voice	ai_high
qid:Q11430528|name:エンヴリオン	エンヴリオン	envurion	envirion	web_corrected
qid:Q11430528|name:カグツチ	カグツチ	kagutsuchi	KEEP_HEPBURN	keep_hepburn
qid:Q11430958|name:コール・マイ・ネーム!	コール・マイ・ネーム!	koru-mai-neemu	call-my-name	ai_high
qid:Q11430958|name:ベイビー・ブルー・アイズ	ベイビー・ブルー・アイズ	beibii-buru-aizu	baby-blue-eyes	ai_high
qid:Q11430958|name:ライク・ア・ハリケーン	ライク・ア・ハリケーン	raiku-a-harikeen	like-a-hurricane	ai_high
qid:Q11430958|name:ルビー・チューズデイ	ルビー・チューズデイ	rubii-chuzudei	ruby-tuesday	ai_high
qid:Q11431356|name:カノンテクスト/オープニング	カノンテクスト/オープニング	kanon-tekusuto-opuningu	kanon-texte-opening	web_corrected
qid:Q11431356|name:トリフィルファンタジア	トリフィルファンタジア	torifiru-fantajia	trifil-fantasia	web_corrected
qid:Q11431707|name:オプショナル・ツアー	オプショナル・ツアー	opushonaru-tsuaa	optional-tour	ai_high
qid:Q11431707|name:スウィートホーム	スウィートホーム	suiito-homu	sweet-home	ai_high
qid:Q11431717|name:ゼネラル・マシーン	ゼネラル・マシーン	zeneraru-mashiin	general-machine	ai_high
qid:Q11431902|name:ニュー・ワールド	ニュー・ワールド	nyu-waarudo	new-world	ai_high
qid:Q11431904|name:キューティーバディー	キューティーバディー	kyuteii-badii	cutie-buddy	web_confirmed
qid:Q11434077|name:ドロップ・キック	ドロップ・キック	doroppu-kikku	drop-kick	ai_high
qid:Q11434077|name:バブルガム☆KISS	バブルガム☆KISS	baburugamu-kisu	bubblegum-kiss	ai_high
qid:Q11434601|name:シューティング・スター	シューティング・スター	shuteingu-sutaa	shooting-star	ai_high
qid:Q11436191|name:ヒーロースペシャル	ヒーロースペシャル	hiiro-supesharu	hero-special	ai_high
qid:Q11436191|name:ラジコンリッキー	ラジコンリッキー	rajikon-rikkii	radicon-ricky	web_confirmed
qid:Q11436655|name:ザ・サッカー	ザ・サッカー	za-sakkaa	the-soccer	ai_high
qid:Q11436655|name:シティライツ	シティライツ	shitei-raitsu	city-lights	ai_high
qid:Q11436655|name:ゾッキA	ゾッキA	zokki-ee	zokki-a	web_confirmed
qid:Q11436655|name:ゾッキB	ゾッキB	zokki-bii	zokki-b	web_confirmed
qid:Q11436655|name:ゾッキC|sub:大橋裕之作品集	ゾッキC	zokki-shii	zokki-c	web_confirmed
qid:Q11436655|name:ニューオリンピック	ニューオリンピック	nyu-orinpikku	new-olympic	ai_high
qid:Q11438148|name:タイニードライブ	タイニードライブ	tainii-doraibu	tiny-drive	ai_high
qid:Q11438148|name:タイニーマイティボーイ	タイニーマイティボーイ	tainii-maitei-boi	tiny-mighty-boy	ai_high
qid:Q11438216|name:カルトオンデマンド	カルトオンデマンド	karuto-on-demando	cult-on-demand	ai_high
qid:Q11438865|name:ミスター・ライオン	ミスター・ライオン	misutaa-raion	mister-lion	ai_high
qid:Q11439265|name:フィギッシュ	フィギッシュ	figisshu	figgish	web_confirmed
qid:Q11439682|name:S・C・ポチ	S・C・ポチ	sukuru-kaunseraa-pochi	KEEP_HEPBURN	keep_hepburn
qid:Q11439732|name:アクセルレックス	アクセルレックス	akuseru-rekkusu	axel-rex	unresolved
qid:Q11442210|name:ドムーン	ドムーン	domun	KEEP_HEPBURN	keep_hepburn
qid:Q11442210|name:バカドリル・コミックス	バカドリル・コミックス	baka-doriru-komikkusu	baka-drill-comics	unresolved
qid:Q11442455|name:グリーン・ベール	グリーン・ベール	guriin-beeru	green-veil	ai_high
qid:Q11442455|name:レツェリア	レツェリア	retsueria	KEEP_HEPBURN	keep_hepburn
qid:Q11442755|name:ネイチャーパイロット	ネイチャーパイロット	neichaa-pairotto	nature-pilot	ai_high
qid:Q11443765|name:フォレスト・キャット	フォレスト・キャット	foresuto-kyatto	forest-cat	ai_high
qid:Q11443794|name:スターオーシャン セカンドストーリー	スターオーシャン セカンドストーリー	sutaa-oshan-sekando-sutorii	star-ocean-second-story	ai_high
qid:Q11443830|name:ミルキーウェイ	ミルキーウェイ	mirukii-uei	milky-way	ai_high
qid:Q11445635|name:エピタフ	エピタフ	epitafu	epitaph	ai_high
qid:Q11445635|name:スローダンサー	スローダンサー	suro-dansaa	slow-dancer	ai_high
qid:Q11445635|name:ディスガイズ	ディスガイズ	disugaizu	disguise	ai_high
qid:Q11445635|name:ドリーマー	ドリーマー	doriimaa	dreamer	ai_high
qid:Q11445635|name:パーフェクション	パーフェクション	paafekushon	perfection	ai_high
qid:Q11445635|name:レッドリンクス	レッドリンクス	reddo-rinkusu	red-lynx	unresolved
qid:Q11445635|name:レフト・ロンリー	レフト・ロンリー	refuto-ronrii	left-lonely	ai_high
qid:Q11446129|name:テレビノセカイ	テレビノセカイ	terebi-no-sekai	terebi-no-sekai	ai_high
qid:Q11447429|name:オレンジコレクション	オレンジコレクション	orenji-korekushon	orange-collection	ai_high
qid:Q11450086|name:パラダイス	パラダイス	paradaisu	paradise	ai_high
qid:Q11450681|name:スリーピース!!	スリーピース!!	suriipiisu	three-piece	ai_high
qid:Q11450681|name:スリーピース!!returns	スリーピース!!returns	suriipiisu-returns	three-piece-returns	ai_high
qid:Q11450681|name:メロドラマチック	メロドラマチック	merodoramachikku	melodramatic	ai_high
qid:Q11450681|name:メロドラマチックremix	メロドラマチックremix	merodoramachikku-remix	melodramatic-remix	ai_high
qid:Q11451518|name:ホワイトアルバム	ホワイトアルバム	howaito-arubamu	white-album	ai_high
qid:Q11452016|name:アンジェリークsweet memories	アンジェリークsweet memories	anjieriiku-sweet-memories	angelique-sweet-memories	ai_high
qid:Q11452206|name:アンダーグラウンドホテルCROSS OVER	アンダーグラウンドホテルCROSS OVER	andaa-guraundo-hoteru-cross-over	underground-hotel-cross-over	ai_high
qid:Q11452206|name:タイトロープ	タイトロープ	taito-ropu	tightrope	ai_high
qid:Q11452206|name:メビウス・ストーリー	メビウス・ストーリー	mebiusu-sutorii	mobius-story	ai_high
qid:Q11452968|name:イヌジニン	イヌジニン	inujinin	KEEP_HEPBURN	keep_hepburn
qid:Q11453576|name:キモチヤキモチ	キモチヤキモチ	kimochi-yakimochi	kimochi-yakimochi	ai_high
qid:Q11454332|name:ゴクジョッ。	ゴクジョッ。	gokujotsu	KEEP_HEPBURN	keep_hepburn
qid:Q11454732|name:マネーウォーズ	マネーウォーズ	manee-uozu	money-wars	ai_high
qid:Q11455165|name:ウルトラマン	ウルトラマン	urutoraman	ultraman	ai_high
qid:Q11455234|name:ジル・ド・レ	ジル・ド・レ	jiru-do-re	gilles-de-rais	ai_high
qid:Q11455234|name:ナービー	ナービー	naabii	navy	unresolved
qid:Q11455234|name:ネロ	ネロ	nero	nero	ai_high
qid:Q11455234|name:ブランド・ランナー	ブランド・ランナー	burando-rannaa	brand-runner	unresolved
qid:Q11455234|name:リーインカネーション	リーインカネーション	rii-inkaneeshon	reincarnation	ai_high
qid:Q11455280|name:スーパーバイキング	スーパーバイキング	supaa-baikingu	super-viking	ai_high
qid:Q11457088|name:トライアングル・ドア	トライアングル・ドア	toraianguru-doa	triangle-door	ai_high
qid:Q11457088|name:ベルベッドガール	ベルベッドガール	berubetto-gaaru	velvet-girl	unresolved
qid:Q11457107|name:DIRTYスペシャル	DIRTYスペシャル	daateii-supesharu	dirty-special	ai_high
qid:Q11458108|name:イノセント	イノセント	inosento	innocent	ai_high
qid:Q11458108|name:サイコ	サイコ	saiko	psycho	ai_high
qid:Q11458108|name:シンデレラ	シンデレラ	shinderera	cinderella	ai_high
qid:Q11458108|name:ホワイトレイン	ホワイトレイン	howaito-rein	white-rain	ai_high
qid:Q11458288|name:コンクリート・ガーデン	コンクリート・ガーデン	konkuriito-gaaden	concrete-garden	ai_high
qid:Q11458288|name:シンデレラクレジットサービス	シンデレラクレジットサービス	shinderera-kurejitto-saabisu	cinderella-credit-service	ai_high
qid:Q11458288|name:プラトニックアニマル	プラトニックアニマル	puratonikku-animaru	platonic-animal	ai_high
qid:Q11459199|name:ストロベリィ❤ホリデー	ストロベリィ❤ホリデー	sutoroberii-horidee	strawberry-holiday	ai_high
qid:Q11459393|name:モノローグジェネレーション	モノローグジェネレーション	monorogujienereeshon	monologue-generation	ai_high
qid:Q11459393|name:ルナナナ	ルナナナ	runa-nana	luna-nana	unresolved
qid:Q11459435|name:セキホクジャーナル	セキホクジャーナル	sekihoku-jaanaru	sekihoku-journal	ai_high
qid:Q11459645|name:オオクニヌシ	オオクニヌシ	okuninushi	okuninushi	ai_high
qid:Q11459841|name:ジジジィ-GGG-	ジジジィ-GGG-	jijijii-jiijiijii	jijiji-ggg	web_confirmed
qid:Q11459864|name:アイアンフェザー	アイアンフェザー	aian-fezaa	iron-feather	ai_high
qid:Q11459918|name:ウッド・ノート	ウッド・ノート	uddo-noto	wood-note	ai_high
qid:Q11459918|name:ラスト・シーン	ラスト・シーン	rasuto-shiin	last-scene	ai_high
qid:Q11459921|name:ミュータント タートルズ	ミュータント タートルズ	myutanto-taatoruzu	mutant-turtles	ai_high
qid:Q11460683|name:ステゴロ	ステゴロ	sutegoro	KEEP_HEPBURN	keep_hepburn
qid:Q11460683|name:ハイアーグラウンド	ハイアーグラウンド	haiaa-guraundo	higher-ground	ai_high
qid:Q11460683|name:バダスbad ass	バダスbad ass	badasu-baddo-asu	bad-ass	ai_high
qid:Q11460951|name:ヴィーパラ	ヴィーパラ	viipara	KEEP_HEPBURN	keep_hepburn
qid:Q11461215|name:イッテイ	イッテイ	ittei	KEEP_HEPBURN	keep_hepburn
qid:Q11461285|name:ファミコンCAP	ファミコンCAP	famikon-kyappu	famicom-cap	ai_high
qid:Q11461285|name:リトルコップ	リトルコップ	ritoru-koppu	little-cop	ai_high
qid:Q11461326|name:グレイトデッドフル	グレイトデッドフル	gureito-deddofuru	great-deadful	web_corrected
qid:Q11461450|name:ニューヨークダスト	ニューヨークダスト	nyuyoku-dasuto	new-york-dust	ai_high
qid:Q11461450|name:パティシエール	パティシエール	pateishieeru	patissiere	ai_high
qid:Q11461450|name:ビタミンMOEKO	ビタミンMOEKO	bitamin-moeko	vitamin-moeko	ai_high
qid:Q11461450|name:レディー・A	レディー・A	redii-ei	lady-a	ai_high
qid:Q11461627|name:クリスタル・デイズ	クリスタル・デイズ	kurisutaru-deizu	crystal-days	ai_high
qid:Q11462102|name:マッシュgo!!	マッシュgo!!	masshu-go	mash-go	web_confirmed
qid:Q11462110|name:キール・ロワイヤル	キール・ロワイヤル	kiiru-rowaiyaru	kir-royale	ai_high
qid:Q11462110|name:スイート・ミュージック	スイート・ミュージック	suiito-myujikku	sweet-music	ai_high
qid:Q11462110|name:ビーマイベイビー・リターンズ	ビーマイベイビー・リターンズ	bii-mai-beibii-ritaanzu	be-my-baby-returns	ai_high
qid:Q11462110|name:ムーンライト・ランデヴー	ムーンライト・ランデヴー	munraito-randevu	moonlight-rendezvous	ai_high
qid:Q11462110|name:ラブ・ライフ	ラブ・ライフ	rabu-raifu	love-life	ai_high
qid:Q11462110|name:リップスティック・グラフィティ	リップスティック・グラフィティ	rippusuteikku-gurafitei	lipstick-graffiti	ai_high
qid:Q11462262|name:ゴーゴーダイナマイツ	ゴーゴーダイナマイツ	gogo-dainamaitsu	go-go-dynamites	ai_high
qid:Q11462404|name:イージー・ライター	イージー・ライター	iijii-raitaa	easy-writer	web_confirmed
qid:Q11462404|name:ダーリン	ダーリン	daarin	darling	ai_high
qid:Q11462404|name:ルナティックナイト	ルナティックナイト	runateitsuku-naito	lunatic-knight	ai_high
qid:Q11462404|name:レモンドロップス	レモンドロップス	remon-doroppusu	lemon-drops	ai_high
qid:Q11462404|name:ロマンス	ロマンス	romansu	romance	ai_high
qid:Q11462499|name:リュウノスケ	リュウノスケ	ryusuke	KEEP_HEPBURN	keep_hepburn
qid:Q11462709|name:サイピート	サイピート	saipiito	KEEP_HEPBURN	keep_hepburn
qid:Q11462709|name:タイドライン・ブルー	タイドライン・ブルー	taidorain-buru	tideline-blue	ai_high
qid:Q11462709|name:ロボダッチ	ロボダッチ	robodatchi	robodatchi	web_corrected
qid:Q11462894|name:ヒノエウーマン	ヒノエウーマン	hinoe-uman	hinoe-woman	unresolved
qid:Q11462946|name:チェリーナイツ	チェリーナイツ	cherii-naitsu	cherry-knights	ai_high
qid:Q11462946|name:ワイルドチェリーナイツ	ワイルドチェリーナイツ	wairudo-cherii-naitsu	wild-cherry-knights	ai_high
qid:Q11463219|name:キャプテンウルトラ	キャプテンウルトラ	kyaputenurutora	captain-ultra	ai_high
qid:Q11463368|name:ラブカラ	ラブカラ	rabukara	love-cara	unresolved
qid:Q11463550|name:フレンチビーンズ・チョコレート	フレンチビーンズ・チョコレート	furenchi-biinzu-chokoreeto	french-beans-chocolate	ai_high
qid:Q11463739|name:ショッキングMOMOKO	ショッキングMOMOKO	shokkingu-momoko	shocking-momoko	ai_high
qid:Q11463739|name:スキャンドール	スキャンドール	sukyandoru	scandoll	web_corrected
qid:Q11463964|name:ニコセッズセレクション	ニコセッズセレクション	niko-sezzu-serekushon	nico-sezz-selection	unresolved
qid:Q11464096|name:ア・ゲイン	ア・ゲイン	a-gein	again	ai_high
qid:Q11464212|name:ホームスイートホーム	ホームスイートホーム	homu-suiito-homu	home-sweet-home	ai_high
qid:Q11464212|name:メッシュ!!	メッシュ!!	messhu	mesh	ai_high
qid:Q11465217|name:ラキ + クリ	ラキ + クリ	raki-kuri	raki-kuri	ai_low
qid:Q11465222|name:To・ki・me・ki	To・ki・me・ki	tokimeki	tokimeki	ai_high
qid:Q11465222|name:ミッドサマー	ミッドサマー	middo-samaa	midsummer	ai_high
qid:Q11465863|name:ガチンコッ!	ガチンコッ!	gachinkotsu	KEEP_HEPBURN	keep_hepburn
qid:Q11465872|name:ガガガガ	ガガガガ	gagagaga	ga-ga-ga-ga	ai_low
qid:Q11465872|name:ノイローゼ・ダンシング	ノイローゼ・ダンシング	noiroze-danshingu	neurose-dancing	unresolved
qid:Q11465872|name:ラチェット・シティ	ラチェット・シティ	rachetto-shitei	ratchet-city	ai_high
qid:Q11466095|name:ニセモン	ニセモン	nisemon	KEEP_HEPBURN	keep_hepburn
qid:Q11466095|name:モンタナ・ジョーンズ	モンタナ・ジョーンズ	montana-jonzu	montana-jones	ai_high
qid:Q11466280|name:アンペア	アンペア	anpea	ampere	ai_high
qid:Q11466564|name:アカンサス	アカンサス	akansasu	acanthus	ai_high
qid:Q11466564|name:キリン	キリン	kirin	kirin	ai_low
qid:Q11466564|name:ドミノ	ドミノ	domino	domino	ai_high
qid:Q11466564|name:ビターチョコレイト	ビターチョコレイト	bitaa-chokoreito	bitter-chocolate	ai_high
qid:Q11466564|name:ロマンチストベイビー	ロマンチストベイビー	romanchisuto-beibii	romanticist-baby	ai_high
qid:Q11466569|name:ナナニイ	ナナニイ	nananii	KEEP_HEPBURN	keep_hepburn
qid:Q11466569|name:モザイク	モザイク	mozaiku	mosaic	ai_high
qid:Q11466569|name:レクレスⅤ	レクレスⅤ	rekuresu-faibu	reckless-v	web_confirmed
qid:Q11466592|name:レンタル	レンタル	rentaru	rental	ai_high
qid:Q11468186|name:マザー・ルーシー	マザー・ルーシー	mazaa-rushii	mother-lucy	ai_high
qid:Q11468186|name:ラブ・ゾンビ	ラブ・ゾンビ	rabu-zonbi	love-zombie	ai_high
qid:Q11468186|name:リアル・サマー	リアル・サマー	riaru-samaa	real-summer	ai_high
qid:Q11468731|name:D・o・g	D・o・g	doggu	dog	ai_high
qid:Q11468762|name:Hey!!ブルースマン	Hey!!ブルースマン	hei-burusuman	hey-bluesman	ai_high
qid:Q11468762|name:コキーユ	コキーユ	kokiiyu	coquille	web_confirmed
qid:Q11468762|name:ヘイ!!ブルースマン	ヘイ!!ブルースマン	hei-burusuman	hey-bluesman	ai_high
qid:Q11469324|name:アッパーロード	アッパーロード	appaa-rodo	upper-road	ai_high
qid:Q11469369|name:ラジカルフィスト	ラジカルフィスト	rajikaru-fisuto	radical-fist	ai_high
qid:Q11469401|name:カタメン	カタメン	katamen	KEEP_HEPBURN	keep_hepburn
qid:Q11469401|name:ゴールド	ゴールド	gorudo	gold	ai_high
qid:Q11469541|name:バード BLACK MARKET	バード BLACK MARKET	baado-black-market	bird-black-market	ai_high
qid:Q11469541|name:プロトタイプ	プロトタイプ	purototaipu	prototype	ai_high
qid:Q11470076|name:ドキドキ☆シスターズ	ドキドキ☆シスターズ	dokidoki-shisutaazu	dokidoki-sisters	unresolved
qid:Q11470085|name:ロストチャイルド	ロストチャイルド	rosuto-chairudo	lost-child	ai_high
qid:Q11470122|name:ウォーク・ドント・ラン	ウォーク・ドント・ラン	uoku-donto-ran	walk-dont-run	ai_high
qid:Q11470122|name:クレイジー・ドリー	クレイジー・ドリー	kureijii-dorii	crazy-dolly	unresolved
qid:Q11470122|name:ハルマゲドン	ハルマゲドン	harumagedon	armageddon	ai_high
qid:Q11470146|name:キッシーズ・キッズ	キッシーズ・キッズ	kisshi-zu-kizzu	kissys-kids	web_confirmed
qid:Q11470146|name:クロボシ	クロボシ	kuroboshi	KEEP_HEPBURN	keep_hepburn
qid:Q11470146|name:ヤ・ク・ソ・ク	ヤ・ク・ソ・ク	yakusoku	yakusoku	ai_high
qid:Q11470233|name:ベルセゾン	ベルセゾン	berusezon	belle-saison	unresolved
qid:Q11470261|name:グラン・バカン	グラン・バカン	guran-bakan	grand-vacances	unresolved
qid:Q11470261|name:グラン・バガン	グラン・バガン	guran-bagan	grand-bagan	unresolved
qid:Q11470637|name:ザ・プライザー	ザ・プライザー	za-puraizaa	the-prizer	web_confirmed
qid:Q11470669|name:エール!	エール!	eeru	aile	unresolved
qid:Q11470805|name:キントトハウス	キントトハウス	kintoto-hausu	KEEP_HEPBURN	keep_hepburn
qid:Q11470805|name:サカモト	サカモト	sakamoto	sakamoto	ai_high
qid:Q11470805|name:タンタンペン	タンタンペン	tantanpen	KEEP_HEPBURN	keep_hepburn
qid:Q11472796|name:Eチェイサー	Eチェイサー	e-cheisaa	e-chaser	unresolved
qid:Q11472796|name:ミッドナイトゾーン	ミッドナイトゾーン	middonaito-zon	midnight-zone	ai_high
qid:Q11472805|name:トワイライト・ミュージアム	トワイライト・ミュージアム	towairaito-myujiamu	twilight-museum	ai_high
qid:Q11473338|name:グラップキッズ	グラップキッズ	gurappu-kizzu	grapple-kids	unresolved
qid:Q11473666|name:ドリーミング	ドリーミング	doriimingu	dreaming	ai_high
qid:Q11474104|name:ミスティックアーク	ミスティックアーク	misuteikku-aaku	mystic-ark	ai_high
qid:Q11474365|name:キャプテンアリス	キャプテンアリス	kyaputen-arisu	captain-alice	ai_high
qid:Q11474365|name:パニックキッス	パニックキッス	panikku-kissu	panic-kiss	ai_high
qid:Q11475156|name:タロットマスター	タロットマスター	tarotto-masutaa	tarot-master	ai_high
qid:Q11475156|name:ラッキーゴッドビリケン	ラッキーゴッドビリケン	rakkii-goddo-biriken	lucky-god-billiken	ai_high
qid:Q11475431|name:アタラクシア	アタラクシア	atarakushia	ataraxia	ai_high
qid:Q11475431|name:キイチ DA GOAL!!!	キイチ DA GOAL!!!	kiichi-da-goal	kiichi-da-goal	ai_high
qid:Q11475454|name:トップ	トップ	toppu	top	ai_high
qid:Q11475634|name:カリブト	カリブト	kaributo	KEEP_HEPBURN	keep_hepburn
qid:Q11475634|name:タバスコシャワー	タバスコシャワー	tabasuko-shawaa	tabasco-shower	ai_high
qid:Q11475854|name:レムリア	レムリア	remuria	lemuria	ai_high
qid:Q11476822|name:ウエディング・センセーション	ウエディング・センセーション	uedingu-senseeshon	wedding-sensation	ai_high
qid:Q11476822|name:サイレントガール	サイレントガール	sairento-gaaru	silent-girl	ai_high
qid:Q11476838|name:アータフィシャル・メモリィ	アータフィシャル・メモリィ	aatafisharu-memorii	artificial-memory	ai_high
qid:Q11476838|name:ネオ・マジシャンロード	ネオ・マジシャンロード	neo-majishan-rodo	neo-magician-road	web_confirmed
qid:Q11476838|name:リアル・メタフィジックス	リアル・メタフィジックス	riaru-metafijikkusu	real-metaphysics	ai_high
qid:Q11476838|name:レジェンド・チェンバー	レジェンド・チェンバー	rejiendo-chenbaa	legend-chamber	ai_high
qid:Q11476984|name:ラスト・ワルツ	ラスト・ワルツ	rasuto-warutsu	last-waltz	ai_high
qid:Q11478227|name:ドラゴンリーグ	ドラゴンリーグ	doragon-riigu	dragon-league	ai_high
qid:Q11478701|name:RUN RUNブラザーズ	RUN RUNブラザーズ	ranran-burazaazu	run-run-brothers	ai_high
qid:Q11478714|name:アイディアル	アイディアル	aidiaru	ideal	ai_high
qid:Q11478714|name:ニュートラル	ニュートラル	nyutoraru	neutral	ai_high
qid:Q11479721|name:ハイテンションプリースター	ハイテンションプリースター	haitenshon-puriisutaa	high-tension-priester	web_corrected
qid:Q11479723|name:ONE・DAY ARMY	ONE・DAY ARMY	wan-dei-aamii	one-day-army	ai_high
qid:Q1147974|name:スピカ	スピカ	supika	spica	ai_high
qid:Q11479927|name:メタルK	メタルK	metaru-k	metal-k	ai_high
qid:Q11480142|name:アンタレス	アンタレス	antaresu	antares	ai_high
qid:Q11480848|name:マーメイドボーイ	マーメイドボーイ	maameido-boi	mermaid-boy	ai_high
qid:Q11481143|name:スーパーエンジェル	スーパーエンジェル	supaa-enjieru	super-angel	ai_high
qid:Q11482442|name:ネオンフィッシュ	ネオンフィッシュ	neon-fisshu	neon-fish	ai_high
qid:Q11483065|name:ブラックエンジェルズスペシャル	ブラックエンジェルズスペシャル	burakku-enjieruzu-supesharu	black-angels-special	ai_high
qid:Q11483065|name:ブラックエンジェルズワイドSP	ブラックエンジェルズワイドSP	burakku-enjieruzu-waido-sp	black-angels-wide-sp	ai_high
qid:Q11484394|name:マンガエンロン	マンガエンロン	manga-enron	manga-enron	ai_low
qid:Q11485710|name:シンソウガクシャ	シンソウガクシャ	shinso-gakusha	shinso-gakusha	ai_low
qid:Q11487103|name:リトルビッグママ	リトルビッグママ	ritoru-biggu-mama	little-big-mama	ai_high
qid:Q11488080|name:ZEROレーサー	ZEROレーサー	zero-reesaa	zero-racer	ai_high
qid:Q11488393|name:ローラ・インガルス	ローラ・インガルス	rora-ingarusu	laura-ingalls	ai_high
qid:Q11488518|name:キラキラ・スウィートホーム	キラキラ・スウィートホーム	kirakira-suiito-homu	kirakira-sweet-home	web_confirmed
qid:Q11488518|name:ワイルド・ハニー・ワールド	ワイルド・ハニー・ワールド	wairudo-hanii-waarudo	wild-honey-world	ai_high
qid:Q11488595|name:パヤパヤNOTE	パヤパヤNOTE	payapaya-note	payapaya-note	ai_low
qid:Q11489255|name:テクスチャーヒロイン	テクスチャーヒロイン	tekusuchaa-hiroin	texture-heroine	ai_high
qid:Q11489255|name:ハコイリ❤	ハコイリ❤	hakoiri	hakoiri	ai_low
qid:Q11489301|name:アナーキー	アナーキー	anaakii	anarchy	ai_high
qid:Q11489301|name:クルクル	クルクル	kurukuru	kurukuru	ai_low
qid:Q11489301|name:チョーク	チョーク	choku	chalk	ai_high
qid:Q11489301|name:バトル・マシーン	バトル・マシーン	batoru-mashiin	battle-machine	ai_high
qid:Q11489301|name:ブギーマン	ブギーマン	bugiiman	boogeyman	ai_high
qid:Q11489301|name:リーンカーネーション	リーンカーネーション	riinkaaneeshon	reincarnation	ai_high
qid:Q11489537|name:ファイヤーレオン	ファイヤーレオン	faiyaa-reon	fire-leon	web_confirmed
qid:Q11490838|name:バクト	バクト	bakuto	KEEP_HEPBURN	keep_hepburn
qid:Q11491013|name:ブザー、シグナルゴーホーム	ブザー、シグナルゴーホーム	buzaa-shigunaru-go-homu	buzzer-signal-go-home	unresolved
qid:Q11491070|name:ザ・スターリングマン	ザ・スターリングマン	za-sutaaringu-man	the-starling-man	unresolved
qid:Q11492490|name:バタフライキス	バタフライキス	batafurai-kisu	butterfly-kiss	ai_high
