wrong_n	slug	label_author	title	wrong_isbn_trueauthor
4	mobile-suit-gundam-00f	ときた洸一/鴇田洸一	機動戦士ガンダム00F	9784047150386(千葉智宏); 9784047151192(千葉智宏); 9784047151833(千葉智宏)
4	nanako-santeki-na-nichijou-rivaivaru	三部敬	菜々子さん的な日常REVIVAL	9784091872555(瓦敬助); 9784091873859(瓦敬助); 9784091872937(瓦敬助)
4	satanikus-enma-kerberos	烏山英司	Satanikus ENMAケルベロス	9784063493207(永井豪); 9784063493580(永井豪); 9784063493948(永井豪)
4	kindaichi-shounen-no-file-30th	さとうふみや/樹林伸	金田一少年の事件簿30th	9784065278598(天樹征丸); 9784065299166(天樹征丸); 9784065304785(天樹征丸)
4	himawari-2010	銀八	ひまわり	9784757528086(檜山大輔); 9784757528093(檜山大輔); 9784757529779(檜山大輔)
4	bungou-stray-dogs-beast	星河シワス	文豪ストレイドッグスBEAST	9784041094488(春河35); 9784041094495(春河35); 9784041113820(春河35)
4	tantei-wa-mou-shinde-iru-za-lost-memory	poni	探偵はもう、死んでいる。-the lost memory-	9784046805058(うみぼうず); 9784046809391(うみぼうず); 9784046813176(うみぼうず)
4	hataraku-saibou-baby	福田やすひろ	はたらく細胞BABY	9784065182314(福田泰宏); 9784065196403(福田泰宏); 9784065223444(福田泰宏)
4	shin-mobile-senki-gundam-wing	ときた洸一	新機動戦記ガンダムW	9784063340020(矢立肇/富野由悠季); 9784063217551(富野由悠季/矢立肇); 9784063217667(富野由悠季/矢立肇)
4	sabikui-bisco	高橋佑輔	錆喰いビスコ	9784757564114(瘤久保慎司); 9784757567252(瘤久保慎司); 9784757571372(瘤久保慎司)
4	navagraha	ひいろ莎々	ナヴァグラハ	9784065111680(松葉サトル); 9784065144138(松葉サトル); 9784065182642(松葉サトル)
4	mobile-suit-gundam-00-2nd-season	大森倖三	機動戦士ガンダム00 2nd.season	9784047151857(富野由悠季); 9784047152403(富野由悠季); 9784047152823(富野由悠季)
4	pazudora-z-2014	井上桃太	パズドラZ	9784091417848(ガンホーオンラインエンターテイメント); 9784091418487(ガンホーオンラインエンターテイメント); 9784091420022(ガンホーオンラインエンターテイメント)
4	days-gaiden	音羽さおり	DAYS外伝	9784063958942(安田剛士); 9784065101070(安田剛士); 9784065110690(安田剛士)
4	ri-sukeban-deka	福井あしび	Re:スケバン刑事(デカ)	9784253275866(和田慎二); 9784253275873(和田慎二); 9784253275880(和田慎二)
4	jigoku-sensei-nube-s	岡野剛	地獄先生ぬ～べ～S	9784088817781(真倉翔); 9784088821979(真倉翔); 9784088825083(真倉翔)
4	bartender-6stp	加治佐修	バーテンダー6stp	9784088906010(城アラキ); 9784088908670(城アラキ); 9784088912226(城アラキ)
4	mobile-00-gundam-00	大森倖三/田口央斗	機動戦士ガンダム00	9784063493313(富野由悠季); 9784063493573(富野由悠季); 9784063493771(富野由悠季)
4	eebiishii-satsujin-jiken	星野泰視	ABC殺人事件	9784091872890(アガサクリスティー); 9784091873866(アガサクリスティー); 9784091876775(アガサクリスティー)
4	cheer-otoko	まつもとあやか	チア男子!!	9784088671918(朝井リョウ); 9784088672137(朝井リョウ); 9784088672564(朝井リョウ)
4	tsumi-to-batsu	岩下博美	罪と罰	9784107716590(ドストエフスキー); 9784107716828(ドストエフスキー); 9784107717047(ドストエフスキー)
4	henshin-ninja-arashi	大賀浅木	変身忍者嵐	9784257960171(石ノ森章太郎); 9784257960188(石ノ森章太郎); 9784253171144(石ノ森章太郎)
4	angel-beats-the-4-koma	麻枝准/Key/こもわた遙華	Angel Beats! the 4コマ	9784048701921(こもわた遥華); 9784048709019(こもわた遥華); 9784048910347(naga)
4	show	くじらいいく子	ショウ!	9784091831811(くじらいいくこ); 9784091831828(くじらいいくこ); 9784091831835(くじらいいくこ)
4	shangri-la-karasuma-2008	烏丸匡	シャングリ・ラ	9784047151345(池上永一); 9784047152366(池上永一); 9784047152946(池上永一)
4	wizardry-zeo	福原蓮士	ウィザードリィZEO	9784063843194(岩原ケイシ); 9784063843200(岩原ケイシ); 9784063844030(岩原ケイシ)
4	mazinger-z	桜多吾作/ダイナミック・プロ/編著/ダイナミックプロダクション	マジンガーZ	9784122022164(永井豪); 9784122022171(永井豪); 9784122022379(永井豪)
4	gakuen-k	鈴木次郎	学園K	9784757543478(鈴木鈴); 9784757545274(鈴木鈴); 9784757547490(鈴木鈴)
4	danganronpa-kibou-no-gakuen-to-zetsubou-no-koukousei-ji-animation	青インク	ダンガンロンパ希望の学園と絶望の高校生THE ANIMATION	9784041207765(スパイクチュンソフト); 9784041209400(スパイクチュンソフト); 9784041210888(スパイクチュンソフト)
4	hikuidori-imamura-2025	瀬口忍/みなかみしょう	火喰鳥	9784253003483(今村翔吾); 9784253005012(今村翔吾); 9784253009751(今村翔吾)
4	akage-no-an	宮崎駿	赤毛のアン	9784105249021(ルーシーモードモンゴメリ); 9784105249038(ルーシーモードモンゴメリ); 9784105249045(ルーシーモードモンゴメリ)
4	korou-no-chi	小林こー	孤狼の血	9784046806543(柚月裕子); 9784046813541(柚月裕子); 9784046822697(柚月裕子)
4	sangokushi-shokatsu-koumei	久松文雄	三国志諸葛孔明	9784777119769(竹川弘太郎); 9784777119752(竹川弘太郎); 9784777119745(竹川弘太郎)
4	i-turn	大槻閑人	アイターン	9784065160244(福沢徹三); 9784065168011(福沢徹三); 9784065175804(福沢徹三)
4	manga-girishia-shinwa-1991	(unknown)	まんがギリシア神話	9784324028261(亜仁真/石原しゅん); 9784324028285(亜仁真); 9784324028315(亜仁真)
4	watashi-nouryoku-wa-heikinchi-de-tte-ittayone-funa-2017	荒井小豆	私、能力は平均値でって言ったよね!	9784803010091(funa); 9784803011173(funa/亜方逸樹); 9784803012002(funa/亜方逸樹)
4	finding-nemo	(unknown)	ファインディングニモ	9784197700981(ジョンラセッター/アンドリュースタン); 9784197700998(ジョンラセッター/アンドリュースタン); 9784197701025(ジョンラセッター/アンドリュースタン)
4	psycho-pass-3	HIDERO	PSYCHO-PASS サイコパス 3	9784088822792(サイコパス製作委員会); 9784088824895(サイコパス製作委員会); 9784088826516(サイコパス製作委員会)
4	speed-connection	池沢早人師	SPEEDコネクション	9784088570389(池沢さとし); 9784088570396(池沢さとし); 9784088570570(池沢さとし)
4	penguin-musume-max	高橋哲哉	ペンギン娘MAX	9784253232531(高橋てつや); 9784253232548(高橋てつや); 9784253232555(高橋てつや)
4	mobile-suit-gundam-seed-eclipse	曽我篤士	機動戦士ガンダムSEED ECLIPSE	9784041121009(sow); 9784041132456(sow); 9784041142691(sow)
4	raburaibu-school-idol-diary	公野櫻子	ラブライブ! School idol diary	9784048668903(室田雄平); 9784048692953(室田雄平); 9784048653176(室田雄平)
4	neppuu-kairiku-bushilord-the-rising	藤真拓哉	熱風海陸ブシロードthe rising	9784861761331(武士団/実弥島巧); 9784861762550(武士団/実弥島巧); 9784861763229(武士団/実弥島巧)
4	persona-q-shadow-obu-za-labyrinth-side-p4	あかうめ	ペルソナQシャドウオブザラビリンスSide:P4	9784063765731(アトラス); 9784063906134(アトラス); 9784063907094(アトラス)
4	danganronpa-kibou-no-gakuen-to-zetsubou-no-koukousei	燈谷朔	ダンガンロンパ希望の学園と絶望の高校生	9784047279865(スパイクチュンソフト); 9784047285729(スパイクチュンソフト); 9784047289826(スパイクチュンソフト)
3	underdog	壬生ロビン	アンダードッグ	9784088775678(橋本以蔵); 9784088776590(橋本以蔵); 9784088777528(橋本以蔵)
3	pk-genius	薬師寺敦子	P.K.ジーニアス	9784091254467(近田火日輝); 9784091258434(桐谷将士); 9784091264756(桐谷将士)
3	erisu-no-seihai-esu	桂イチホ/常磐くじら	エリスの聖杯S	9784434354175(s濃すぎ); 9784434364389(s濃すぎ); 9784434374906(s濃すぎ)
3	mobile-suit-gundam-ms-senki-reboot	近藤和久	機動戦士ガンダムMS戦記REBOOT	9784041071441(矢立肇/富野由悠季); 9784041080030(矢立肇/富野由悠季); 9784041092156(矢立肇/富野由悠季)
3	less	つかさき有	レス	9784801969216(大泉りか); 9784801969223(大泉りか); 9784801969230(大泉りか)
3	route	ヨシサト	ルート	9784065284544(秦和生); 9784065300275(秦和生); 9784065314135(秦和生)
3	star-road	倉科遼	スターロード	9784253068123(司敬); 9784253068130(司敬); 9784253068147(司敬)
3	otome-wa-onee-sama-ni-koishiteru	ういらあくる	乙女はお姉さまに恋してる	9784047155701(キャラメルbox); 9784047157255(キャラメルbox); 9784041200612(キャラメルbox)
3	restart	百乃モト	リスタート!	9784065229682(坂木原レム); 9784065262085(坂木原レム); 9784065283653(坂木原レム)
3	last-man	VivésBastien	ラストマン	9784864105422(バスティアンヴィヴェス); 9784864106696(バラック/バスティアンヴィヴェス/ミ); 9784864106726(バラック/バスティアンヴィヴェス/ミ)
3	rockman-x	岩本佳浩	ロックマンX	9784063217049(岩本佳治); 9784063217162(岩本佳治); 9784063217353(岩本佳治)
3	deadpool-samurai-sano-2021	園太デイ	デッドプール:SAMURAI	9784088826561(植杉光); 9784088827179(植杉光); 9784088850214(植杉光)
3	snack-world	萬屋不死身之介	スナックワールド	9784091424242(レベルファイブ); 9784091426055(レベルファイブ); 9784091427366(レベルファイブ)
3	ao-no-otoko	ベルネ	蒼の男	9784403610875(belne); 9784403610981(belne); 9784403611513(belne)
3	puipui	なもり	ぷいぷい!	9784840119641(夏緑); 9784840122382(夏緑); 9784840125536(夏緑)
3	manga-sangokushi-2020	石ノ森章太郎	マンガ三国志	9784864107983(竹川弘太郎); 9784864107990(竹川弘太郎); 9784864109369(竹川弘太郎)
3	love-and-piisu	蘇募ロウ	らぶあんどぴーす	9784065296486(原田重光); 9784065324431(原田重光); 9784065340424(原田重光)
3	cherry-2004	小沢としお	チェリー	9784253207218(小沢利雄); 9784253207225(小沢利雄); 9784253207232(小沢利雄)
3	kaijin-nijuumensou	たくま朋正	怪人二十面相	9784835430256(藤子不二雄a); 9784835430263(藤子不二雄a); 9784847068256(江戸川乱歩)
3	nekojiru-y-udon	山野一	ねこぢるyうどん	9784792603359(ねこぢるy); 9784792603434(ねこぢるy); 9784792603632(ねこぢるy)
3	photokano-memorial-pictures	天空太一	フォトカノ Memorial Pictures	9784803003840(エンターブレイン); 9784803004557(エンターブレイン); 9784803004809(エンターブレイン)
3	ippon-masuda-2016	松本救助	いっぽん!!	9784088904078(増田晶文); 9784088904894(増田晶文); 9784088905693(増田晶文)
3	mobile-suit-gundam-enu-extreme	矢立肇/富野由悠季/フジイナオキ	機動戦士ガンダムN-EXTREME	9784041132425(森岡ヤスト); 9784041142097(森岡ヤスト); 9784041152034(森岡ヤスト)
3	kimi-ni-kisushitai	かやまゆみ	君にKissしたい	9784882713258(加山弓); 9784882716051(加山弓); 9784835210421(加山弓)
3	adachi-to-shimamura-mani-2016	柚原もけ	安達としまむら	9784757551886(まに); 9784757553460(まに); 9784757555235(まに)
3	qp-angel	高嶋ひろみ	QPエンジェル	9784757506138(南京ぐれ子); 9784757508613(南京ぐれ子); 9784757510807(南京ぐれ子)
3	hammer-session-in-high-school	棚橋なもしろ	ハンマーセッション! In High School	9784063843583(八津弘幸); 9784063843750(八津弘幸/小金丸大和); 9784063844245(貴矢高康事務所)
3	yuugo-final	赤名修	勇午 Final	9784063771794(真刈信二); 9784063773170(真刈信二); 9784063773811(真刈信二)
3	tetsupai-no-jan-vr	西条真二	鉄牌のジャン!VR	9784801963108(森橋ビンゴ); 9784801964297(森橋ビンゴ); 9784801965089(森橋ビンゴ)
3	nanakosantekina-nichijou-dash	三部敬	菜々子さん的な日常DASH!!	9784091848505(瓦敬助); 9784091854803(瓦敬助); 9784091857545(瓦敬助)
3	ningen-shikkaku	伊藤チカ/バラエティ・アートワークス	人間失格	9784107714862(太宰治); 9784107715425(太宰治); 9784098600564(太宰治)
3	yuukoku-no-moriarty-za-remains	三好輝	憂国のモリアーティ-The Remains-	9784088835730(埼田要介); 9784088838311(埼田要介); 9784088840895(埼田要介)
3	spotlight-miura-2021	三浦風	スポットライト	9784063757521(鳴海涼); 9784063758139(鳴海涼); 9784063758146(鳴海涼)
3	touhou-sangetsusei-strange-and-bright-nature-deity	比良坂真琴	東方三月精 strange and bright nature deity	9784048541527(zun); 9784048542135(zun); 9784048543651(zun)
3	gingatetsudou-no-yoru	永島慎二/石原はるひこ/北原文野	銀河鉄道の夜	9784061890510(古城武司); 9784052057779(teamバンミカス); 9784594016982(ますむらひろし)
3	inazuma-eleven-goo-bakugaidenshuu	こしたてつひろ	イナズマイレブンGO爆外伝集	9784091415165(レベルファイブ); 9784091416469(レベルファイブ); 9784091416964(レベルファイブ)
3	mame-sengoku-basara4	スメラギ	まめ戦国BASARA4	9784048668712(加藤陽一); 9784048692991(加藤陽一); 9784048655446(加藤陽一)
3	hitman-go-go	(unknown)	ヒットマンgo!go!	9784860021443(ノアール出版); 9784860021542(ノアール出版); 9784860021733(ノアール出版)
3	doubt-voltage-2019	此処田ヨー子	ダウト	9784065152850(ボルテージ); 9784065179352(ボルテージ); 9784065214596(ボルテージ)
3	dogesen	笠原倫/板垣恵介	どげせん	9784537127225(rin); 9784537127584(rin); 9784537128109(rin)
3	fairy-tail-gaiden	芝野郷太	FAIRY TAIL外伝	9784063955781(真島ヒロ); 9784063956764(真島ヒロ); 9784063958058(真島ヒロ)
3	mobile-suit-gundam-uc-bandeshine-episode-0	大森倖三	機動戦士ガンダムUCバンデシネEpisode:0	9784041068298(安彦良和); 9784041075944(安彦良和); 9784041075951(安彦良和)
3	sukeban-deka-pretend	細川真義	スケバン刑事(デカ)Pretend	9784253276061(和田慎二); 9784253276078(和田慎二); 9784253276085(和田慎二)
3	kuro-no-senki	白瀬優海	クロの戦記	9784041110126(むつみまさと); 9784041113837(むつみまさと); 9784041120262(むつみまさと)
3	bii-group-no-shounen-cross	梵辛	Bグループの少年X	9784434218613(霜月えいと); 9784434228711(霜月えいと); 9784434243455(霜月えいと)
3	korou-no-chi-level2	常石爾來也	孤狼の血LEVEL2	9784253303965(柚月裕子); 9784253303972(柚月裕子); 9784253303989(柚月裕子)
3	himawari-ueno-2005	市川ジュン	ひまわり	9784088750187(滝直毅/林壮太); 9784088750194(滝直毅/林壮太); 9784088750200(滝直毅/林壮太)
3	kimi-no-na-wa	琴音らんまる	君の名は。	9784040685090(新海誠); 9784040685915(新海誠); 9784040691701(新海誠)
3	hajimeteno	楢島さち	はじめての	9784799732632(gingerberry); 9784799743454(gingerberry); 9784799746653(gingerberry)
3	drop-yuki-2018	夕木有	ドロップ!!	9784040697482(村上ゆいち); 9784040651279(村上ゆいち); 9784040655529(村上ゆいち)
3	chrome-no-regios	渡里	鋼殻のレギオス	9784047125315(深遊); 9784047126008(深遊); 9784047127661(深遊)
3	kasuga-no-tsubone-watanabe-1989	わたなべまさこ/手塚プロダクション	春日局	9784140051399(橋田寿賀子); 9784140051405(橋田寿賀子); 9784140051412(橋田寿賀子)
3	bikkuriman-omoshirorando	(unknown)	ビックリマン おもしろランド	9784253099295(菅野誠一); 9784253099301(菅野誠一); 9784253099318(菅野誠一)
3	mahou-shoujo-lyrical-nanoha-innocents	川上修一	魔法少女リリカルなのはINNOCENTS	9784041025567(都築真紀); 9784041034521(都築真紀); 9784041040942(都築真紀)
3	mahou-shoujo-lyrical-nanoha-innocent	川上修一	魔法少女リリカルなのはINNOCENT	9784041207062(都築真紀); 9784041208847(都築真紀); 9784041211014(都築真紀)
3	charlotte-the-4-komashiataa	こもわた遙華	Charlotte The 4コマ	9784048654050(naga); 9784048659727(naga); 9784048929257(naga)
3	mobile-suit-gundam-gaiden-rebellion	夏元雅人/しな	機動戦士ガンダム外伝REBELLION	9784041016787(千葉智宏); 9784041016794(千葉智宏); 9784041016800(千葉智宏)
3	shin-mobile-senki-gundam-wing-g-unit	ときた洸一	新機動戦記ガンダムW G-UNIT	9784063218183(富野由悠季/矢立肇); 9784063218312(富野由悠季/矢立肇); 9784063218350(富野由悠季/矢立肇)
3	ri-mahou-shoujo	荒木そらいろ	Re:魔法少女	9784048662451(しよたこん); 9784048668545(しよたこん); 9784048654593(しよたこん)
3	idolmaster-neue-green-for-dearly-stars	黒瀬浩介	アイドルマスターNeue Green forディアリースターズ	9784758062039(バンダイナムコゲームス); 9784758062398(バンダイナムコゲームス); 9784758062534(バンダイナムコゲームス)
3	roodosutou-senki-haiiro-no-majo	たくま朋正	ロードス島戦記 灰色の魔女	9784041017388(出渕裕); 9784041017395(出渕裕); 9784041030738(出渕裕)
3	yokokuhan-za-copycat	小幡文生	予告犯 THE COPYCAT	9784088900360(宝生仁海); 9784088901695(宝生仁海); 9784088902944(宝生仁海)
3	manga-sangokushi	とみ新蔵	マンガ三国志	9784837917427(臣新蔵); 9784837917434(臣新蔵); 9784837917441(臣新蔵)
3	nihonnorekishi	笠原一男	日本の歴史	9784081950195(児玉幸多); 9784081950201(児玉幸多); 9784087461817(阿部高明)
3	guilty-crown-dancing-endlaves	かんの糖子	ギルティクラウンDANCING ENDLAVES	9784048912860(深井涼介); 9784048919197(深井涼介); 9784048665582(深井涼介)
3	mobile-suit-z-gundam	山口宏	機動戦士Zガンダム	9784061004580(近藤和久); 9784073012047(近藤和久/富野由悠季); 9784061004689(近藤和久)
3	the-idolm-ster-dearly-stars-innocent-blue	零壱	アイドルマスター Innocent Blue forディアリースターズ	9784758062022(バンダイナムコゲームス); 9784758062381(バンダイナムコゲームス); 9784758062510(バンダイナムコゲームス)
3	last-order-kazunari-2021	ひいろ莎々	ラストオーダー	9784065208182(カズナリ); 9784065227602(カズナリ); 9784065245736(カズナリ)
3	mobile-suit-gundam-twilight-axis	高橋寛行	機動戦士ガンダムTwilight AXIS	9784065110829(arkperformance); 9784065131893(arkperformance); 9784065161357(arkperformance)
3	shitsurakuen-1996	ジェームスほたて/森下要/TARGO良明/つのだサブロー/清水大武/漣一人/六百年仙人/鱶山僚一/荒木瑛	失楽園	9784893931849(jさいろー); 9784893932006(kinsan); 9784893932075(梅玉奈部)
3	love-live-school-idol-diary-special-edition	たかみ裕紀	ラブライブ!School idol diary Special Edition	9784049130560(室田雄平); 9784049134384(室田雄平); 9784049137958(室田雄平)
3	touhou-sangetsusei	松倉ねむ/比良坂真琴	東方三月精	9784047072343(zun); 9784048546171(zun); 9784041201572(zun)
3	mobile-suit-gundam-seed-ri	石口十	機動戦士ガンダムSEED Re:	9784041204160(矢立肇); 9784041206409(矢立肇); 9784041208434(両沢千晶)
3	cutey-honey	石川賢	キューティーハニー	9784124105087(永井豪); 9784594017590(永井豪/ダイナミックプロダクション); 9784594017606(永井豪/ダイナミックプロダクション)
3	mahoutsukai-no-yakusoku	シノノメウタ	魔法使いの約束	9784758035781(都志見文太/coly); 9784758036740(都志見文太/coly); 9784758085014(都志見文太/coly)
3	mei-be-love	九重千花	めいbe love	9784832258266(いちかわ壱); 9784832258341(いちかわ壱); 9784832258556(いちかわ壱)
3	sabikui-bisco-2	河西哲郎/夏星創	錆喰いビスコ2	9784757577367(瘤久保慎司); 9784757580053(瘤久保慎司); 9784757582866(瘤久保慎司)
3	mobile-suit-gundam-00i	ときた洸一	機動戦士ガンダム00I	9784047153851(千葉智宏); 9784047154797(千葉智宏); 9784047155374(千葉智宏)
3	mobile-suit-gundam-age-first-evolution	葛木ヒヨン	機動戦士ガンダムAGE First Evolution	9784041201299(矢立肇); 9784041202494(矢立肇); 9784041204153(矢立肇)
3	re-zero-kara-hajimeru-isekai-seikatsu	水十草	Re: ゼロから始める異世界生活	9784757568549(長月達平); 9784757570771(長月達平); 9784757574052(長月達平)
3	fujiko-fuji-yuushounen-sf-tanpenshuu	藤子不二雄	藤子不二雄 少年SF短編集	9784091407016(藤子f不二雄); 9784091407023(藤子f不二雄); 9784091407030(藤子f不二雄)
3	x-man	桑田二郎	Xマン	9784775912348(桑田次郎); 9784775912355(桑田次郎); 9784775912362(桑田次郎)
3	neko-tan	大橋ツヨシ	ねこたん。	9784063954081(大橋つよし); 9784063955545(大橋つよし); 9784063957501(大橋つよし)
3	love-live-sunshine	公野櫻子	ラブライブ!サンシャイン!!	9784048924337(室田雄平); 9784048928519(室田雄平); 9784048937351(室田雄平)
3	inugami-ri	志水アキ	犬神Re	9784022142894(外薗昌也); 9784022143150(外薗昌也); 9784022143389(外薗昌也)
3	world-heroes	まずりん	ワールドヒーローズ	9784864686662(snk); 9784864686914(snk); 9784864687478(snk)
3	utawareru-mono	(unknown)	うたわれるもの	9784048675529(水口鷹志); 9784048680639(水口鷹志); 9784048689816(水口鷹志)
3	mobile-suit-gundam-za-emuesubui	近藤和久/富野由悠季	機動戦士ガンダムTHE MSV	9784041200933(矢立肇); 9784041203767(矢立肇); 9784041206362(矢立肇)
3	penguin-musume	高橋哲哉	ペンギン娘	9784253209410(高橋てつや); 9784253209427(高橋てつや); 9784253209434(高橋てつや)
3	aitsu-1993	ぶしやま	あいつ	9784091394316(飯野恵子); 9784091394323(飯野恵子); 9784091394330(飯野恵子)
3	bakarei-dogs	青木優	バカレイドッグス	9784065109069(茨木保); 9784065113790(茨木保); 9784065120163(茨木保)
2	aku-no-meshitsukai	眼鏡犬	悪ノ召使	9784048662352(mothy_悪ノp); 9784048690874(mothy_悪ノp)
2	tales-of-the-abyss	狩野アユミ	テイルズオブジアビス	9784048543842(実弥島巧); 9784048544573(実弥島巧)
2	idol-dti	まめちょろ	アイドルDTI	9784592211716(冬夏アキハル); 9784592211723(冬夏アキハル)
2	moegi-sensation-2009	(unknown)	MOEGI・せんせーしょん!	9784887419223(戸川?友); 9784887419230(戸川?友)
2	konoyo-no-hate-de-koi-o-utau-shoujo-yuuno	石田総司	この世の果てで恋を唄う少女YU-NO	9784047346987(菅野ひろゆき); 9784047349858(菅野ひろゆき)
2	herscherik-aaru-tensei-ouji-no-eiyuu-tan	伊恵中二	ハーシェリクR転生王子の英雄譚	9784575411614(あり子); 9784575413922(あり子)
2	zatsutabi-another-side-byuu	石坂ケンタ/琢磨美友	ざつ旅-Another Side View-	9784049161793(メイドスキー); 9784049168662(メイドスキー)
2	shin-megami-tensei-4-prayers	三浦征隆	真・女神転生4-Prayers-	9784088708980(金子一馬); 9784088801858(金子一馬)
2	re-modelling-r	平岡滉史	リモデリング:R	9784088925806(大野将磨); 9784088927510(大野将磨)
2	operation-w	みずき健	オペレーションW	9784897991733(あづみ享/ぶるまほげろー); 9784897991795(あづみ享/ぶるまほげろー)
2	shinkokyuu-no-hitsuyou	高田祐子	深呼吸の必要	9784575331806(高田裕子); 9784575331813(高田裕子)
2	hijikata-toshizou	伊賀和洋	土方歳三	9784862259578(小池一夫); 9784862259585(小池一夫)
2	tezuka-osamu-space-adventure-short-stories	手塚治虫	手塚治虫SPACE ADVENTURE SHORT STORIES	9784063766493(大岡喜直); 9784063766509(大岡喜直)
2	devil-survivor-2-show-your-free-will	沙垣長子	デビルサバイバー2 Show Your Free Will	9784803003390(atlus); 9784803003963(atlus)
2	soukou-kihei-votoms-crimson-eyes	杉村麦太	装甲騎兵ボトムズ CRIMSON EYES	9784253234313(矢立肇/高橋良輔); 9784253234320(矢立肇/高橋良輔)
2	bokura-no-q	市真ケンジ	ぼくらのQ	9784091278241(市真時系); 9784091280435(市真時系)
2	mobile-suit-gundam-age-second-evolution	ばう	機動戦士ガンダムAGE Second Evolution	9784041202500(矢立肇); 9784041203774(矢立肇)
2	chance-1996	もりたじゅん	チャンス!	9784063274318(小野佳苗/北川悦吏子); 9784063274400(小野佳苗/北川悦吏子)
2	mutant-turtles-the-last-ronin	彩月つかさ/CurnowBobby/EastmanKevin B/SmithTom/EscorzaEsau/BishopBen/DelgadoLuis Antonio/EscorzaIsaac	ミュータントタートルズラスト・ローニン	9784910416458(エサウエスコルザ); 9784910416540(エサウエスコルザ)
2	project-ekkusu-chousenshatachi	石川森彦	プロジェクトX挑戦者たち	9784872878776(日本放送協会); 9784872878349(nhkプロジェクトx制作班/六田登)
2	nidaime-kumotori-zanpei	よこみぞ邦彦/土光てつみ	二代目雲盗り暫平	9784845841257(さいとうたかを); 9784845857494(さいとうたかを)
2	dorei-yuugi-didi	モチ漫画家/宗像夏潼	奴隷遊戯DIDI	9784088835181(井深みつ); 9784088836980(井深みつ)
2	rikei-otoko	中条亮	理系男子。	9784758056335(チーム理系男子); 9784758057103(チーム理系男子)
2	senjou-no-valkyria-2-our-only-days	黒山メッキ	戦場のヴァルキュリア2 our only days	9784047270039(セガ); 9784047275010(セガ)
2	akane-chan-over-drive	河下水希	あかねちゃん OVER DRIVE	9784088470481(桃栗みかん); 9784088471884(桃栗みかん)
2	keishichou-tokumubu-tokushu-kyouakuhan-taisakushitsu-dai-nanaka-tokunana-file-0	漣ミサ	警視庁特務部特殊凶悪犯対策室第七課トクナナfile.0	9784040640426(黒乃奈々絵); 9784040645636(黒乃奈々絵)
2	ultra-seven-productions-1998	伊東章夫/桑田二郎/中沢啓治/福元一義	ウルトラセブン	9784063420173(桑田次郎); 9784063774955(円谷プロダクション)
2	densetsu-no-yuusha-no-densetsu-revision	矢町大成	伝説の勇者の伝説 Revision	9784757532458(鏡貴也); 9784757534261(鏡貴也)
2	durarara-3way-standoff-alley	藤屋いずこ	デュラララ!! 3way standoff-alley-	9784048664080(ヤスダスズヒト); 9784048669702(ヤスダスズヒト)
2	shingeki-no-kyojin-lost-girls	不二涼介	進撃の巨人LOST GIRLS	9784063956382(諫山創); 9784063957228(諫山創)
2	puzzle-sanbe-2007	三部敬	パズル	9784047139374(山田悠介); 9784047139824(山田悠介)
2	shin-mimibukuro	萩原玲二	新耳袋	9784834231953(木原浩勝); 9784834232356(木原浩勝)
2	comic-higashino-keigo-mystery	オキモト・シュウ	コミック東野圭吾ミステリー	9784408174839(松枝尚嗣); 9784253249393(風祭壮太/くぼた尚子/時友美如/瀬畑)
2	sweet-darling	辰巳仁	すうぃーとダーリン	9784775528792(山田パン); 9784775528808(山田パン)
2	16bit-sensation	若木民喜	16bitセンセーション	9784041097557(みつみ美里/甘露樹); 9784041116050(みつみ美里/甘露樹)
2	daisy-momochi-2013	ももち麗子	デイジー	9784063657272(小林照弘); 9784063657425(小林照弘)
2	mobile-suit-gundam-far-east-japan	大谷アキラ	機動戦士ガンダムFAR EAST JAPAN	9784091246127(富野由悠季); 9784091246141(富野由悠季)
2	magajin-1888	コミックス編集	少年マガジン大全集復刻版	9784063131888(講談社); 9784063131932(講談社)
2	wai-no-rakuen	柚乃ぺこ	Yの楽園	9784063824827(筒井康介); 9784063825534(筒井康介)
2	psycho-pass-3-first-inspector	HIDERO	PSYCHO-PASS サイコパス 3 FIRST INSPECTOR	9784088832814(サイコパス製作委員会); 9784088832821(サイコパス製作委員会)
2	chuubyou-gekihatsu-boy	あきつ鉄鋼	厨病激発ボーイ	9784040641423(藤並みなと); 9784040646268(藤並みなと)
2	kurosaki-kun-no-iinari-ni-nante-naranai-s	よの・志郎	黒崎くんの言いなりになんてならないS	9784065333150(マキノ); 9784065378427(マキノ)
2	eien-no	夏川結真	永遠の!	9784091233660(田中陽介); 9784091235152(田中陽介)
2	mobile-suit-gundam-dei-after-tomorrow	ことぶきつかさ	機動戦士ガンダム デイアフタートゥモロー	9784047155572(富野由悠季); 9784041205297(富野由悠季)
2	aya-hosutesu-22-sai	みづき水脈	綾。ホステス、22歳。	9784063655797(藤森直子); 9784063655957(藤森直子)
2	hikaru-kaze-2013	高橋功一郎	光る風	9784833472616(高橋三千綱); 9784833472623(高橋三千綱)
2	kokuhaku-1986	竹宮惠子	告白	9784592130819(竹宮恵子); 9784122027060(竹宮恵子)
2	p-s-restart	ふじま美耶	P.S. リスタート	9784832243163(桑島黎音); 9784832245129(桑島黎音)
2	aitsu-maki-2008	逆井五郎	あいつ!	9784775912447(真樹日佐夫); 9784775912454(真樹日佐夫)
