idx	title	seg	cur_slug	new_slug	conf	changed	flag	note
190	『行け!稲中卓球部』20周年メモリアルBOX「おめでたい。」	イケ イナチュウ タッキュウブ 20シュウネン メモリアル ボックス オメデタイ	ike-inachu-takkyubu-20shunen-memoriaru-bokkusu-omedetai	ike-inachu-takkyubu-20shunen-memorial-box-omedetai	OK	CHANGED		OK: 行け稲中卓球部ヘボン(促音takkyu); 20周年=20keep; メモリアルBOX=memorial+box; おめでたいヘボン
191	AM8:02、はつこい	エーエム ハチジ ニフン ハツコイ	eeemu-hachiji-nifun-hatsukoi	am8-02-hatsukoi	OK	CHANGED		OK: ラテンAM8:02字面→am8-02; はつこいヘボン
192	部長と2LDK	ブチョウ ト 2LDK	bucho-to-2ldk	bucho-to-2ldk	OK			OK: 部長ヘボン+と助詞; ラテン2LDK字面
193	くたびれサラリーマンな俺、7年ぶりに再会した美少女JKと同棲を始める	クタビレ サラリーマン ナ オレ ナナネンブリ ニ サイカイ シタ ビショウジョ ジェイケー ト ドウセイ ヲ ハジメル	kutabire-sarariiman-na-ore-nananenburi-ni-saikai-shita-bishojo-jieikee-to-dosei-wo-hajimeru	kutabire-sarariiman-na-ore-nananenburi-ni-saikai-shita-bishojo-jk-to-dosei-wo-hajimeru	OK	CHANGED		OK: 長文ヘボン; JKはラテン字面→jk; を=wo
194	ロックマンX2	ロックマン エックス ツー	rokkuman-ekkusu-tsu	rockman-x2	OK	CHANGED		OK: 公式Rockman; ラテンX2字面→x2
195	ロックマンX3	ロックマン エックス サン	rokkuman-ekkusu-san	rockman-x3	OK	CHANGED		OK: 公式Rockman; X3字面
196	ロックマンX4	ロックマン X 4	rokkuman-x-4	rockman-x4	OK	CHANGED		OK: 公式Rockman; X 4字面→x-4
197	9to恋5to愛	9 to ラブ 5 to ラブ	9-to-rabu-5-to-rabu	9to-koi-5to-ai	OK	CHANGED		OK: ラテン9to/5to字面; 恋koi/愛aiヘボン
198	酩酊!怪獣酒場2nd	メイテイ カイジュウ サカバ セカンド	meitei-kaiju-sakaba-sekando	meitei-kaiju-sakaba-2nd	OK	CHANGED		OK: 酩酊怪獣酒場ヘボン; ラテン2nd字面→2nd
199	コミティア30thクロニクル	コミティア サンジュッ クロニクル	komiteia-sanjutsu-kuronikuru	comitia-30th-chronicle	OK	CHANGED		OK: 公式COMITIA; ラテン30th字面; クロニクル=chronicle英綴り当て字
200	1・2の3K	1 2 ノ 3K	1-2-no-3k	1-2-no-3k	OK			OK: 1・2の3K; 数字1/2keep+の助詞; ラテン3K字面→3k
201	ファンタシースターオンライン2 es恋やかんギャラクシー	ファンタシー スター オンライン ツー イーエス コイ ヤカン ギャラクシー	fantashii-sutaa-onrain-tsu-iiesu-koi-yakan-gyarakushii	phantasy-star-online-2-es-koi-yakan-galaxy	OK	CHANGED		OK: 公式Phantasy Star Online 2; ラテンes字面; 恋koiヘボン; ギャラクシー=galaxy英綴り; やかんヘボン
202	思いっきり100P	オモイッキリ ヒャク ピー	omoikkiri-hyaku-pii	omoikkiri-100p	OK	CHANGED		OK: 思いっきりヘボン(促音); ラテン100P字面→100p
203	2人はS×S(スーパーシークレット)	フタリ ワ スーパー シークレット	futari-wa-supaa-shiikuretto	futari-wa-super-secret	OK	CHANGED		OK: 2人はwa; S×S(スーパーシークレット)=super secret英綴り当て字読み
204	ハメっこ3Peace!!!	ハメッコ サンピース	hamekko-sanpiisu	hamekko-3peace	OK	CHANGED		OK: ハメっこヘボン(促音); ラテン3Peace!!!字面→3peace
205	A.M.4時の海の色	A M ヨジ ノ ウミ ノ イロ	a-m-yoji-no-umi-no-iro	am-4ji-no-umi-no-iro	OK	CHANGED		OK: ラテンA.M.4字面→am-4; 時の海の色ヘボン
206	るーむ!room no.1301	ルーム ルーム ナンバー イチサンマルイチ	rumu-rumu-nanbaa-ichisanmaruichi	room-room-no-1301	OK	CHANGED		OK: るーむ!room no.1301; るーむ=room英写; ラテンroom no.1301字面
207	TVアニメペルソナ4電撃コミックアンソロジー	TV アニメ ペルソナ 4 デンゲキ コミック アンソロジー	tv-anime-perusona-4-dengeki-komikku-ansorojii	tv-anime-persona-4-dengeki-comic-anthology	OK	CHANGED		OK: ラテンTV字面; ペルソナ=Persona英綴り公式; 電撃ヘボン; コミックアンソロジー=comic anthology英綴り
208	1年C組恐怖会議	イチネン シーグミ キョウフ カイギ	ichinen-shiigumi-kyofu-kaigi	ichinen-c-gumi-kyofu-kaigi	OK	CHANGED		OK: 1年C組=ichinen+ラテンC+gumi; 恐怖会議ヘボン
209	F-1ボーイ	エフワン ボーイ	efuwan-boi	f-1-boi	OK	CHANGED		OK: ラテンF-1字面→f-1; ボーイ=boy英綴りだが長音和製ボーイ→boi読み. F-1 boy推奨
210	3カ月で20kg減成功すんのよ!ダイエット	3カゲツ デ 20kg ゲン セイコウスンノヨ ダイエット	3kagetsu-de-20kg-gen-seikosunnoyo-daietto	3-kagetsu-de-20kg-gen-seikosunnoyo-daietto	OK	CHANGED		OK: latin 3/20kg keep; 日本語ヘボン(成功すんのよ seikou→seiko long o落とす, ダイエット daietto)
211	クレイジーラバーズno.6	クレイジー ラバーズ no. 6	kureijii-rabaazu-no-6	crazy-lovers-no-6	OK	CHANGED		OK: クレイジー/ラバーズ=英音写 crazy/lovers; no.6 latin→no-6
212	宇宙喜劇M774	ウチュウ キゲキ M 774	uchu-kigeki-m-774	uchu-kigeki-m774	OK	CHANGED		OK: 宇宙喜劇 uchu-kigeki(long uu→u); M774 latin
213	V8キッド	ブイハチ キッド	buihachi-kiddo	v8-kid	OK	CHANGED		OK: V8 latin; キッド=kid英音写
214	優駿の門 G1	ユウシュン ノ モン G1	yushun-no-mon-g1	yushun-no-mon-g1	OK			OK: 優駿の門 yushun-no-mon; G1 latin
215	優駿の門G1	ユウシュン ノ モン G1	yushun-no-mon-g1	yushun-no-mon-g1	OK			OK: 214と同題スペース無; 同slug
216	餓狼伝説SPECIAL 爆笑4コマゲームギャグコミックス	ガロウ デンセツ スペシャル	garo-densetsu-supesharu	garo-densetsu-special-bakusho-4-koma-game-gag-comics	OK	CHANGED		OK: 餓狼伝説 garo-densetsu; SPECIAL latin; ゲーム/ギャグ/コミックス=game/gag/comics英音写; 4 keep
217	迫り来る!!!!!20XX年地球水没の危機!!	セマリ クル ニセン エックスエックス ネン チキュウ スイボツ ノ キキ	semari-kuru-nisen-ekkusuekkusu-nen-chikyu-suibotsu-no-kiki	semari-kuru-20xx-nen-chikyu-suibotsu-no-kiki	OK	CHANGED		OK: 迫り来る semari-kuru; 20XX latin字面; 地球水没の危機ヘボン
218	US-2救難飛行艇開発物語	ユーエス ツー キュウナン ヒコウテイ カイハツ モノガタリ	yuesu-tsu-kyunan-hikotei-kaihatsu-monogatari	us-2-kyunan-hikotei-kaihatsu-monogatari	OK	CHANGED		OK: US-2 latin; 救難飛行艇開発物語ヘボン(飛行艇 hikoutei→hikotei)
219	トコR55	トコ R55	toko-r55	toko-r55	OK			OK: トコ=toko人名ヘボン; R55 latin
220	スライム倒して300年、知らないうちにレベルmaxになってました	スライム タオシテ サンビャク ネン シラナイ ウチ ニ レベル マックス ニ ナッテマシタ	suraimu-taoshite-sanbyaku-nen-shiranai-uchi-ni-reberu-makkusu-ni-nattemashita	slime-taoshite-300-nen-shiranai-uchi-ni-level-max-ni-nattemashita	OK	CHANGED		OK: スライム/レベル=slime/level英音写(公式英題Slime); max latin; 300 keep
221	8bit年代記	8bit ネンダイキ	8bit-nendaiki	8bit-nendaiki	OK			OK: 8bit latin字面; 年代記 nendaiki
222	メルヘン課長とノンケ後輩くんseason2	メルヘン カチョウ ト ノンケ コウハイ クン シーズン ツー	meruhen-kacho-to-nonke-kohai-kun-shiizun-tsu	meruhen-kacho-to-nonke-kohai-kun-season2	LOW	CHANGED		LOW: メルヘン=独Märchen非英語→ヘボンmeruhen; ノンケ=nonke俗語; season2 latin
223	戦国basara 2英雄外伝コミックアンソロジー	センゴク basara 2 エイユウ ガイデン heroes コミック アンソロジー	sengoku-basara-2-eiyu-gaiden-heroes-komikku-ansorojii	sengoku-basara-2-eiyu-gaiden-comic-anthology	OK	CHANGED		OK: 戦国 sengoku; basara/2 latin; 英雄外伝ヘボン; コミック/アンソロジー=comic/anthology音写(seg heroesは字面外で不採用)
224	おじぞークエスト 1st.ステージ	オジゾー クエスト ファースト ステージ	ojizo-kuesuto-faasuto-suteeji	ojizo-quest-1st-stage	OK	CHANGED		OK: おじぞー=ojizoヘボン; クエスト/ステージ=quest/stage英音写; 1st. latin
225	R-30のラブストーリー	R-30 ノ ラブストーリー	r30-no-rabusutorii	r-30-no-love-story	OK	CHANGED		OK: R-30 latin; の no; ラブストーリー=love-story英音写
226	ジェネラルコントラクターbuddy998	ジェネラル コントラクター buddy 998	jieneraru-kontorakutaa-buddy-998	general-contractor-buddy998	OK	CHANGED		OK: ジェネラルコントラクター=general-contractor英音写; buddy998 latin
227	ひつこいんだから30S	ヒツコインダカラ サーティーズ	hitsukoindakara-saateiizu	hitsukoindakara-30s	OK	CHANGED		OK: ひつこいんだから ヘボン; 30S latin→30s
228	3LDKの王様	サンエルディーケー ノ オウサマ	sanerudiikee-no-o-sama	3ldk-no-osama	OK	CHANGED		OK: 3LDK latin; の no; 王様 ousama→osama long o落とす
229	Oh!透明人間21	Oh トウメイ ニンゲン 21	oh-tomei-ningen-21	oh-tomei-ningen-21	OK			OK: Oh latin; 透明人間 toumei→tomei; 21 latin
230	3LDKの花子さん	サンエルディーケー ノ ハナコサン	sanerudiikee-no-hanako-san	3ldk-no-hanako-san	OK	CHANGED		OK: 3LDK latin; 花子さん hanako-san
231	戦国BASARA2 Groove'n Dragon	センゴク basara 2 groove'n dragon	sengoku-basara-2-groven-dragon	sengoku-basara2-groove-n-dragon	OK	CHANGED		OK: 戦国 sengoku; BASARA2/Groove'n Dragon latin(apostrophe除去→groove-n-dragon)
232	機動戦士ガンダムF91	キドウ センシ ガンダム フォーミュラ キュウジュウイチ	kido-senshi-gandamu-fomyura-kyujuichi	kido-senshi-gandamu-f91	OK	CHANGED		OK: 機動戦士 kido-senshi; ガンダム=和製固有名コイン→ヘボンgandamu(規約例); F91 latin
233	となりの貞子ちゃん2D	トナリ ノ サダコチャン ツーディー	tonari-no-sadako-chan-tsudii	tonari-no-sadako-chan-2d	OK	CHANGED		OK: となりの貞子ちゃん tonari-no-sadako-chan; 2D latin
234	センネン画報+10 years	センネン ガホウ プラス テン イヤーズ	sennen-gaho-purasu-ten-iyaazu	sennen-gaho-10-years	OK	CHANGED		OK: センネン画報 sennen-gaho; +10 years latin(+除去)
235	闘破蛇烈伝DEI48	トウハジャ レツデン デイ 48	tohaja-retsuden-dei-48	tohaja-retsuden-dei48	OK	CHANGED		OK: 闘破蛇烈伝 tohaja-retsuden; DEI48 latin
236	D4プリンセス	ディーフォー プリンセス	diifo-purinsesu	d4-princess	OK	CHANGED		OK: D4 latin; プリンセス=princess英音写
237	19XXカゲキ派	セイキマツ カゲキハ	seikimatsu-kagekiha	19xx-kageki-ha	LOW	CHANGED		LOW: 字面19XX=latin(規則1字面優先)だがseg=セイキマツ世紀末の当て字読みで曖昧; カゲキ派 kageki-ha
238	戦国BASARA4	センゴク バサラ フォー	sengoku-basara-fo	sengoku-basara4	OK	CHANGED		OK: 戦国 sengoku; BASARA4 latin
239	戦国BASARA4 梵天丸編	センゴク バサラ フォー	sengoku-basara-fo	sengoku-basara4-bontenmaru-hen	OK	CHANGED		OK: BASARA4 latin; 梵天丸編 bontenmaru-hen
240	もっともっともっと感動したい!100p	モット モット モット カンドウシタイ 100p	motto-motto-motto-kandoshitai-100p	motto-motto-motto-kandoshitai-100p	OK			OK: もっともっともっと motto×3; 感動したい kandou→kandoshitai; 100p latin
241	70's愛ライフ	セブンティーズ アイ ライフ	sebunteiizu-ai-raifu	70s-ai-life	OK	CHANGED		OK: 70's latin('除去→70s); 愛 ai; ライフ=life英音写
242	月下の一群part2	ゲッカ ノ イチグン	gekka-no-ichigun	gekka-no-ichigun-part2	OK	CHANGED		OK: 月下の一群 gekka-no-ichigun; part2 latin
243	18禁別冊ストラーダもぐもぐBL	ジュウハチキン ベッサツ ストラーダ モグモグ ビーエル	juhachikin-bessatsu-sutoraada-mogumogu-biieru	18-kin-bessatsu-strada-mogumogu-bl	LOW	CHANGED		LOW: 18 latin digit keep+禁 kin; 別冊 bessatsu; ストラーダ=Strada伊音写; もぐもぐ mogumogu; BL latin
244	カウントダウン7 days	カウントダウン 7 days	kauntodaun-7-days	countdown-7-days	OK	CHANGED		OK: カウントダウン=countdown英音写; 7 days latin
245	festa! 七瀬葵20周年アニバーサリーコレクション	フェスタ ナナセ アオイ ニジッシュウネン アニバーサリー コレクション	fesuta-nanase-aoi-nijisshunen-anibaasarii-korekushon	festa-nanase-aoi-20-shunen-anniversary-collection	OK	CHANGED		OK: festa! latin; 七瀬葵 nanase-aoi; 20 latin; 周年 shuunen→shunen; アニバーサリー/コレクション=anniversary/collection音写
246	1/Nのゆらぎ	エヌブン ノ イチ ノ ユラギ	enubun-no-ichi-no-yuragi	1-n-no-yuragi	OK	CHANGED		OK: 1/N latin(/→hyphen→1-n); の no; ゆらぎ yuragi
247	P.M.5のパステル	ピーエム ゴ ノ パステル	piiemu-go-no-pasuteru	p-m-5-no-pastel	OK	CHANGED		OK: P.M.5 latin(.→hyphen→p-m-5); の no; パステル=pastel英音写
248	あぁん・クレムリン　IQ200のソープ・ストーリー	アァン クレムリン	aan-kuremurin	aan-kremlin-iq200-no-soap-story	LOW	CHANGED		LOW: あぁん aan; クレムリン=Kremlin固有名音写; IQ200 latin; ソープ/ストーリー=soap/story英音写
249	バーテンダー6stp	バーテンダー シックス ステップ	baatendaa-shikkusu-suteppu	bartender-6stp	OK	CHANGED		OK: バーテンダー=bartender英音写(公式英題); 6stp latin
250	1Kアパートの王子様	1K アパート ノ オウジサマ	1k-apaato-no-oji-sama	1k-apato-no-ojisama	LOW	CHANGED		LOW: 1K latin; アパート=apartment略の和製語→ヘボンapato; 王子様 ojisama
251	ギャラクシーエンジェル2nd	ギャラクシー エンジェル 2nd	gyarakushii-enjieru-2nd	galaxy-angel-2nd	OK	CHANGED		OK: ギャラクシーエンジェル=galaxy-angel英音写(公式); 2nd latin
252	ギャラクシーエンジェル3rd	ギャラクシー エンジェル 3rd	gyarakushii-enjieru-3rd	galaxy-angel-3rd	OK	CHANGED		OK: カタカナ ギャラクシーエンジェル=公式英題 Galaxy Angel + ラテン3rd字面
253	大橋裕之の1P	オオハシ ヒロユキ ノ ワンピー	ohashi-hiroyuki-no-wanpii	ohashi-hiroyuki-no-1p	OK	CHANGED		OK: 大橋裕之=ヘボン+助詞の+ラテン1P字面小文字
254	機動戦士ガンダムF91エターナルウインド	キドウ センシ ガンダム エフキュウジュウイチ エターナル ウインド	kido-senshi-gandamu-efukyujuichi-etaanaru-uindo	kido-senshi-gundam-f91-eternal-wind	OK	CHANGED		OK: 機動戦士=ヘボン+ガンダム公式英題Gundam+ラテンF91+エターナルウインド=Eternal Wind音写一致
255	アキラno. 2	アキラ ナンバー ツー	akira-nanbaa-tsu	akira-no-2	OK	CHANGED		OK: アキラ=公式Akira+ラテンno. 2字面
256	アキラNo.2	アキラ ナンバー 2	akira-nanbaa-2	akira-no-2	OK	CHANGED		OK: 255と同題異表記、ラテンNo.2字面
257	ぴーひょろ一家20XX	ピーヒョロ イッカ ニセン エックスエックス	piihyoro-ikka-nisen-ekkusuekkusu	piihyoro-ikka-20xx	OK	CHANGED		OK: ぴーひょろ造語ヘボン+一家ikka+ラテン20XX字面
258	うみねこのなく頃にepisode 4	ウミネコ ノ ナク コロ ニ episode 4	umineko-no-naku-koro-ni-episode-4	umineko-no-naku-koro-ni-episode-4	OK			OK: 日本語部ヘボン助詞分割+ラテンepisode 4字面
259	AKB49 恋愛禁止条例	エーケービー ヨンジュウキュウ レンアイ キンシ ジョウレイ	eekeebii-yonjukyu-renai-kinshi-jorei	akb49-renai-kinshi-jorei	OK	CHANGED		OK: ラテンAKB49字面+恋愛禁止条例ヘボン
260	プリンセスVer.1	プリンセス ver. 1	purinsesu-ver-1	princess-ver-1	OK	CHANGED		OK: プリンセス=princess音写一致+ラテンVer.1字面
261	1Kアパートの恋	1K アパート ノ コイ	1k-apaato-no-koi	1k-apaato-no-koi	OK			OK: ラテン1K字面+アパート=和製clip語ヘボンapaato+の恋
262	2人のCEOとハイヒール	2リ ノ CEO ト ハイヒール	2ri-no-ceo-to-haihiiru	2-ri-no-ceo-to-haihiiru	OK	CHANGED		OK: 2人segニリで数字keep+ri、CEOラテン、ハイヒールヘボンhaihiiru
263	ストリートファイターZERO2 4コマギャグバトル	ストリート ファイター ゼロ ツー ヨンコマ ギャグ バトル	sutoriito-faitaa-zero-tsu-yonkoma-gyagu-batoru	street-fighter-zero2-yonkoma-gyagu-batoru	OK	CHANGED		OK: ストリートファイター=公式Street Fighter+ラテンZERO2+4コマ/ギャグ/バトルはヘボン
264	サブマリン707F	サブマリン ナナマルナナ フュージョン	sabumarin-nanamarunana-fuyujon	submarine-707f	OK	CHANGED		OK: サブマリン=submarine音写一致+ラテン707F字面
265	サブマリン707レジェンドBOX	サブマリン ナナマルナナ レジェンド ボックス	sabumarin-nanamarunana-rejiendo-bokkusu	submarine-707-legend-box	OK	CHANGED		OK: submarine+707+レジェンド=legend音写+BOXラテン
266	かろりのつやごとSeason2	カロリ ノ ツヤゴト シーズン ツー	karori-no-tsuyagoto-shiizun-tsu	karori-no-tsuyagoto-season2	OK	CHANGED		OK: かろり/つやごとヘボン+助詞の+ラテンSeason2字面
267	365・super color	サンビャク ロクジュウゴ スーパー カラー	sanbyaku-rokujugo-supaa-karaa	365-super-color	OK	CHANGED		OK: ラテン365+・→ハイフン+super colorラテン字面
268	365・super color+plus	サンビャク ロクジュウゴ スーパー カラー プラス	sanbyaku-rokujugo-supaa-karaa-purasu	365-super-color-plus	OK	CHANGED		OK: 267+plus、+記号→ハイフン
269	オーバーレブ!90's	オーバー レブ ナインティーズ	obaa-rebu-nainteiizu	over-rev-90s	OK	CHANGED		OK: オーバーレブ=公式英題Over Rev+!除去+90'sラテン字面(アポストロフィ除去)
270	魔導士LV99は空気が読めない	マドウシ レベル キュウジュウキュウ ワ クウキ ガ ヨメナイ	madoshi-reberu-kyujukyu-wa-kuki-ga-yomenai	madoshi-lv99-wa-kuki-ga-yomenai	OK	CHANGED		OK: 魔導士madoshi+ラテンLV99字面+は空気が読めないヘボン
271	アフター0 Neo	アフター 0 Neo	afutaa-0-neo	after-0-neo	OK	CHANGED		OK: アフター=after音写一致+ラテン0+Neoラテン字面
272	岡崎二郎SF短編集ビフォー60	オカザキ ジロウ エスエフ タンペンシュウ ビフォー シックスティー	okazaki-jiro-esuefu-tanpenshu-bifo-shikkusuteii	okazaki-jiro-sf-tanpenshu-before-60	OK	CHANGED		OK: 岡崎二郎ヘボン+ラテンSF+短編集tanpenshu+ビフォー=before音写+ラテン60
273	OZ2の魔法使い	オズオズ ノ マホウツカイ	ozuozu-no-mahotsukai	oz2-no-mahotsukai	OK	CHANGED		OK: ラテンOZ2字面(seg誤音写無視)+の魔法使いヘボン
274	銀河鉄道999 ANOTHER STORYアルティメットジャーニー	ギンガ テツドウ スリーナイン アナザー ストーリー アルティメット ジャーニー	ginga-tetsudo-suriinain-anazaa-sutorii-aruteimetto-jaanii	ginga-tetsudo-999-another-story-ultimate-journey	OK	CHANGED		OK: 銀河鉄道ヘボン+ラテン999/ANOTHER STORY字面+アルティメットジャーニー=ultimate journey音写一致
275	S60チルドレン	ショウワ シックスティ チルドレン	showa-shikkusutei-chirudoren	s60-children	OK	CHANGED		OK: ラテンS60字面+チルドレン=children音写一致
276	KING OF PRISM by PrettyRhythm 4コマアンソロジー ゴールデンエイジ編	キング オブ プリズム バイ プリティ リズム ヨンコマ アンソロジー	kingu-obu-purizumu-bai-puritei-rizumu-yonkoma-ansorojii	king-of-prism-by-prettyrhythm-yonkoma-anthology-golden-age-hen	OK	CHANGED		OK: ラテンKING OF PRISM by PrettyRhythm字面+4コマyonkoma+アンソロジーanthology+ゴールデンエイジgolden age音写+編hen
277	欲望のままに生きるのをやめたら、2ケ月で12kgやせてました	ヨクボウ ノ ママ ニ イキル ノオ ヤメタラ ニカゲツ デ ジュウニキログラム ヤセテマシタ	yokubo-no-mama-ni-ikiru-no-yametara-nikagetsu-de-junikiroguramu-yasetemashita	yokubo-no-mama-ni-ikiru-no-wo-yametara-2-kagetsu-de-12kg-yasetemashita	OK	CHANGED		OK: 長文ヘボン、のを=no-wo助詞分割、2ケ月=数字keep+kagetsu、12kgラテン字面
278	特命リサーチ200X	トクメイ リサーチ 200X	tokumei-risaachi-200x	tokumei-research-200x	OK	CHANGED		OK: 特命tokumei+リサーチ=research音写一致+ラテン200X字面
279	東京直下型地震M8	トウキョウ チョッカガタ ジシン M8	tokyo-chokkagata-jishin-m8	tokyo-chokkagata-jishin-m8	OK			OK: 東京tokyo長音落+直下型地震ヘボン+ラテンM8字面
280	W1ララバイ	ダブル ワン ララバイ	daburu-wan-rarabai	w1-lullaby	OK	CHANGED		OK: ラテンW1字面+ララバイ=lullaby音写一致
281	甘い生活2nd season	アマイ セイカツ 2nd season	amai-seikatsu-2nd-season	amai-seikatsu-2nd-season	OK			OK: 甘い生活ヘボン+ラテン2nd season字面
282	Splatoonイカすキッズ4コマフェス	スプラトゥーン イカス キッズ ヨンコマ フェス	supuratoun-ikasu-kizzu-yonkoma-fesu	splatoon-ikasu-kids-yonkoma-fesu	OK	CHANGED		OK: ラテンSplatoon字面+イカす和語ikasu+キッズ=kids音写+4コマyonkoma+フェスはヘボンfesu
283	ブラッディ・マンディ Season2	ブラッディマンディシーズンツー	buraddeimandishiizuntsu	bloody-monday-season2	OK	CHANGED		OK: ブラッディ・マンディ=公式英題Bloody Monday+ラテンSeason2字面
284	31歳地味眼鏡OLさん	サンジュウイッサイ ジミ メガネ オーエル サン	sanjuissai-jimi-megane-oeru-san	31-sai-jimi-megane-ol-san	OK	CHANGED		OK: ラテン31数字keep+歳sai+地味眼鏡ヘボン+ラテンOL字面+さんsan
285	山中寮E館215号	ヤマナカ リョウ Eカン 215ゴウ	yamanaka-ryo-ekan-215go	yamanaka-ryo-e-kan-215-go	OK	CHANGED		OK: 山中寮ヘボン+ラテンE字面+館kan+ラテン215+号go
286	8マンvs(バーサス)サイボーグ009	エイトマン バーサス サイボーグ ゼロゼロナイン	eitoman-baasasu-saibogu-zerozeronain	8-man-vs-cyborg-009	OK	CHANGED		OK: ラテン8+マン=man音写(8Man)+vs字面((バーサス)ルビ除去)+サイボーグ=cyborg音写+ラテン009
287	裏アカ男子は抱かれたい攻め様No. 1に××されたい	ウラ アカ ダンシ ワ ダカレタイ セメサマ ナンバー ワン ニ サレタイ	ura-aka-danshi-wa-dakaretai-seme-sama-nanbaa-wan-ni-saretai	ura-aka-danshi-wa-dakaretai-seme-sama-no-1-ni-saretai	OK	CHANGED		OK: 全ヘボン+ラテンNo. 1字面no-1+××記号除去+されたいsaretai
288	裏アカ男子は抱かれたい攻め様No.1にXXされたい	ウラ アカ ダンシ ワ ダカレタイ セメサマ ナンバー ワン ニ サレタイ	ura-aka-danshi-wa-dakaretai-seme-sama-nanbaa-wan-ni-saretai	ura-aka-danshi-wa-dakaretai-seme-sama-no-1-ni-xx-saretai	OK	CHANGED		OK: 287の異表記、XXはラテン字面でxx保持(××と区別)
289	TVアニメ「ペルソナ4ザ・ゴールデン」電撃コミックアンソロジー	テレビ アニメ ペルソナ フォー ザ ゴールデン デンゲキ コミック アンソロジー	terebi-anime-perusona-fo-za-goruden-dengeki-komikku-ansorojii	tv-anime-persona-4-the-golden-dengeki-comic-anthology	OK	CHANGED		OK: ラテンTV+アニメanime+ペルソナpersona+ラテン4+ザ・ゴールデン=The Golden公式+電撃dengeki+コミックcomic+アンソロジーanthology
290	感動ラブストーリー100p長編ベスト5	カンドウ ラブ ストーリー 100ページ チョウヘン ベスト 5	kando-rabu-sutorii-100peeji-chohen-besuto-5	kando-love-story-100p-chohen-best-5	OK	CHANGED		OK: 感動kando+ラブストーリー=love story音写+ラテン100p字面+長編chohen+ベストbest+ラテン5
291	ワイルド7 R	ワイルド 7 リターンズ	wairudo-7-ritaanzu	wild-7-r	OK	CHANGED		OK: ワイルド=公式Wild(Wild 7)+ラテン7+ラテンR字面
292	エメラルドドラゴン4コマギャグBomb!	エメラルド ドラゴン ヨンコマ ギャグ ボン	emerarudo-doragon-yonkoma-gyagu-bon	emerald-dragon-yonkoma-gyagu-bomb	OK	CHANGED		OK: エメラルドドラゴン=Emerald Dragon音写/公式+4コマyonkoma+ギャグgyagu+ラテンBomb!字面(!除去)
293	月の夜星の朝35ans	ツキ ノ ヨル ホシ ノ アサ 35ans	tsuki-no-yoru-hoshi-no-asa-35ans	tsuki-no-yoru-hoshi-no-asa-35ans	OK			OK: 月の夜星の朝ヘボン助詞分割+ラテン35ans字面(仏語ans)
294	1Pコミックドラゴンクエストモンスターズ	1P コミック ドラゴン クエスト モンスターズ	1p-komikku-doragon-kuesuto-monsutaazu	1p-comic-dragon-quest-monsters	OK	CHANGED		OK: 1P=latin→1p; コミック=comic, ドラゴンクエストモンスターズ=official Dragon Quest Monsters (English音写一致)
295	F1グランプリ天国	エフワン グランプリ テンゴク	efuwan-guranpuri-tengoku	f1-guranpuri-tengoku	OK	CHANGED		OK: F1=latin f1; グランプリ=和製(grand prix音写一致だが慣用guranpuri保持)→guranpuri; 天国tengoku
296	F1速報グランプリ天国	エフワン ソクホウ グランプリ テンゴク	efuwan-sokuho-guranpuri-tengoku	f1-sokuho-guranpuri-tengoku	OK	CHANGED		OK: F1 latin; 速報sokuho(おう落とす); guranpuri; tengoku
297	新F1グランプリ天国	シン F1 グランプリ テンゴク	shin-f1-guranpuri-tengoku	shin-f1-guranpuri-tengoku	OK			OK: 新shin; F1 latin; guranpuri; tengoku
298	4Pの事情	ヨンピー ノ ジジョウ	yonpii-no-jijo	4p-no-jijo	OK	CHANGED		OK: 4P=latin 4p; の=no; 事情jijo(おう落とす)
299	怪獣8号RELAX	カイジュウ ハチゴウ リラックス	kaiju-hachigo-rirakkusu	kaiju-hachigo-relax	OK	CHANGED		OK: 怪獣kaiju(長音落とす); 8号hachigo; RELAX=latin relax
300	怪獣8号side B	カイジュウ ハチゴウ サイド ビー	kaiju-hachigo-saido-bii	kaiju-hachigo-side-b	OK	CHANGED		OK: kaiju; hachigo; side B=latin run→side-b
301	A君（17）の戦争	Aクン 17 ノ センソウ	a-kun-17-no-senso	a-kun-17-no-senso	OK			OK: A=latin a; 君kun; (17)=latin 17括弧除去; の=no; 戦争senso(おう落とす)
302	4畳半OLのり子	4ジョウハン OL ノリコ	4johan-ol-noriko	4-johan-ol-noriko	OK	CHANGED		OK: 4=latin digit; 畳半johan; OL=latin ol; のり子noriko
303	Ph4.5グッピーは死なない	Ph4.5 グッピー ワ シナナイ	ph45-guppii-wa-shinanai	ph4-5-guppy-wa-shinanai	OK	CHANGED		OK: Ph4.5=latin→ph4-5(.→hyphen); グッピー=guppy(英語loanword音写一致); は=wa; 死なないshinanai
304	離婚同居2nd season	リコン ドウキョ 2nd season	rikon-dokyo-2nd-season	rikon-dokyo-2nd-season	OK			OK: 離婚rikon; 同居dokyo(おう落とす); 2nd season=latin→2nd-season
305	魔法少女育成計画F2P	マホウ ショウジョ イクセイ ケイカク エフツーピー	maho-shojo-ikusei-keikaku-efutsupii	maho-shojo-ikusei-keikaku-f2p	OK	CHANGED		OK: 魔法少女育成計画=hebon maho-shojo-ikusei-keikaku; F2P=latin f2p
