slug	title	authors	nvol	pubgrps	yearspan	cm104_editions
dead-dead-demon-s-dededededestruction	デッドデッドデーモンズデデデデデストラクション	浅野いにお	12	091,098	2014-2022	0
dead-mount-death-play	デッドマウント・デスプレイ	藤本新太	14	301,757	2018-2025	0
deadman-wonderland	デッドマン・ワンダーランド	近藤一馬/片岡人生	13	041,047	2007-2013	0
deatte-5-byou-de-battle	出会って5秒でバトル	みやこかしわ	29	091,098	2016-2026	0
demi-chan-wa-kataritai	亜人ちゃんは語りたい	ペトス	11	063,065	2015-2023	0
deokure-tamer-no-sonohigurashi	出遅れテイマーのその日暮らし	空飛ぶひよこ/城宮えす	13	040,046	2019-2026	0
devils-line	デビルズライン	花田陵	14	063,065	2013-2019	0
dog-signal	DOG SIGNAL	みやうち沙矢	15	040,046	2019-2026	0
dokushin-ooeru-no-subete	独身OLのすべて	まずりん	10	063,065	2014-2020	0
domestic-na-kanojo	ドメスティックな彼女	流石景	28	063,065	2014-2020	0
doro-no-onnatsuushin	泥の女通信	にくまん子	2	778,892	2019-2024	0
doubt-amano-2012	Doubt!	天乃咲哉	4	048,575	2002-2014	0
doubutsu-no-oshaberi	動物のおしゃべり♥	神仙寺瑛	29	801,812	2006-2025	0
doukyonin-wa-hiza-tokidoki-atama-no-ue	同居人はひざ、時々、頭のうえ。	二ツ家あす	11	593,866	2015-2025	0
dragon-quest-tenkuu-monogatari	ドラゴンクエスト 天空物語	幸宮チノ	11	757,870	1998-2004	0
dramatic-irony	ドラマティック・アイロニー	あすか	12	048,049	2017-2025	0
edge	Edge	緋乃鹿六	3	063,896	1997-2008	0
edo-no-kenshikan	江戸の検屍官	高瀬理恵	6	091,098	2010-2018	0
eeaaru-maruchipuru-savaivu	AR/MS(マルチプル・サヴァイヴ)!!	祐佑	6	814,823	2019-2025	0
ef-a-fairy-tale-of-the-two	ef-a fairy tale of the two.	雅樹里	3	048,840	2006-2015	0
eigyou-nikatsu	営業二課っ!	金井桂	2	864,866	2015-2020	0
eiyuu-densetsu-sora-no-kiseki-esushii	英雄伝説空の軌跡SC	啄木鳥しんき	7	047,802	2014-2025	0
eiyuu-kyoushitsu	英雄教室	岸田こあら	22	301,757	2017-2025	0
eizouken-niwa-te-o-dasuna	映像研には手を出すな!	大童澄瞳	10	091,098	2017-2026	0
eleven-soul	イレブンソウル	戸土野正内郎	15	800,861	2006-2013	0
elf-dorei-to-kizuku-dungeon-harem	エルフ奴隷と築くダンジョンハーレム	二月公/ツキシタカグヤ	5	086,088	2021-2026	0
elf-o-karu-monotachi	エルフを狩るモノたち	矢上裕	21	073,840	1995-2003	0
elite-jack	エリートジャック!!	いわおかめめ	12	091,098	2012-2021	0
emblem-take2	代紋TAKE2	渡辺潤	62	061,063	1990-2005	0
emerging	エマージング	外薗昌也	3	063,845	2004-2017	0
enen-no-shouboutai	炎炎ノ消防隊	大久保篤	34	063,065	2016-2022	0
erementar-gerad	EREMENTAR GERAD	東まゆみ	18	861,901	2002-2010	0
eris-no-seihai	エリスの聖杯	桃山ひなせ	14	301,757	2019-2026	0
ero-manga-sensei	エロマンガ先生	笠原倫	12	048,049	2014-2021	0
esuranku-boukensha-de-aru-ore-no-musumetachi-wa-juudo-no-fazakon-deshita	Sランク冒険者である俺の娘たちは重度のファザコンでした	しゅにち	11	824,865	2020-2025	0
euromanga	euromanga	フレデリック・トゥルモンド	3	864,870	2008-2013	0
f-1-densetsu	F-1伝説	能田茂/磯田健一郎	2	418,847	1992-2003	0
face	フェイス	ゆきもりりょう	2	344,779	2013-2018	0
fairy-tail-chronicle	フェアリーテイル・クロニクル	二式恭介	8	040,866	2014-2026	0
fate-extra-ccc	フェイト/エクストラCCC	ろびーな	8	041,048	2016-2024	0
fate-stay-night	Fate/stay night	西脇だっと	20	041,047	2006-2012	0
fate-strange-fake	Fate/strange Fake	森井しづき/成田良悟/TYPE-MOON	3	047,048	2014-2026	0
fate-zero	Fate/Zero	真じろう	14	041,047	2011-2017	0
final-fantasy-lost-stranger	ファイナルファンタジーロスト・ストレンジャー	亀屋樹	12	301,757	2017-2025	0
fire-emblem-fuyuki-1999	ファイアーエムブレム	冬季ねあ	5	757,894	1994-2001	0
flat	Flat	青桐ナツ	8	800,861	2008-2014	0
flcl	フリクリ	ウエダハジメ	3	062,063	2000-2007	0
flying-witch	ふらいんぐうぃっち	石塚千尋	14	063,065	2013-2025	0
football-nation	フットボールネーション	大武ユキ	20	091,098	2010-2025	0
four-seam	フォーシーム	さだやす圭	19	091,098	2013-2019	0
freezing	フリージング	金光鉉	33	799,860	2007-2018	0
fruits-takuhaibin	フルーツ宅配便	岡田れいみ	14	091,098	2016-2021	0
fujiwara-ranka-no-4koma-gekijou	藤原らんかの4コマ劇場	藤原らんか	2	779,891	2007-2015	0
fujoi-no-ishadou	腐女医の医者道!	岩葉純希	3	040,046	2016-2026	0
fukushuu-kansuisha-no-jinsei-nishuume-isekai-tan	復讐完遂者の人生二周目異世界譚	サイトウミチ	10	867,896	2019-2026	0
fukushuu-o-chikatta-shironeko-wa-ryuuou-no-hiza-no-ue-de-damin-o-musaboru	復讐を誓った白猫は竜王の膝の上で惰眠をむさぼる	あき	6	040,046	2018-2026	0
fumetsu-no-anata-e	不滅のあなたへ	大今良時	23	063,065	2017-2025	0
furajairu	フラジャイル	草水敏/恵三朗	30	063,065	2014-2026	0
furuginuya-monyouchou	ふるぎぬや紋様帳	波津彬子	6	091,098	2015-2022	0
furuhon-yatai	古本屋台	QBB	2	087,860	2018-2024	0
fushinokami	フシノカミ	黒杞よるの	10	824,865	2021-2026	0
futago-no-ane-ga-miko-toshite-hikitorarete-watashi-wa-suterareta-tabun-watashi-ga-miko-de-aru	双子の姉が神子として引き取られて、私は捨てられたけど多分私が神子である。	雪	9	040,046	2020-2026	0
futoku-no-guild	不徳のギルド	河添太一	17	301,757	2018-2026	0
futsutsuka-na-oyako-dewa-arimasuga	ふつつかな父娘ではありますが	長神	11	048,049	2013-2022	0
fuuto-tantei	風都探偵	佐藤まさき	18	091,098	2018-2025	0
gabriel-dropout	ガヴリールドロップアウト	うかみ	16	048,049	2014-2025	0
gacha-o-mawashite-nakama-o-fuyasu-saikyou-no-bishoujo-gundan-o-tsukuriagero	ガチャを回して仲間を増やす最強の美少女軍団を作り上げろ	晴野しゅー	11	867,896	2018-2025	0
gachikoi-nenchakujuu	ガチ恋粘着獣	山崎将	16	801,867	2020-2025	0
gaikotsu-kishi-sama-tadaima-isekai-e-odekakechuu	骸骨騎士様、只今異世界へお出掛け中	あずみ圭	14	824,865	2017-2025	0
gaira	凱羅	SYUFO	4	575,756	1987-1994	0
gaishuu-isshoku	ガイシューイッショク!	色白好	6	091,098	2018-2025	0
gajumaru-family	がじゅまるファミリー	ももココロ	9	867,897	2008-2024	0
gakuran-hourouki	ガクラン放浪記	弘兼憲史	6	821,916	1984-1999	0
ganso-edomae-sushiya-yohee	元祖江戸前寿し屋與兵衛	内山まもる	5	575,845	2009-2018	0
garden-sisters	がーでん姉妹	竹本泉	7	801,812	2013-2020	0
garouden-boy	餓狼伝BOY	板垣恵介	3	063,253	2004-2012	0
gegege-no-kitarou	ゲゲゲの鬼太郎	松本しげのぶ/ラルフ・マッカーシー	15	061,065	1968-2019	0
gekai-eriize	外科医エリーゼ	yuin	14	040,046	2019-2025	0
gekiga-kachikujin-yapuu	劇画家畜人ヤプー	シュガー佐藤	4	780,886	1993-2012	0
gekkan-shoujo-nozaki-kun	月刊少女野崎くん	椿いづみ	17	301,757	2012-2025	0
genjitsu-shugi-yuusha-no-oukoku-saikenki	現実主義勇者の王国再建記	上田悟司	14	824,865	2018-2025	0
genma-taisen-ribaasu	幻魔大戦Rebirth	早瀬マサト	11	091,098	2015-2020	0
ghost-hunt	ゴーストハント	いなだ詩穂	12	061,063	1998-2010	0
giant-killing	GIANT KILLING	ツジトモ	68	063,065	2007-2026	0
gin-no-saji	銀の匙	荒川弘	15	091,099	2011-2020	0
gin-no-supuun	銀のスプーン	小沢真理	17	063,065	2011-2017	0
ginga-teikoku-kouboushi	銀河帝国興亡史	恵庭	4	990,991	2013-2019	0
ginga-tetsudou-no-yoru-2023	銀河鉄道の夜	Teamバンミカス	2	052,872	2007-2023	0
gingatetsudou-no-yoru	銀河鉄道の夜	永島慎二/石原はるひこ/北原文野	2	052,061	1984-2023	0
ginpei-hankachou	銀平飯科帳	河合単	11	091,098	2015-2020	0
ginrou-blood-bone	銀狼ブラッドボーン	雪山しめじ/艮田竜和	16	091,098	2015-2021	0
giratsuki-joushi-to-gisou-kekkon	ギラつき上司と偽装結婚!?	叶依恭	6	909,911	2019-2024	0
girlfriend	ガールフレンド	別天荒人	5	088,877	2001-2007	0
girls-und-panzer-gekijouban-variante	ガールズ&パンツァー劇場版Variante	伊能高史	8	040,046	2017-2022	0
girls-und-panzer-ribbon-no-musha	ガールズ＆パンツァーリボンの武者	野上武志	16	040,046	2015-2021	0
gleipnir	グレイプニル	武田すん	14	063,065	2016-2023	0
goblin-slayer-gaiden	ゴブリンスレイヤー外伝	れもんえんど	14	301,757	2018-2025	0
god-eater-2	GOD EATER 2	片桐いくみ	10	048,049	2014-2019	0
god-save-the-sugekoma-kun	GOD SAVE THE すげこまくん!	永野のりこ	12	061,063	1993-1998	0
goiken-muyoutsu	御意見無用っ!!	よしむらなつき	8	757,870	1996-2002	0
gokudoo-kun-manyuuki	ゴクドーくん漫遊記	桐嶋たける	3	073,840	1995-2000	0
gokuritsu	ごくりっ	加藤望	5	091,098	2016-2025	0
golden-gold	ゴールデンゴールド	堀尾省太	9	063,065	2016-2021	0
gomikku-haikibutsu	ゴミック「廃貴物」	ハイ・ムーン	6	890,930	1990-2007	0
gon	ゴン	田中政志	7	061,063	1992-2002	0
goukaku-kigan	合格祈願	高永ひなこ	3	592,877	1996-2004	0
gozen-0-ji-kisu-shini-kiteyo	午前0時、キスしに来てよ	みきもと凜	12	063,065	2015-2020	0
gravitation	グラビテーション	村上真紀	12	344,789	1996-2002	0
gun-x-clover	ガン×クローバー	D.P	12	040,047	2012-2018	0
gundriver	ガンドライバー	せたのりやす	8	073,840	1995-2001	0
gunka-no-baltzar	軍靴のバルツァー	中島三千恒	20	065,107	2011-2025	0
gunka-no-hibiki	軍靴の響き	かわぐちかいじ	3	418,847	1985-2002	0
gunners	ガンナーズ	天王寺きつね	6	041,048	2012-2017	0
guranburu	ぐらんぶる	吉岡公威	26	063,065	2014-2026	0
guresanpo	グレさんぽ	グレゴリ青山	2	091,098	2017-2023	0
hachinan-tte-sore-wa-nai-deshou	八男って、それはないでしょう!	Y.A/楠本弘樹	16	040,046	2015-2025	0
haifuri	はいふり	阿部かなり/AIS	13	040,046	2016-2025	0
haikei-koroshiya-san-to-kekkon-shimashita	拝啓…殺し屋さんと結婚しました	高坂曇天	8	040,046	2020-2025	0
haipaasenshi-gundam-boy	超戦士ガンダム野郎	やまと虹一	12	061,063	1989-1994	0
haitekudasai-takamine-san	履いてください、鷹峰さん	柊裕一	11	301,757	2019-2026	0
hajimete-no-kedamono	はじめてのケダモノ	悠妃りゅう	13	091,098	2013-2024	0
hakanage	はかなげ。	鹿乃しうこ	2	909,910	2018-2023	0
hamuko-mairu	はむこ参る!	小倉あん子	2	022,591	1996-2006	0
hana-ni-arashi	はなにあらし	古鉢るか	13	091,098	2018-2023	0
hana-no-deka	花の慶次	原哲夫	19	088,107	1990-2002	0
hana-to-oku-tan	花と奥たん	高橋しん	5	091,098	2009-2019	0
hanabi-chan-wa-okuregachi	ハナビちゃんは遅れがち	白金らんぷ	9	864,868	2020-2025	0
hanako-lavatory	ハナコ@ラバトリー	秋★枝	3	049,861	2011-2019	0
hanayome-ni-haizoku-saremashita	花嫁に配属されました	桃乃みく	16	091,098	2016-2025	0
hanebado	はねバド!	濱田浩輔	16	063,065	2013-2019	0
hantsu-x-trash	ハンツー×トラッシュ	こばやしひよこ	18	063,065	2013-2020	0
haou-taikei-ryuunaito-collectors-edition	覇王大系リューナイトcollector's edition	伊東岳彦	2	088,834	1994-2010	0
hard-line	ハードライン	檀からん	8	835,882	1995-2001	0
hare-nochi-cinderella	晴れのちシンデレラ	宮成樂	18	801,812	2008-2025	0
hare-nochi-shikibu	晴れのち四季部	ひのた	3	040,046	2017-2022	0
harekon	ハレ婚。	NON	20	063,065	2014-2022	0
haru-matsu-bokura	春待つ僕ら	あなしん	14	063,065	2014-2020	0
hatarake-onee-san	働け!おねえさん	水井麻紀子	3	832,910	2011-2025	0
hataraku-maou-sama	はたらく魔王さま!	柊暁生/ありこ	23	048,049	2012-2025	0
hataraku-saibou	はたらく細胞	清水茜/福富優樹	6	063,065	2015-2021	0
hatsukoi-no-sekai	初恋の世界	西炯子	15	091,098	2016-2024	0
haunted-junction	HAUNTEDじゃんくしょん	夢来鳥ねむ	13	073,840	1996-2001	0
hawkwood	ホークウッド	トミイ大塚	8	040,840	2011-2016	0
hazunde-papamokko	はずんで!パパモッコ	山本ルンルン	14	907,909	2013-2019	0
hazurewaku-no-joutai-ijou-skill-de-saikyou-ni-natta-ore-ga-subete-o-juurin-suru-made	ハズレ枠の〈状態異常スキル〉で最強になった俺がすべてを蹂躙するまで	鵜吉しょう	13	824,865	2019-2025	0
hebi	蛇	楳図かずお	2	257,408	1998-2003	0
helck	ヘルク	七尾ナナキ	12	091,098	2014-2023	0
hell-doctor-kurare-no-kagaku-wa-subete-o-kaiketsu-suru	ヘルドクターくられの科学はすべてを解決する!!	○○の主役は我々だ	10	040,046	2018-2023	0
hen-na-mono-mikke	へんなものみっけ!	早良朋	12	091,098	2017-2025	0
henachoko-daisakusen-z	へなちょこ大作戦Z	西本英雄	14	061,063	1995-2003	0
henkyou-no-roukishi-bard-loen	辺境の老騎士バルド・ローエン	菊石森生	12	063,065	2017-2025	0
hentai-ouji-to-warawanai-neko	変態王子と笑わない猫。	お米軒	8	040,840	2011-2018	0
hero	HERO	福本伸行/熊谷祐樹	18	801,812	2010-2021	0
herubooi	ヘルボーイ	マイク・ミニョーラ	2	796,861	2004-2010	0
hibiki-no-mahou	ヒビキのマホウ	依澄れい	6	041,047	2005-2017	0
hidan-no-aria-g-no-ketsuzoku	緋弾のアリア-Gの血族-	こよかよしの	6	040,046	2020-2025	0
hidan-no-aria	緋弾のアリア	こよかよしの	16	040,840	2010-2017	0
high-school-dxd	ハイスクールD×D	みしまひろじ	11	040,047	2011-2018	0
higyaku-no-noel	被虐のノエル	しゃもじ	9	040,046	2017-2023	0
hikari-man	HIKARI-MAN	山本英夫	8	091,098	2015-2020	0
himachi-no-jouou	ヒマチの嬢王	茅原クレセ	19	091,098	2018-2023	0
himegasaki-sakurako-wa-kyou-mo-fubin-kawaii	姫ヶ崎櫻子は今日も不憫可愛い	安田剛助	7	040,046	2020-2026	0
himitsu-no-hiroko-chan	ヒミツのヒロコちゃん	花緒莉	6	091,098	2016-2023	0
himitsu-no-reptiles	秘密のレプタイルズ	さかめがね	14	091,098	2016-2024	0
hinako-note	ひなこのーと	三月	7	040,046	2015-2021	0
hinemosu-notari-nikki	ひねもすのたり日記	ちばてつや	7	091,098	2018-2025	0
hirameki-hatsume-chan	ひらめきはつめちゃん	大沖	6	800,861	2010-2016	0
hirano-to-kagiura	平野と鍵浦	春園ショウ	7	040,046	2019-2026	0
hisonzai-byourigaku-nyuumon	非存在病理学入門	須賀原洋行	3	812,884	1991-1998	0
hissatsu-shioki-nagaya	必殺仕置長屋	木村知夫	3	834,862	2005-2014	0
hitogatana	ヒトガタナ	オニグンソウ	11	800,861	2009-2016	0
hitoribocchi-no-isekai-kouryaku	ひとりぼっちの異世界攻略	びび	24	824,865	2019-2026	0
hitoribocchi-no-marumaru-seikatsu	ひとりぼっちの○○生活	カツヲ	8	048,049	2014-2021	0
hiyo-world	ひよわーるど	橘紫夕	4	801,812	2010-2015	0
hoankan-evansu-no-uso	保安官エヴァンスの嘘	栗山ミヅキ	20	091,098	2017-2022	0
hone-made-aishite-takaguchi-2011	骨まで愛して	高口里純	2	088,199	1995-2013	0
honto-yajuu	ほんと野獣	山本小鉄子	17	796,877	2009-2026	0
hontou-ni-atta-yukai-na-hanashi	本当にあった愉快な話	田島みるく	3	812,884	1995-2000	0
hoomuresu-tensei	ホームレス転生	久遠まこと	10	040,046	2019-2024	0
horobi-no-fue	滅びの笛	田辺節雄	3	253,418	1984-1998	0
horobi-no-utage	滅びの宴	田辺節雄	3	253,418	1986-2004	0
hoshi-o-tsugu-mono	星を継ぐもの	星野之宣	4	049,091	1996-2012	0
hotta	堀田	山本直樹	4	778,872	2003-2010	0
houkago-karte	放課後カルテ	日生マユ	16	063,065	2012-2018	0
houkago-saikoro-club	放課後さいころ倶楽部	中道裕大	19	091,098	2013-2021	0
hourou-musuko	放浪息子	志村貴子	15	047,757	2003-2013	0
houseki-no-kuni	宝石の国	市川春子	12	063,065	2013-2022	0
hyakkakyuu-no-osouji-gakari	百花宮のお掃除係	shoyu	8	040,046	2020-2025	0
hyakko	ヒャッコ	カトウハルアキ	7	593,797	2007-2013	0
i-sengokushi	異戦国志	狩那匠	3	056,814	2000-2019	0
ii-denshi	いい電子	みずしな孝之	11	047,757	2000-2011	0
ikinokore-shachiku-chan	いきのこれ!社畜ちゃん	結うき	9	048,049	2016-2023	0
ikusa-no-ko	いくさの子	原哲夫	20	199,867	2011-2022	0
ikusei-skill-wa-mou-iranai-to-yuusha-party-o-kaikosareta-node-taishokukin-gawari-ni-moratta-ryouchi	育成スキルはもういらないと勇者パーティを解雇されたので、退職金がわりにもらった【領地】を強くしてみる	たかはし慶行	13	301,757	2020-2026	0
imawa-no-kuni-no-alice	今際の国のアリス	麻生羽呂	18	091,099	2011-2016	0
imuri	イムリ	三宅乱丈	26	047,757	2007-2020	0
indona-hibi	インドな日々	流水凜子	4	022,257	2000-2011	0
infection	インフェクション	及川徹	30	063,065	2016-2022	0
inoue-santa	井上三太	井上三太	2	396,872	1996-2002	0
inugamike-no-ichizoku	犬神家の一族	つのだじろう/Jet	2	049,253	1984-1999	0
iris-zero	アイリス・ゼロ	草水敏/蛍たかな	8	040,840	2009-2019	0
is-2010	IS	結城焔	6	091,840	2010-2017	0
isekai-cheat-survival-meshi	異世界チートサバイバル飯	グルッペン・フューラー	15	040,046	2019-2025	0
isekai-de-nonbiri-iyashite-hajimemasu	異世界でのんびり癒し手はじめます	名尾生博	5	040,046	2020-2025	0
isekai-de-slow-life-o-ganbou	異世界でスローライフを〈願望〉	長頼	10	824,865	2020-2025	0
isekai-de-te-ni-ireta-sei-san-skill-wa-saikyou-datta-you-desu-souzou-kiyounowchiitodemusousuru	異世界で手に入れた生産スキルは最強だったようです。	満月シオン	11	040,046	2020-2026	0
isekai-de-tochi-o-katte-noujou-o-tsukurou	異世界で土地を買って農場を作ろう	細雪純	11	344,865	2019-2026	0
isekai-izakaya-gen	異世界居酒屋「げん」	碓井ツカサ	13	299,800	2018-2025	0
isekai-izakaya-nobu-eefa-to-makanai-oyatsu	異世界居酒屋「のぶ」エーファとまかないおやつ	ノブヨシ侍	9	299,800	2018-2025	0
isekai-kenja-no-tensei-musou	異世界賢者の転生無双	三十三十	13	301,757	2020-2026	0
isekai-mahou-wa-okureteru	異世界魔法は遅れてる!	COMTA	12	824,865	2017-2025	0
isekai-maou-to-shoukan-shoujo-no-dorei-majutsu	異世界魔王と召喚少女の奴隷魔術	土田えり	29	063,065	2016-2026	0
isekai-meikyuu-no-saishinbu-o-mezasou	異世界迷宮の最深部を目指そう	左藤圭右	8	824,865	2016-2025	0
isekai-ni-otosareta-jouka-wa-kihon-attomaaku-comic	異世界に落とされた…浄化は基本!@COMIC	槙島ギン	6	866,867	2020-2025	0
isekai-ni-teni-shitara-yama-no-naka-datta-handou-de-tsuyosa-yori-mo-kaitekisa-o-erabimashita	異世界に転移したら山の中だった。反動で強さよりも快適さを選びました。	蔦屋空	8	803,815	2021-2026	0
isekai-no-binbou-nouka-ni-tensei-shita-node-renga-o-tsukutte-shiro-o-tateru-koto-ni-shimashita	異世界の貧乏農家に転生したので、レンガを作って城を建てることにしました	槙島ギン	7	866,867	2020-2025	0
isekai-no-shuyaku-wa-wareware-da	異世界の主役は我々だ!	せらみかる+ユーザーのみなさん/草薙刃/グルッペン・フューラー	16	040,046	2017-2025	0
isekai-nonbiri-nouka	異世界のんびり農家	剣康之	16	040,047	2018-2026	0
isekai-oji-san	異世界おじさん	殆ど死んでいる	14	040,046	2018-2025	0
isekai-shihai-no-skill-teikaa	異世界支配のスキルテイカー	笠原巴	17	063,065	2016-2023	0
isekai-tenishita-node-cheat-o-ikashite-mahou-kenshi-yaru-kotoni-suru	異世界転移したのでチートを生かして魔法剣士やることにする	なのら	13	301,757	2020-2026	0
isekai-tensei-de-kenja-ni-natte-boukensha-seikatsu	異世界転生で賢者になって冒険者生活	えんど	11	301,757	2021-2026	0
isekai-yakkyoku	異世界薬局	高野聖	11	040,046	2017-2025	0
ishutaru-no-musume	イシュタルの娘	大和和紀	16	063,065	2010-2017	0
issak	イサック	Double-S	18	063,065	2017-2025	0
isuca	ISUCA	高橋脩	9	041,047	2010-2017	0
itazura-oumu-no-seikatsu-zakki	いたずらオウムの生活雑記	ろう飼い主	4	046,758	2015-2020	0
itihasa	イティハーサ	水樹和佳子	15	087,088	1987-1999	0
itoshi-no-muco	いとしのムーコ	みずしな孝之	17	063,065	2012-2020	0
itoshi-no-nekokke	いとしの猫っ毛	雲田はるこ	5	799,862	2011-2016	0
jagaaaaaan	ジャガーン	富士沢一矢	14	091,098	2017-2022	0
jahy-sama-wa-kujikenai	ジャヒー様はくじけない!	昆布わかめ	12	301,757	2018-2025	0
jansou-no-saeko-san	雀荘のサエコさん	重野なおき	5	801,812	2014-2020	0
jashin-chan-drop-kick	邪神ちゃんドロップキック	ユキヲ	26	593,866	2014-2025	0
jigoku-no-sougiya	地獄の葬儀屋	叶精作	2	253,845	2013-2019	0
jigokudou-reikai-tsuushin	地獄堂霊界通信	みもり	12	063,065	2010-2020	0
jii-san-baa-san-wakagaeru	じいさんばあさん若返る	新挑限	9	040,046	2020-2026	0
jijou-o-shiranai-tenkousei-ga-guigui-kuru	事情を知らない転校生がグイグイくる。	川村拓	23	301,757	2018-2026	0
jinrou-game	人狼ゲーム	小うどん	4	801,812	2014-2019	0
jishou-f-rank-no-onii-sama-ga-game-de-hyouka-dekiaisareru-gakuen-no-chouten-ni-kunrin-suru-soudesu	自称Fランクのお兄さまがゲームで評価される学園の頂点に君臨するそうですよ?	sorani	10	040,046	2018-2024	0
jk-oyaji	JKおやじ!	加藤みのり	5	091,098	2016-2024	0
joker-1998-3	Joker	野間美由紀	2	048,575	1999-2012	0
joryuu-hikoushi-maria-mantegattsua-no-bouken	女流飛行士マリア・マンテガッツァの冒険	滝沢聖峰	8	091,098	2015-2022	0
juin-no-onnakenshi-attomaaku-comic	呪印の女剣士@COMIC	深津	3	866,867	2021-2026	0
jungle-wa-itsumo-hare-nochi-guu	ジャングルはいつもハレのちグゥ	金田一蓮十郎	10	757,870	1998-2003	0
junjou-romantica	純情ロマンチカ	中村春菊	30	041,048	2003-2025	0
junk	JUNK	麻宮騎亜	7	253,592	1997-2007	0
junkyouju-takatsuki-akira-no-suisatsu	准教授・高槻彰良の推察	相尾灯自	7	040,046	2020-2025	0
juuhan-shuttai	重版出来!	松田奈緒子	20	091,098	2013-2023	0
juujin-seiiki	獣人聖域	鈴宮和由	5	051,056	1989-1994	0
kabachi	カバチ!!!	東風孝広	39	063,065	2013-2021	0
kaen-mazin	火閻魔人	奥瀬サキ	2	592,847	1987-2013	0
kagaku-chop	カガクチョップ	カヅホ	6	593,866	2014-2019	0
kage-no-kyuutei-majutsushi	影の宮廷魔術師	白石琴似	9	824,865	2021-2026	0
kagemusha-tokugawa-ieyasu-gaiden-sakon	影武者徳川家康外伝左近	原哲夫	5	107,197	2002-2008	0
kagemusha-tokugawa-ieyasu	影武者徳川家康	原哲夫	7	088,107	1994-2002	0
kaichou-shima-kousaku	会長島耕作	弘兼憲史	13	063,065	2014-2019	0
kaijin-nijuumensou	怪人二十面相	たくま朋正	3	835,847	2002-2018	0
kaijin-reijou	怪人麗嬢	田代哲也	15	301,757	2019-2026	0
kaiou-dante	海王ダンテ	皆川亮二	13	091,098	2016-2021	0
kaitou-lupin-den-abanchurie-toujou-hen	怪盗ルパン伝アバンチュリエ 登場編	森田崇	3	835,864	2014-2021	0
kaitou-lupin-den-aventurier	怪盗ルパン伝アバンチュリエ	森田崇	6	835,864	2013-2021	0
kakafukaka	カカフカカ	石田拓実	12	063,065	2014-2021	0
kakegurui	賭ケグルイ	尚村透	21	301,757	2014-2026	0
kakkoii-sukiyaki	かっこいいスキヤキ	編著/ねてる	3	594,792	1983-1996	0
kami-nomizo-shiru-sekai	神のみぞ知るセカイ	若木民喜	26	091,099	2008-2014	0
kami-sama-no-tsukurikata	神さまのつくりかた。	高田慎一郎	14	757,870	1996-2002	0
kami-wa-saibu-ni-yadorunoyo	神は細部に宿るのよ	久世番子	6	063,065	2010-2020	0
kamigami-no-shimon	神々の指紋	村野守美	4	862,883	1997-2009	0
kaminokokuin	神の刻印	村野守美	4	862,883	1997-2009	0
kamitachi-ni-hirowareta-otoko	神達に拾われた男	Roy	15	301,757	2018-2025	0
kan-chan	カンちゃん	フジヤマジョージ	2	864,877	2014-2025	0
kango-joshu-no-nana-chan	看護助手のナナちゃん	野村知紗	11	091,098	2011-2020	0
kani-kousen	蟹工船	Teamバンミカス	2	052,872	2007-2023	0
kannou-sensei	官能先生	吉田基已	4	063,065	2017-2025	0
kanojo-ga-koushakutei-ni-itta-wake	彼女が公爵邸に行った理由	Milcha	14	040,046	2019-2025	0
kantai-collection-kancolle-onegai-chinjufu-meyasubako	艦隊これくしょん-艦これ-おねがい!鎮守府目安箱	種十号	7	048,049	2017-2022	0
kanzen-kaihi-healer-no-kiseki	完全回避ヒーラーの軌跡	倭ヒナ	13	040,046	2019-2025	0
karakai-jouzu-no-moto-takagi-san	からかい上手の〈元〉高木さん	山本崇一朗/おのでらさん	22	091,098	2017-2024	0
karate-baka-isekai	空手バカ異世界	D.P/回復師	6	040,046	2020-2025	0
kasane	累	松浦だるま	14	063,065	2013-2018	0
kaseifu-no-etsuko-san	家政婦のエツ子さん	こいずみまり	8	801,812	2005-2014	0
kasumi-den-zen	カスミ伝 〔○全〕	唐沢なをき	2	063,198	1989-2002	0
katakoi-saburou	片恋さぶろう	松森正	6	862,883	1992-2008	0
katsute-kami-datta-kemonotachi-e	かつて神だった獣たちへ	めいびい	15	063,065	2014-2023	0
kawaita-watashi-o-sono-ai-de-yurashite	渇いた私をその愛で揺らして	深海ゆゆ	8	434,799	2018-2023	0
kaze-no-daichi	風の大地	かざま鋭二	84	091,098	1991-2022	0
kaze-yo-banri-o-kakeyo	風よ、万里を翔けよ	もとむらえり	4	048,253	1999-2018	0
kazenowatokinowasunanowa	風の輪・時の和・砂の環	神坂智子	2	048,403	1984-1996	0
kazoku-game	家族ゲーム	鈴城芹	14	048,840	2006-2015	0
keirin-yarou	ケイリン野郎	くさか里樹	55	091,778	1991-2004	0
kengan-omega	ケンガンオメガ	だろめおん	29	091,098	2019-2026	0
kenja-no-deshi-o-nanoru-kenja	賢者の弟子を名乗る賢者	すえみつぢっか/りゅうせんひろつぐ	15	867,896	2017-2026	0
kenka-kagyou	喧嘩稼業	木多康昭	13	063,065	2014-2020	0
kenkaku-shoubai	剣客商売	さいとう・たかを/大島やすいち/田中貴大/島田悠子/天沢彰/三國月々子	53	106,845	1998-2026	0
kenkou-de-bunkateki-na-saitei-gendo-no-seikatsu	健康で文化的な最低限度の生活	柏木ハルコ	12	091,098	2014-2023	0
