slug	title	title_kana	romaji(kana)	slug一致度	flag
karaoke-e-ikou	カラオケへ行こう	カラオケエイコウ	karaokeeikou	1.0	
karaoke-iko	カラオケ行こ!	カラオケイコ	karaokeiko	1.0	
karaoke-ryuuseigun	カラオケ流星群	カラオケリュウセイグン	karaokeryuuseigun	1.0	
karappo-dance-r	からっぽダンスR	カラッポダンスR	karapodansur	0.78	
karappo-dance	からっぽダンス	カラッポダンス	karapodansu	0.78	
karappo-highschool	空っぽハイスクール	カラッポハイスクール	karapohaisukuru	0.89	
karappo-no-aine	からっぽのアイネ	カラッポノアイネ	karaponoaine	1.0	
karappo-no-inochi	空っぽの命	カラッポノイノチ	karaponoinochi	1.0	
karappo-no-sekai	からっぽの世界	カラッポノセカイ	karaponosekai	1.0	
karappo-seijo-toshite-suterareta-hazu-ga-totsugisaki-no-koutei-heika-ni-dekiai-sarete-imasu	空っぽ聖女として捨てられたはずが、嫁ぎ先の皇帝陛下に溺愛されています	カラッポセイジョトシテステラレタハズガトツギサキノコウテイヘイカニデキアイサレテイマス	karaposeijotoshitesuteraretahazugatotsugisakinokouteiheikanidekiaisareteimasu	1.0	
karasawa-naoki-no-genjuu-jiten	唐沢なをきの幻獣事典	カラサワナオキノゲンジュウジテン	karasawanaokinogenjuujiten	1.0	
karasawa-naoki-no-paradise-theater	唐沢なをきの楽園座	カラサワナオキノパラダイスシアター	karasawanaokinoparadaisushiata	0.92	
karasu-1988	カラス	カラス	karasu	1.0	
karasu-1994	カラス	カラス	karasu	1.0	
karasu-1996	鴉	カラス	karasu	1.0	
karasu-2002	からす	トーナメントプロゴルファーカラス	tonamentopurogorufuakarasu	0.71	
karasu-katchaimashita	カラス飼っちゃいました	カラスカッチャイマシタ	karasukachaimashita	1.0	
karasu-ni-hitoe-wa-niawanai	烏に単は似合わない	カラスニヒトエワニアワナイ	karasunihitoewaniawanai	1.0	
karasu-no-itoshi-kyoto-meshi	カラスのいとし京都めし	カラスノイトシキョウトメシ	karasunoitoshikyoutomeshi	1.0	
karasu-no-ko	からすの子	カラスノコ	karasunoko	1.0	
karasu-tengu-kabuto	鴉天狗カブト	カラステングカブト	karasutengukabuto	1.0	
karasu-tengu-wa-tsumoritai	鴉天狗はツモりたい	カラステングワツモリタイ	karasutenguwatsumoritai	1.0	
karasu-to-kakimonozukue-wa-naze-niteru	カラスと書き物机はなぜ似てる?	カラストカキモノズクエワナゼニテル	karasutokakimonozukuewanazeniteru	1.0	
karasu-to-shiro-taka	カラスと白鷹	カラストシロタカ	karasutoshirotaka	1.0	
karasu-wa-aruji-o-erabanai	烏は主を選ばない	カラスワアルジオエラバナイ	karasuwaarujioerabanai	1.0	
karasu-wa-hibari-ni-amakute-amai	鴉は雲雀に甘くてあまい	カラスハヒバリニアマクテアマイ	karasuhahibariniamakuteamai	1.0	
karasu	鴉	カラス	karasu	1.0	
karasuda-kun-wa-uzuichau-kara-hikikomoru	烏田くんは、疼いちゃうから引きこもる。	カラスダクンワウズイチャウカラヒキコモル	karasudakunwauzuichaukarahikikomoru	1.0	
karasuden	からす伝	カラスデン	karasuden	1.0	
karasugaoka-donto-bii-shy	烏ケ丘Don't be shy!!	カラスガオカドントビーシャイ	karasugaokadontobishai	1.0	
karasuma-0-jou-tandai	カラスマ0条探題	カラスマゼロジョウタンダイ	karasumazerojoutandai	0.92	
karasuma-gakuen-gan-sumookiizu	烏丸学園ガンスモーキーズ	カラスマガクエンガンスモーキーズ	karasumagakuengansumokizu	1.0	
karasuman	鴉MAN	カラスMAN	karasuman	1.0	
karasuya-satoshi-no-kowai-tokoro-ni-te-ga-todoku	カラスヤサトシの怖いところに手が届く	カラスヤサトシノコワイトコロニテガトドク	karasuyasatoshinokowaitokoronitegatodoku	1.0	
karasuya-satoshi-no-sekai-spice-kikou	カラスヤサトシの世界スパイス紀行	カラスヤサトシノセカイスパイスキコウ	karasuyasatoshinosekaisupaisukikou	1.0	
karasuya-satoshi-no-sengoku-sanpo	カラスヤサトシの戦国散歩	カラスヤサトシノセンゴクサンポ	karasuyasatoshinosengokusanpo	1.0	
karasuya-satoshi-no-shin-bikkuri-curry	カラスヤサトシの新びっくりカレー	カラスヤサトシノシンビックリカレー	karasuyasatoshinoshinbikurikare	0.92	
karasuya-satoshi-no-sonshi-maruwakari	カラスヤサトシの孫子まるわかり	カラスヤサトシノソンシマルワカリ	karasuyasatoshinosonshimaruwakari	1.0	
karasuya-satoshi	カラスヤサトシ	カラスヤサトシ	karasuyasatoshi	1.0	
karasuya-yuuchuubaa-ni-naru	カラスヤ、YouTuberになる	カラスヤユーチューバーニナル	karasuyayuchubaninaru	1.0	
karate-baka-ichidai-1972	空手バカ一代	カラテバカイチダイ	karatebakaichidai	1.0	
karate-baka-ichidai	空手バカ一代	カラテバカイチダイ	karatebakaichidai	1.0	
karate-baka-isekai	空手バカ異世界	カラテバカイセカイ	karatebakaisekai	1.0	
karate-basaraden-ginji	空手婆娑羅伝銀二	カラテバサラデンギンジ	karatebasaradenginji	1.0	
karate-jigokuhen-kiba	カラテ地獄変 牙	カラテジゴクヘンキバ	karatejigokuhenkiba	1.0	
karate-sangokushi	空手三国志	カラテサンゴクシ	karatesangokushi	1.0	
karate-sensou	空手戦争	カラテセンソウ	karatesensou	1.0	
karate-shoukoushi-kohinata-minoru	空手小公子小日向海流	カラテショウコウシコヒナタミノル	karateshoukoushikohinataminoru	1.0	
karate-shoukoushi-monogatari	空手小公子物語	カラテショウコウシモノガタリ	karateshoukoushimonogatari	1.0	
karatto-mugendai-genseki-girl	カラット∞原石ガール	カラットムゲンダイゲンセキガール	karatomugendaigensekigaru	1.0	
karatto	からっと!	カラット	karato	1.0	
kare-first-love	「彼」first love	カレfirstlove	karefirstlove	1.0	
kare-ga-furimuku-onna-ni-naru	彼がふりむく女になる	カレガフリムクオンナニナル	karegafurimukuonnaninaru	1.0	
kare-ga-kanojo-o-tsukuranai-wake	彼が彼女を作らない理由	カレガカノジョオツクラナイリユウ	karegakanojootsukuranairiyuu	0.92	
kare-ga-ore-o-sukisugite-komaru	彼が俺を好きすぎて困る	カレガオレオスキスギテコマル	karegaoreosukisugitekomaru	1.0	
kare-janai-kedo	彼じゃないけど	カレジャナイケド	karejanaikedo	1.0	
kare-kano	カレカノ。	カレカノ	karekano	1.0	
kare-kishijima	彼、岸島	カレキシジマ	karekishijima	1.0	
kare-made-rabu-km	彼までラブkm	カレマデラブkm	karemaderabukm	1.0	
kare-ni-iraishite-wa-ikemasen	彼に依頼してはいけません	カレニイライシテワイケマセン	kareniiraishitewaikemasen	1.0	
kare-no-1ban-1-naru-houhou	彼の1番になる方法	カレノ1バンニナルホウホウ	kareno1banninaruhouhou	1.0	
kare-no-ato	『彼』の跡	カレノアト	karenoato	1.0	
kare-no-butter-knife	彼のバターナイフ	カレノバターナイフ	karenobatanaifu	1.0	
kare-no-choukyouhou	彼の調教法	カレノチョウキョウホウ	karenochoukyouhou	1.0	
kare-no-fureta-kuchibiru	彼の触れたくちびる	カレノフレタクチビル	karenofuretakuchibiru	1.0	
kare-no-hitomi-ni-kanojo-no-namida	彼の瞳に彼女の涙	カレノヒトミニカノジョノナミダ	karenohitominikanojononamida	1.0	
kare-no-iru-seikatsu	彼のいる生活	カレノイルセイカツ	karenoiruseikatsu	1.0	
kare-no-kuiin-kanojo-no-guranpuri	彼のクィーン彼女のGP	カレノクィーンカノジョノグランプリ	karenokuinkanojonoguranpuri	1.0	
kare-no-nemuru-basho	彼の眠る場所	カレノネムルバショ	karenonemurubasho	1.0	
kare-no-ondo	彼の温度	カレノオンド	karenoondo	1.0	
kare-no-ryousei-guyuu-matanitei	彼の両性具有妊娠期	カレノリョウセイグユウマタニティ	karenoryouseiguyuumatanitei	1.0	
kare-no-seifuku-ni-kisu-o	彼の制服にキスを	カレノセイフクニキスオ	karenoseifukunikisuo	1.0	
kare-no-shiranai-kanojo-no-hanashi	彼の知らない彼女の話	カレノシラナイカノジョノハナシ	karenoshiranaikanojonohanashi	1.0	
kare-no-shousou-to-koi-ni-tsuite	彼の焦燥と恋について	カレノショウソウトコイニツイテ	karenoshousoutokoinitsuite	1.0	
kare-no-suki	彼の『好き』	カレノスキ	karenosuki	1.0	
kare-no-te-mo-koe-mo	彼の手も声も	カレノテモコエモ	karenotemokoemo	1.0	
kare-no-tokubetsuna-kare	彼の特別な彼	カレノトクベツナカレ	karenotokubetsunakare	1.0	
kare-o-aisuru-niwa-sekkusu-shika-nakatta	彼を愛するにはセックスしかなかった	カレオアイスルニワセックスシカナカッタ	kareoaisuruniwasekusushikanakata	1.0	
kare-to-caret	彼とカレット。	カレトカレット	karetokareto	1.0	
kare-to-kanojo-ga-uso-o-tsuku-hi	彼と彼女がウソをつく日	カレトカノジョガウソオツクヒ	karetokanojogausootsukuhi	1.0	
kare-to-kanojo-no-ieie	彼と彼女のイエイエ	カレトカノジョノイエイエ	karetokanojonoieie	1.0	
kare-to-kanojo-no-iesutadi	彼と彼女のイエスタディ	カレトカノジョノイエスタディ	karetokanojonoiesutadei	1.0	
kare-to-kanojo-no-monogatari	彼と彼女の物語	カレトカノジョノモノガタリ	karetokanojonomonogatari	1.0	
kare-to-kanojo-no-saiteki-na-ondo-to-shitsudo-ni-tsuite	彼と彼女の最適な温度と湿度について	カレトカノジョノサイテキナオンドトシツドニツイテ	karetokanojonosaitekinaondotoshitsudonitsuite	1.0	
kare-to-kanojo-no-sentaku	カレとカノジョの選択	カレトカノジョノセンタク	karetokanojonosentaku	1.0	
kare-to-kanojo-no-wotaku-jijou	彼と彼女の（オタク）²	カレトカノジョノオタクジジョウ	karetokanojonootakujijou	1.0	
kare-to-kanojo-to-garterbelt	彼と彼女とガーターベルト	カレトカノジョトガーターベルト	karetokanojotogataberuto	0.91	
kare-to-kanojo-to-kanojo	彼と彼女と彼女	カレトカノジョトカノジョ	karetokanojotokanojo	1.0	
kare-to-kare-no-love-houshiki	彼と彼の恋愛方式	カレトカレノレンアイホウシキ	karetokarenorenaihoushiki	1.0	
kare-to-koi-nante	彼と恋なんて	カレトコイナンテ	karetokoinante	1.0	
kare-to-okane-to-mirufiiyu	彼とお金とミルフィーユ	カレトオカネトミルフィーユ	karetookanetomirufuiyu	1.0	
kare-wa-anoko-no-mono	彼は、あの子のモノ	カレワアノコノモノ	karewaanokonomono	1.0	
kare-wa-chameleon	彼はカメレオン	カレワカメレオン	karewakamereon	1.0	
kare-wa-charisma	彼はカリスマ	カレワカリスマ	karewakarisuma	0.89	
kare-wa-diablo	彼はディアボロ!	カレワディアボロ	karewadeiaboro	1.0	
kare-wa-idol	彼はアイドル	カレワアイドル	karewaaidoru	0.89	
kare-wa-ima-koi-o-shite-iru	彼は今、恋をしている。	カレワイマコイオシテイル	karewaimakoioshiteiru	1.0	
kare-wa-kanojo-ni-kawaru-node	彼は彼女に変わるので	カレワカノジョニカワルノデ	karewakanojonikawarunode	1.0	
kare-wa-kikenna-mirionea	彼は危険なミリオネア	カレワキケンナミリオネア	karewakikennamirionea	1.0	
kare-wa-soko-ni-ita	彼はそこにいた	カレワソコニイタ	karewasokoniita	1.0	
kare-wa-tomodachi-urano-2025	彼は友達	カレワトモダチ	karewatomodachi	1.0	
kare-wa-tomodachi	彼はトモダチ	カレワトモダチ	karewatomodachi	1.0	
kare-wa-tsumetai-furi-o-shite	彼は冷たいフリをして	カレワツメタイフリオシテ	karewatsumetaifurioshite	1.0	
karechi	カレチ	カレチ	karechi	1.0	
kareha-no-mau-machi	枯れ葉の舞う街	カレハノマウマチ	karehanomaumachi	1.0	
karei-naru-shokutaku	華麗なる食卓	カレイナルショクタク|カレーナルショクタク	kareinarushokutakukarenarushokutaku	1.0	
karei-ni-rien-shitemisemasu-wa	華麗に離縁してみせますわ!	カレイニリエンシテミセマスワ	kareinirienshitemisemasuwa	1.0	
kareinaru-rokku-home	華麗なるロック・ホーム	カレイナルロックホーム	kareinarurokuhomu	1.0	
kareinaru-shishi-no-okinimesu-mama	華麗なる獅子のお気に召すまま	カレイナルシシノオキニメスママ	kareinarushishinookinimesumama	1.0	
kareinaru-utage	華麗なる宴	カレイナルウタゲ	kareinaruutage	1.0	
karekano-gokko	カレカノゴッコ	カレカノゴッコ	karekanogoko	1.0	
kareki-ni-koi-o-sakasemasu	枯れ気に恋を咲かせます	カレキニコイオサカセマス	karekinikoiosakasemasu	1.0	
karekore-kirakiramachi	かれこれきらきらまち	カレコレキラキラマチ	karekorekirakiramachi	1.0	
karekore	カレコレ	カレコレ	karekore	1.0	
karekura	彼クラ!	カレクラ	karekura	1.0	
karen-jogakuin-koukou-otoko-kendoubu	花蓮女学院高校男子剣道部	カレンジョガクインコウコウダンシケンドウブ	karenjogakuinkoukoudanshikendoubu	0.92	
karen-ni-midaremau-cinderella	可憐に乱れ舞うシンデレラ	カレンニミダレマウシンデレラ	karennimidaremaushinderera	0.82	
karen-no-fastener	カレンのファスナー	カレンノファスナー	karennofuasuna	0.89	
karen-osakabe-2011	花恋	カレン	karen	1.0	
karen-shiozaki-1997	Karen	カレン	karen	1.0	
karen	Karen	カレン	karen	1.0	
kareno-no-hanayome	枯れ野の花嫁	カレノノハナヨメ	karenonohanayome	1.0	
kareno-no-yado	枯野の宿	カレノノヤド	karenonoyado	1.0	
kareo-ni-mizu-o	枯れ男に泉を	カレオニミズオ	kareonimizuo	1.0	
kareokudasai	彼をください!	カレオクダサイ	kareokudasai	1.0	
karera-no-hanzai	彼らの犯罪	カレラノハンザイ	kareranohanzai	1.0	
karesen-joshikousei-to-tokikake-oji-san	枯れ専女子高生と時かけおじさん	カレセンジョシコウセイトトキカケオジサン	karesenjoshikouseitotokikakeojisan	1.0	
karesen	枯れセン	カレセン	karesen	1.0	
kareshi-1gou	彼氏1号	カレシ1ゴウ	kareshi1gou	1.0	
kareshi-ga-hoshikatta	彼氏が欲しかった	カレシガホシカッタ	kareshigahoshikata	1.0	
kareshi-ga-iru-noni	カレシがいるのに	カレシガイルノニ	kareshigairunoni	1.0	
kareshi-ga-kieta-hi-ni	彼氏が消えた日に	カレシガキエタヒニ	kareshigakietahini	1.0	
kareshi-ga-yonen-orimasen	彼氏が4年おりません。	カレシガヨネンオリマセン	kareshigayonenorimasen	1.0	
kareshi-imasu	彼氏います。	カレシイマス	kareshiimasu	1.0	
kareshi-kanojo-no-jijou	彼氏彼女の事情	カレシカノジョノジジョウ	kareshikanojonojijou	1.0	
kareshi-recipe	カレシ・レシピ	カレシレシピ	kareshireshipi	1.0	
kareshi-sharing	彼氏シェアリング	カレシシェアリング	kareshishiearingu	1.0	
kareshi-tokidoki-kanojo	彼氏時々彼女	カレシトキドキカノジョ	kareshitokidokikanojo	1.0	
kareshi-toshishitakei	彼氏年下系。	カレシトシシタケイ	kareshitoshishitakei	1.0	
kareshi-tte-doko-ni-ittara-kaemasuno	彼氏ってどこに行ったら買えますの!?	カレシッテドコニイッタラカエマスノ	kareshitedokoniitarakaemasuno	1.0	
kareshi-yori-manzoku-dekiru-zetsurin-aniki	彼氏より満足できる絶倫兄貴	カレシヨリマンゾクデキルゼツリンアニキ	kareshiyorimanzokudekiruzetsurinaniki	1.0	
kareshi	彼レ屍	カレシ	kareshi	1.0	
karez	カレーズ	カレーズ	karezu	1.0	
kari-suma	仮スマ	カリスマ	karisuma	1.0	
kariage-kun-konpakuto	かりあげクン コンパクト	カリアゲクンコンパクト	kariagekunkonpakuto	1.0	
kariage-kun	かりあげクン	カリアゲクン	kariagekun	1.0	
karibu-marley-sakuhinshuu-carib-song	狩撫麻礼作品集カリブソング	カリブマレイサクヒンシュウカリブソング	karibumareisakuhinshuukaribusongu	1.0	
kaributo	カリブト	カリブト	kaributo	1.0	
karigane	カリガネ	カリガネ	karigane	1.0	
karigari	カリガリ!	カリガリ	karigari	1.0	
karigurashi-no-ariettei	借りぐらしのアリエッティ	カリグラシノアリエッティ	karigurashinoarietei	1.0	
karigyaru	かりぎゃる	カリギャル	karigyaru	1.0	
karikare	仮カレ!!	カリカレ	karikare	1.0	
kariko-to-karushiumu	珈理子とカルシウム	カリコトカルシウム	karikotokarushiumu	1.0	
karikura	カリクラ	カリクラ	karikura	1.0	
karimen-santa-no-sandy-san	仮免サンタのサンディさん	カリメンサンタノサンディサン	karimensantanosandeisan	1.0	
karin-chan-wa-misetagari	カリンちゃんは魅せたがり	カリンチャンワミセタガリ	karinchanwamisetagari	1.0	
karin-channel-hajimete-mita	かりんちゃんねるはじめてみた!	カリンチャンネルハジメテミタ	karinchanneruhajimetemita	0.92	
karin-kagesaki-2003	かりん	カリン	karin	1.0	
karin-no-mound	花鈴のマウンド	カリンノマウンド	karinnomaundo	1.0	
karin-san-tsujitsuma-ga-aimasen	花凛さん、つじつまが合いません!	カリンサンツジツマガアイマセン	karinsantsujitsumagaaimasen	1.0	
karin-sennyo-den	花琳仙女伝	カリンセンニョデン	karinsennyoden	1.0	
karin-to	かりんと。	カリント	karinto	1.0	
karin	火輪	カリン	karin	1.0	
karinka-no-oka	火輪花の丘	カリンカノオカ	karinkanooka	1.0	
karinpo	かりん歩	カリンポ	karinpo	1.0	
karisome-bitch-minami-kun	かりそめビッチ南くん	カリソメビッチミナミクン	karisomebichiminamikun	1.0	
karisome-chouhi-no-pride	仮初め寵妃のプライド	カリソメチョウヒノプライド	karisomechouhinopuraido	1.0	
karisome-konyakusha-ni-dekiai-dekiaisaretemasu	かりそめ婚約者に溺愛されてます	カリソメコンヤクシャニデキアイサレテマス	karisomekonyakushanidekiaisaretemasu	1.0	
karisome-no-dei-dream	かりそめのデイ・ドリーム	カリソメノデイドリーム	karisomenodeidorimu	1.0	
karisome-no-koushaku-fujin	かりそめの公爵夫人	カリソメノコウシャクフジン	karisomenokoushakufujin	1.0	
karisome-yasha	かりそめ夜叉	カリソメヤシャ	karisomeyasha	1.0	
kariudo-bachi	狩人蜂	カリュウドバチ	karyuudobachi	1.0	
kariudo-nara-daredemo	狩人なら誰でも	カリュウドナラダレデモ	karyuudonaradaredemo	0.9	
kariudo-no-seiza	狩人の星座	カリュウドノセイザ	karyuudonoseiza	1.0	
karma-na-skill-de-musou-suru-isekai-harem-kaitoudan	咎(カルマ)なスキルで無双する異世界ハーレム怪盗団	カルマナスキルデムソウスルイセカイハーレムカイトウダン	karumanasukirudemusousuruisekaiharemukaitoudan	1.0	
karma-trick	カーマトリック	カーマトリック	kamatoriku	0.86	
karneval	カーニヴァル	カーニヴァル	kaniaru	0.67	
karoojiero-no-enogu	カロージェロの絵の具	カロージェロノエノグ	karojieronoenogu	1.0	
karori-no-tsuyagoto-season2	かろりのつやごとSeason2	カロリノツヤゴトシーズンツー	karorinotsuyagotoshizuntsu	0.85	
karori-no-tsuyagoto	かろりのつやごと	カロリノツヤゴト	karorinotsuyagoto	1.0	
karrafuru-na-etsubburidei	カッラフルなエッッブリデイ	カッラフルナエッッブリデイ	karafurunaeburidei	1.0	
karubania-monogatari	カルバニア物語	カルバニアモノガタリ	karubaniamonogatari	1.0	
karubi-kiki-ippatsu	カルビ!危機一髪!	カルビキキイッパツ	karubikikiipatsu	1.0	
karubi-ni-shite-ne	カルビにしてね!	カルビニシテネ	karubinishitene	1.0	
karubin-to-hobbusu	カルビンとホッブス	カルビントホッブス	karubintohobusu	1.0	
karuchona-shitsuji	カルチョな執事	カルチョナシツジ	karuchonashitsuji	1.0	
karuizawa-syndrome	軽井沢シンドローム	カルイザワシンドローム	karuizawashindoromu	0.92	
karuki-no-kuru-hi	カルキのくる日	カルキノクルヒ	karukinokuruhi	1.0	
karunazaru-senki-guardian	カルナザル戦記ガーディアン	カルナザルセンキガーディアン	karunazarusenkigadeian	1.0	
karupachia-rhapsody	カルパチア綺想曲	カルパチアラプソディ	karupachiarapusodei	0.92	
karura-mau-2016	カルラ舞う! 外伝安倍晴明編	カルラマウ	karuramau	1.0	
karura-mau-2017	カルラ舞う! 湖国幻影城	カルラマウ	karuramau	1.0	
karura-mau-katsuraginokodaishin	カルラ舞う! 葛城の古代神	カルラマウカツラギノコダイシン	karuramaukatsuraginokodaishin	1.0	
karura-mau	カルラ舞う!	カルラマウ	karuramau	1.0	
karushiumu	かるしうむ!	カルシウム	karushiumu	1.0	
karuta	かるた	カルタ	karuta	1.0	
karutetto	かるってと	カルテット	karuteto	1.0	
karyukusu	カリュクス	カリュクス	karyukusu	1.0	
karyuu	火竜	カリュウ	karyuu	1.0	
karyuudowanemuranai	狩人は眠らない	カリュウドワネムラナイ	karyuudowanemuranai	1.0	
kasa-no-shita-futari	傘の下、ふたり	カサノシタ、フタリ	kasanoshitafutari	1.0	
kasai-chousakan	火災調査官	カサイチョウサカン	kasaichousakan	1.0	
kasai-investigator-nanase	火災調査官ナナセ	カサイチョウサカンナナセ	kasaichousakannanase	0.7	
kasai-no-hito	家栽の人	カサイノヒト	kasainohito	1.0	
kasane-2007	累	カサネ	kasane	1.0	
kasane-integuraru	かさねインテグラる	カサネインテグラル	kasaneinteguraru	1.0	
kasane-to-subaru	かさねと昴	カサネトスバル	kasanetosubaru	1.0	
kasane	累	カサネ	kasane	1.0	
kasapapa	カサパパ	カサパパ	kasapapa	1.0	
kasasagi-azusa-to-nananin-no-teki	笠佐木梓と七人の敵	カササギアズサトナナニンノテキ	kasasagiazusatonananinnoteki	1.0	
kaseda-takahiro-shinrei-file	加世田隆宗心霊事件簿	カセダタカヒロシンレイジケンボ	kasedatakahiroshinreijikenbo	0.85	
kaseefu-dragon	カセーフ・ドラゴン	カセーフドラゴン	kasefudoragon	1.0	
kasei-hakase	火星博士	カセイハカセ	kaseihakase	1.0	
kasei-madoushi-no-isekai-seikatsu	家政魔導士の異世界生活	カセイマドウシノイセカイセイカツ	kaseimadoushinoisekaiseikatsu	1.0	
kasei-monogatari	火星物語	カセイモノガタリ	kaseimonogatari	1.0	
kasei-nendaiki	火星年代記	カセイネンダイキ	kaseinendaiki	1.0	
kasei-ni-sasageru-duet	火星に捧げるデュエット	カセイニササゲルデュエット	kaseinisasagerudeeto	1.0	
kasei-no-hatsu-chan	火星の八ちゃん	カセイノハッチャン	kaseinohachan	1.0	
kasei-no-kokoro	火星のココロ	カセイノココロ	kaseinokokoro	1.0	
kasei-reijou	火星令嬢	カセイレイジョウ	kaseireijou	1.0	
kasei-robo-daikessen	火星ロボ大決戦!	カセイロボダイケッセン	kaseirobodaikesen	1.0	
kasei-runba	火星ルンバ	カセイルンバ	kaseirunba	1.0	
kasei-tanken-hoopu-kun-no-bouken	火星探検ホープ君の冒険	カセイタンケンホープクンノボウケン	kaseitankenhopukunnobouken	1.0	
kasei-tanken	火星探険	カセイタンケン	kaseitanken	1.0	
kasei-yakiyoku	華星夜曲	カセイヤキヨク	kaseiyakiyoku	1.0	
kasei-zombie	火星ゾンビ	カセイゾンビ	kaseizonbi	0.89	
kaseida-machiko	火星田マチ子	カセイダマチコ	kaseidamachiko	1.0	
kaseifu-ga-ita	カセイフがイタ。	カセイフガイタ	kaseifugaita	1.0	
kaseifu-ga-mokusatsu	家政婦が黙殺	カセイフガモクサツ	kaseifugamokusatsu	1.0	
kaseifu-kun-wa-mei-tantei	家政夫くんは名探偵!	カセイフクンワメイタンテイ	kaseifukunwameitantei	1.0	
kaseifu-no-etsuko-san	家政婦のエツ子さん	カセイフノエツコサン	kaseifunoetsukosan	1.0	
kaseifu-patalliro	家政夫パタリロ!	カセイフパタリロ	kaseifupatariro	1.0	
kaseifu-san-wa-amai-uso-o-tsuku	家政夫さんは甘い嘘をつく	カセイフサンワアマイウソオツク	kaseifusanwaamaiusootsuku	1.0	
kaseifu-to-100-rasu-100-no-houhou	家政婦と暮らす100の方法	カセイフトクラス100ノホウホウ	kaseifutokurasu100nohouhou	1.0	
kaseifu-wa-mama	家政婦はママ	カセイフワママ	kaseifuwamama	1.0	
kaseifusantsu	家政婦さんっ!	カセイフサンッ	kaseifusan	1.0	
kaseijin-deka	火星人刑事	カセイジンデカ	kaseijindeka	1.0	
kaseki-horidaa	カセキホリダー	カセキホリダー	kasekihorida	1.0	
kaseki-no-shima	化石の島	カセキノシマ	kasekinoshima	1.0	
kasekiholder-mugengear	カセキホリダームゲンギア	カセキホリダームゲンギア	kasekihoridamugengia	1.0	
kasekitou	化石島	カセキジマ	kasekijima	0.71	
kasen-koushu-yawa	華仙公主夜話	カセンコウシュヤワ	kasenkoushuyawa	1.0	
kasenjou-no-hateruma	火線上のハテルマ	カセンジョウノハテルマ	kasenjounohateruma	1.0	
kashi-battle	カシバトル	カシバトル	kashibatoru	0.78	
kashi-kousen	可視光線	カシコウセン	kashikousen	1.0	
kashi-no-kokage-de-ohirune-sureba	樫の木陰でお昼寝すれば	カシノコカゲデオヒルネスレバ	kashinokokagedeohirunesureba	1.0	
kashi-otoko-rinobeeshon	菓子男リノベーション	カシオリノベーション	kashiorinobeshon	1.0	
kashibito-ya	貸人屋	カシビトヤ	kashibitoya	1.0	
kashidashi-zuma-emu	貸出妻M	カシダシズマM	kashidashizumam	1.0	
kashikoi-kodomo	かしこい子ども	カシコイコドモ	kashikoikodomo	1.0	
kashikoi-neko-momota	かしこい猫もも太	カシコイネコモモタ	kashikoinekomomota	1.0	
kashikoi	カシコイ	カシコイ	kashikoi	1.0	
kashikoiken-ririentaaru	賢い犬リリエンタール	カシコイケンリリエンタール	kashikoikenririentaru	1.0	
kashikomarimashita-destiny	かしこまりました、デスティニー	カシコマリマシタ、デスティニー	kashikomarimashitadesuteini	0.92	
kashimashi-house	かしましハウス	カシマシハウス	kashimashihausu	1.0	
kashimashi-meshi	かしましめし	カシマシメシ	kashimashimeshi	1.0	
kashimashi	かしまし	カシマシ	kashimashi	1.0	
kashimura-ikka-no-yoake	樫村一家の夜明け	カシムライッカノヨアケ	kashimuraikanoyoake	1.0	
kashin-yuugiden	花神遊戯伝	ハナガミユウギデン	hanagamiyuugiden	0.9	
kashinoha-pesu-toropiko	柏葉ぺすtropico	カシノハペストロピコ	kashinohapesutoropiko	1.0	
kashinokigakuen-monogatari	かしの木学園物語	カシノキガクエンモノガタリ	kashinokigakuenmonogatari	1.0	
kashita-maryoku-wa-ribo-barai-de-kyousei-choushuu	貸した魔力は〈リボ払い〉で強制徴収	カシタマリョクワリボバライデキョウセイチョウシュウ	kashitamaryokuwaribobaraidekyouseichoushuu	1.0	
kashiwaya-kokko-no-jinsei-manzai	柏屋コッコの人生〔×万〕漫才	カシワヤコッコノジンセイマンザイ	kashiwayakokonojinseimanzai	1.0	
kashizukimusume-to-wakatsubame	かしずき娘と若燕	カシズキムスメトワカツバメ	kashizukimusumetowakatsubame	1.0	
kashoku-no-shiro	花燭の白	カショクノシロ	kashokunoshiro	1.0	
kashou-no-tsuki	火宵の月	カショウノツキ	kashounotsuki	1.0	
kashuu	歌集	カシュウ	kashuu	1.0	
kasou-kairou	仮想回廊	カソウカイロウ	kasoukairou	1.0	
kasou-love	仮想恋愛	カソウレンアイ	kasourenai	0.75	
kasou-meikyuu	仮想迷宮	カソウメイキュウ	kasoumeikyuu	1.0	
kasouba-de-hataraku-boku-no-nichijou	火葬場で働く僕の日常	カソウバデハタラクボクノニチジョウ	kasoubadehatarakubokunonichijou	1.0	
kasouba-no-nai-machi-ni-kane-ga-naru-toki	火葬場のない町に鐘が鳴る時	カソウバノナイマチニカネガナルトキ	kasoubanonaimachinikaneganarutoki	1.0	
kasshoku-henshuu-san-to-shota-mangaka	褐色編集さんとショタ漫画家	カッショクヘンシュウサントショタマンガカ	kashokuhenshuusantoshotamangaka	1.0	
kasuga-no-tsubone-1988-2	春日局	カスガノツボネ	kasuganotsubone	1.0	
kasuga-no-tsubone-1988	春日局	カスガノツボネ	kasuganotsubone	1.0	
kasuga-no-tsubone-miura-1989	春日の局	カスガノツボネ	kasuganotsubone	1.0	
